"HHID","h17q1","h17q2","h17q3","h17q4","h17q5","h17q6","h17q7","h17q8","h17q9","wgt_X"
"H29710-04-03","P29710-005",1,3,1,3,2,12,12,2,812.416076660156
"H29801-04-01","P29801-002",2,2,2,2,1,8,8,1,2437.248046875
"H29802-04-01","P29802-002",1,1,1,3,5,12,4,2,2437.248046875
"H29803-04-01","P29803-004",1,1,1,2,2,12,3,2,1218.6240234375
"H29803-04-02","P29803-002",1,2,1,3,5,4,12,2,1218.6240234375
"H29805-04-01","P29805-002",1,1,1,3,2,8,12,2,2437.248046875
"H29806-04-01","P29806-001",1,2,1,3,2,12,8,2,2437.248046875
"H29807-04-01","P29807-001",1,1,1,2,2,3,3,2,1218.6240234375
"H29807-04-02","P29807-008",1,3,1,2,2,12,12,2,1218.6240234375
"H29809-04-01","P29809-002",1,1,1,3,5,12,12,2,2437.248046875
"H29810-04-01","P29810-006",1,1,1,3,5,12,96,2,1218.6240234375
"H29810-04-02","P29810-002",1,3,1,3,2,12,12,2,1218.6240234375
"H29901-04-01","P29901-001",1,1,1,3,2,4,4,2,2437.248046875
"H29902-04-01","P29902-002",1,1,1,3,2,12,3,2,406.207977294922
"H29902-04-02","P29902-015",1,1,1,3,2,12,3,2,406.207977294922
"H29902-04-05","P29902-006",2,2,1,2,5,6,6,2,406.207977294922
"H29902-04-06","P29902-024",1,2,2,2,2,6,6,2,406.207977294922
"H29903-04-01","P29903-001",1,1,1,3,2,8,11,2,1218.6240234375
"H29903-04-02","P29903-005",1,1,1,3,2,12,12,2,1218.6240234375
"H29904-04-01","P29904-001",1,2,1,2,2,6,11,2,2437.248046875
"H29905-04-01","P29905-002",1,2,2,2,2,12,96,2,2437.248046875
"H29906-04-01","P29906-002",1,2,1,2,1,12,11,1,1218.6240234375
"H29906-04-02","P29906-007",1,2,2,3,1,96,3,1,1218.6240234375
"H29907-04-01","P29907-001",1,1,1,2,2,12,6,2,2437.248046875
"H29908-04-01","P29908-001",1,2,2,2,1,3,3,1,1218.6240234375
"H29908-04-02","P29908-006",1,1,1,3,2,7,7,2,1218.6240234375
"H29909-04-01","P29909-001",1,1,1,2,2,12,12,2,1218.6240234375
"H29909-04-02","P29909-002",1,1,1,2,2,7,12,2,1218.6240234375
"H29910-04-01","P29910-001",1,2,1,3,2,7,9,1,2437.248046875
"H30002-04-01","P30002-001",2,1,1,3,2,12,12,2,1218.6240234375
"H30002-04-02","P30002-002",1,1,1,2,2,12,6,2,1218.6240234375
"H30006-04-01","P30006-002",1,2,1,2,2,8,8,2,2437.248046875
"H30008-04-01","P30008-010",1,1,1,0,5,12,12,2,1218.6240234375
"H30008-04-02","P30008-011",1,1,1,4,5,1,1,2,1218.6240234375
"H30009-04-01","P30009-001",2,2,2,2,1,3,3,1,2437.248046875
"H30010-04-01","P30010-002",1,2,1,3,5,8,8,2,2437.248046875
"H30012-04-01","P30012-001",1,1,1,3,2,12,2,2,2437.248046875
"H30302-04-01","P30302-002",1,1,1,3,2,8,8,2,2437.248046875
"H30303-04-01","P30303-001",1,1,1,3,2,8,8,2,2437.248046875
"H30304-04-01","P30304-001",1,2,1,3,2,12,3,2,2437.248046875
"H30306-04-01","P30306-002",1,1,1,2,5,12,8,1,2437.248046875
"H30307-04-01","P30307-001",1,2,1,2,1,12,11,1,2437.248046875
"H30308-04-01","P30308-009",1,1,1,3,2,8,8,2,2437.248046875
"H30309-04-01","P30309-006",1,1,1,2,1,2,8,1,812.415954589844
"H30309-04-02","P30309-002",1,1,1,3,2,11,3,2,812.415954589844
"H30309-04-03","P30309-008",1,2,1,3,5,7,12,2,812.415954589844
"H30310-04-01","P30310-001",1,1,1,2,2,12,12,2,2437.248046875
"H30402-04-01","P30402-002",1,1,1,2,2,2,2,2,2437.248046875
"H30403-04-01","P30403-001",1,2,1,2,2,4,4,2,2437.248046875
"H30404-04-01","P30404-003",2,1,1,2,5,12,3,2,2437.248046875
"H30405-04-01","P30405-001",1,1,1,3,2,11,4,2,2437.248046875
"H30406-04-01","P30406-002",1,1,1,3,2,2,7,2,2437.248046875
"H30407-04-01","P30407-001",1,2,1,2,2,9,9,2,2437.248046875
"H30408-04-01","P30408-003",1,1,1,2,2,3,3,2,1218.6240234375
"H30408-04-02","P30408-008",1,1,1,2,2,3,3,2,1218.6240234375
"H30409-04-01","P30409-003",1,2,2,2,2,9,3,2,2437.248046875
"H30411-04-01","P30411-002",1,1,1,3,1,12,12,1,2437.248046875
"H30412-04-01","P30412-001",1,1,2,2,2,12,6,2,2437.248046875
"H30502-04-01","P30502-002",1,1,1,3,2,12,2,2,812.415954589844
"H30502-04-02","P30502-004",1,1,1,3,2,2,7,2,812.415954589844
"H30502-04-03","P30502-003",1,1,1,3,2,96,12,2,812.415954589844
"H30503-04-01","P30503-002",1,1,1,3,5,4,4,2,2437.248046875
"H30504-04-01","P30504-001",1,1,1,3,2,12,12,2,2437.248046875
"H30505-04-01","P30505-001",1,1,1,3,2,12,12,2,2437.248046875
"H30507-04-01","P30507-001",1,1,1,3,4,12,12,2,2437.248046875
"H30509-04-01","P30509-001",1,1,1,3,5,12,12,2,2437.248046875
"H30510-04-01","P30510-002",1,1,1,2,2,12,6,2,2437.248046875
"H30511-04-01","P30511-004",1,1,1,2,2,12,6,2,812.415954589844
"H30511-04-02","P30511-006",1,1,1,2,2,11,12,2,812.415954589844
"H30511-04-03","P30511-016",1,1,1,2,2,1,8,2,812.415954589844
"H30602-04-01","P30602-004",1,1,1,3,2,3,3,2,2437.24829101563
"H30603-04-01","P30603-001",2,2,1,2,2,12,6,2,2437.24829101563
"H30604-04-01","P30604-002",1,2,1,2,2,6,6,2,2437.24829101563
"H30605-04-01","P30605-001",1,1,1,2,5,12,12,1,812.416076660156
"H30605-04-02","P30605-005",1,2,1,4,2,8,12,2,812.416076660156
"H30605-04-03","P30605-003",1,3,1,3,2,12,12,2,812.416076660156
"H30607-04-01","P30607-001",1,1,1,2,2,12,8,2,2437.24829101563
"H30608-04-01","P30608-001",1,2,2,3,2,2,8,2,2437.24829101563
"H30610-04-01","P30610-002",1,2,2,2,2,3,3,2,2437.24829101563
"H30701-04-01","P30701-001",1,2,2,1,2,12,12,1,812.416076660156
"H30701-04-03","P30701-009",1,1,1,2,2,6,6,1,812.416076660156
"H30701-04-04","P30701-017",1,1,1,3,2,12,12,2,812.416076660156
"H30702-04-01","P30702-002",1,1,2,2,2,12,3,2,812.416076660156
"H30702-04-02","P30702-004",1,2,1,2,1,8,12,2,812.416076660156
"H30702-04-03","P30702-003",1,1,1,2,2,6,12,2,812.416076660156
"H30703-04-01","P30703-001",1,2,2,2,1,11,11,1,1218.62414550781
"H30703-04-02","P30703-003",1,2,1,2,2,8,12,1,1218.62414550781
"H30704-04-01","P30704-002",1,2,1,3,2,3,3,2,2437.24829101563
"H30706-04-01","P30706-009",1,1,1,3,5,12,5,2,812.416076660156
"H30706-04-03","P30706-015",1,1,1,3,2,8,12,2,812.416076660156
"H30706-04-04","P30706-003",1,2,1,2,2,12,11,1,812.416076660156
"H30707-04-01","P30707-001",1,2,2,2,2,11,11,2,2437.24829101563
"H30708-04-01","P30708-001",1,2,2,2,2,5,11,1,2437.24829101563
"H30709-04-01","P30709-002",1,1,2,3,1,9,9,1,2437.24829101563
"H30710-04-01","P30710-001",1,2,2,2,2,11,11,2,2437.24829101563
"H30802-04-01","P30802-002",1,2,2,2,2,6,6,1,2437.248046875
"H30803-04-01","P30803-001",1,1,1,2,2,12,12,2,2437.248046875
"H30805-04-01","P30805-001",1,1,2,2,1,12,12,2,1218.6240234375
"H30805-04-02","P30805-006",1,1,1,3,2,12,3,2,1218.6240234375
"H30806-04-01","P30806-001",1,2,2,2,2,3,3,2,1218.6240234375
"H30806-04-02","P30806-007",1,2,2,2,2,9,3,2,1218.6240234375
"H30807-04-01","P30807-001",1,2,2,2,1,12,3,1,2437.248046875
"H30809-04-01","P30809-002",1,1,1,2,2,12,3,2,2437.248046875
"H30810-04-01","P30810-001",1,2,1,2,2,12,3,2,2437.248046875
"H30811-04-01","P30811-001",1,2,2,2,2,8,11,2,2437.248046875
"H30901-04-01","P30901-002",1,2,2,2,1,11,11,1,1218.62414550781
"H30901-04-02","P30901-008",1,1,2,3,1,12,7,1,1218.62414550781
"H30903-04-01","P30903-001",1,2,1,3,1,2,2,1,2437.24829101563
"H30904-04-01","P30904-001",1,1,1,3,4,12,12,2,2437.24829101563
"H30905-04-01","P30905-002",1,1,2,3,2,7,7,2,1218.62414550781
"H30905-04-02","P30905-003",1,1,1,3,2,12,12,2,1218.62414550781
"H30906-04-01","P30906-001",1,2,2,3,2,2,2,2,1218.62414550781
"H30906-04-02","P30906-010",1,2,2,2,1,3,11,1,1218.62414550781
"H30907-04-01","P30907-001",1,1,2,2,2,3,3,2,2437.24829101563
"H30908-04-01","P30908-001",1,1,2,3,2,12,6,2,2437.24829101563
"H30909-04-01","P30909-001",1,1,2,3,2,8,8,2,2437.24829101563
"H30910-04-01","P30910-002",1,2,2,3,2,4,4,2,1218.62414550781
"H30910-04-02","P30910-024",1,1,1,3,4,12,12,2,1218.62414550781
"H30911-04-01","P30911-001",1,2,1,2,1,12,3,2,2437.24829101563
"H31001-04-01","P31001-001",2,2,1,2,1,12,11,1,2437.248046875
"H31003-04-01","P31003-002",2,2,2,2,1,2,3,1,2437.248046875
"H31004-04-01","P31004-001",1,1,1,2,2,12,6,2,1218.6240234375
"H31004-04-02","P31004-004",1,1,1,3,2,6,12,2,1218.6240234375
"H31005-04-02","P31005-002",1,1,1,1,5,12,1,2,2437.248046875
"H31006-04-01","P31006-004",1,2,1,3,2,12,6,2,2437.248046875
"H31007-04-01","P31007-002",1,1,1,3,2,12,12,2,2437.248046875
"H31008-04-01","P31008-001",1,2,1,2,2,3,3,2,2437.248046875
"H31010-04-01","P31010-001",1,3,1,3,2,12,12,2,2437.248046875
"H31101-04-01","P31101-001",1,1,1,3,5,12,12,2,812.416076660156
"H31101-04-02","P31101-005",1,1,1,4,5,12,7,2,812.416076660156
"H31101-04-03","P31101-003",1,2,1,3,2,4,12,2,812.416076660156
"H31102-04-01","P31102-004",1,2,2,3,1,12,4,2,2437.24829101563
"H31103-04-01","P31103-002",1,2,2,2,1,3,3,1,2437.24829101563
"H31105-04-01","P31105-001",1,2,2,3,2,6,6,2,2437.24829101563
"H31107-04-01","P31107-004",1,2,1,2,2,3,12,2,2437.24829101563
"H31108-04-01","P31108-002",1,2,1,2,2,12,6,2,2437.24829101563
"H31109-04-01","P31109-001",1,2,2,2,1,3,3,1,812.416076660156
"H31109-04-02","P31109-022",1,2,1,2,1,3,3,2,812.416076660156
"H31109-04-03","P31109-008",1,2,2,2,1,3,3,1,812.416076660156
"H31110-04-01","P31110-002",1,1,1,2,2,12,3,2,2437.24829101563
"H31701-04-01","P31701-002",2,2,2,2,2,11,11,1,2437.24829101563
"H31702-04-01","P31702-002",2,2,2,2,2,11,11,1,2437.24829101563
"H31703-04-01","P31703-001",1,2,1,2,2,12,6,2,812.416076660156
"H31703-04-02","P31703-003",1,3,1,3,2,12,12,2,812.416076660156
"H31703-04-03","P31703-005",1,3,1,3,2,12,12,2,812.416076660156
"H31704-04-01","P31704-001",1,1,1,3,5,12,12,2,2437.24829101563
"H31706-04-01","P31706-002",1,1,1,2,2,12,6,2,1218.62414550781
"H31706-04-02","P31706-008",1,2,1,2,2,8,8,2,1218.62414550781
"H31707-04-01","P31707-001",1,2,1,3,2,9,9,2,2437.24829101563
"H31708-04-01","P31708-001",1,1,1,3,2,3,3,2,2437.24829101563
"H31709-04-01","P31709-001",1,1,1,3,2,2,2,2,2437.24829101563
"H31710-04-01","P31710-001",2,2,1,2,2,11,12,2,2437.24829101563
"H31901-04-01","P31901-001",1,3,2,2,4,12,12,1,3443.49438476563
"H31902-04-01","P31902-001",1,2,1,2,2,12,1,2,3443.49438476563
"H31903-04-01","P31903-001",1,2,2,2,1,96,96,2,3443.49438476563
"H31904-04-01","P31904-001",1,3,1,2,1,12,12,2,3443.49438476563
"H31907-04-01","P31907-002",1,2,1,2,2,12,11,2,3443.49438476563
"H31908-04-01","P31908-001",1,2,1,3,2,8,8,2,3443.49438476563
"H31909-04-01","P31909-001",1,2,2,3,2,3,3,2,3443.49438476563
"H31910-04-01","P31910-001",1,1,2,2,2,2,2,2,3443.49438476563
"H32101-04-01","P32101-001",1,2,2,3,2,12,12,1,3443.49438476563
"H32102-04-01","P32102-003",1,1,1,3,2,12,4,2,3443.49438476563
"H32103-04-01","P32103-001",1,2,1,3,2,2,2,2,3443.49438476563
"H32104-04-01","P32104-002",1,2,2,3,2,12,3,2,1721.74719238281
"H32104-04-02","P32104-001",1,1,1,3,4,12,12,2,1721.74719238281
"H32105-04-01","P32105-001",1,2,2,2,2,5,12,2,3443.49438476563
"H32106-04-01","P32106-001",1,2,1,3,2,12,2,2,688.698913574219
"H32106-04-02","P32106-010",1,1,1,3,2,2,2,2,688.698913574219
"H32106-04-03","P32106-008",1,1,1,3,2,2,2,2,688.698913574219
"H32106-04-04","P32106-002",1,1,1,2,2,12,12,2,688.698913574219
"H32106-04-05","P32106-004",1,1,1,3,2,12,1,2,688.698913574219
"H32108-04-01","P32108-002",1,1,1,3,2,4,4,2,3443.49438476563
"H32109-04-01","P32109-002",1,2,2,3,1,2,12,2,3443.49438476563
"H32201-04-01","P32201-001",1,1,1,3,2,3,3,2,3443.49438476563
"H32202-04-01","P32202-002",1,2,1,3,2,96,4,2,3443.49438476563
"H32203-04-01","P32203-001",2,1,2,2,2,2,2,2,3443.49438476563
"H32204-04-01","P32204-001",1,1,1,2,2,5,12,2,3443.49438476563
"H32205-04-01","P32205-010",1,2,1,2,2,5,5,2,1721.74719238281
"H32205-04-02","P32205-001",1,3,1,2,2,12,12,2,1721.74719238281
"H32206-04-01","P32206-002",1,1,1,3,2,2,2,2,3443.49438476563
"H32207-04-01","P32207-002",1,1,1,3,2,12,4,2,3443.49438476563
"H32209-04-01","P32209-002",1,1,1,3,2,12,2,2,1721.74719238281
"H32209-04-02","P32209-004",1,1,1,3,2,4,4,2,1721.74719238281
"H32401-04-01","P32401-002",1,1,1,5,2,12,4,2,1513.22998046875
"H32402-04-01","P32402-001",1,1,1,3,2,4,12,2,1513.22998046875
"H32403-04-01","P32403-001",1,1,1,3,2,12,12,2,1513.22998046875
"H32404-04-01","P32404-002",1,2,1,3,2,4,4,2,1513.22998046875
"H32405-04-01","P32405-002",1,1,1,3,2,4,12,2,1513.22998046875
"H32406-04-01","P32406-002",1,1,1,3,2,6,12,2,1513.22998046875
"H32407-04-01","P32407-001",1,3,1,3,2,12,12,2,1513.22998046875
"H32408-04-01","P32408-001",1,1,1,3,2,12,96,2,1513.22998046875
"H32409-04-01","P32409-001",1,3,1,3,2,12,12,2,1513.22998046875
"H32410-04-01","P32410-002",1,3,1,3,2,12,12,2,1513.22998046875
"H32501-04-01","P32501-001",1,1,1,2,2,12,12,2,2466.08081054688
"H32502-04-01","P32502-001",1,3,1,1,5,12,12,2,2466.08081054688
"H32503-04-01","P32503-002",1,2,1,3,1,4,2,2,2466.08081054688
"H32504-04-01","P32504-001",1,2,2,2,1,1,1,1,2466.08081054688
"H32505-04-01","P32505-001",1,2,1,1,2,12,12,2,2466.08081054688
"H32506-04-01","P32506-002",1,1,1,3,2,12,12,2,2466.08081054688
"H32507-04-01","P32507-001",1,1,1,2,1,1,1,2,2466.08081054688
"H32508-04-01","P32508-001",1,2,1,3,2,7,12,2,2466.08081054688
"H32509-04-01","P32509-002",1,1,1,3,1,1,1,2,2466.08081054688
"H32510-04-01","P32510-002",1,3,1,3,2,12,12,2,2466.08081054688
"H32601-04-01","P32601-001",1,1,1,3,4,12,12,2,1889.33142089844
"H32602-04-01","P32602-001",1,1,1,2,2,12,12,2,1889.33142089844
"H32603-04-01","P32603-002",1,1,1,2,4,12,12,2,1889.33142089844
"H32604-04-01","P32604-001",1,3,1,3,2,12,12,2,1889.33142089844
"H32605-04-01","P32605-002",1,1,1,3,2,1,1,2,1889.33142089844
"H32606-04-01","P32606-002",1,2,1,3,2,1,12,2,1889.33142089844
"H32607-04-01","P32607-002",1,1,1,3,2,1,1,2,1889.33142089844
"H32608-04-01","P32608-002",1,1,1,2,2,12,12,2,1889.33142089844
"H32609-04-01","P32609-002",1,1,1,3,2,4,12,2,1889.33142089844
"H32610-04-01","P32610-001",1,2,1,1,1,4,4,1,1889.33142089844
"H32701-04-01","P32701-001",1,1,1,4,2,5,12,2,1890.42163085938
"H32702-04-01","P32702-002",1,3,1,4,2,12,12,2,1890.42163085938
"H32703-04-01","P32703-002",1,1,1,3,2,4,12,2,1890.42163085938
"H32704-04-01","P32704-002",1,2,1,3,2,12,4,2,1890.42163085938
"H32705-04-01","P32705-001",1,1,1,3,2,12,12,2,1890.42163085938
"H32707-04-01","P32707-001",1,1,1,2,2,12,1,2,1890.42163085938
"H32708-04-01","P32708-007",1,1,1,3,2,12,2,2,1890.42163085938
"H32709-04-01","P32709-003",1,1,1,4,2,12,4,2,1890.42163085938
"H32710-04-01","P32710-002",1,1,1,3,2,12,7,2,1890.42163085938
"H32801-04-01","P32801-002",1,2,1,3,2,4,12,2,2437.23754882813
"H32802-04-01","P32802-001",1,3,1,3,2,12,12,2,2437.23754882813
"H32803-04-01","P32803-002",1,3,1,2,2,12,12,2,2437.23754882813
"H32804-04-01","P32804-001",1,2,1,3,2,4,4,2,2437.23754882813
"H32805-04-01","P32805-002",1,1,1,3,2,12,96,2,2437.23754882813
"H32806-04-01","P32806-002",1,1,1,3,2,12,12,2,2437.23754882813
"H32807-04-01","P32807-002",1,2,1,3,2,6,6,2,2437.23754882813
"H32810-04-01","P32810-001",1,1,1,3,2,12,12,2,2437.23754882813
"H32901-04-01","P32901-001",1,1,1,3,5,12,11,2,1860.48669433594
"H32902-04-01","P32902-001",1,1,1,3,5,4,96,2,1860.48669433594
"H32903-04-01","P32903-001",1,1,1,2,2,12,12,2,1860.48669433594
"H32904-04-01","P32904-001",1,1,1,3,2,2,11,2,1860.48669433594
"H32905-04-01","P32905-001",1,1,1,3,2,2,7,2,1860.48669433594
"H32906-04-01","P32906-001",1,1,1,2,2,12,12,2,1860.48669433594
"H32907-04-01","P32907-001",1,1,1,3,2,12,1,2,1860.48669433594
"H32908-04-01","P32908-002",1,1,1,3,2,2,12,2,1860.48669433594
"H32909-04-01","P32909-004",1,2,1,3,5,12,11,1,1860.48669433594
"H32910-04-01","P32910-002",1,2,1,1,2,12,12,1,1860.48669433594
"H33001-04-01","P33001-002",1,1,1,3,1,12,8,2,3345.22802734375
"H33002-04-01","P33002-002",1,2,1,3,2,12,4,2,3345.22802734375
"H33003-04-01","P33003-002",1,3,1,3,1,12,12,2,3345.22802734375
"H33004-04-01","P33004-002",1,3,1,4,1,12,12,2,3345.22802734375
"H33005-04-01","P33005-002",1,1,1,3,5,12,1,2,3345.22802734375
"H33008-04-01","P33008-002",1,1,1,0,4,11,11,2,3345.22802734375
"H33101-04-01","P33101-002",1,1,1,3,1,2,2,2,3421.5068359375
"H33102-04-01","P33102-001",1,1,1,3,2,2,12,2,3421.5068359375
"H33103-04-01","P33103-002",1,2,1,3,1,11,11,2,3421.5068359375
"H33104-04-01","P33104-001",1,3,1,0,5,12,12,2,3421.5068359375
"H33105-04-01","P33105-002",2,1,2,3,1,2,2,2,3421.5068359375
"H33106-04-01","P33106-001",1,3,1,3,1,12,12,2,3421.5068359375
"H33107-04-01","P33107-001",1,1,1,3,1,12,1,2,3421.5068359375
"H33108-04-01","P33108-002",1,1,1,3,2,12,2,2,3421.5068359375
"H33109-04-01","P33109-002",1,1,1,3,1,12,2,1,3421.5068359375
"H33110-04-01","P33110-002",1,1,1,3,1,12,12,2,3421.5068359375
"H33201-04-01","P33201-002",1,1,1,3,2,5,5,2,497.993225097656
"H33202-04-01","P33202-002",1,1,1,3,2,12,5,2,497.993225097656
"H33203-04-01","P33203-001",1,1,1,3,2,96,12,2,497.993225097656
"H33204-04-01","P33204-001",1,3,1,3,2,12,12,2,497.993225097656
"H33205-04-01","P33205-001",1,2,1,3,2,4,4,2,497.993225097656
"H33206-04-01","P33206-001",1,3,1,3,4,12,12,2,497.993225097656
"H33208-04-01","P33208-005",1,1,1,3,2,12,5,2,497.993225097656
"H33209-04-01","P33209-002",1,1,1,3,2,4,12,2,497.993225097656
"H33210-04-01","P33210-002",1,1,1,3,2,12,4,2,497.993225097656
"H33301-04-01","P33301-002",1,1,1,3,2,2,2,2,1654.23364257813
"H33302-04-01","P33302-001",1,3,1,3,5,12,12,2,1654.23364257813
"H33303-04-01","P33303-001",1,1,1,3,2,12,12,2,1654.23364257813
"H33304-04-01","P33304-001",1,3,1,4,2,12,12,2,1654.23364257813
"H33305-04-01","P33305-001",1,3,1,4,2,12,12,2,1654.23364257813
"H33306-04-01","P33306-002",1,1,1,3,2,12,4,2,1654.23364257813
"H33307-04-01","P33307-001",1,3,1,3,2,12,12,2,1654.23364257813
"H33308-04-01","P33308-001",1,1,1,3,2,4,12,2,1654.23364257813
"H33309-04-01","P33309-001",1,1,1,3,2,4,12,2,1654.23364257813
"H33310-04-01","P33310-002",1,1,1,3,2,12,4,2,1654.23364257813
"H33401-04-01","P33401-002",1,1,1,3,2,12,4,2,1517.69372558594
"H33402-04-01","P33402-001",1,3,1,3,5,12,12,1,1517.69372558594
"H33403-04-01","P33403-002",1,1,1,3,2,5,5,2,1517.69372558594
"H33404-04-01","P33404-002",1,1,1,3,2,8,8,2,1517.69372558594
"H33405-04-01","P33405-001",1,1,1,3,2,7,7,1,1517.69372558594
"H33406-04-01","P33406-001",1,3,1,3,4,12,12,2,1517.69372558594
"H33407-04-01","P33407-002",1,1,1,4,2,2,12,2,1517.69372558594
"H33408-04-01","P33408-001",1,1,1,3,2,4,4,2,1517.69372558594
"H33410-04-01","P33410-001",1,2,1,4,2,12,4,2,1517.69372558594
"H33501-04-01","P33501-001",1,1,2,2,2,6,6,1,2588.154296875
"H33502-04-01","P33502-002",1,1,1,3,2,3,3,2,2588.154296875
"H33503-04-01","P33503-001",1,1,2,3,5,4,4,2,2588.154296875
"H33504-04-01","P33504-001",1,2,2,2,2,9,9,2,2588.154296875
"H33505-04-01","P33505-002",1,1,1,3,2,4,4,2,2588.154296875
"H33506-04-01","P33506-002",1,1,1,2,2,4,3,2,2588.154296875
"H33507-04-01","P33507-001",1,2,2,3,2,6,6,2,2588.154296875
"H33508-04-01","P33508-002",1,1,1,3,2,4,4,2,2588.154296875
"H33509-04-01","P33509-001",1,1,2,2,2,12,12,2,2588.154296875
"H33510-04-01","P33510-001",1,2,2,2,2,4,4,2,2588.154296875
"H33601-04-01","P33601-002",1,1,1,3,2,7,12,2,2330.68798828125
"H33602-04-01","P33602-001",1,1,1,3,5,2,4,2,2330.68798828125
"H33603-04-01","P33603-001",1,1,1,2,5,2,2,2,2330.68798828125
"H33604-04-01","P33604-002",1,2,1,3,1,4,4,2,2330.68798828125
"H33605-04-01","P33605-001",1,1,1,2,2,7,1,2,2330.68798828125
"H33606-04-01","P33606-002",1,1,1,3,5,4,4,2,2330.68798828125
"H33607-04-01","P33607-002",1,2,1,3,1,2,12,2,2330.68798828125
"H33608-04-01","P33608-001",1,1,1,2,4,12,12,2,2330.68798828125
"H33609-04-01","P33609-002",1,2,1,2,2,4,4,2,2330.68798828125
"H33610-04-01","P33610-001",1,2,1,2,1,4,4,1,2330.68798828125
"H33701-04-01","P33701-001",1,3,1,4,2,12,12,2,2240.11083984375
"H33702-04-01","P33702-001",1,1,1,3,2,2,2,2,2240.11083984375
"H33703-04-01","P33703-001",1,1,1,4,3,4,12,2,2240.11083984375
"H33704-04-01","P33704-001",1,3,1,2,2,12,12,2,2240.11083984375
"H33705-04-01","P33705-001",1,1,1,2,2,12,12,2,2240.11083984375
"H33706-04-01","P33706-001",1,1,1,1,2,12,12,2,2240.11083984375
"H33707-04-01","P33707-001",1,1,1,1,2,12,1,2,2240.11083984375
"H33708-04-01","P33708-001",1,1,1,2,2,12,12,2,2240.11083984375
"H33709-04-01","P33709-001",1,1,1,2,2,12,12,1,2240.11083984375
"H33710-04-01","P33710-001",1,1,1,3,2,12,12,2,2240.11083984375
"H33801-04-01","P33801-001",1,1,1,3,2,12,1,2,4106.56884765625
"H33802-04-01","P33802-002",1,1,1,3,5,12,12,2,4106.56884765625
"H33803-04-01","P33803-001",1,1,1,1,2,12,12,1,4106.56884765625
"H33804-04-01","P33804-001",1,3,1,3,2,12,12,2,4106.56884765625
"H33805-04-01","P33805-002",1,2,1,3,5,12,2,2,4106.56884765625
"H33806-04-01","P33806-001",1,1,1,3,5,12,12,2,4106.56884765625
"H33807-04-01","P33807-002",1,1,1,3,2,2,2,2,4106.56884765625
"H33808-04-01","P33808-001",1,2,1,2,2,2,2,2,4106.56884765625
"H33809-04-01","P33809-001",2,2,2,2,1,12,4,2,4106.56884765625
"H33810-04-01","P33810-001",1,3,1,2,2,12,12,2,4106.56884765625
"H33901-04-01","P33901-002",1,3,1,3,2,12,12,2,4673.64306640625
"H33902-04-01","P33902-001",1,3,1,2,2,12,12,1,4673.64306640625
"H33903-04-01","P33903-002",1,2,1,3,2,4,4,2,4673.64306640625
"H33904-04-01","P33904-001",1,1,1,2,2,1,12,2,4673.64306640625
"H33905-04-01","P33905-001",1,1,1,1,1,12,11,1,4673.64306640625
"H33906-04-01","P33906-001",1,1,1,3,2,12,12,1,4673.64306640625
"H33907-04-01","P33907-001",1,2,1,2,2,4,4,1,4673.64306640625
"H33908-04-01","P33908-002",1,1,1,3,2,2,2,2,4673.64306640625
"H33909-04-01","P33909-001",1,1,1,4,2,8,8,2,4673.64306640625
"H33910-04-01","P33910-001",1,3,1,3,2,12,12,2,4673.64306640625
"H34001-04-01","P34001-001",1,1,1,2,2,12,12,2,2421.95361328125
"H34002-04-01","P34002-002",1,2,2,2,2,1,1,2,2421.95361328125
"H34003-04-01","P34003-002",1,1,1,3,2,12,12,2,2421.95361328125
"H34004-04-01","P34004-002",1,2,1,2,1,2,2,2,2421.95361328125
"H34005-04-01","P34005-002",1,2,2,2,2,2,1,2,2421.95361328125
"H34006-04-01","P34006-001",1,1,1,2,2,4,4,2,2421.95361328125
"H34007-04-01","P34007-001",1,1,1,2,2,12,12,2,2421.95361328125
"H34008-04-01","P34008-001",1,2,1,2,2,4,4,2,2421.95361328125
"H34009-04-01","P34009-002",1,1,1,2,2,96,11,2,2421.95361328125
"H34010-04-01","P34010-002",1,2,1,2,2,5,5,2,2421.95361328125
"H34101-04-01","P34101-002",1,2,2,2,2,1,1,1,3394.763671875
"H34102-04-01","P34102-001",1,2,2,2,2,3,3,1,3394.763671875
"H34103-04-01","P34103-002",1,1,1,3,2,12,12,2,3394.763671875
"H34104-04-01","P34104-002",1,1,1,3,2,12,2,2,3394.763671875
"H34105-04-01","P34105-001",2,1,2,2,3,12,4,1,3394.763671875
"H34106-04-01","P34106-001",1,2,2,2,2,96,12,2,3394.763671875
"H34107-04-01","P34107-002",1,2,2,2,1,12,11,1,3394.763671875
"H34108-04-01","P34108-002",1,1,2,2,2,5,5,2,3394.763671875
"H34109-04-01","P34109-001",1,2,2,2,2,12,11,2,3394.763671875
"H34110-04-01","P34110-001",1,2,2,2,2,3,3,1,3394.763671875
"H34201-04-01","P34201-002",1,2,2,2,1,6,6,2,2461.78002929688
"H34202-04-01","P34202-001",1,3,2,2,1,12,12,2,2461.78002929688
"H34203-04-01","P34203-001",1,2,2,3,1,6,6,2,2461.78002929688
"H34204-04-01","P34204-001",1,1,1,3,1,4,4,1,2461.78002929688
"H34205-04-01","P34205-001",1,3,1,2,5,4,4,2,2461.78002929688
"H34206-04-01","P34206-001",1,2,1,3,1,12,7,2,2461.78002929688
