"District_Name","SubCounty","Parish","Villagecode","School_Performance_ID","C3E_Year","C3EQ30A","C3EQ30B","C3EQ31A","C3EQ31B","C3EQ32A","C3EQ32B","C3EQ33A","C3EQ33B","Survey_Visit","Education_Response","Reason_Edu_Not_Done"
306,306102,30610203,3061020306,2,2,10,15,1,0,3,1,2,2,2,2,
306,306103,30610301,3061030101,1,4,33,30,2,1,24,14,7,7,1,1,
306,306103,30610301,3061030101,1,4,33,30,2,1,24,14,7,7,2,1,
306,306103,30610301,3061030101,2,3,31,25,1,1,24,11,6,7,1,1,
306,306103,30610301,3061030101,2,3,31,25,1,1,24,11,6,7,2,1,
306,306106,30610601,3061060103,1,3,52,24,11,1,37,10,9,5,2,1,
306,306106,30610601,3061060103,2,2,28,26,7,0,13,18,4,5,2,1,
307,307108,30710802,3071080206,1,3,35,29,6,0,17,16,3,6,2,,
307,307108,30710802,3071080206,2,2,29,22,3,0,22,16,3,2,2,,
307,307108,30710803,3071080301,1,3,22,25,1,0,9,7,8,4,2,,
307,307108,30710803,3071080301,2,2,19,13,1,0,10,5,5,2,2,,
307,307202,30720203,3072020302,1,3,66,64,5,4,59,50,2,6,2,2,
307,307202,30720203,3072020302,2,2,85,75,6,4,65,61,7,3,2,2,
308,308102,30810206,3081020606,1,3,36,13,0,0,18,5,7,4,2,1,
308,308102,30810206,3081020606,2,2,42,20,0,0,12,0,10,4,2,1,
309,309102,30910205,3091020502,1,3,9,6,0,0,4,2,5,1,2,2,
309,309103,30910305,3091030501,,,,,,,,,,,2,1,
309,309204,30920406,3092040606,1,3,17,8,0,0,11,1,4,3,2,3,"school closed for holidays"
309,309204,30920406,3092040606,2,2,21,17,0,0,10,2,9,4,2,3,"school closed for holidays"
310,310102,31010202,3101020203,1,3,25,10,0,0,13,4,12,4,2,1,
310,310102,31010202,3101020203,2,2,13,4,0,0,7,2,5,0,2,1,
310,310206,31020603,3102060309,1,2,16,10,1,0,5,1,6,7,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
310,310206,31020603,3102060309,2,3,20,7,0,0,10,0,7,4,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
310,310206,31020604,3102060408,1,3,22,10,0,0,12,7,6,2,2,2,
310,310206,31020604,3102060408,2,2,19,8,0,0,14,3,3,5,2,2,
310,310207,31020706,3102070603,,,,,,,,,,,2,3,"SCHOOL CLOSED FOR HOLIDAY"
311,311103,31110302,3111030202,1,4,5,6,1,0,3,5,0,1,2,1,
311,311103,31110302,3111030202,1,4,5,6,1,0,3,5,0,1,1,1,
311,311302,31130201,3113020101,1,3,18,20,1,0,10,2,6,8,2,2,
311,311302,31130201,3113020101,2,2,15,5,1,1,7,3,1,2,2,2,
312,312105,31210502,3121050202,1,3,15,3,0,0,2,0,4,0,2,,
312,312105,31210502,3121050202,2,2,16,4,0,0,2,0,5,1,2,,
313,313102,31310205,3131020505,1,3,23,8,1,0,14,4,5,2,2,3,"SCHOOL CLOSED FOR HOLIDAY"
313,313102,31310205,3131020505,2,2,12,5,0,0,3,1,7,4,2,3,"SCHOOL CLOSED FOR HOLIDAY"
313,313104,31310403,3131040312,1,2,11,5,0,0,4,0,3,3,2,3,"SCHOOL CLOSED FOR HOLIDAYS. NO ONE AROUND"
313,313104,31310403,3131040312,2,3,14,3,0,0,12,1,1,1,2,3,"SCHOOL CLOSED FOR HOLIDAYS. NO ONE AROUND"
314,314103,31410304,3141030403,1,3,19,20,1,0,14,12,3,4,2,2,
314,314103,31410304,3141030403,2,2,30,18,2,0,25,12,3,5,2,2,
317,317101,31710101,3171010102,1,2,61,36,0,0,28,7,16,11,2,,
317,317101,31710101,3171010102,2,3,58,36,0,0,29,7,16,9,2,,
317,317102,31710202,3171020201,1,3,17,14,0,0,17,12,0,1,2,2,
317,317102,31710202,3171020201,2,2,14,12,0,0,12,12,0,0,2,2,
317,317106,31710605,3171060512,1,3,30,27,1,0,9,5,11,15,2,2,
317,317106,31710605,3171060512,2,2,30,17,0,0,14,8,7,7,2,2,
318,318103,31810302,3181030204,1,4,13,7,0,0,6,1,3,0,2,1,
318,318103,31810302,3181030204,1,4,13,7,0,0,6,1,3,0,1,1,
318,318103,31810302,3181030204,2,3,14,5,1,0,10,2,3,1,2,1,
318,318103,31810302,3181030204,2,3,14,5,1,0,10,2,3,1,1,1,
318,318107,31810705,3181070501,1,3,15,7,2,0,7,2,3,2,2,1,
318,318107,31810705,3181070501,2,2,21,4,2,0,5,0,1,1,2,1,
318,318114,31811402,3181140207,1,4,12,3,0,0,3,0,5,1,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
318,318114,31811402,3181140207,2,3,10,0,0,0,3,0,3,0,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
319,319103,31910303,3191030304,1,2,110,70,17,2,70,51,15,8,2,3,"school closed for holidays.no one found to respond"
319,319103,31910303,3191030304,2,3,114,72,14,2,82,52,12,7,2,3,"school closed for holidays.no one found to respond"
319,319105,31910508,3191050803,1,3,16,9,0,0,8,2,4,3,2,1,
319,319105,31910508,3191050803,2,2,17,9,0,0,11,1,6,6,2,1,
319,319107,31910702,3191070202,1,3,16,14,1,0,2,0,2,9,2,1,
319,319107,31910702,3191070202,2,2,6,10,0,0,2,0,0,2,2,1,
320,320103,32010303,3201030323,1,3,51,33,0,0,32,17,13,11,2,1,
320,320103,32010303,3201030323,2,2,37,24,1,0,28,11,7,7,2,1,
320,320108,32010808,3201080801,1,3,26,10,0,0,10,3,11,5,2,1,
320,320108,32010808,3201080801,2,2,27,16,0,0,7,0,12,6,2,1,
321,321103,32110304,3211030405,1,2,21,13,1,0,12,7,2,4,2,,
321,321103,32110304,3211030405,2,3,26,19,0,0,11,14,3,6,2,,
321,321105,32110505,3211050502,1,2,28,12,1,0,15,6,7,4,2,3,"HOLIDAYS"
321,321105,32110505,3211050502,2,3,17,23,1,0,8,13,3,3,2,3,"HOLIDAYS"
321,321106,32110601,3211060105,1,3,20,9,0,0,6,2,2,2,2,2,
321,321106,32110601,3211060105,2,2,19,7,0,0,5,6,9,0,2,2,
321,321107,32110706,3211070617,1,3,15,16,0,0,7,0,3,8,2,1,
321,321107,32110706,3211070617,2,2,10,23,0,0,2,7,4,6,2,1,
322,322108,32210802,3221080206,1,2,27,11,0,0,11,3,13,3,2,3,"holidays"
322,322108,32210802,3221080206,2,3,34,10,0,0,17,3,13,2,2,3,"holidays"
322,322111,32211104,3221110412,1,3,29,6,0,0,24,0,2,0,2,2,
322,322111,32211104,3221110412,2,2,14,3,1,0,10,1,3,2,2,2,
323,323104,32310403,3231040301,1,3,44,31,8,2,31,24,4,5,1,1,
323,323104,32310403,3231040301,2,2,45,24,3,0,37,11,4,0,1,1,
323,323106,32310604,3231060409,1,3,20,6,1,0,8,0,7,2,2,,
323,323106,32310604,3231060409,2,2,22,7,0,0,12,0,5,3,2,,
323,323107,32310701,3231070104,1,3,29,25,0,0,16,10,9,9,1,3,"holidays"
323,323107,32310701,3231070104,2,2,37,9,1,0,19,0,14,3,1,3,"holidays"
323,323108,32310802,3231080204,1,2,43,20,0,0,13,4,8,4,2,1,
323,323108,32310802,3231080204,2,3,15,27,0,0,9,10,6,12,2,1,
325,325101,32510102,3251010205,1,3,33,40,4,0,27,13,5,14,1,1,
325,325101,32510102,3251010205,2,2,53,26,0,0,35,11,12,8,1,1,
325,325103,32510305,3251030508,1,3,43,15,0,0,30,7,9,6,2,2,
325,325103,32510305,3251030508,2,2,40,18,2,0,17,8,12,5,2,2,
325,325103,32510306,3251030601,1,3,32,30,0,1,18,9,7,11,2,2,
325,325103,32510306,3251030601,2,2,34,21,0,0,12,5,13,5,2,2,
325,325103,32510306,3251030602,1,3,32,30,0,1,18,9,7,11,2,2,
325,325103,32510306,3251030602,2,2,34,21,0,0,12,5,13,15,2,2,
327,327103,32710303,3271030305,,,,,,,,,,,2,3,"IT WAS HOLIDAY TIME SO THE SCHOOL WAS CLOSED"
329,329106,32910602,3291060206,1,2,12,9,0,0,7,3,4,3,2,,
329,329106,32910602,3291060206,2,3,22,5,0,0,9,2,7,6,2,,
330,330107,33010701,3301070101,1,3,27,31,1,1,26,25,0,3,2,1,
330,330107,33010701,3301070101,2,2,23,20,0,0,23,17,0,3,2,1,
330,330107,33010703,3301070303,1,3,70,0,11,0,56,0,0,0,2,1,
330,330107,33010703,3301070303,2,2,56,0,11,0,44,0,0,0,2,1,
330,330110,33011001,3301100102,,,,,,,,,,,2,3,"SCHOOL CLOSED FOR HOLIDAY"
402,402207,40220705,4022070507,1,2,30,25,8,4,22,21,0,0,2,1,
402,402207,40220705,4022070507,2,3,17,22,7,5,10,17,0,0,2,1,
402,402208,40220805,4022080505,1,3,23,32,,,,,,,1,1,
402,402208,40220805,4022080505,2,4,33,39,13,9,19,27,1,1,1,1,
403,403101,40310102,4031010202,1,3,16,18,0,0,5,9,6,4,2,1,
403,403101,40310102,4031010202,2,2,7,14,0,0,3,4,1,1,2,1,
403,403105,40310505,4031050502,1,4,8,19,0,0,3,2,3,5,2,3,"holiday time"
403,403105,40310505,4031050502,2,3,14,12,0,0,7,7,3,4,2,3,"holiday time"
403,403201,40320102,4032010205,1,3,44,35,0,0,8,3,14,7,2,1,
403,403201,40320102,4032010205,2,4,51,27,0,0,10,4,13,1,2,1,
403,403205,40320504,4032050403,1,3,2,3,0,0,2,0,0,3,2,1,
403,403301,40330104,4033010412,,,,,,,,,,,2,3,"REFUSED"
404,404102,40410203,4041020302,1,3,9,11,0,2,7,8,2,1,2,3,"SCHOOL IN HOLIDAY"
404,404102,40410203,4041020302,2,4,17,17,0,1,15,16,1,1,2,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,1,2,24,34,2,4,13,20,2,5,2,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,2,4,14,37,0,0,7,18,5,11,2,3,"SCHOOL IN HOLIDAY"
404,404403,40440303,4044030303,1,3,6,10,0,0,2,2,2,1,2,1,
404,404403,40440303,4044030303,2,2,15,10,0,0,3,2,4,0,2,1,
405,405104,40510402,4051040205,1,4,8,4,2,0,6,2,0,2,2,2,
405,405104,40510402,4051040205,2,3,6,14,0,0,3,1,3,5,2,2,
405,405208,40520803,4052080304,1,3,10,18,8,16,1,3,0,0,2,1,
405,405211,40521103,4052110310,1,3,19,28,2,2,16,21,1,3,2,1,
405,405211,40521103,4052110310,2,2,27,33,1,0,21,15,6,12,2,1,
405,405301,40530104,4053010409,1,3,21,31,7,7,13,22,1,1,2,1,
405,405301,40530104,4053010409,2,2,25,27,13,10,11,16,0,0,2,1,
405,405301,40530104,4053010409,3,4,17,22,11,17,6,5,0,0,2,1,
405,405302,40530203,4053020304,1,3,51,40,24,15,28,23,1,0,2,3,"HOLIDAY TIME"
405,405302,40530203,4053020304,2,4,39,67,9,11,30,48,0,0,2,3,"HOLIDAY TIME"
406,406108,40610804,4061080401,1,4,16,17,0,0,5,8,2,4,2,3,"HOLIDAY"
406,406108,40610804,4061080401,2,3,7,9,0,0,2,0,2,1,2,3,"HOLIDAY"
406,406108,40610804,4061080401,3,2,2,13,0,0,0,0,1,3,2,3,"HOLIDAY"
406,406201,40620102,4062010203,1,4,18,25,1,0,14,18,2,4,2,,
406,406210,40621003,4062100306,1,4,23,19,0,0,14,5,7,8,2,1,
406,406210,40621003,4062100306,2,3,25,26,0,0,6,7,6,11,2,1,
406,406210,40621003,4062100306,3,2,19,25,0,0,12,13,4,5,2,1,
406,406212,40621201,4062120102,1,4,10,8,0,0,4,0,2,5,2,1,
406,406212,40621201,4062120102,2,3,8,11,0,0,3,1,3,3,2,1,
406,406303,40630307,4063030706,1,3,31,27,2,0,12,11,9,3,2,1,
406,406303,40630307,4063030706,2,2,21,26,0,0,7,8,7,5,2,1,
406,406303,40630307,4063030706,3,4,18,12,1,0,4,6,7,6,2,1,
407,407202,40720204,4072020402,,,,,,,,,,,2,3,"holiday"
407,407205,40720501,4072050104,,,,,,,,,,,2,3,"WEEKEND"
407,407303,40730303,4073030305,1,3,29,34,1,0,18,14,4,14,2,1,
407,407303,40730303,4073030305,2,4,12,9,0,0,6,3,3,4,2,1,
407,407306,40730604,4073060419,,,,,,,,,,,2,3,"WEEKEND"
408,408102,40810201,4081020104,1,3,13,24,2,0,9,15,2,3,2,1,
408,408102,40810201,4081020104,2,2,11,18,1,0,7,7,2,6,2,1,
408,408112,40811202,4081120206,1,3,33,27,2,2,23,16,6,5,1,1,
408,408112,40811202,4081120206,2,4,23,31,0,1,14,8,4,10,1,1,
408,408113,40811304,4081130406,1,3,20,10,0,1,12,5,6,1,2,1,
408,408113,40811304,4081130406,2,2,15,9,1,1,10,5,3,2,2,1,
409,409101,40910104,4091010401,1,3,63,60,56,43,7,17,0,0,2,2,
409,409101,40910104,4091010401,2,2,70,53,59,36,11,17,0,0,2,2,
409,409203,40920305,4092030509,1,4,14,20,0,0,4,5,6,8,2,3,"HOLIDAY &WEEKEND"
409,409203,40920305,4092030509,2,3,35,20,1,0,14,7,9,6,2,3,"HOLIDAY &WEEKEND"
409,409203,40920305,4092030509,3,2,13,22,0,0,9,8,2,9,2,3,"HOLIDAY &WEEKEND"
409,409301,40930103,4093010304,1,2,63,64,9,1,32,35,15,17,2,1,
409,409301,40930103,4093010304,2,3,56,74,6,5,43,50,3,7,2,1,
409,409301,40930103,4093010304,3,4,47,41,4,2,35,28,4,9,2,1,
410,410102,41010204,4101020405,1,1,23,19,6,8,17,11,0,0,1,1,
410,410102,41010204,4101020405,2,2,18,13,3,5,15,8,0,0,1,1,
410,410102,41010204,4101020405,3,3,21,26,9,19,12,8,0,0,1,1,
410,410102,41010204,4101020405,4,4,23,20,5,9,18,11,0,0,1,1,
410,410105,41010502,4101050204,1,3,13,8,5,5,6,5,0,0,2,3,"Not done schools in holidays"
410,410105,41010502,4101050204,2,4,18,20,9,8,12,7,0,0,2,3,"Not done schools in holidays"
410,410201,41020101,4102010106,1,3,177,187,158,132,15,53,0,0,1,1,
410,410201,41020101,4102010106,2,2,158,204,143,162,13,42,0,0,1,1,
410,410201,41020101,4102010107,1,3,20,19,10,4,10,15,0,0,2,3,"SCHOOL IN HOLIDAY"
410,410201,41020101,4102010107,2,4,27,29,12,1,15,27,0,1,2,3,"SCHOOL IN HOLIDAY"
410,410303,41030306,4103030601,1,3,10,14,0,0,7,7,1,5,1,1,
410,410303,41030306,4103030601,2,2,14,12,0,0,3,4,7,7,1,1,
411,411103,41110301,4111030105,1,3,47,52,6,3,34,41,7,8,1,1,
411,411103,41110301,4111030105,2,5,54,40,5,2,36,28,13,10,1,1,
411,411203,41120302,4112030202,1,3,,,,,,,,,2,3,"Shools in holidays"
411,411203,41120302,4112030202,2,4,,,,,,,,,2,3,"Shools in holidays"
411,411302,41130202,4113020204,,,,,,,,,,,2,3,"schools in holidays"
411,411304,41130402,4113040203,1,3,33,42,1,1,12,15,9,7,2,1,
411,411304,41130402,4113040203,2,2,18,24,2,1,4,9,8,7,2,1,
411,411402,41140202,4114020204,,,,,,,,,,,1,1,
411,411403,41140303,4114030308,1,,,,,,,,,,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
411,411403,41140303,4114030308,2,,,,,,,,,,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
412,412103,41210304,4121030414,1,2,12,11,1,0,2,4,6,2,2,1,
412,412103,41210304,4121030414,2,3,12,20,2,1,5,9,2,4,2,1,
412,412201,41220107,4122010704,1,3,16,25,2,0,11,13,2,7,2,1,
412,412201,41220107,4122010704,2,2,22,21,0,0,13,7,4,7,2,1,
412,412203,41220304,4122030405,1,3,7,8,0,0,5,3,2,2,2,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
412,412203,41220304,4122030405,2,4,12,8,0,0,7,3,3,2,2,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
414,414116,41411601,4141160106,1,2,16,12,0,0,11,9,3,2,2,1,
414,414116,41411601,4141160106,2,3,25,23,1,0,13,6,6,9,2,1,
415,415105,41510502,4151050204,1,4,24,10,0,0,13,8,4,3,2,2,
415,415105,41510502,4151050204,2,3,11,44,0,0,5,8,1,11,2,2,
415,415105,41510502,4151050204,3,2,21,11,0,0,10,2,3,7,2,2,
415,415106,41510608,4151060812,1,3,11,13,1,2,9,10,1,1,2,1,
415,415106,41510608,4151060812,2,2,19,17,0,0,15,12,4,4,2,1,
415,415106,41510608,4151060812,3,4,18,17,1,0,12,9,5,6,2,1,
415,415110,41511004,4151100404,1,4,21,15,0,0,12,8,5,4,2,3,"HOLIDAY TIME"
415,415110,41511004,4151100404,2,3,13,24,0,0,7,10,2,8,2,3,"HOLIDAY TIME"
415,415110,41511004,4151100404,3,2,11,23,0,0,3,4,4,8,2,3,"HOLIDAY TIME"
415,415114,41511407,4151140703,1,3,16,15,1,0,12,9,2,8,2,2,
415,415114,41511407,4151140703,2,2,20,19,1,2,8,1,9,6,2,2,
417,417101,41710101,4171010109,1,2,10,8,0,0,7,6,0,1,2,1,
417,417101,41710101,4171010109,2,3,8,4,2,0,6,2,0,2,2,1,
417,417102,41710201,4171020103,1,3,52,58,28,10,24,47,0,1,2,1,
417,417102,41710201,4171020103,2,2,44,51,17,11,27,40,0,0,2,1,
417,417104,41710401,4171040107,1,2,16,11,0,0,3,1,12,2,2,1,
417,417104,41710401,4171040107,2,3,0,0,0,0,0,0,0,0,2,1,
417,417105,41710501,4171050107,1,2,38,49,2,0,11,8,11,13,1,1,
417,417105,41710501,4171050107,2,3,31,35,4,0,12,9,9,14,1,1,
417,417110,41711004,4171100404,1,3,18,24,0,0,4,2,2,3,2,3,"SCHOOLS IN HOLIDAYS"
417,417110,41711004,4171100404,2,5,9,19,0,0,6,2,3,6,2,3,"SCHOOLS IN HOLIDAYS"
417,417114,41711404,4171140402,1,1,13,12,0,1,12,7,1,4,1,1,
417,417114,41711404,4171140402,2,2,12,21,2,0,9,15,3,3,1,1,
417,417114,41711404,4171140402,3,3,12,20,4,0,6,18,4,2,1,1,
417,417114,41711404,4171140402,4,4,25,13,2,0,18,10,2,2,1,1,
418,418104,41810403,4181040301,1,3,7,15,0,0,1,2,1,6,2,3,"Schools in holidays"
418,418104,41810403,4181040301,2,4,9,24,0,0,0,2,4,3,2,3,"Schools in holidays"
418,418201,41820102,4182010203,1,,,,,,,,,,2,3,"Not done Schools in holidays"
418,418202,41820201,4182020104,1,3,14,29,7,13,8,16,0,0,2,2,
418,418202,41820201,4182020104,2,4,20,23,5,7,12,17,0,0,2,2,
418,418209,41820907,4182090702,1,3,19,12,2,1,10,5,2,3,2,1,
418,418209,41820907,4182090702,2,2,8,9,0,0,1,3,2,1,2,1,
419,419204,41920402,4192040205,1,2,8,7,2,0,5,7,0,0,2,1,
419,419204,41920402,4192040205,2,3,18,10,5,0,13,10,0,0,2,1,
420,420107,42010704,4201070403,1,3,12,5,0,0,4,3,7,0,2,3,"SCHOOL IN HOLIDAYS"
420,420107,42010704,4201070403,2,4,13,7,0,0,6,0,4,3,2,3,"SCHOOL IN HOLIDAYS"
420,420108,42010803,4201080309,1,3,15,8,1,0,6,4,6,3,2,3,"schools in holidays"
420,420108,42010803,4201080309,2,4,11,16,0,0,7,6,3,3,2,3,"schools in holidays"
421,421108,42110801,4211080107,1,3,16,6,0,0,5,2,4,2,2,1,
421,421108,42110801,4211080107,2,2,26,7,1,0,9,3,4,1,2,1,
421,421108,42110801,4211080107,3,4,24,26,4,0,10,7,7,8,2,1,
422,422102,42210204,4221020401,1,4,6,5,1,0,4,3,0,1,2,3,"weekend"
422,422102,42210204,4221020401,2,3,6,7,0,0,1,0,0,0,2,3,"weekend"
423,423109,42310905,4231090509,,,,,,,,,,,1,3,"SCHOOL CLOSED, ITS A WEEKEND"
426,426104,42610402,4261040201,1,1,29,36,0,0,11,10,5,20,1,1,
426,426104,42610402,4261040201,2,2,22,19,1,0,6,4,7,6,1,1,
426,426104,42610402,4261040201,3,3,21,32,1,0,10,8,3,12,1,1,
426,426104,42610402,4261040201,4,4,17,24,1,1,7,3,9,8,1,1,
