"District_Name","SubCounty","Parish","Villagecode","School_Performance_ID","C3E_Year","C3EQ30A","C3EQ30B","C3EQ31A","C3EQ31B","C3EQ32A","C3EQ32B","C3EQ33A","C3EQ33B","Survey_Visit","Education_Response","Reason_Edu_Not_Done"
113,113306,11330606,1133060601,2,2,0,0,0,0,0,0,0,0,2,1,
113,113307,11330701,1133070102,1,3,45,53,7,6,35,40,2,3,2,1,
115,115103,11510302,1151030204,,,,,,,,,,,2,3,"Weekend"
115,115104,11510403,1151040307,1,2,11,13,0,1,1,20,1,1,2,3,"on holiday"
115,115104,11510403,1151040307,2,3,6,8,1,0,2,2,0,3,2,3,"on holiday"
115,115104,11510403,1151040307,3,4,9,7,0,1,0,2,5,4,2,3,"on holiday"
115,115202,11520209,1152020907,1,3,5,5,0,0,1,1,3,0,2,1,
115,115203,11520307,1152030702,1,4,4,2,0,0,0,1,1,1,2,1,
115,115205,11520504,1152050405,1,3,8,9,4,6,4,3,0,0,2,1,
115,115205,11520504,1152050405,2,2,6,10,3,5,4,4,0,0,2,1,
115,115207,11520703,1152070306,1,4,39,38,4,13,28,20,7,5,2,1,
116,116102,11610205,1161020501,1,2,7,11,0,0,1,0,1,5,2,1,
116,116102,11610205,1161020501,2,3,4,12,0,0,1,1,0,1,2,1,
117,117103,11710308,1171030802,1,4,12,8,0,0,6,10,1,2,2,1,
117,117104,11710405,1171040504,1,3,29,38,7,7,22,27,2,1,2,1,
117,117110,11711003,1171100309,,,,,,,,,,,1,3,"On holiday"
117,117110,11711003,1171100312,1,3,10,21,0,0,0,0,2,1,2,1,
117,117110,11711003,1171100312,2,2,10,8,0,0,0,0,1,1,2,1,
118,118101,11810104,1181010407,1,3,15,21,5,3,7,13,1,4,2,1,
118,118101,11810104,1181010407,2,2,21,25,6,2,6,16,5,2,2,1,
119,119103,11910303,1191030304,1,3,3,18,0,0,0,0,0,1,2,1,
119,119103,11910303,1191030304,2,2,25,28,1,0,6,7,2,5,2,1,
120,120105,12010502,1201050202,1,3,3,1,0,0,3,1,0,0,2,1,
122,122102,12210206,1221020604,1,4,1,0,1,0,2,3,5,5,2,1,
122,122105,12210502,1221050203,1,3,53,54,6,3,45,38,7,3,2,1,
122,122105,12210502,1221050203,2,2,35,60,8,2,28,47,3,3,2,1,
122,122106,12210602,1221060206,1,3,33,36,0,0,21,15,3,9,2,1,
122,122106,12210602,1221060206,2,2,41,62,1,0,12,11,5,13,2,1,
123,123108,12310803,1231080303,1,3,30,15,0,0,8,4,8,4,2,1,
123,123108,12310803,1231080303,2,2,34,39,6,0,16,18,2,1,2,1,
124,124101,12410106,1241010603,1,3,34,52,11,12,17,26,4,13,2,2,
124,124101,12410106,1241010603,2,2,29,40,1,4,19,20,5,9,2,2,
124,124103,12410302,1241030216,1,4,15,16,0,0,4,4,6,7,2,3,"Over a weekend"
124,124104,12410401,1241040102,1,3,31,31,13,5,16,28,0,0,2,1,
124,124107,12410701,1241070106,1,3,40,42,1,0,28,17,8,8,2,1,
124,124108,12410802,1241080210,2,2,48,70,27,38,14,30,0,0,2,2,
124,124108,12410802,1241080210,3,3,,,,,,,,,2,2,
201,201106,20110602,2011060205,1,3,18,14,0,0,6,1,3,2,2,1,
201,201106,20110602,2011060205,1,3,18,14,0,0,6,1,3,2,1,1,
201,201106,20110602,2011060205,2,2,22,10,0,0,14,7,4,1,1,1,
201,201106,20110602,2011060205,2,2,22,10,0,0,14,7,4,1,2,1,
201,201106,20110602,2011060205,3,4,15,18,0,0,1,1,10,7,2,1,
201,201106,20110602,2011060205,3,4,15,18,0,0,1,1,10,7,1,1,
201,201110,20111009,2011100902,1,3,22,18,7,12,7,2,2,4,2,3,"Away for holidays"
201,201110,20111009,2011100902,2,4,12,9,0,0,1,8,0,0,2,3,"Away for holidays"
203,203202,20320203,2032020304,,,,,,,,,,,1,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203301,20330101,2033010101,1,3,22,25,0,0,11,6,5,3,2,1,
203,203301,20330101,2033010101,2,4,36,30,3,0,8,2,13,9,2,1,
203,203303,20330304,2033030403,1,4,26,36,0,0,3,2,5,11,2,3,"Away for holiday."
204,204101,20410103,2041010302,1,4,130,164,14,3,97,11,14,22,2,,
204,204101,20410103,2041010302,2,3,113,64,26,11,86,42,1,7,2,,
204,204102,20410204,2041020405,1,3,20,16,0,0,15,10,4,4,2,2,
204,204102,20410204,2041020405,2,2,25,26,0,0,4,3,8,6,2,2,
204,204102,20410204,2041020405,3,4,18,2,0,0,13,9,5,8,2,2,
204,204203,20420301,2042030105,1,3,27,35,3,1,23,19,7,6,2,1,
204,204203,20420301,2042030105,2,2,37,27,3,1,24,15,5,6,2,1,
204,204203,20420301,2042030105,3,4,29,30,1,0,21,10,3,8,2,1,
204,204301,20430101,2043010103,1,3,46,60,0,1,7,15,10,20,2,1,
204,204301,20430101,2043010103,2,2,48,63,1,0,7,17,13,23,2,1,
204,204301,20430101,2043010103,3,4,31,45,0,0,12,8,10,16,2,1,
204,204301,20430102,2043010202,1,3,23,33,3,0,10,12,9,10,2,2,
204,204301,20430102,2043010202,2,4,26,25,2,0,15,7,6,11,2,2,
204,204302,20430205,2043020514,1,3,44,45,0,0,10,2,7,9,2,2,
204,204302,20430205,2043020514,2,,22,38,0,0,10,12,3,9,2,2,
205,205104,20510401,2051040101,1,3,0,61,0,11,0,36,0,30,2,1,
205,205104,20510401,2051040101,2,4,0,62,0,5,0,53,0,2,2,1,
207,207103,20710301,2071030105,1,3,12,5,0,0,7,0,4,4,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,2,4,18,8,0,0,1,1,7,4,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
208,208102,20810214,2081021402,1,4,23,17,0,0,18,10,2,6,2,1,
208,208102,20810214,2081021402,1,4,23,17,0,0,18,10,2,6,1,1,
208,208102,20810214,2081021402,2,3,17,16,0,0,14,13,2,2,2,1,
208,208102,20810214,2081021402,2,3,17,16,0,0,14,13,2,2,1,1,
208,208104,20810404,2081040401,1,2,27,26,6,2,19,22,1,2,2,2,
208,208104,20810404,2081040401,2,3,22,33,5,0,14,25,3,7,2,2,
208,208107,20810713,2081071301,1,3,23,14,0,0,6,3,7,4,2,2,
208,208107,20810713,2081071301,2,2,19,9,0,0,4,0,12,3,2,2,
209,209201,20920101,2092010105,1,4,15,35,1,0,12,25,2,7,2,1,
209,209201,20920101,2092010105,2,2,22,29,1,1,20,25,2,1,2,1,
209,209201,20920104,2092010401,,,,,,,,,,,1,3,"not school day, weekend"
210,210205,21020504,2102050401,1,3,,,,,,,,,1,1,
210,210205,21020504,2102050401,1,3,,,,,,,,,2,1,
210,210205,21020504,2102050401,1,3,10,19,0,0,2,6,5,7,2,1,
210,210205,21020504,2102050401,1,3,10,19,0,0,2,6,5,7,1,1,
210,210205,21020504,2102050401,2,2,,,,,,,,,2,1,
210,210205,21020504,2102050401,2,2,,,,,,,,,1,1,
210,210205,21020504,2102050401,2,2,18,15,0,0,5,0,9,7,1,1,
210,210205,21020504,2102050401,2,2,18,15,0,0,5,0,9,7,2,1,
211,211101,21110105,2111010504,1,4,43,46,0,0,14,7,9,16,2,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,2,3,,,,,,,,,2,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211103,21110303,2111030302,1,3,8,7,0,0,2,1,5,3,2,1,
211,211103,21110303,2111030302,2,2,8,2,0,0,0,0,1,2,2,1,
211,211106,21110603,2111060303,1,3,23,33,0,0,10,10,6,10,2,2,
211,211106,21110603,2111060303,2,2,42,50,0,0,8,2,12,10,2,2,
212,212104,21210403,2121040306,1,3,23,13,0,0,5,2,8,1,2,1,
212,212104,21210403,2121040306,2,2,27,33,0,0,2,5,6,7,2,1,
212,212105,21210504,2121050407,1,3,14,25,0,0,4,2,7,7,2,1,
212,212105,21210504,2121050407,2,2,14,13,0,0,4,1,6,4,2,1,
212,212202,21220201,2122020101,1,3,126,91,7,6,78,20,13,23,2,1,
212,212202,21220201,2122020101,2,2,83,93,10,3,49,49,16,20,2,1,
212,212305,21230502,2123050204,,,,,,,,,,,2,3,"holiday time"
212,212311,21231101,2123110101,1,3,33,29,0,0,7,0,7,1,2,1,
212,212311,21231101,2123110101,2,2,36,35,0,0,17,1,27,0,2,1,
214,214101,21410104,2141010403,1,3,22,21,1,0,7,11,8,7,2,2,
214,214101,21410104,2141010403,2,4,49,61,1,2,27,18,10,17,2,2,
214,214101,21410106,2141010604,1,3,87,118,12,23,62,77,8,8,2,2,
214,214101,21410106,2141010604,2,4,106,83,28,12,70,60,5,8,2,2,
214,214102,21410202,2141020206,1,3,4,6,0,0,4,1,0,5,2,1,
214,214102,21410202,2141020206,2,2,4,5,1,0,3,4,0,1,2,1,
214,214102,21410202,2141020206,3,4,3,8,0,0,1,2,1,4,2,1,
214,214108,21410801,2141080105,1,4,9,6,0,0,2,0,5,1,2,,
214,214113,21411301,2141130103,1,4,28,16,0,0,9,5,11,6,2,1,
214,214113,21411301,2141130103,2,3,21,20,0,0,12,6,1,5,2,1,
214,214113,21411303,2141130307,1,3,40,49,21,13,18,35,0,1,2,1,
214,214113,21411303,2141130307,1,3,40,49,21,13,18,35,0,1,2,,
214,214113,21411303,2141130307,3,4,48,73,16,6,28,55,2,7,2,1,
214,214113,21411303,2141130307,3,4,48,73,16,6,28,55,2,7,2,,
215,215109,21510902,2151090208,1,3,40,30,7,1,16,10,9,11,1,2,
215,215109,21510902,2151090208,2,2,36,37,4,2,11,14,8,5,1,2,
215,215115,21511502,2151150202,1,3,25,27,0,0,18,14,4,4,2,3,"holiday"
215,215115,21511502,2151150202,2,2,30,45,0,0,13,14,11,15,2,3,"holiday"
215,215120,21512002,2151200204,1,3,54,62,6,3,30,36,8,11,2,3,
215,215120,21512002,2151200204,2,2,57,57,2,3,33,23,9,8,2,3,
216,216202,21620203,2162020306,1,3,13,19,1,1,12,16,0,2,2,1,
216,216202,21620203,2162020306,1,3,13,19,1,1,12,16,0,2,1,1,
216,216202,21620203,2162020306,2,4,16,15,0,1,16,11,0,3,2,1,
216,216202,21620203,2162020306,2,4,16,15,0,1,16,11,0,3,1,1,
218,218103,21810302,2181030213,,,,,,,,,,,2,3,"HOLIDAY"
218,218115,21811504,2181150401,1,3,10,8,0,0,2,3,2,1,2,3,"holiday"
218,218115,21811504,2181150401,2,2,10,7,0,0,2,1,2,3,2,3,"holiday"
219,219103,21910313,2191031301,1,3,18,16,0,0,8,9,9,4,2,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,2,4,28,15,1,0,15,4,7,5,2,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910317,2191031702,1,3,12,13,0,0,4,3,1,8,2,1,
219,219103,21910317,2191031702,1,3,12,13,0,0,4,3,1,8,1,1,
219,219103,21910317,2191031702,2,2,15,11,0,0,4,0,8,3,1,1,
219,219103,21910317,2191031702,2,2,15,11,0,0,4,0,8,3,2,1,
221,221109,22110902,2211090203,1,3,85,44,4,1,26,10,23,11,2,3,
221,221109,22110902,2211090203,2,2,37,26,2,0,12,7,11,8,2,3,
221,221109,22110905,2211090505,1,3,45,53,14,1,31,22,0,1,2,1,
221,221109,22110905,2211090505,2,2,28,17,3,1,26,15,1,0,2,1,
222,222106,22210602,2221060201,1,,,,,,,,,,1,1,
222,222106,22210602,2221060201,2,,,,,,,,,,1,1,
223,223108,22310805,2231080506,1,3,10,8,0,0,2,0,1,1,2,1,
223,223108,22310805,2231080506,2,2,14,12,0,0,1,0,2,0,2,1,
223,223120,22312002,2231200204,1,3,,,,,,,,,1,2,
223,223120,22312002,2231200204,2,2,,,,,,,,,1,2,
223,223121,22312101,2231210104,1,3,24,17,0,0,6,2,7,4,2,1,
223,223121,22312101,2231210104,2,2,30,15,0,0,4,0,2,0,2,1,
223,223121,22312101,2231210105,1,3,32,32,0,0,6,10,13,3,2,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312101,2231210105,2,2,59,61,0,0,13,8,16,9,2,3,"HOLIDAY/MUSIC FESTIVAL"
223,223121,22312103,2231210302,1,3,,,,,,,,,2,3,"holiday"
223,223121,22312103,2231210302,2,2,,,,,,,,,2,3,"holiday"
223,223126,22312601,2231260115,1,3,18,23,0,0,10,3,1,6,2,1,
223,223126,22312601,2231260115,2,2,17,21,0,0,5,6,7,5,2,1,
223,223128,22312801,2231280102,1,3,14,17,0,0,2,1,7,5,2,2,
223,223128,22312801,2231280102,2,2,22,14,1,0,3,1,7,6,2,2,
224,224105,22410505,2241050511,1,3,53,44,3,0,19,21,12,9,2,,
224,224105,22410505,2241050511,2,2,51,27,1,0,17,10,18,7,2,,
224,224105,22410505,2241050511,3,4,56,44,0,0,29,16,17,13,2,,
225,225103,22510304,2251030415,1,3,54,80,1,2,19,40,20,22,2,1,
225,225103,22510304,2251030415,2,2,30,60,1,1,19,20,7,9,2,1,
225,225111,22511103,2251110322,1,3,28,25,0,0,2,1,6,4,1,1,
225,225111,22511103,2251110322,2,2,50,33,1,0,3,2,6,1,1,1,
226,226101,22610101,2261010102,1,3,9,4,0,0,7,3,2,0,2,1,
226,226101,22610101,2261010102,2,2,7,1,0,0,0,0,0,0,2,1,
226,226103,22610302,2261030205,1,3,21,14,0,0,11,5,6,5,2,3,"weekend"
226,226103,22610302,2261030205,2,2,13,12,0,0,8,4,1,4,2,3,"weekend"
226,226103,22610303,2261030301,1,4,39,48,0,0,12,15,14,9,2,,
226,226103,22610303,2261030301,2,3,52,40,0,0,20,15,14,9,2,,
226,226104,22610405,2261040510,1,3,49,35,1,0,20,9,13,10,2,1,
226,226104,22610405,2261040510,2,2,36,31,0,0,9,5,9,6,2,1,
228,228102,22810203,2281020304,1,3,42,50,0,0,21,11,12,9,2,3,"holiday"
228,228102,22810203,2281020304,2,2,59,48,0,0,8,2,19,14,2,3,"holiday"
230,230107,23010709,2301070905,1,3,1,1,0,0,0,0,1,1,1,,
230,230107,23010709,2301070905,2,2,4,2,0,0,1,0,1,1,1,,
232,232101,23210104,2321010406,1,3,36,50,0,0,14,12,13,11,2,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232101,23210104,2321010406,2,4,46,47,0,0,14,6,14,10,2,3,"SCHOOL WAS CLOSED FOR HOLIDAYS"
232,232203,23220304,2322030405,1,3,34,39,0,0,19,12,5,10,2,1,
232,232203,23220304,2322030405,2,2,22,18,0,0,11,7,8,7,2,1,
302,302101,30210102,3021010215,1,2,24,11,0,0,2,0,9,0,2,,
302,302101,30210102,3021010215,2,3,19,13,0,0,1,5,4,7,2,,
302,302201,30220105,3022010508,1,3,23,23,0,0,14,13,4,6,1,1,
302,302201,30220105,3022010508,2,2,12,8,1,0,1,8,5,12,1,1,
302,302201,30220107,3022010708,2,3,4,2,0,0,2,1,0,0,1,3,"Holidays and no teachers  around for data"
302,302203,30220302,3022030205,1,3,24,40,1,2,21,32,1,5,2,,
302,302203,30220302,3022030205,2,2,40,25,4,0,30,24,5,1,2,,
302,302204,30220405,3022040505,1,3,29,19,0,0,12,4,7,10,2,1,
302,302204,30220405,3022040505,2,2,27,14,0,0,11,1,10,4,2,1,
302,302205,30220505,3022050502,1,3,36,27,0,0,20,9,8,9,1,2,
302,302205,30220505,3022050502,2,2,45,27,2,0,14,7,22,9,1,2,
303,303201,30320102,3032010205,1,3,23,8,0,0,11,2,5,4,2,1,
303,303201,30320102,3032010205,2,2,21,14,0,0,10,2,6,2,2,1,
303,303202,30320207,3032020706,1,3,24,29,0,0,7,8,4,9,2,1,
303,303202,30320207,3032020706,2,2,13,12,1,0,11,7,1,2,2,1,
303,303204,30320405,3032040506,1,3,53,45,6,0,41,36,3,6,2,3,"No respondent since the school closed for holiday"
303,303204,30320405,3032040506,2,2,47,53,2,0,35,48,8,4,2,3,"No respondent since the school closed for holiday"
303,303402,30340204,3034020408,1,3,10,5,0,0,0,1,3,1,2,1,
303,303402,30340204,3034020408,2,2,10,5,0,0,0,0,2,0,2,1,
303,303404,30340401,3034040102,1,3,13,6,0,0,3,0,4,1,2,1,
303,303404,30340401,3034040102,2,2,14,3,0,0,3,0,5,1,2,1,
303,303404,30340403,3034040304,1,3,45,20,2,0,28,7,10,11,2,1,
303,303404,30340403,3034040304,2,2,35,45,0,0,16,8,9,16,2,1,
303,303405,30340507,3034050711,1,3,9,1,0,0,3,0,4,1,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303405,30340507,3034050711,2,2,11,1,0,0,4,0,5,1,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
303,303503,30350304,3035030411,1,3,16,6,0,0,2,0,5,5,2,,
303,303503,30350304,3035030411,2,2,12,9,0,0,2,0,5,1,2,,
303,303504,30350402,3035040205,1,3,14,12,0,0,6,5,5,6,2,1,
303,303504,30350402,3035040205,2,2,10,13,0,0,6,4,3,6,2,1,
304,304102,30410201,3041020101,1,3,50,45,0,0,24,23,12,11,2,,
304,304102,30410201,3041020101,2,2,60,52,0,0,26,17,16,21,2,,
304,304204,30420401,3042040105,1,3,25,31,6,2,18,25,0,3,1,1,
304,304204,30420401,3042040105,2,2,22,43,3,1,19,36,0,3,1,1,
304,304204,30420402,3042040201,1,2,32,19,0,0,23,9,10,6,2,2,
304,304204,30420402,3042040201,2,3,21,35,0,0,17,18,2,13,2,2,
304,304301,30430104,3043010404,1,3,38,18,0,0,,,,,2,2,
304,304301,30430104,3043010404,2,2,47,31,0,0,6,0,20,2,2,2,
305,305102,30510208,3051020803,1,3,73,34,8,2,57,23,5,7,2,,
305,305102,30510208,3051020803,2,2,31,35,3,0,26,29,2,2,2,,
306,306102,30610203,3061020306,1,3,12,23,1,0,14,1,5,41,2,2,
