"HHID","a6bq1","hh","wgt_X"
144100402,1,"H14410-04-02",2935.46557617188
148010401,2,"H14801-04-01",1467.73278808594
148010402,2,"H14801-04-02",1467.73278808594
148020401,2,"H14802-04-01",2935.46557617188
148030401,2,"H14803-04-01",2935.46557617188
148040401,1,"H14804-04-01",2935.46557617188
148050401,2,"H14805-04-01",2935.46557617188
148060401,2,"H14806-04-01",978.488464355469
148060402,1,"H14806-04-02",978.488464355469
148060403,1,"H14806-04-03",978.488464355469
148070401,2,"H14807-04-01",1467.73278808594
148080401,1,"H14808-04-01",1467.73278808594
148080402,2,"H14808-04-02",1467.73278808594
148090401,1,"H14809-04-01",2935.46557617188
148100401,2,"H14810-04-01",2935.46557617188
149030401,2,"H14903-04-01",1467.73278808594
149030402,1,"H14903-04-02",1467.73278808594
149060401,2,"H14906-04-01",1467.73278808594
149070401,2,"H14907-04-01",2935.46557617188
149080401,2,"H14908-04-01",2935.46557617188
149100401,1,"H14910-04-01",2935.46557617188
150020401,2,"H15002-04-01",2935.46557617188
150030401,2,"H15003-04-01",2935.46557617188
150040401,1,"H15004-04-01",2935.46557617188
150050401,1,"H15005-04-01",2935.46557617188
150060401,2,"H15006-04-01",2935.46557617188
150070401,2,"H15007-04-01",1467.73278808594
150070402,1,"H15007-04-02",1467.73278808594
150080401,2,"H15008-04-01",1467.73278808594
150090401,1,"H15009-04-01",2935.46557617188
150100401,1,"H15010-04-01",2935.46557617188
151010401,2,"H15101-04-01",2935.46606445313
151020401,1,"H15102-04-01",1467.73303222656
151030401,2,"H15103-04-01",2935.46606445313
151040401,2,"H15104-04-01",2935.46606445313
