"HHID","a6bq1","hh","wgt_X"
151050401,1,"H15105-04-01",2935.46606445313
151060401,2,"H15106-04-01",2935.46606445313
151070401,1,"H15107-04-01",2935.46606445313
151080401,1,"H15108-04-01",2935.46606445313
151090401,2,"H15109-04-01",1467.73303222656
151090402,2,"H15109-04-02",1467.73303222656
151100401,1,"H15110-04-01",2935.46606445313
153010401,2,"H15301-04-01",1467.73278808594
153010402,1,"H15301-04-02",1467.73278808594
153020401,1,"H15302-04-01",2935.46557617188
153040401,1,"H15304-04-01",2935.46557617188
153050401,2,"H15305-04-01",2935.46557617188
153060401,2,"H15306-04-01",2935.46557617188
153080401,1,"H15308-04-01",2935.46557617188
153090401,2,"H15309-04-01",1467.73278808594
153090402,2,"H15309-04-02",1467.73278808594
153100401,1,"H15310-04-01",2935.46557617188
155020401,2,"H15502-04-01",2935.46557617188
155030401,2,"H15503-04-01",2935.46557617188
155040401,2,"H15504-04-01",2935.46557617188
155050401,2,"H15505-04-01",1467.73278808594
155050402,1,"H15505-04-02",1467.73278808594
155060401,2,"H15506-04-01",2935.46557617188
155080401,2,"H15508-04-01",2935.46557617188
155090401,1,"H15509-04-01",2935.46557617188
155100401,1,"H15510-04-01",2935.46557617188
159020401,2,"H15902-04-01",2935.46606445313
159030401,1,"H15903-04-01",2935.46606445313
159040401,2,"H15904-04-01",2935.46606445313
159050401,2,"H15905-04-01",2935.46606445313
159070401,2,"H15907-04-01",1467.73303222656
159080401,2,"H15908-04-01",2935.46606445313
159090401,1,"H15909-04-01",978.488708496094
159090402,2,"H15909-04-02",978.488708496094
159090403,1,"H15909-04-03",978.488708496094
159100401,2,"H15910-04-01",2935.46606445313
162010401,2,"H16201-04-01",1467.73278808594
162010402,2,"H16201-04-02",1467.73278808594
162020401,2,"H16202-04-01",2935.46557617188
162030401,1,"H16203-04-01",2935.46557617188
162040401,1,"H16204-04-01",2935.46557617188
162050401,1,"H16205-04-01",2935.46557617188
162060401,2,"H16206-04-01",2935.46557617188
162070401,1,"H16207-04-01",2935.46557617188
162080401,2,"H16208-04-01",2935.46557617188
162090401,2,"H16209-04-01",2935.46557617188
162100401,1,"H16210-04-01",2935.46557617188
163020401,1,"H16302-04-01",2935.46557617188
163040401,1,"H16304-04-01",2935.46557617188
163050401,1,"H16305-04-01",978.488586425781
163050402,2,"H16305-04-02",978.488586425781
163050403,2,"H16305-04-03",978.488586425781
163060401,1,"H16306-04-01",2935.46557617188
163070401,1,"H16307-04-01",2935.46557617188
163080401,2,"H16308-04-01",1467.73278808594
163080402,2,"H16308-04-02",1467.73278808594
163090401,1,"H16309-04-01",2935.46557617188
163100401,1,"H16310-04-01",2935.46557617188
164010401,1,"H16401-04-01",2935.46557617188
164020401,1,"H16402-04-01",2935.46557617188
164030401,2,"H16403-04-01",2935.46557617188
164040401,1,"H16404-04-01",2935.46557617188
164050401,2,"H16405-04-01",1467.73278808594
164050402,2,"H16405-04-02",1467.73278808594
164060401,1,"H16406-04-01",2935.46557617188
164070401,2,"H16407-04-01",978.488586425781
164080401,1,"H16408-04-01",2935.46557617188
164090401,1,"H16409-04-01",733.866394042969
164090402,1,"H16409-04-02",733.866394042969
164090403,1,"H16409-04-03",733.866394042969
164090404,2,"H16409-04-04",733.866394042969
164100401,1,"H16410-04-01",2935.46557617188
165010401,1,"H16501-04-01",1467.73278808594
165010402,1,"H16501-04-02",1467.73278808594
165020401,1,"H16502-04-01",2935.46557617188
165030401,2,"H16503-04-01",2935.46557617188
165050401,2,"H16505-04-01",978.488586425781
165050402,2,"H16505-04-02",978.488586425781
165060401,1,"H16506-04-01",2935.46557617188
165070401,1,"H16507-04-01",2935.46557617188
165080401,2,"H16508-04-01",2935.46557617188
165090401,1,"H16509-04-01",2935.46557617188
165100401,1,"H16510-04-01",2935.46557617188
166040401,1,"H16604-04-01",1467.73278808594
166060401,1,"H16606-04-01",2935.46557617188
166070401,1,"H16607-04-01",2935.46557617188
166090401,2,"H16609-04-01",2935.46557617188
166110401,2,"H16611-04-01",2935.46557617188
167010401,1,"H16701-04-01",2935.46557617188
167020401,1,"H16702-04-01",2935.46557617188
167030401,2,"H16703-04-01",1467.73278808594
167040401,1,"H16704-04-01",1467.73278808594
167040402,1,"H16704-04-02",1467.73278808594
167050401,2,"H16705-04-01",2935.46557617188
167070401,2,"H16707-04-01",2935.46557617188
167080401,2,"H16708-04-01",2935.46557617188
167090401,2,"H16709-04-01",2935.46557617188
167100401,2,"H16710-04-01",2935.46557617188
168020401,2,"H16802-04-01",2935.46606445313
168030401,1,"H16803-04-01",2935.46606445313
168040401,1,"H16804-04-01",1467.73303222656
168040403,2,"H16804-04-03",1467.73303222656
168060401,2,"H16806-04-01",1467.73303222656
168060402,2,"H16806-04-02",1467.73303222656
168070401,1,"H16807-04-01",2935.46606445313
168080401,1,"H16808-04-01",2935.46606445313
168090401,1,"H16809-04-01",978.488708496094
168090402,2,"H16809-04-02",978.488708496094
168090403,1,"H16809-04-03",978.488708496094
168100401,2,"H16810-04-01",2935.46606445313
170020401,1,"H17002-04-01",2935.46557617188
170030401,1,"H17003-04-01",2935.46557617188
170050401,2,"H17005-04-01",2935.46557617188
170060401,2,"H17006-04-01",2935.46557617188
170070401,2,"H17007-04-01",1467.73278808594
170070402,1,"H17007-04-02",1467.73278808594
170080401,2,"H17008-04-01",2935.46557617188
170090401,1,"H17009-04-01",1467.73278808594
170090402,2,"H17009-04-02",1467.73278808594
170100401,1,"H17010-04-01",1467.73278808594
171020401,2,"H17102-04-01",2935.46557617188
171030401,1,"H17103-04-01",2935.46557617188
171050401,2,"H17105-04-01",2935.46557617188
171070401,1,"H17107-04-01",2935.46557617188
171080401,2,"H17108-04-01",2935.46557617188
171090401,1,"H17109-04-01",2935.46557617188
171100401,1,"H17110-04-01",2935.46557617188
172020401,1,"H17202-04-01",2272.64404296875
172030401,2,"H17203-04-01",2272.64404296875
172040401,2,"H17204-04-01",2272.64404296875
172050401,1,"H17205-04-01",2272.64404296875
172060401,2,"H17206-04-01",2272.64404296875
172070401,2,"H17207-04-01",1136.32202148438
172080401,2,"H17208-04-01",2272.64404296875
172100401,1,"H17210-04-01",2272.64404296875
173010401,1,"H17301-04-01",2272.64404296875
173020401,2,"H17302-04-01",2272.64404296875
173080401,2,"H17308-04-01",2272.64404296875
173090401,2,"H17309-04-01",2272.64404296875
173100401,1,"H17310-04-01",2272.64404296875
174010401,1,"H17401-04-01",1467.73278808594
174010402,2,"H17401-04-02",1467.73278808594
174030401,2,"H17403-04-01",2935.46557617188
174040401,1,"H17404-04-01",2935.46557617188
174060401,2,"H17406-04-01",1467.73278808594
174080401,2,"H17408-04-01",2935.46557617188
174090401,1,"H17409-04-01",2935.46557617188
174100401,2,"H17410-04-01",2935.46557617188
175020401,1,"H17502-04-01",2935.46557617188
175030401,1,"H17503-04-01",2935.46557617188
175040402,1,"H17504-04-02",2935.46557617188
175060401,2,"H17506-04-01",2935.46557617188
175070401,2,"H17507-04-01",2935.46557617188
175080401,2,"H17508-04-01",2935.46557617188
175090401,2,"H17509-04-01",2935.46557617188
175110401,1,"H17511-04-01",978.488586425781
175110402,2,"H17511-04-02",978.488586425781
175110403,2,"H17511-04-03",978.488586425781
176010401,1,"H17601-04-01",2935.46557617188
176020401,2,"H17602-04-01",2935.46557617188
176040401,1,"H17604-04-01",2935.46557617188
176050401,1,"H17605-04-01",2935.46557617188
176060401,2,"H17606-04-01",2935.46557617188
176080401,2,"H17608-04-01",1467.73278808594
176080402,2,"H17608-04-02",1467.73278808594
176090401,1,"H17609-04-01",2935.46557617188
176100401,1,"H17610-04-01",2935.46557617188
177010401,2,"H17701-04-01",2935.46557617188
177030401,2,"H17703-04-01",2935.46557617188
177040401,1,"H17704-04-01",2935.46557617188
177070402,2,"H17707-04-02",978.488586425781
177070403,2,"H17707-04-03",978.488586425781
177070404,2,"H17707-04-04",978.488586425781
177080401,2,"H17708-04-01",1467.73278808594
177080402,2,"H17708-04-02",1467.73278808594
177090401,2,"H17709-04-01",2935.46557617188
177100401,1,"H17710-04-01",2935.46557617188
180010401,1,"H18001-04-01",1102.41516113281
180010402,2,"H18001-04-02",1102.41516113281
180050401,2,"H18005-04-01",2204.83032226563
180100401,1,"H18010-04-01",2204.83032226563
180110401,1,"H18011-04-01",2204.83032226563
180130401,2,"H18013-04-01",2204.83032226563
181020401,1,"H18102-04-01",2204.83032226563
181030401,1,"H18103-04-01",734.943481445313
181030402,1,"H18103-04-02",734.943481445313
181040401,1,"H18104-04-01",551.207580566406
181040402,1,"H18104-04-02",551.207580566406
181040403,2,"H18104-04-03",551.207580566406
181040404,1,"H18104-04-04",551.207580566406
181050401,1,"H18105-04-01",2204.83032226563
181060401,1,"H18106-04-01",2204.83032226563
181070401,1,"H18107-04-01",2204.83032226563
181080401,2,"H18108-04-01",2204.83032226563
181090401,1,"H18109-04-01",2204.83032226563
181100401,2,"H18110-04-01",2204.83032226563
182010401,2,"H18201-04-01",2204.83032226563
182020402,2,"H18202-04-02",367.4716796875
182020403,2,"H18202-04-03",367.4716796875
182020404,2,"H18202-04-04",367.4716796875
182020405,2,"H18202-04-05",367.4716796875
182020406,1,"H18202-04-06",367.4716796875
182030401,1,"H18203-04-01",2204.83032226563
182040401,2,"H18204-04-01",1102.41516113281
182040402,1,"H18204-04-02",1102.41516113281
182050401,2,"H18205-04-01",1102.41516113281
182050402,2,"H18205-04-02",1102.41516113281
182060401,1,"H18206-04-01",1102.41516113281
182060402,1,"H18206-04-02",1102.41516113281
182070401,1,"H18207-04-01",1102.41516113281
182070402,2,"H18207-04-02",1102.41516113281
182080401,1,"H18208-04-01",2204.83032226563
182090401,1,"H18209-04-01",1102.41516113281
182090402,1,"H18209-04-02",1102.41516113281
182100401,1,"H18210-04-01",440.966064453125
182100402,1,"H18210-04-02",440.966064453125
182100403,1,"H18210-04-03",440.966064453125
182100405,2,"H18210-04-05",440.966064453125
183010401,1,"H18301-04-01",314.975738525391
183010402,2,"H18301-04-02",314.975738525391
183010403,2,"H18301-04-03",314.975738525391
183010404,2,"H18301-04-04",314.975738525391
183010405,1,"H18301-04-05",314.975738525391
183010406,1,"H18301-04-06",314.975738525391
183010407,2,"H18301-04-07",314.975738525391
183020401,2,"H18302-04-01",2204.83032226563
183030401,1,"H18303-04-01",2204.83032226563
183050401,1,"H18305-04-01",2204.83032226563
183060401,1,"H18306-04-01",2204.83032226563
183070401,1,"H18307-04-01",2204.83032226563
183080401,2,"H18308-04-01",2204.83032226563
183090401,1,"H18309-04-01",2204.83032226563
183110401,1,"H18311-04-01",1102.41516113281
186010401,1,"H18601-04-01",551.207580566406
186010402,1,"H18601-04-02",551.207580566406
186010403,2,"H18601-04-03",551.207580566406
186010404,2,"H18601-04-04",551.207580566406
186020401,1,"H18602-04-01",2204.83032226563
186030401,1,"H18603-04-01",2204.83032226563
186040401,1,"H18604-04-01",2204.83032226563
186050401,1,"H18605-04-01",2204.83032226563
186060401,1,"H18606-04-01",2204.83032226563
186070401,1,"H18607-04-01",2204.83032226563
186080401,1,"H18608-04-01",2204.83032226563
186090401,1,"H18609-04-01",2204.83032226563
186100401,1,"H18610-04-01",2204.83032226563
187080401,1,"H18708-04-01",2204.83032226563
187120401,1,"H18712-04-01",2204.83032226563
188010401,1,"H18801-04-01",1102.41516113281
188010402,2,"H18801-04-02",1102.41516113281
188020401,1,"H18802-04-01",2204.83032226563
188030401,2,"H18803-04-01",2204.83032226563
188040401,1,"H18804-04-01",2204.83032226563
188050401,1,"H18805-04-01",2204.83032226563
188060401,1,"H18806-04-01",734.943481445313
188060402,1,"H18806-04-02",734.943481445313
188060403,1,"H18806-04-03",734.943481445313
188070401,1,"H18807-04-01",1102.41516113281
188080401,1,"H18808-04-01",734.943481445313
188080402,1,"H18808-04-02",734.943481445313
188080403,2,"H18808-04-03",734.943481445313
188090401,1,"H18809-04-01",2204.83032226563
188100401,2,"H18810-04-01",2204.83032226563
189010401,1,"H18901-04-01",2204.83032226563
189020401,1,"H18902-04-01",2204.83032226563
189040401,1,"H18904-04-01",2204.83032226563
189050401,1,"H18905-04-01",2204.83032226563
189070401,2,"H18907-04-01",2204.83032226563
189080401,1,"H18908-04-01",2204.83032226563
189090401,1,"H18909-04-01",2204.83032226563
189100401,1,"H18910-04-01",2204.83032226563
190010401,1,"H19001-04-01",1102.41516113281
190010402,1,"H19001-04-02",1102.41516113281
190020401,1,"H19002-04-01",2204.83032226563
190040401,1,"H19004-04-01",2204.83032226563
190050401,1,"H19005-04-01",2204.83032226563
190060401,2,"H19006-04-01",2204.83032226563
190070401,2,"H19007-04-01",2204.83032226563
190080401,2,"H19008-04-01",551.207580566406
190080402,1,"H19008-04-02",551.207580566406
190080403,2,"H19008-04-03",551.207580566406
190080404,1,"H19008-04-04",551.207580566406
190090401,1,"H19009-04-01",2204.83032226563
190100401,1,"H19010-04-01",2204.83032226563
191010401,1,"H19101-04-01",2204.83032226563
191020401,2,"H19102-04-01",2204.83032226563
191030401,2,"H19103-04-01",2204.83032226563
191040401,1,"H19104-04-01",2204.83032226563
191050401,1,"H19105-04-01",2204.83032226563
191060401,1,"H19106-04-01",2204.83032226563
191070401,2,"H19107-04-01",734.943359375
191070402,2,"H19107-04-02",734.943359375
191070403,2,"H19107-04-03",734.943359375
191080401,2,"H19108-04-01",734.943359375
191080402,1,"H19108-04-02",734.943359375
191080403,2,"H19108-04-03",734.943359375
191090401,1,"H19109-04-01",2204.83032226563
191100401,2,"H19110-04-01",2204.83032226563
192010401,1,"H19201-04-01",2204.83032226563
192030401,1,"H19203-04-01",2204.83032226563
192040401,1,"H19204-04-01",2204.83032226563
192050401,1,"H19205-04-01",1102.41516113281
192050403,1,"H19205-04-03",1102.41516113281
192070401,1,"H19207-04-01",2204.83032226563
192080401,1,"H19208-04-01",2204.83032226563
192100401,1,"H19210-04-01",2204.83032226563
192110401,2,"H19211-04-01",2204.83032226563
192120401,1,"H19212-04-01",734.943359375
192120402,1,"H19212-04-02",734.943359375
194020401,2,"H19402-04-01",2464.5224609375
194060401,2,"H19406-04-01",2464.5224609375
194090401,1,"H19409-04-01",2464.5224609375
195010401,1,"H19501-04-01",2464.5224609375
195020401,1,"H19502-04-01",2464.5224609375
195040401,1,"H19504-04-01",1232.26123046875
195050401,1,"H19505-04-01",2464.5224609375
195060401,1,"H19506-04-01",2464.5224609375
195070401,1,"H19507-04-01",2464.5224609375
195080401,1,"H19508-04-01",2464.5224609375
195090401,1,"H19509-04-01",2464.5224609375
195100401,2,"H19510-04-01",2464.5224609375
196020401,2,"H19602-04-01",1232.26123046875
196020402,2,"H19602-04-02",1232.26123046875
196030401,2,"H19603-04-01",2464.5224609375
196040401,1,"H19604-04-01",2464.5224609375
196090401,2,"H19609-04-01",2464.5224609375
196100401,1,"H19610-04-01",2464.5224609375
197020401,2,"H19702-04-01",616.130615234375
197020404,1,"H19702-04-04",616.130615234375
197030401,1,"H19703-04-01",1232.26123046875
197040401,1,"H19704-04-01",2464.5224609375
197050401,2,"H19705-04-01",2464.5224609375
197070401,1,"H19707-04-01",2464.5224609375
197080401,1,"H19708-04-01",2464.5224609375
197090401,2,"H19709-04-01",2464.5224609375
197100401,1,"H19710-04-01",2464.5224609375
197110401,2,"H19711-04-01",2464.5224609375
200020401,1,"H20002-04-01",2464.5224609375
200030401,1,"H20003-04-01",2464.5224609375
200040401,1,"H20004-04-01",2464.5224609375
200050401,1,"H20005-04-01",1232.26123046875
200050402,2,"H20005-04-02",1232.26123046875
200060401,1,"H20006-04-01",2464.5224609375
200070401,1,"H20007-04-01",2464.5224609375
200090401,1,"H20009-04-01",2464.5224609375
200100401,1,"H20010-04-01",821.507446289063
200100402,2,"H20010-04-02",821.507446289063
200110401,2,"H20011-04-01",2464.5224609375
202010401,1,"H20201-04-01",2464.5224609375
202020401,1,"H20202-04-01",2464.5224609375
202030401,1,"H20203-04-01",1232.26123046875
202030402,2,"H20203-04-02",1232.26123046875
202050401,2,"H20205-04-01",2464.5224609375
202060401,1,"H20206-04-01",2464.5224609375
202070401,1,"H20207-04-01",1232.26123046875
202070402,1,"H20207-04-02",1232.26123046875
202080401,2,"H20208-04-01",2464.5224609375
202090401,1,"H20209-04-01",2464.5224609375
202100401,1,"H20210-04-01",821.507507324219
202100402,1,"H20210-04-02",821.507507324219
202100403,1,"H20210-04-03",821.507507324219
203010401,2,"H20301-04-01",2464.5224609375
203020401,1,"H20302-04-01",2464.5224609375
203030401,1,"H20303-04-01",2464.5224609375
203040401,1,"H20304-04-01",2464.5224609375
203050401,1,"H20305-04-01",2464.5224609375
203060401,1,"H20306-04-01",2464.5224609375
203070401,1,"H20307-04-01",2464.5224609375
203090401,2,"H20309-04-01",2464.5224609375
203100401,2,"H20310-04-01",1232.26123046875
203100402,2,"H20310-04-02",1232.26123046875
204010401,1,"H20401-04-01",2464.5224609375
204020401,1,"H20402-04-01",2464.5224609375
204030401,1,"H20403-04-01",2464.5224609375
204040401,2,"H20404-04-01",2464.5224609375
204060401,1,"H20406-04-01",2464.5224609375
204070401,1,"H20407-04-01",2464.5224609375
204080401,1,"H20408-04-01",2464.5224609375
204090401,1,"H20409-04-01",2464.5224609375
204110401,1,"H20411-04-01",2464.5224609375
205030401,1,"H20503-04-01",2204.83032226563
205040401,2,"H20504-04-01",2204.83032226563
205070402,1,"H20507-04-02",1102.41516113281
205080401,1,"H20508-04-01",2204.83032226563
205090401,2,"H20509-04-01",2204.83032226563
206010402,2,"H20601-04-02",1102.41516113281
206020401,2,"H20602-04-01",2204.83032226563
206030402,1,"H20603-04-02",734.943359375
206040401,1,"H20604-04-01",2204.83032226563
206060401,1,"H20606-04-01",1102.41516113281
206060402,2,"H20606-04-02",1102.41516113281
206070401,2,"H20607-04-01",2204.83032226563
206080401,2,"H20608-04-01",2204.83032226563
206090402,1,"H20609-04-02",2204.83032226563
206100402,2,"H20610-04-02",734.943359375
206100403,1,"H20610-04-03",734.943359375
206100404,2,"H20610-04-04",734.943359375
206110402,2,"H20611-04-02",2204.83032226563
208010401,1,"H20801-04-01",2204.83032226563
208020401,1,"H20802-04-01",2204.83032226563
208030401,1,"H20803-04-01",2204.83032226563
208040401,1,"H20804-04-01",2204.83032226563
208050401,1,"H20805-04-01",1102.41516113281
208050402,2,"H20805-04-02",1102.41516113281
208070401,1,"H20807-04-01",2204.83032226563
208090401,1,"H20809-04-01",2204.83032226563
208100401,2,"H20810-04-01",2204.83032226563
208110401,1,"H20811-04-01",440.966064453125
208110402,2,"H20811-04-02",440.966064453125
208110403,1,"H20811-04-03",440.966064453125
208110404,2,"H20811-04-04",440.966064453125
209020401,1,"H20902-04-01",2204.83032226563
209030402,1,"H20903-04-02",1102.41516113281
209030403,2,"H20903-04-03",1102.41516113281
209040401,2,"H20904-04-01",2204.83032226563
209050401,2,"H20905-04-01",1102.41516113281
209050402,2,"H20905-04-02",1102.41516113281
209060401,2,"H20906-04-01",1102.41516113281
209060403,1,"H20906-04-03",1102.41516113281
209070401,1,"H20907-04-01",2204.83032226563
209080401,1,"H20908-04-01",1102.41516113281
209090401,2,"H20909-04-01",2204.83032226563
209100401,1,"H20910-04-01",2204.83032226563
211010401,1,"H21101-04-01",2204.83032226563
211020402,2,"H21102-04-02",1102.41516113281
211030401,1,"H21103-04-01",2204.83032226563
211050401,1,"H21105-04-01",2204.83032226563
211060401,1,"H21106-04-01",2204.83032226563
211070401,1,"H21107-04-01",2204.83032226563
211080401,1,"H21108-04-01",2204.83032226563
211090401,1,"H21109-04-01",2204.83032226563
211100401,1,"H21110-04-01",2204.83032226563
214010401,2,"H21401-04-01",943.790832519531
214010402,2,"H21401-04-02",943.790832519531
214020401,2,"H21402-04-01",1887.58166503906
214030401,2,"H21403-04-01",1887.58166503906
214040401,2,"H21404-04-01",1887.58166503906
214050401,2,"H21405-04-01",1887.58166503906
214060401,2,"H21406-04-01",1887.58166503906
214070401,2,"H21407-04-01",1887.58166503906
214080401,2,"H21408-04-01",1887.58166503906
214090401,2,"H21409-04-01",1887.58166503906
214100401,2,"H21410-04-01",1887.58166503906
215010401,2,"H21501-04-01",1887.58166503906
215020401,2,"H21502-04-01",1887.58166503906
215030401,2,"H21503-04-01",1887.58166503906
215050401,2,"H21505-04-01",1887.58166503906
215060401,2,"H21506-04-01",1887.58166503906
215070401,2,"H21507-04-01",1887.58166503906
215090401,2,"H21509-04-01",1887.58166503906
215100401,2,"H21510-04-01",1887.58166503906
216010401,1,"H21601-04-01",1887.58166503906
216020401,2,"H21602-04-01",1887.58166503906
216030401,2,"H21603-04-01",1887.58166503906
216080401,2,"H21608-04-01",1887.58166503906
216090401,2,"H21609-04-01",1887.58166503906
216100401,1,"H21610-04-01",1887.58166503906
216120401,1,"H21612-04-01",943.790832519531
217010401,2,"H21701-04-01",1887.58166503906
217040401,2,"H21704-04-01",1887.58166503906
217050401,2,"H21705-04-01",1887.58166503906
217060401,2,"H21706-04-01",1887.58166503906
217080401,2,"H21708-04-01",1887.58166503906
217090401,2,"H21709-04-01",1887.58166503906
217100401,2,"H21710-04-01",1887.58166503906
217110401,2,"H21711-04-01",1887.58166503906
220020401,2,"H22002-04-01",2204.83032226563
220040401,1,"H22004-04-01",551.207580566406
220040404,1,"H22004-04-04",551.207580566406
220060401,1,"H22006-04-01",2204.83032226563
220140401,1,"H22014-04-01",2204.83032226563
221010401,2,"H22101-04-01",734.943481445313
221020402,1,"H22102-04-02",2204.83032226563
221030401,2,"H22103-04-01",2204.83032226563
221050401,1,"H22105-04-01",2204.83032226563
221060401,2,"H22106-04-01",2204.83032226563
221090401,1,"H22109-04-01",2204.83032226563
221100402,1,"H22110-04-02",367.471740722656
221100403,1,"H22110-04-03",367.471740722656
221100404,2,"H22110-04-04",367.471740722656
221100405,2,"H22110-04-05",367.471740722656
221100406,2,"H22110-04-06",367.471740722656
221110401,1,"H22111-04-01",2204.83032226563
223020401,1,"H22302-04-01",2204.83032226563
223030401,2,"H22303-04-01",551.207580566406
223030402,1,"H22303-04-02",551.207580566406
223030403,2,"H22303-04-03",551.207580566406
223030404,1,"H22303-04-04",551.207580566406
223050401,1,"H22305-04-01",2204.83032226563
223060401,2,"H22306-04-01",2204.83032226563
223070401,2,"H22307-04-01",2204.83032226563
223080401,2,"H22308-04-01",2204.83032226563
223090401,2,"H22309-04-01",1102.41516113281
223090402,2,"H22309-04-02",1102.41516113281
223100401,2,"H22310-04-01",2204.83032226563
224010401,1,"H22401-04-01",1102.41516113281
224010402,1,"H22401-04-02",1102.41516113281
224060401,1,"H22406-04-01",2204.83032226563
224070401,1,"H22407-04-01",734.943359375
224070402,2,"H22407-04-02",734.943359375
224080401,1,"H22408-04-01",2204.83032226563
224090401,1,"H22409-04-01",2204.83032226563
224100401,2,"H22410-04-01",2204.83032226563
225010401,2,"H22501-04-01",2204.83032226563
225020401,2,"H22502-04-01",1102.41516113281
225020402,2,"H22502-04-02",1102.41516113281
225030401,2,"H22503-04-01",1102.41516113281
225030402,2,"H22503-04-02",1102.41516113281
225040401,1,"H22504-04-01",2204.83032226563
225050401,1,"H22505-04-01",2204.83032226563
225060401,1,"H22506-04-01",2204.83032226563
225070401,1,"H22507-04-01",2204.83032226563
225090401,2,"H22509-04-01",2204.83032226563
225100401,1,"H22510-04-01",2204.83032226563
228020401,1,"H22802-04-01",2204.83032226563
228030401,1,"H22803-04-01",2204.83032226563
228050401,1,"H22805-04-01",2204.83032226563
228060401,2,"H22806-04-01",2204.83032226563
228070401,1,"H22807-04-01",2204.83032226563
231010401,2,"H23101-04-01",2204.83032226563
231020401,1,"H23102-04-01",2204.83032226563
231030401,2,"H23103-04-01",1102.41516113281
231030402,2,"H23103-04-02",1102.41516113281
231040401,1,"H23104-04-01",1102.41516113281
231040402,2,"H23104-04-02",1102.41516113281
231050401,1,"H23105-04-01",2204.83032226563
231060401,1,"H23106-04-01",2204.83032226563
231070401,1,"H23107-04-01",2204.83032226563
231080401,1,"H23108-04-01",2204.83032226563
231090401,1,"H23109-04-01",734.943359375
231090403,2,"H23109-04-03",734.943359375
231100401,2,"H23110-04-01",2204.83032226563
233010401,2,"H23301-04-01",1887.58166503906
233020401,2,"H23302-04-01",1887.58166503906
233030401,2,"H23303-04-01",1887.58166503906
233040401,2,"H23304-04-01",1887.58166503906
233060401,2,"H23306-04-01",1887.58166503906
233070401,2,"H23307-04-01",1887.58166503906
233080401,2,"H23308-04-01",1887.58166503906
233100401,2,"H23310-04-01",1887.58166503906
233120401,2,"H23312-04-01",1887.58166503906
234010401,2,"H23401-04-01",1887.58166503906
234020401,1,"H23402-04-01",1887.58166503906
234040401,2,"H23404-04-01",943.790832519531
234050401,2,"H23405-04-01",1887.58166503906
234060401,2,"H23406-04-01",1887.58166503906
234070401,2,"H23407-04-01",943.790832519531
234070402,1,"H23407-04-02",943.790832519531
234080401,2,"H23408-04-01",1887.58166503906
234110401,2,"H23411-04-01",1887.58166503906
234120401,2,"H23412-04-01",1887.58166503906
235020401,2,"H23502-04-01",2464.5224609375
235030401,2,"H23503-04-01",616.130615234375
235030402,2,"H23503-04-02",616.130615234375
235030403,2,"H23503-04-03",616.130615234375
235030404,2,"H23503-04-04",616.130615234375
235040401,1,"H23504-04-01",2464.5224609375
235050401,1,"H23505-04-01",2464.5224609375
235060401,1,"H23506-04-01",1232.26123046875
235060402,1,"H23506-04-02",1232.26123046875
235070401,2,"H23507-04-01",2464.5224609375
235080401,1,"H23508-04-01",2464.5224609375
235090401,1,"H23509-04-01",821.507507324219
235090403,2,"H23509-04-03",821.507507324219
235100401,1,"H23510-04-01",1232.26123046875
235100402,2,"H23510-04-02",1232.26123046875
235130401,1,"H23513-04-01",2464.5224609375
236010401,1,"H23601-04-01",821.507507324219
236010402,2,"H23601-04-02",821.507507324219
236010403,2,"H23601-04-03",821.507507324219
236030401,2,"H23603-04-01",2464.5224609375
236040401,2,"H23604-04-01",2464.5224609375
236050401,1,"H23605-04-01",2464.5224609375
236060401,1,"H23606-04-01",2464.5224609375
236070401,2,"H23607-04-01",492.904541015625
236070402,1,"H23607-04-02",492.904541015625
236070403,1,"H23607-04-03",492.904541015625
236070404,1,"H23607-04-04",492.904541015625
236070405,1,"H23607-04-05",492.904541015625
236080401,1,"H23608-04-01",2464.5224609375
236100401,1,"H23610-04-01",2464.5224609375
237010401,2,"H23701-04-01",1232.26123046875
237010402,2,"H23701-04-02",1232.26123046875
237020401,1,"H23702-04-01",2464.5224609375
237030401,2,"H23703-04-01",2464.5224609375
237050401,1,"H23705-04-01",2464.5224609375
237070401,1,"H23707-04-01",2464.5224609375
237080401,2,"H23708-04-01",821.507446289063
237080402,1,"H23708-04-02",821.507446289063
237090401,1,"H23709-04-01",2464.5224609375
237100401,2,"H23710-04-01",1232.26123046875
237100402,2,"H23710-04-02",1232.26123046875
238010401,1,"H23801-04-01",2464.5224609375
238020401,2,"H23802-04-01",2464.5224609375
238040401,1,"H23804-04-01",2464.5224609375
238060401,2,"H23806-04-01",1232.26123046875
238080401,2,"H23808-04-01",2464.5224609375
238090401,2,"H23809-04-01",2464.5224609375
238100401,1,"H23810-04-01",2464.5224609375
238110401,2,"H23811-04-01",2464.5224609375
238120401,2,"H23812-04-01",2464.5224609375
238130401,2,"H23813-04-01",2464.5224609375
239010401,1,"H23901-04-01",2464.5224609375
239020401,1,"H23902-04-01",2464.5224609375
239030401,1,"H23903-04-01",2464.5224609375
239040401,2,"H23904-04-01",2464.5224609375
239050401,1,"H23905-04-01",1232.26123046875
239050402,2,"H23905-04-02",1232.26123046875
239060401,1,"H23906-04-01",2464.5224609375
239070401,1,"H23907-04-01",2464.5224609375
239090401,1,"H23909-04-01",2464.5224609375
242010401,2,"H24201-04-01",2464.5224609375
242020401,1,"H24202-04-01",2464.5224609375
