"HHID","PID","w5q2","w5q3","w5q4","w5q6","w5q7a","w5q7b","w5q7c","w5q10","w5q11a","w5q11b","w5q11c","w5q11d","w5q11e","w5q11f","w5q11g","w5q11h","w5q11i","w5q11o","w5q11p","w5q11x","w5q13c","w5q13a","w5q13b","wgt_X"
"H14404-04-03","P14404-007",1,,8,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,978.488586425781
"H14405-04-01","P14405-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H14405-04-01","P14405-007",,,,1,991,0,5,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H14406-04-01","P14406-004",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,2935.46557617188
"H14407-04-02","P14407-003",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H14408-04-01","P14408-002",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,6,1,2935.46557617188
"H14409-04-01","P14409-003",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,6,1,2935.46557617188
"H14410-04-02","P14410-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,993,2,1,2935.46557617188
"H14606-04-01","P14606-010",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,2935.46557617188
"H14612-04-01","P14612-002",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,2935.46557617188
"H14612-04-01","P14612-010",,,,1,991,6,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H14801-04-02","P14801-002",,,,3,,,,,1,0,0,0,0,0,0,0,0,1,"Has no partner",0,993,1,1,1467.73278808594
"H14803-04-01","P14803-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H14805-04-01","P14805-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H14805-04-01","P14805-003",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2935.46557617188
"H14806-04-01","P14806-008",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,978.488464355469
"H14806-04-02","P14806-004",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,10,3,978.488464355469
"H14807-04-01","P14807-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,1467.73278808594
"H14807-04-01","P14807-003",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,,,1467.73278808594
"H14807-04-02","P14807-003",,,,1,991,1,12,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,1467.73278808594
"H14808-04-02","P14808-003",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,1467.73278808594
"H14809-04-01","P14809-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H14810-04-01","P14810-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46557617188
"H14903-04-01","P14903-002",,,,3,,,,2,0,1,0,0,0,0,0,0,0,0,,0,993,1,4,1467.73278808594
"H14903-04-01","P14903-004",,,,8,,,,2,0,0,0,0,0,0,1,0,0,0,,0,993,11,3,1467.73278808594
"H14903-04-02","P14903-013",,,,1,991,2,0,9,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H14906-04-01","P14906-002",,,,2,,,,2,0,1,0,0,0,0,0,0,0,0,,0,993,2,4,1467.73278808594
"H14906-04-02","P14906-007",2,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,1467.73278808594
"H14907-04-01","P14907-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,994,,,2935.46557617188
"H14908-04-01","P14908-002",,,,1,991,0,4,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46557617188
"H14910-04-01","P14910-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H15003-04-01","P15003-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,2935.46557617188
"H15005-04-01","P15005-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H15007-04-01","P15007-016",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H15007-04-01","P15007-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,994,,,1467.73278808594
"H15008-04-02","P15008-010",1,,1,,991,5,2,,0,0,0,0,0,0,0,0,0,0,,0,993,8,3,1467.73278808594
"H15009-04-01","P15009-003",,,,3,,,,1,1,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H15009-04-01","P15009-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H15010-04-01","P15010-009",,,,1,995,,,2,0,0,1,0,0,0,0,0,0,0,,0,,,,2935.46557617188
"H15010-04-01","P15010-004",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H15101-04-01","P15101-006",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46606445313
"H15101-04-01","P15101-001",,,,2,,,,2,0,0,0,0,0,0,0,1,0,0,,0,993,1,2,2935.46606445313
"H15102-04-01","P15102-007",,,,1,996,,,9,0,0,0,0,0,0,0,0,0,0,,0,996,,,1467.73303222656
"H15103-04-01","P15103-004",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2935.46606445313
"H15103-04-01","P15103-002",,,,3,,,,2,0,0,0,0,0,0,0,1,0,0,,0,993,1,3,2935.46606445313
"H15103-04-01","P15103-003",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H15105-04-01","P15105-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H15105-04-01","P15105-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H15108-04-01","P15108-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46606445313
"H15109-04-01","P15109-004",,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,20,1,1467.73303222656
"H15109-04-01","P15109-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1467.73303222656
"H15109-04-02","P15109-011",,,,1,991,1,12,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,1467.73303222656
"H15110-04-01","P15110-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H15301-04-01","P15301-004",,,,1,991,1,12,1,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,1467.73278808594
"H15302-04-01","P15302-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H15302-04-01","P15302-004",,,,1,991,8,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,4,2935.46557617188
"H15302-04-01","P15302-006",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46557617188
"H15305-04-01","P15305-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,7,3,2935.46557617188
"H15306-04-01","P15306-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,2935.46557617188
"H15309-04-01","P15309-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,1467.73278808594
"H15309-04-02","P15309-007",,,,1,991,4,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H15310-04-01","P15310-006",,,,3,,,,1,1,0,0,0,0,0,0,0,0,0,,1,993,4,2,2935.46557617188
"H15310-04-01","P15310-004",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,2935.46557617188
"H15505-04-01","P15505-002",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H15505-04-02","P15505-018",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1467.73278808594
"H15505-04-02","P15505-011",,,,1,991,6,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1467.73278808594
"H15508-04-01","P15508-002",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2935.46557617188
"H15903-04-01","P15903-002",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H15904-04-01","P15904-002",,,,1,998,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2935.46606445313
"H15905-04-01","P15905-002",,,,1,991,6,36,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46606445313
"H15907-04-01","P15907-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,10,1,1467.73303222656
"H15907-04-02","P15907-003",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,1467.73303222656
"H15909-04-02","P15909-010",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,7,3,978.488708496094
"H15909-04-03","P15909-015",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,978.488708496094
"H16201-04-01","P16201-001",,,,3,,,,2,0,0,0,0,0,0,0,0,0,1,"says she has no husband and she is old",0,994,,,1467.73278808594
"H16201-04-02","P16201-007",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1467.73278808594
"H16204-04-01","P16204-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16205-04-01","P16205-011",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16206-04-01","P16206-008",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16208-04-01","P16208-014",,,,1,991,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16209-04-01","P16209-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16210-04-01","P16210-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H16304-04-01","P16304-001",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16305-04-03","P16305-005",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,978.488586425781
"H16307-04-01","P16307-007",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16308-04-01","P16308-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H16310-04-01","P16310-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2935.46557617188
"H16401-04-01","P16401-002",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2935.46557617188
"H16402-04-01","P16402-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,2935.46557617188
"H16403-04-01","P16403-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,2,2935.46557617188
"H16404-04-01","P16404-004",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16404-04-01","P16404-003",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,2935.46557617188
"H16405-04-01","P16405-002",,,,3,,,,2,0,0,0,1,0,0,0,0,0,0,,0,994,,,1467.73278808594
"H16405-04-02","P16405-005",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,10,1,1467.73278808594
"H16406-04-01","P16406-006",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,2,2935.46557617188
"H16407-04-01","P16407-009",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,,,978.488586425781
"H16407-04-03","P16407-009",1,,1,,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,978.488586425781
"H16408-04-01","P16408-001",,,,2,,,,2,0,1,0,0,0,0,0,0,0,0,,0,994,,,2935.46557617188
"H16409-04-01","P16409-002",,,,1,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,733.866394042969
"H16409-04-03","P16409-019",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,733.866394042969
"H16409-04-04","P16409-015",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,10,1,733.866394042969
"H16410-04-01","P16410-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2935.46557617188
"H16410-04-01","P16410-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,2935.46557617188
"H16501-04-02","P16501-004",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1467.73278808594
"H16501-04-02","P16501-005",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1467.73278808594
"H16502-04-01","P16502-002",,,,1,991,2,10,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H16503-04-01","P16503-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H16505-04-01","P16505-004",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,18,1,978.488586425781
"H16505-04-02","P16505-015",,,,1,991,5,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,978.488586425781
"H16505-04-03","P16505-004",2,1,1,,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,978.488586425781
"H16505-04-03","P16505-035",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,978.488586425781
"H16506-04-01","P16506-006",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16507-04-01","P16507-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,2,2935.46557617188
"H16508-04-01","P16508-009",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,6,1,2935.46557617188
"H16604-04-01","P16604-005",2,1,1,,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,9,3,1467.73278808594
"H16604-04-01","P16604-006",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,,,1467.73278808594
"H16604-04-02","P16604-006",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1467.73278808594
"H16606-04-01","P16606-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"Used lo cal medicine to stop birth",0,994,,,2935.46557617188
"H16607-04-01","P16607-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"Used traditional method o stop producing",0,993,3,2,2935.46557617188
"H16609-04-01","P16609-006",,,,3,,,,1,1,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H16611-04-01","P16611-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,2935.46557617188
"H16611-04-01","P16611-003",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2935.46557617188
"H16701-04-01","P16701-002",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16702-04-01","P16702-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H16702-04-01","P16702-008",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H16703-04-01","P16703-004",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,993,4,2,1467.73278808594
"H16703-04-02","P16703-010",,,,1,991,1,12,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1467.73278808594
"H16704-04-01","P16704-008",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1467.73278808594
"H16704-04-02","P16704-011",2,1,1,,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,1467.73278808594
"H16705-04-01","P16705-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2935.46557617188
"H16708-04-01","P16708-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,2935.46557617188
"H16710-04-01","P16710-002",,,,2,,,,2,0,1,0,0,0,0,0,0,0,0,,0,994,,,2935.46557617188
"H16710-04-01","P16710-012",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,2935.46557617188
"H16802-04-01","P16802-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46606445313
"H16803-04-01","P16803-003",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46606445313
"H16803-04-01","P16803-002",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46606445313
"H16804-04-01","P16804-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,1467.73303222656
"H16804-04-03","P16804-002",,,,1,991,1,12,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1467.73303222656
"H16806-04-01","P16806-001",,,,2,,,,2,0,0,0,0,0,0,0,0,1,0,,0,993,1,2,1467.73303222656
"H16806-04-02","P16806-011",,,,1,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,1467.73303222656
"H16807-04-01","P16807-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,2935.46606445313
"H16808-04-01","P16808-001",,,,3,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46606445313
"H16809-04-02","P16809-009",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,6,2,978.488708496094
"H16809-04-03","P16809-002",1,,1,,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,8,3,978.488708496094
"H16810-04-01","P16810-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46606445313
"H17002-04-01","P17002-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17002-04-01","P17002-005",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,,,,2935.46557617188
"H17003-04-01","P17003-005",,,,1,991,6,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17003-04-01","P17003-002",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17005-04-01","P17005-001",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"On Family planning. Injectables",0,993,2,2,2935.46557617188
"H17006-04-01","P17006-002",,,,1,991,6,0,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17006-04-01","P17006-001",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46557617188
"H17009-04-01","P17009-002",,,,2,,,,2,0,1,0,0,0,0,0,0,0,0,,0,994,,,1467.73278808594
"H17009-04-02","P17009-009",2,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1467.73278808594
"H17010-04-02","P17010-003",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,1467.73278808594
"H17102-04-01","P17102-002",,,,1,991,8,96,,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,2935.46557617188
"H17103-04-01","P17103-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,1,993,2,2,2935.46557617188
"H17103-04-01","P17103-005",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2935.46557617188
"H17109-04-01","P17109-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17109-04-01","P17109-005",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2935.46557617188
"H17201-04-01","P17201-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,757.547973632813
"H17201-04-02","P17201-004",,,,1,991,5,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,757.547973632813
"H17201-04-03","P17201-011",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,757.547973632813
"H17202-04-01","P17202-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,2272.64404296875
"H17202-04-01","P17202-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2272.64404296875
"H17203-04-01","P17203-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2272.64404296875
"H17204-04-01","P17204-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"TUBULICATION",0,993,2,2,2272.64404296875
"H17205-04-01","P17205-008",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2272.64404296875
"H17206-04-01","P17206-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2272.64404296875
"H17207-04-01","P17207-005",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1136.32202148438
"H17207-04-01","P17207-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,1136.32202148438
"H17207-04-02","P17207-016",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1136.32202148438
"H17210-04-01","P17210-004",,,,1,995,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2272.64404296875
"H17308-04-01","P17308-005",,,,8,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2272.64404296875
"H17308-04-01","P17308-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,9,3,2272.64404296875
"H17309-04-01","P17309-002",,,,3,,,,2,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2272.64404296875
"H17310-04-01","P17310-005",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,2272.64404296875
"H17310-04-01","P17310-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2272.64404296875
"H17310-04-01","P17310-006",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2272.64404296875
"H17401-04-01","P17401-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,0,,1,993,2,2,1467.73278808594
"H17401-04-01","P17401-003",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,,,1467.73278808594
"H17401-04-02","P17401-003",,,,1,991,6,0,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,1467.73278808594
"H17404-04-01","P17404-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H17406-04-01","P17406-011",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1467.73278808594
"H17408-04-01","P17408-001",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17409-04-01","P17409-004",,,,1,991,20,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,2935.46557617188
"H17409-04-01","P17409-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H17410-04-01","P17410-010",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,2935.46557617188
"H17410-04-01","P17410-005",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17502-04-01","P17502-001",,,,1,991,5,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H17503-04-01","P17503-010",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2935.46557617188
"H17503-04-01","P17503-002",2,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H17503-04-01","P17503-004",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H17504-04-02","P17504-009",,,,1,991,4,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H17506-04-01","P17506-010",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,993,3,2,2935.46557617188
"H17506-04-01","P17506-009",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"Using injectables",0,993,2,2,2935.46557617188
"H17509-04-01","P17509-005",,,,3,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H17511-04-02","P17511-015",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,978.488586425781
"H17511-04-03","P17511-017",2,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,978.488586425781
"H17601-04-01","P17601-003",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H17604-04-01","P17604-002",,,,1,991,4,0,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,2935.46557617188
"H17604-04-01","P17604-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,2935.46557617188
"H17606-04-01","P17606-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,2935.46557617188
"H17606-04-01","P17606-005",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H17608-04-02","P17608-003",,,,1,991,3,0,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,1467.73278808594
"H17609-04-01","P17609-002",,,,3,,,,2,0,0,0,0,0,0,0,0,0,0,,1,993,1,4,2935.46557617188
"H17703-04-01","P17703-002",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,995,,,2935.46557617188
"H17705-04-02","P17705-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,2935.46557617188
"H17707-04-03","P17707-007",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,978.488586425781
"H17707-04-04","P17707-017",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,978.488586425781
"H17708-04-02","P17708-016",,,,1,993,,,,0,0,0,0,0,0,0,0,0,0,,0,995,,,1467.73278808594
"H17709-04-01","P17709-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,2935.46557617188
"H18001-04-02","P18001-006",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1102.41516113281
"H18007-04-01","P18007-002",,,,2,,,,2,0,1,0,0,0,0,0,0,0,0,,0,993,6,4,2204.83032226563
"H18012-04-01","P18012-004",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2204.83032226563
"H18012-04-01","P18012-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2204.83032226563
"H18013-04-01","P18013-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2204.83032226563
"H18102-04-01","P18102-003",,,,1,991,3,2,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2204.83032226563
"H18103-04-01","P18103-003",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,734.943481445313
"H18103-04-03","P18103-011",,,,1,991,4,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,15,1,734.943481445313
"H18104-04-02","P18104-008",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,551.207580566406
