"HHID","PID","w5q2","w5q3","w5q4","w5q6","w5q7a","w5q7b","w5q7c","w5q10","w5q11a","w5q11b","w5q11c","w5q11d","w5q11e","w5q11f","w5q11g","w5q11h","w5q11i","w5q11o","w5q11p","w5q11x","w5q13c","w5q13a","w5q13b","wgt_X"
"H35704-04-01","P35704-002",2,1,1,,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,4125.23486328125
"H35704-04-01","P35704-007",,,,3,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,4125.23486328125
"H35705-04-01","P35705-002",,,,1,991,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,4125.23486328125
"H35706-04-01","P35706-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,4125.23486328125
"H35707-04-01","P35707-001",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,4125.23486328125
"H35708-04-01","P35708-003",,,,8,,,,2,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,4125.23486328125
"H35708-04-01","P35708-001",,,,2,,,,2,1,1,0,0,0,0,0,1,0,0,,0,993,1,1,4125.23486328125
"H35708-04-01","P35708-002",,,,1,991,5,0,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,4125.23486328125
"H35709-04-01","P35709-003",,,,2,,,,2,0,0,0,0,0,0,0,0,0,0,,0,994,,,4125.23486328125
"H35709-04-01","P35709-006",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,4125.23486328125
"H35709-04-01","P35709-004",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,4125.23486328125
"H35801-04-01","P35801-002",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3136.74340820313
"H35803-04-01","P35803-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3136.74340820313
"H35806-04-01","P35806-002",1,,8,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,3136.74340820313
"H35807-04-01","P35807-002",2,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,8,3,3136.74340820313
"H35810-04-01","P35810-002",,,,1,991,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,3136.74340820313
"H35901-04-01","P35901-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"HECTIC",0,993,1,3,2865.50756835938
"H35902-04-01","P35902-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2865.50756835938
"H35902-04-01","P35902-009",,,,1,991,5,60,,0,0,0,0,0,0,0,0,0,0,,0,993,8,1,2865.50756835938
"H35903-04-01","P35903-001",,,,2,,,,2,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2865.50756835938
"H35904-04-01","P35904-002",,,,1,991,1,6,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2865.50756835938
"H35910-04-01","P35910-002",,,,2,,,,2,0,0,0,0,0,1,0,0,0,0,,0,993,2,2,2865.50756835938
"H36001-04-01","P36001-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3345.0654296875
"H36002-04-01","P36002-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,995,,,3345.0654296875
"H36003-04-01","P36003-001",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,3345.0654296875
"H36004-04-01","P36004-002",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,3345.0654296875
"H36005-04-01","P36005-002",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3345.0654296875
"H36006-04-01","P36006-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,3345.0654296875
"H36007-04-01","P36007-002",,,,1,991,5,0,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,3345.0654296875
"H36009-04-01","P36009-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3345.0654296875
"H36010-04-01","P36010-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,8,3,3345.0654296875
"H36101-04-01","P36101-002",,,,1,993,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,1788.31005859375
"H36102-04-01","P36102-005",,,,8,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1788.31005859375
"H36102-04-01","P36102-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1788.31005859375
"H36103-04-01","P36103-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1788.31005859375
"H36103-04-01","P36103-006",,,,1,991,10,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1788.31005859375
"H36105-04-01","P36105-002",,,,8,,,,,0,0,0,0,0,0,0,0,0,0,,0,995,,,1788.31005859375
"H36106-04-01","P36106-007",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1788.31005859375
"H36106-04-01","P36106-001",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,4,1788.31005859375
"H36106-04-01","P36106-008",,,,1,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,1788.31005859375
"H36107-04-01","P36107-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1788.31005859375
"H36108-04-01","P36108-002",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1788.31005859375
"H36109-04-01","P36109-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1788.31005859375
"H36110-04-01","P36110-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1788.31005859375
"H36201-04-01","P36201-001",,,,1,991,2,6,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1136.32202148438
"H36202-04-01","P36202-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1136.32202148438
"H36203-04-01","P36203-004",,,,1,991,1,12,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1136.32202148438
"H36203-04-01","P36203-001",,,,2,,,,2,0,0,0,0,0,0,0,0,0,0,,0,994,,,1136.32202148438
"H36206-04-01","P36206-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,993,14,3,1136.32202148438
"H36207-04-01","P36207-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1136.32202148438
"H36209-04-01","P36209-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1136.32202148438
"H36209-04-01","P36209-006",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1136.32202148438
"H36209-04-01","P36209-007",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1136.32202148438
"H36209-04-01","P36209-005",,,,1,995,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1136.32202148438
"H36209-04-01","P36209-004",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,1136.32202148438
"H36210-04-01","P36210-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,994,,,1136.32202148438
"H36301-04-01","P36301-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,3302.39892578125
"H36302-04-01","P36302-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,3302.39892578125
"H36305-04-01","P36305-001",,,,1,993,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,3302.39892578125
"H36306-04-01","P36306-002",,,,1,991,3,3,,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,3302.39892578125
"H36307-04-01","P36307-002",,,,1,991,5,0,,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,3302.39892578125
"H36310-04-01","P36310-001",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3302.39892578125
"H36402-04-01","P36402-002",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1878.69799804688
"H36404-04-01","P36404-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,993,5,1,1878.69799804688
"H36404-04-01","P36404-009",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1878.69799804688
"H36405-04-01","P36405-003",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,993,6,1,1878.69799804688
"H36405-04-01","P36405-001",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1878.69799804688
"H36406-04-01","P36406-003",,,,1,991,6,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,1878.69799804688
"H36406-04-01","P36406-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1878.69799804688
"H36406-04-01","P36406-005",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1878.69799804688
"H36407-04-01","P36407-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1878.69799804688
"H36408-04-01","P36408-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1878.69799804688
"H36410-04-01","P36410-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1878.69799804688
"H36501-04-01","P36501-003",,,,1,998,,,2,1,0,0,0,1,0,0,0,0,1,"husband is not bothered about me",0,993,2,2,3002.18090820313
"H36502-04-01","P36502-011",1,,1,,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,28,3,3002.18090820313
"H36503-04-01","P36503-002",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,3002.18090820313
"H36504-04-01","P36504-004",,,,8,,,,1,0,0,0,0,0,1,0,0,0,0,,0,993,2,3,3002.18090820313
"H36505-04-01","P36505-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3002.18090820313
"H36506-04-01","P36506-002",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,3002.18090820313
"H36507-04-01","P36507-002",,,,1,998,,,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,3002.18090820313
"H36508-04-01","P36508-002",,,,1,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,3002.18090820313
"H36508-04-01","P36508-003",1,,1,,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,3002.18090820313
"H36603-04-01","P36603-002",,,,1,991,3,36,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2500.58227539063
"H36604-04-01","P36604-001",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,9,3,2500.58227539063
"H36605-04-01","P36605-002",,,,2,,,,2,0,0,0,0,0,0,0,0,1,0,,0,993,2,2,2500.58227539063
"H36606-04-01","P36606-002",,,,2,,,,2,0,0,0,0,1,0,0,0,0,0,,0,993,1,3,2500.58227539063
"H36608-04-01","P36608-002",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2500.58227539063
"H36608-04-01","P36608-003",,,,1,991,20,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2500.58227539063
"H36609-04-01","P36609-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,2500.58227539063
"H36610-04-01","P36610-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,2500.58227539063
"H36701-04-01","P36701-008",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1059.42810058594
"H36701-04-01","P36701-007",,,,8,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,1059.42810058594
"H36701-04-01","P36701-002",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,1059.42810058594
"H36701-04-01","P36701-006",,,,8,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1059.42810058594
"H36702-04-01","P36702-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,1059.42810058594
"H36704-04-01","P36704-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1059.42810058594
"H36704-04-01","P36704-003",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,1059.42810058594
"H36705-04-01","P36705-010",1,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,1059.42810058594
"H36707-04-01","P36707-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1059.42810058594
"H36709-04-01","P36709-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1059.42810058594
"H36709-04-01","P36709-003",,,,1,995,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1059.42810058594
"H36710-04-01","P36710-002",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,1059.42810058594
"H36802-04-01","P36802-002",1,,8,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,2047.62976074219
"H36804-04-01","P36804-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2047.62976074219
"H36805-04-01","P36805-002",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,4,2047.62976074219
"H36806-04-01","P36806-002",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,1,2047.62976074219
"H36807-04-01","P36807-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2047.62976074219
"H36809-04-01","P36809-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2047.62976074219
"H36810-04-01","P36810-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,2047.62976074219
"H36901-04-01","P36901-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1252.86779785156
"H36903-04-01","P36903-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1252.86779785156
"H36904-04-01","P36904-001",,,,1,991,3,0,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,1252.86779785156
"H36905-04-01","P36905-002",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,1252.86779785156
"H36906-04-01","P36906-002",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1252.86779785156
"H36906-04-01","P36906-003",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,996,,,1252.86779785156
"H36908-04-01","P36908-001",,,,1,991,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1252.86779785156
"H36909-04-01","P36909-002",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1252.86779785156
"H36910-04-01","P36910-002",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,1252.86779785156
"H37001-04-01","P37001-002",,,,1,991,1,6,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,3347.30493164063
"H37002-04-01","P37002-004",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3347.30493164063
"H37003-04-01","P37003-002",1,,1,,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,3347.30493164063
"H37004-04-01","P37004-002",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3347.30493164063
"H37005-04-01","P37005-002",2,1,1,,991,4,0,,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,3347.30493164063
"H37006-04-01","P37006-008",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3347.30493164063
"H37006-04-01","P37006-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,3347.30493164063
"H37007-04-01","P37007-008",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,3347.30493164063
"H37008-04-01","P37008-002",,,,2,,,,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,3347.30493164063
"H37008-04-01","P37008-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3347.30493164063
"H37009-04-01","P37009-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,3347.30493164063
"H37009-04-01","P37009-004",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,3347.30493164063
"H37010-04-01","P37010-002",1,,8,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,3347.30493164063
"H37102-04-01","P37102-003",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1267.58740234375
"H37105-04-01","P37105-002",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1267.58740234375
"H37107-04-01","P37107-002",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,1267.58740234375
"H37107-04-01","P37107-003",,,,1,998,,,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,1267.58740234375
"H37108-04-01","P37108-001",,,,1,991,5,0,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1267.58740234375
"H37201-04-01","P37201-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2853.9248046875
"H37202-04-01","P37202-002",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2853.9248046875
"H37203-04-01","P37203-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2853.9248046875
"H37204-04-01","P37204-001",,,,1,991,1,12,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2853.9248046875
"H37205-04-01","P37205-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2853.9248046875
"H37206-04-01","P37206-002",1,,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,22,3,2853.9248046875
"H37207-04-01","P37207-005",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2853.9248046875
"H37207-04-01","P37207-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,0,,1,993,3,1,2853.9248046875
"H37208-04-01","P37208-001",2,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,8,3,2853.9248046875
"H37209-04-01","P37209-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2853.9248046875
"H37210-04-01","P37210-002",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,2853.9248046875
"H37301-04-01","P37301-004",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2367.31103515625
"H37301-04-01","P37301-006",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2367.31103515625
"H37302-04-01","P37302-007",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,2367.31103515625
"H37303-04-01","P37303-003",,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2367.31103515625
"H37303-04-01","P37303-001",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"no support from husband...",0,993,11,3,2367.31103515625
"H37304-04-01","P37304-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,994,,,2367.31103515625
"H37305-04-01","P37305-002",1,,8,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,2367.31103515625
"H37305-04-01","P37305-013",1,,1,,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,7,3,2367.31103515625
"H37306-04-01","P37306-002",,,,1,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,995,,,2367.31103515625
"H37310-04-01","P37310-002",,,,8,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2367.31103515625
"H37401-04-01","P37401-010",,,,8,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,1,2993.59375
"H37402-04-01","P37402-001",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,4,3,2993.59375
"H37403-04-01","P37403-003",,,,1,991,8,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2993.59375
"H37403-04-01","P37403-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2993.59375
"H37404-04-01","P37404-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2993.59375
"H37405-04-01","P37405-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2993.59375
"H37407-04-01","P37407-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2993.59375
"H37408-04-01","P37408-002",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,4,1,2993.59375
"H37409-04-01","P37409-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2993.59375
"H37502-04-01","P37502-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,544.481567382813
"H37502-04-01","P37502-006",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,544.481567382813
"H37502-04-01","P37502-007",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,544.481567382813
"H37502-04-01","P37502-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,544.481567382813
"H37503-04-01","P37503-003",2,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,1,4,544.481567382813
"H37506-04-01","P37506-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,544.481567382813
"H37507-04-01","P37507-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"on three months injectable",0,993,1,3,544.481567382813
"H37508-04-01","P37508-007",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,544.481567382813
"H37509-04-01","P37509-002",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,11,3,544.481567382813
"H37510-04-01","P37510-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,544.481567382813
"H37510-04-01","P37510-005",,,,1,996,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,544.481567382813
"H37510-04-01","P37510-004",,,,1,996,,,2,0,0,1,0,0,0,0,0,0,0,,0,,,,544.481567382813
"H37601-04-01","P37601-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,3280.814453125
"H37603-04-01","P37603-001",2,1,1,,991,3,0,,0,0,0,0,0,0,0,0,0,0,,0,993,7,3,3280.814453125
"H37605-04-01","P37605-002",,,,1,994,,,9,0,0,0,0,1,0,0,0,0,0,,0,993,6,1,3280.814453125
"H37606-04-01","P37606-002",,,,2,,,,2,0,0,0,1,0,0,0,0,0,0,,0,993,2,2,3280.814453125
"H37607-04-01","P37607-001",,,,1,991,3,3,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3280.814453125
"H37609-04-01","P37609-001",,,,2,,,,2,0,0,0,0,0,0,1,0,0,0,,0,995,,,3280.814453125
"H37610-04-01","P37610-004",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,993,3,3,3280.814453125
"H37610-04-01","P37610-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,3280.814453125
"H37701-04-01","P37701-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,1595.68603515625
"H37702-04-01","P37702-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1595.68603515625
"H37704-04-01","P37704-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,1595.68603515625
"H37705-04-01","P37705-002",2,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,10,3,1595.68603515625
"H37707-04-01","P37707-012",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,1595.68603515625
"H37707-04-01","P37707-009",,,,1,998,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,7,1,1595.68603515625
"H37707-04-01","P37707-007",,,,1,995,,,1,0,0,0,0,0,0,0,0,0,0,,0,996,,,1595.68603515625
"H37707-04-01","P37707-002",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,1595.68603515625
"H37708-04-01","P37708-002",1,,1,,991,2,0,,0,0,0,0,0,0,0,0,0,0,,0,993,3,3,1595.68603515625
"H37802-04-01","P37802-002",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2097.82543945313
"H37803-04-01","P37803-002",,,,1,991,1,0,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2097.82543945313
"H37804-04-01","P37804-003",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,996,,,2097.82543945313
"H37804-04-01","P37804-002",,,,1,991,1,12,,0,0,0,0,0,0,0,0,0,0,,0,993,6,3,2097.82543945313
"H37807-04-01","P37807-002",,,,1,991,4,9,,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2097.82543945313
"H37808-04-01","P37808-006",,,,3,,,,1,1,0,0,0,0,0,0,0,0,0,,0,993,1,2,2097.82543945313
"H37809-04-01","P37809-001",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,995,,,2097.82543945313
"H37810-04-01","P37810-005",,,,3,,,,2,1,0,0,0,0,0,0,0,0,0,,0,993,3,2,2097.82543945313
"H37810-04-01","P37810-003",,,,2,,,,9,0,0,0,0,0,0,0,0,0,0,,0,994,,,2097.82543945313
"H37901-04-01","P37901-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2645.49951171875
"H37903-04-01","P37903-002",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2645.49951171875
"H37905-04-01","P37905-002",,,,1,991,2,24,,0,0,0,0,0,0,0,0,0,0,,0,993,1,1,2645.49951171875
"H37908-04-01","P37908-002",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2645.49951171875
"H37910-04-01","P37910-001",,,,1,993,,,1,0,0,0,0,0,0,0,0,0,0,,0,993,1,3,2645.49951171875
"H38001-04-01","P38001-002",,,,1,991,3,0,2,0,0,0,0,0,0,0,0,0,1,"no menstruation after last birth",0,995,,,2108.638671875
"H38004-04-01","P38004-002",,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2108.638671875
"H38006-04-01","P38006-002",,,,1,991,2,24,1,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2108.638671875
"H38007-04-01","P38007-002",,,,2,,,,2,0,0,0,0,0,0,0,0,0,1,"Used herbal medicine",0,993,1,3,2108.638671875
"H38007-04-01","P38007-003",,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,,0,996,,,2108.638671875
"H38008-04-01","P38008-002",,,,1,991,1,12,,0,0,0,0,0,0,0,0,0,0,,0,993,2,3,2108.638671875
"H38009-04-01","P38009-002",,,,1,998,,,,0,0,0,0,0,0,0,0,0,0,,0,993,5,1,2108.638671875
"H38010-04-01","P38010-002",,,,1,991,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,993,3,2,2108.638671875
"H38101-04-01","P38101-002",,,,1,991,3,36,,0,0,0,0,0,0,0,0,0,0,,0,993,1,2,2935.46557617188
"H38101-04-01","P38101-003",,,,3,,,,1,0,0,0,0,0,0,0,0,1,0,,0,993,2,2,2935.46557617188
"H38102-04-01","P38102-002",,,,1,991,0,6,,0,0,0,0,0,0,0,0,0,0,,0,993,2,2,2935.46557617188
"H38103-04-01","P38103-002",,,,1,991,1,12,,0,0,0,0,0,0,0,0,0,0,,0,993,5,3,2935.46557617188
