"hh","wgt_X","HHID","region","urban","district_code","district_name","scounty_code","subcounty_name","parish_code","parish_name","h1aq5","ea","HHID_old","rotate","wgt","wave","a1bq6","a1bq7","a1bq8","day_v1","month_v1","year_v1","day_v2","month_v2","year_v2","nonresp"
"H25906-04-02",1218.62414550781,259060402,4,0,"426","Sheema",426109,"Kyangyenyi",42610901,"Kitojo",,259,,0,1218.62414550781,4,1,,,"14","02","2014","14","02","2014",1
"H25907-04-01",2437.24829101563,259070401,4,0,"426","Sheema",426104,"Kagango",42610402,"Kiziba",,259,4023003007,1,2437.24829101563,4,1,1,,"13","02","2014","10","08","2014",1
"H25908-04-01",2437.24829101563,259080401,4,0,"426","Sheema",426104,"Kagango",42610402,"Kiziba",,259,4023003008,1,2437.24829101563,4,1,,,"14","02","2014","14","02","2014",1
"H25909-04-01",2437.24829101563,259090401,4,0,"426","Sheema",426104,"Kagango",42610402,"Kiziba",,259,4023003009,1,2437.24829101563,4,1,1,,"14","02","2014","10","08","2014",1
"H25910-04-01",812.416076660156,259100401,4,0,"426","Sheema",426104,"Kagango",42610402,"Kiziba",,259,2402300301008,1,812.416076660156,4,1,1,,"15","02","2014","15","02","2014",1
"H26009-04-01",573.915710449219,260090401,4,1,"403","Hoima",403301,"Bujumbura Division",40330104,"Kyesiiga",,260,2403100020903,1,573.915710449219,4,1,1,,"11","02","2014","11","08","2014",1
"H26009-04-02",573.915710449219,260090402,4,1,"403","Hoima",403301,"Bujumbura Division",40330104,"Kyesiiga",,260,4031000209,1,573.915710449219,4,1,1,,"11","02","2014","13","08","2014",1
"H26009-04-03",573.915710449219,260090403,4,1,"403","Hoima",403301,"Bujumbura Division",40330102,"Karongo",,260,403100020904,1,573.915710449219,4,1,1,,"11","02","2014","13","08","2014",1
"H26009-04-04",573.915710449219,260090404,4,0,"403","Hoima",403101,"Buhanika",40310101,"Butema",,260,403100020911,1,573.915710449219,4,1,1,,,,,,,,1
"H26009-04-05",573.915710449219,260090405,4,0,"403","Hoima",403105,"Kitoba",40310502,"Budaka",,260,403100020912,1,573.915710449219,4,1,1,,"11","02","2014","14","08","2014",1
"H26010-04-01",3443.49438476563,260100401,4,1,"403","Hoima",403301,"Bujumbura Division",40330104,"Kyesiiga",,260,4031000210,1,3443.49438476563,4,1,1,,"11","02","2014","09","08","2014",1
"H26012-04-01",3443.49438476563,260120401,4,1,"403","Hoima",403301,"Bujumbura Division",40330104,"Kyesiiga",,260,4031000212,1,3443.49438476563,4,1,,,,,,,,,1
"H26102-04-02",3443.49487304688,261020402,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,,0,3443.49487304688,4,1,1,,"18","10","2013","09","04","2014",1
"H26106-04-01",1721.74743652344,261060401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000406,1,1721.74743652344,4,1,1,,,,,"11","04","2014",1
"H26106-04-02",1721.74743652344,261060402,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,,0,1721.74743652344,4,1,1,,"09","04","2014","09","04","2014",1
"H26107-04-01",3443.49487304688,261070401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000407,1,3443.49487304688,4,1,1,,"17","10","2013","10","04","2014",1
"H26108-04-01",3443.49487304688,261080401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000408,1,3443.49487304688,4,1,1,,"17","10","2013","09","04","2014",1
"H26109-04-01",3443.49487304688,261090401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000409,1,3443.49487304688,4,1,1,,"17","10","2013",,,,1
"H26110-04-01",3443.49487304688,261100401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000410,1,3443.49487304688,4,1,1,,"17","10","2013","10","04","2014",1
"H26111-04-01",3443.49487304688,261110401,4,0,"403","Hoima",403101,"Buhanika",40310102,"Kitonya",,261,4033000411,1,3443.49487304688,4,1,1,,"17","10","2013","09","04","2014",1
"H26201-04-01",1721.74743652344,262010401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,2403300060102,1,1721.74743652344,4,1,1,,"16","01","2014","25","07","2014",1
"H26201-04-03",1721.74743652344,262010403,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,,0,1721.74743652344,4,1,1,,"18","01","2014",,,,1
"H26203-04-01",1721.74743652344,262030401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000603,1,1721.74743652344,4,1,1,,"17","01","2014","24","07","2014",1
"H26204-04-01",3443.49487304688,262040401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000604,1,3443.49487304688,4,1,1,,"16","01","2014","24","07","2014",1
"H26205-04-01",3443.49487304688,262050401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000605,1,3443.49487304688,4,1,1,,"26","07","2014","25","07","2014",1
"H26206-04-01",1721.74743652344,262060401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000606,1,1721.74743652344,4,1,1,,"16","01","2014","25","07","2014",1
"H26206-04-02",1721.74743652344,262060402,4,1,"403","Hoima",403104,"Kigorobya Tc",40310404,"South West Ward",,262,,0,1721.74743652344,4,1,1,,"17","01","2014","29","07","2014",1
"H26207-04-01",3443.49487304688,262070401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000607,1,3443.49487304688,4,1,1,,"17","01","2014","24","07","2014",1
"H26208-04-01",3443.49487304688,262080401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000608,1,3443.49487304688,4,1,1,,"19","01","2014","19","01","2014",1
"H26209-04-01",688.698974609375,262090401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000609,1,688.698974609375,4,1,1,,"18","01","2014","26","07","2014",1
"H26209-04-03",688.698974609375,262090403,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,,0,688.698974609375,4,1,,,"27","07","2014","28","07","2014",1
"H26209-04-04",688.698974609375,262090404,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,,0,688.698974609375,4,1,1,,"26","07","2014","24","07","2014",1
"H26210-04-01",3443.49487304688,262100401,4,0,"403","Hoima",403105,"Kitoba",40310505,"Kiragura",,262,4033000610,1,3443.49487304688,4,1,1,,"16","01","2014","25","07","2014",1
"H26302-04-01",3443.49438476563,263020401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000702,1,3443.49438476563,4,1,1,,"26","05","2014","26","05","2014",1
"H26304-04-01",3443.49438476563,263040401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000704,1,3443.49438476563,4,1,1,,"21","11","2013","25","05","2014",1
"H26305-04-01",3443.49438476563,263050401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000705,1,3443.49438476563,4,1,1,,"21","11","2013","25","05","2014",1
"H26307-04-01",3443.49438476563,263070401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000707,1,3443.49438476563,4,1,1,,"21","11","2013","25","05","2014",1
"H26308-04-01",3443.49438476563,263080401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000708,1,3443.49438476563,4,1,1,,"21","11","2013","25","05","2014",1
"H26309-04-01",3443.49438476563,263090401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000709,1,3443.49438476563,4,1,1,,"21","11","2013","26","05","2014",1
"H26311-04-01",3443.49438476563,263110401,4,0,"403","Hoima",403201,"Bugambe",40320102,"Katanga",,263,4033000711,1,3443.49438476563,4,1,,,"25","05","2014","26","05","2014",1
"H26405-04-01",3443.49487304688,264050401,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000905,1,3443.49487304688,4,1,,,"10","08","2014","10","08","2014",1
"H26406-04-01",3443.49487304688,264060401,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000906,1,3443.49487304688,4,1,1,,"12","02","2014","10","08","2014",1
"H26407-04-01",3443.49487304688,264070401,4,1,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000907,1,3443.49487304688,4,1,1,,"14","02","2014","10","08","2014",1
"H26410-04-01",3443.49487304688,264100401,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000910,1,3443.49487304688,4,1,1,,"17","02","2014","14","08","2014",1
"H26411-04-01",860.873718261719,264110401,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000911,1,860.873718261719,4,1,1,,"12","02","2014","16","08","2014",1
"H26411-04-03",860.873718261719,264110403,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,403300091103,1,860.873718261719,4,1,1,,"17","02","2014","10","08","2014",1
"H26411-04-04",860.873718261719,264110404,4,0,"403","Hoima",403205,"Kyangwali",40320502,"Butoole",,264,403300091108,1,860.873718261719,4,1,,,,,,"14","10","2014",1
"H26416-04-01",3443.49487304688,264160401,4,0,"403","Hoima",403205,"Kyangwali",40320504,"Kyangwali",,264,4033000916,1,3443.49487304688,4,3,3,6,,,,,,,1
"H26502-04-01",812.415954589844,265020401,4,1,"404","Kabale",404102,"Northern Division",40410201,"Kijuguta",,265,4041000302,1,812.415954589844,4,1,1,,"14","12","2013","28","06","2014",1
"H26502-04-03",812.415954589844,265020403,4,0,"404","Kabale",404209,"Rubaya",40420905,"Mugandu",,265,,0,812.415954589844,4,1,,,"29","06","2014","29","06","2014",1
"H26504-04-01",2437.248046875,265040401,4,1,"404","Kabale",404102,"Northern Division",40410201,"Kijuguta",,265,4041000304,1,2437.248046875,4,1,1,,"14","12","2013","28","06","2014",1
"H26505-04-01",2437.248046875,265050401,4,1,"404","Kabale",404102,"Northern Division",40410203,"Rutooma Ward",,265,4041000305,1,2437.248046875,4,1,1,,,,,,,,1
"H26506-04-01",2437.248046875,265060401,4,1,"404","Kabale",404102,"Northern Division",40410203,"Rutooma Ward",,265,4041000306,1,2437.248046875,4,1,1,,"14","12","2013","28","06","2014",1
"H26509-04-01",2437.248046875,265090401,4,1,"404","Kabale",404102,"Northern Division",40410203,"Rutooma Ward",,265,4041000309,1,2437.248046875,4,1,1,,"14","12","2013",,,,1
"H26511-04-01",1218.6240234375,265110401,4,1,"404","Kabale",404102,"Northern Division",40410203,"Rutooma Ward",,265,4041000311,1,1218.6240234375,4,1,1,,"14","12","2013","28","06","2014",1
"H26602-04-01",1218.6240234375,266020401,4,0,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000602,1,1218.6240234375,4,1,1,,"15","12","2013","29","06","2014",1
"H26602-04-02",1218.6240234375,266020402,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,,0,1218.6240234375,4,1,,,"08","07","2014","08","07","2014",1
"H26603-04-01",812.415954589844,266030401,4,0,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,2404300060304,1,812.415954589844,4,1,1,,"15","12","2013","02","07","2014",1
"H26603-04-02",812.415954589844,266030402,4,0,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000603,1,812.415954589844,4,1,1,,"15","12","2013","29","06","2014",1
"H26603-04-03",812.415954589844,266030403,4,0,"404","Kabale",404207,"Kyanamira",40420705,"Muyumbu",,266,404300060302,1,812.415954589844,4,1,1,,"17","12","2013","29","06","2014",1
"H26605-04-01",2437.248046875,266050401,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000605,1,2437.248046875,4,1,1,,"15","12","2013","01","07","2014",1
"H26607-04-01",2437.248046875,266070401,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000607,1,2437.248046875,4,1,1,,"15","12","2013","29","06","2014",1
"H26608-04-01",2437.248046875,266080401,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000608,1,2437.248046875,4,1,1,,"15","12","2013",,,,1
"H26609-04-01",2437.248046875,266090401,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000609,1,2437.248046875,4,1,1,,"15","12","2013",,,,1
"H26610-04-01",2437.248046875,266100401,4,1,"404","Kabale",404207,"Kyanamira",40420704,"Kyanamira",,266,4043000610,1,2437.248046875,4,1,1,,"15","12","2013","29","06","2014",1
"H27004-04-01",3443.49438476563,270040401,4,1,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000204,1,3443.49438476563,4,1,1,,"05","10","2013","22","03","2014",1
"H27005-04-01",3443.49438476563,270050401,4,1,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000205,1,3443.49438476563,4,1,1,,"02","10","2013","22","03","2014",1
"H27006-04-01",1721.74719238281,270060401,4,1,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000206,1,1721.74719238281,4,1,1,,,,,"22","03","2014",1
"H27007-04-01",3443.49438476563,270070401,4,1,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000207,1,3443.49438476563,4,1,1,,"05","10","2013","24","03","2014",1
"H27008-04-01",3443.49438476563,270080401,4,0,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000208,1,3443.49438476563,4,1,1,,"02","10","2013","22","03","2014",1
"H27010-04-01",1147.83142089844,270100401,4,1,"405","Kabarole",405301,"Eastern Division",40530104,"Nyakagongo",,270,4051000210,1,1147.83142089844,4,1,1,,,,,"22","03","2014",1
"H27102-04-01",3443.49438476563,271020401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000502,1,3443.49438476563,4,1,1,,"23","01","2014","02","08","2014",1
"H27103-04-01",3443.49438476563,271030401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000503,1,3443.49438476563,4,1,1,,"24","01","2014","31","07","2014",1
"H27104-04-01",3443.49438476563,271040401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000504,1,3443.49438476563,4,1,1,,"24","01","2014","31","07","2014",1
"H27106-04-01",1147.83142089844,271060401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,2405100050603,1,1147.83142089844,4,1,1,,"24","01","2014","02","08","2014",1
"H27106-04-02",1147.83142089844,271060402,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000506,1,1147.83142089844,4,1,,,"27","01","2014",,,,1
"H27107-04-01",3443.49438476563,271070401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000507,1,3443.49438476563,4,1,2,,"23","01","2014","31","07","2014",1
"H27108-04-01",3443.49438476563,271080401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000508,1,3443.49438476563,4,1,1,,"24","01","2014","31","07","2014",1
"H27110-04-01",3443.49438476563,271100401,4,1,"405","Kabarole",405302,"Southern Division",40530203,"Kijanju",,271,4051000510,1,3443.49438476563,4,1,1,,"23","01","2014","31","07","2014",1
"H27402-04-01",1721.74743652344,274020401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001002,1,1721.74743652344,4,1,1,,"04","10","2013","20","03","2014",1
"H27402-04-02",1721.74743652344,274020402,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,,0,1721.74743652344,4,1,1,,"20","03","2014","21","03","2014",1
"H27403-04-01",3443.49487304688,274030401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001003,1,3443.49487304688,4,1,1,,"05","10","2013","20","03","2014",1
"H27404-04-01",1721.74743652344,274040401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001004,1,1721.74743652344,4,1,1,,"03","10","2013","27","03","2014",1
"H27404-04-02",1721.74743652344,274040402,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,,0,1721.74743652344,4,1,,,"17","10","2014","17","10","2014",1
"H27406-04-01",3443.49487304688,274060401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001006,1,3443.49487304688,4,1,1,,"03","10","2013","20","03","2014",1
"H27407-04-01",3443.49487304688,274070401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001007,1,3443.49487304688,4,1,1,,"03","10","2013","20","03","2014",1
"H27408-04-01",3443.49487304688,274080401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001008,1,3443.49487304688,4,1,1,,"03","10","2013","20","03","2014",1
"H27409-04-01",3443.49487304688,274090401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001009,1,3443.49487304688,4,1,1,,"03","10","2013","21","03","2014",1
"H27410-04-01",3443.49487304688,274100401,4,0,"405","Kabarole",405211,"Mugusu",40521103,"Kiraaro",,274,4053001010,1,3443.49487304688,4,1,,,"20","03","2014","20","03","2014",1
"H27801-04-01",3443.49438476563,278010401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001101,1,3443.49438476563,4,1,1,,"26","01","2014","03","08","2014",1
"H27802-04-01",3443.49438476563,278020401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001102,1,3443.49438476563,4,1,,,"04","08","2014","04","08","2014",1
"H27803-04-01",3443.49438476563,278030401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001103,1,3443.49438476563,4,1,1,,"26","01","2014","03","08","2014",1
"H27804-04-01",3443.49438476563,278040401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001104,1,3443.49438476563,4,1,1,,"27","01","2014","03","08","2014",1
"H27805-04-01",1721.74719238281,278050401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001105,1,1721.74719238281,4,1,1,,"26","01","2014","03","08","2014",1
"H27805-04-02",1721.74719238281,278050402,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,406300110502,1,1721.74719238281,4,1,1,,"27","01","2014","04","08","2014",1
"H27806-04-01",1721.74719238281,278060401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001106,1,1721.74719238281,4,1,1,,"25","01","2014","03","08","2014",1
"H27806-04-02",1721.74719238281,278060402,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,,0,1721.74719238281,4,1,1,,"26","01","2014","04","08","2014",1
"H27807-04-01",3443.49438476563,278070401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001107,1,3443.49438476563,4,1,1,,"27","01","2014","04","08","2014",1
"H27808-04-01",1721.74719238281,278080401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001108,1,1721.74719238281,4,1,1,,"27","01","2014","03","08","2014",1
"H27808-04-02",1721.74719238281,278080402,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,,0,1721.74719238281,4,1,,,"17","10","2014",,,,1
"H27810-04-01",3443.49438476563,278100401,4,0,"406","Kasese",406201,"Bugoye",40620102,"Ibanda",,278,4063001110,1,3443.49438476563,4,1,1,,"26","01","2014","03","08","2014",1
"H27901-04-01",3443.49438476563,279010401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001301,1,3443.49438476563,4,1,1,,"26","11","2013","02","06","2014",1
"H27902-04-01",3443.49438476563,279020401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001302,1,3443.49438476563,4,1,1,,"26","11","2013","02","06","2014",1
"H27903-04-01",3443.49438476563,279030401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001303,1,3443.49438476563,4,1,1,,"26","11","2013","01","06","2014",1
"H27904-04-01",3443.49438476563,279040401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001304,1,3443.49438476563,4,1,1,,"29","11","2013","06","06","2014",1
"H27905-04-01",3443.49438476563,279050401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001305,1,3443.49438476563,4,1,1,,"27","11","2013","02","06","2014",1
"H27906-04-01",3443.49438476563,279060401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001306,1,3443.49438476563,4,1,,,"02","06","2014","02","06","2014",1
"H27907-04-01",1721.74719238281,279070401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001307,1,1721.74719238281,4,1,1,,"27","11","2013","02","06","2014",1
"H27907-04-02",1721.74719238281,279070402,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,,0,1721.74719238281,4,1,1,,,,,"01","06","2014",1
"H27908-04-01",1721.74719238281,279080401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001308,1,1721.74719238281,4,1,1,,"27","11","2013","06","06","2014",1
"H27908-04-02",1721.74719238281,279080402,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,,0,1721.74719238281,4,1,1,,"22","06","2014","22","06","2014",1
"H27909-04-01",3443.49438476563,279090401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001309,1,3443.49438476563,4,1,1,,"28","11","2013","02","06","2014",1
"H27910-04-01",3443.49438476563,279100401,4,0,"406","Kasese",406210,"Lake Katwe",40621003,"Kahokya",,279,4063001310,1,3443.49438476563,4,1,1,,"02","12","2013","01","06","2014",1
"H28003-04-01",3443.49487304688,280030401,4,1,"407","Kibaale",407205,"Kagadi Tc",40720501,"Central Ward",,280,4071000203,1,3443.49487304688,4,1,3,1,"15","02","2014",,,,1
"H28006-04-01",3443.49487304688,280060401,4,1,"407","Kibaale",407205,"Kagadi Tc",40720501,"Central Ward",,280,4071000206,1,3443.49487304688,4,1,3,6,"15","02","2014",,,,1
"H28007-04-01",3443.49487304688,280070401,4,1,"407","Kibaale",407205,"Kagadi Tc",40720501,"Central Ward",,280,4071000207,1,3443.49487304688,4,1,2,,"15","02","2014",,,,1
"H28102-04-01",3443.49438476563,281020401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000302,1,3443.49438476563,4,1,1,,"14","02","2014","08","08","2014",1
"H28104-04-01",3443.49438476563,281040401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000304,1,3443.49438476563,4,1,1,,"14","02","2014","08","08","2014",1
"H28105-04-01",3443.49438476563,281050401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000305,1,3443.49438476563,4,1,1,,"14","02","2014","08","08","2014",1
"H28106-04-01",3443.49438476563,281060401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000306,1,3443.49438476563,4,1,1,,"13","02","2014","08","08","2014",1
"H28107-04-01",3443.49438476563,281070401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000307,1,3443.49438476563,4,1,1,,"13","02","2014","08","08","2014",1
"H28108-04-01",1721.74719238281,281080401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000308,1,1721.74719238281,4,1,1,,"14","02","2014","08","08","2014",1
"H28108-04-02",1721.74719238281,281080402,4,1,"407","Kibaale",407305,"Kasambya",40730501,"Kakayo",,281,,0,1721.74719238281,4,1,,,"21","10","2014","21","10","2014",1
"H28109-04-01",1721.74719238281,281090401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,30407300030910,1,1721.74719238281,4,1,,,"11","08","2014","11","08","2014",1
"H28109-04-02",1721.74719238281,281090402,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000309,1,1721.74719238281,4,1,2,,"13","02","2014",,,,1
"H28110-04-01",3443.49438476563,281100401,4,0,"407","Kibaale",407303,"Kakindo",40730303,"Kikwaya",,281,4073000310,1,3443.49438476563,4,1,1,,"15","02","2014","08","08","2014",1
"H28202-04-01",3443.49487304688,282020401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000502,1,3443.49487304688,4,1,1,,"09","12","2013","23","06","2014",1
"H28205-04-01",1721.74743652344,282050401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000505,1,1721.74743652344,4,1,1,,"23","06","2014","23","06","2014",1
"H28206-04-01",1721.74743652344,282060401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000506,1,1721.74743652344,4,1,1,,"09","12","2013","24","06","2014",1
"H28207-04-01",1721.74743652344,282070401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,30407300050703,1,1721.74743652344,4,1,1,,"11","12","2013","24","06","2014",1
"H28207-04-02",1721.74743652344,282070402,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000507,1,1721.74743652344,4,1,3,2,"08","12","2013",,,,1
"H28209-04-01",3443.49487304688,282090401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000509,1,3443.49487304688,4,1,1,,"12","12","2013","24","06","2014",1
"H28210-04-01",3443.49487304688,282100401,4,0,"407","Kibaale",407202,"Bwikara",40720204,"Nyamasa Parish",,282,4073000510,1,3443.49487304688,4,1,1,,"09","12","2013","23","06","2014",1
"H28211-04-01",3443.49487304688,282110401,4,0,"407","Kibaale",407202,"Bwikara",40720201,"Kisuura Parish",,282,4073000511,1,3443.49487304688,4,1,,,"16","10","2014","16","10","2014",1
"H28310-04-01",3443.49438476563,283100401,4,0,"407","Kibaale",407202,"Bwikara",40720201,"Kisuura Parish",,283,4073000710,1,3443.49438476563,4,1,1,,"29","10","2013","12","04","2014",1
"H28501-04-01",2437.248046875,285010401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000201,1,2437.248046875,4,1,1,,"18","10","2013","16","04","2014",1
"H28502-04-01",2437.248046875,285020401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000202,1,2437.248046875,4,1,1,,"19","10","2013",,,,1
"H28503-04-01",2437.248046875,285030401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000203,1,2437.248046875,4,1,1,,"19","10","2013","13","05","2014",1
"H28504-04-01",2437.248046875,285040401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000204,1,2437.248046875,4,1,1,,"18","10","2013","17","04","2014",1
"H28505-04-01",812.415954589844,285050401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000205,1,812.415954589844,4,1,1,,"18","10","2013","15","04","2014",1
"H28505-04-03",812.415954589844,285050403,4,0,"408","Kisoro",408102,"Busanza",40810203,"Gitovu",,285,408300020505,1,812.415954589844,4,1,1,,"19","10","2013","15","04","2014",1
"H28506-04-01",2437.248046875,285060401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000206,1,2437.248046875,4,1,1,,"18","10","2013","15","04","2014",1
"H28508-04-01",2437.248046875,285080401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000208,1,2437.248046875,4,1,1,,"18","10","2013","15","04","2014",1
"H28509-04-01",2437.248046875,285090401,4,0,"408","Kisoro",408102,"Busanza",40810201,"Buhozi",,285,4083000209,1,2437.248046875,4,1,1,,"19","10","2013","15","04","2014",1
