"District_Name","SubCounty","Parish","Villagecode","PositionID","C3HQ43A","C3HQ43B","C3HQ43A_V2","C3HQ43B_V2","Education_Response","Reason_Edu_Not_Done"
101,101204,10120402,1012040204,1,,,,,3,"no school at the island"
101,101204,10120402,1012040204,2,,,,,3,"no school at the island"
101,101204,10120402,1012040204,3,,,,,3,"no school at the island"
102,102101,10210104,1021010402,1,20,0,20,0,1,
102,102101,10210104,1021010402,2,5,0,5,0,1,
102,102101,10210104,1021010402,3,0,0,0,0,1,
102,102101,10210108,1021010802,1,1,0,,,2,
102,102101,10210108,1021010802,2,7,0,,,2,
102,102101,10210108,1021010802,3,5,0,,,2,
102,102102,10210202,1021020205,1,12,0,10,0,2,
102,102102,10210202,1021020205,2,3,3,5,0,2,
102,102102,10210202,1021020205,3,0,0,0,0,2,
102,102102,10210205,1021020504,1,2,0,,,1,
102,102102,10210205,1021020504,2,12,0,,,1,
102,102102,10210205,1021020504,3,0,0,,,1,
102,102102,10210206,1021020601,1,0,0,0,0,3,"The school was still closed for holidays"
102,102102,10210206,1021020601,2,10,0,10,0,3,"The school was still closed for holidays"
102,102102,10210206,1021020601,3,0,0,0,0,3,"The school was still closed for holidays"
102,102102,10210208,1021020805,1,9,4,8,0,1,
102,102102,10210208,1021020805,2,13,0,15,0,1,
102,102102,10210208,1021020805,3,0,0,0,0,1,
102,102103,10210301,1021030109,1,5,0,6,0,1,
102,102103,10210301,1021030109,2,11,0,11,0,1,
102,102103,10210301,1021030109,3,0,0,0,0,1,
102,102103,10210302,1021030203,1,1,6,2,4,1,
102,102103,10210302,1021030203,2,7,3,4,4,1,
102,102103,10210302,1021030203,3,2,0,2,0,1,
102,102103,10210304,1021030412,1,,,,,3,"holiday"
102,102103,10210304,1021030412,2,,,,,3,"holiday"
102,102103,10210304,1021030412,3,,,,,3,"holiday"
102,102103,10210305,1021030504,1,7,0,,,2,
102,102103,10210305,1021030504,2,1,1,,,2,
102,102103,10210305,1021030504,3,0,0,,,2,
102,102103,10210305,1021030509,1,,,5,0,3,"No Contact"
102,102103,10210305,1021030509,2,,,6,0,3,"No Contact"
102,102103,10210305,1021030509,3,,,0,0,3,"No Contact"
102,102103,10210306,1021030606,1,12,0,12,0,3,"school closed for holidays"
102,102103,10210306,1021030606,2,15,0,15,0,3,"school closed for holidays"
102,102103,10210306,1021030606,3,0,0,0,0,3,"school closed for holidays"
102,102103,10210308,1021030803,1,2,0,3,0,,
102,102103,10210308,1021030803,2,10,0,15,0,,
102,102103,10210308,1021030803,3,1,0,0,0,,
102,102103,10210309,1021030904,1,1,0,,,1,
102,102103,10210309,1021030904,1,1,0,,,1,
102,102103,10210309,1021030904,1,1,0,1,0,1,
102,102103,10210309,1021030904,1,1,0,1,0,1,
102,102103,10210309,1021030904,2,5,2,2,0,1,
102,102103,10210309,1021030904,2,5,2,2,0,1,
102,102103,10210309,1021030904,2,5,2,,,1,
102,102103,10210309,1021030904,2,5,2,,,1,
102,102103,10210309,1021030904,3,1,0,,,1,
102,102103,10210309,1021030904,3,1,0,,,1,
102,102103,10210309,1021030904,3,1,0,2,0,1,
102,102103,10210309,1021030904,3,1,0,2,0,1,
102,102103,10210312,1021031208,1,12,3,11,0,2,
102,102103,10210312,1021031208,2,9,0,11,0,2,
102,102103,10210312,1021031208,3,0,0,0,0,2,
102,102104,10210401,1021040102,1,3,5,3,5,3,"THE SCHOOL WAS STILL CLOSED FOR HOLIDAYS"
102,102104,10210401,1021040102,2,6,2,6,2,3,"THE SCHOOL WAS STILL CLOSED FOR HOLIDAYS"
102,102104,10210401,1021040102,3,0,0,0,0,3,"THE SCHOOL WAS STILL CLOSED FOR HOLIDAYS"
102,102104,10210402,1021040203,1,,,,,3,
102,102104,10210402,1021040203,2,,,,,3,
102,102104,10210402,1021040203,3,,,,,3,
102,102104,10210410,1021041002,1,7,3,7,5,2,
102,102104,10210410,1021041002,2,5,0,5,0,2,
102,102104,10210410,1021041002,3,0,0,0,0,2,
102,102104,10210411,1021041118,1,,,17,0,,
102,102104,10210411,1021041118,2,,,3,0,,
102,102104,10210411,1021041118,3,,,0,0,,
102,102104,10210417,1021041701,1,34,0,34,0,3,"no one was present at school"
102,102104,10210417,1021041701,2,28,0,28,0,3,"no one was present at school"
102,102104,10210417,1021041701,3,0,0,0,0,3,"no one was present at school"
102,102104,10210419,1021041903,1,4,0,4,0,3,"SCHOOL CLOSED FOR HOLIDAY"
102,102104,10210419,1021041903,2,9,0,9,0,3,"SCHOOL CLOSED FOR HOLIDAY"
102,102104,10210419,1021041903,3,1,0,1,0,3,"SCHOOL CLOSED FOR HOLIDAY"
102,102105,10210501,1021050106,1,4,0,,,1,
102,102105,10210501,1021050106,2,3,0,,,1,
102,102105,10210501,1021050106,3,0,0,,,1,
102,102105,10210503,1021050307,1,,,,,3,"CALL BACK. PERSON RESPONSIBLE NOT AROUND EVEN ON VISIT 2 ITS STILL AN APPOINTMENT BUT THEY ARE JUST TOSSING ME AROUND"
102,102105,10210503,1021050307,2,,,,,3,"CALL BACK. PERSON RESPONSIBLE NOT AROUND EVEN ON VISIT 2 ITS STILL AN APPOINTMENT BUT THEY ARE JUST TOSSING ME AROUND"
102,102105,10210503,1021050307,3,,,,,3,"CALL BACK. PERSON RESPONSIBLE NOT AROUND EVEN ON VISIT 2 ITS STILL AN APPOINTMENT BUT THEY ARE JUST TOSSING ME AROUND"
102,102105,10210504,1021050405,1,9,0,,,3,
102,102105,10210504,1021050405,2,20,0,,,3,
102,102105,10210504,1021050405,3,0,0,,,3,
102,102105,10210510,1021051004,1,,,,,3,"THE SCHOOL HAD CLOSED FOR HOLIDAYS"
102,102105,10210510,1021051004,2,,,,,3,"THE SCHOOL HAD CLOSED FOR HOLIDAYS"
102,102105,10210510,1021051004,3,,,,,3,"THE SCHOOL HAD CLOSED FOR HOLIDAYS"
102,102105,10210513,1021051305,1,10,2,10,2,3,"THE SCHOOL WAS CLOSED SINCE IT WAS STILL HOLIDAY TIME"
102,102105,10210513,1021051305,2,7,0,7,0,3,"THE SCHOOL WAS CLOSED SINCE IT WAS STILL HOLIDAY TIME"
102,102105,10210513,1021051305,3,0,0,0,0,3,"THE SCHOOL WAS CLOSED SINCE IT WAS STILL HOLIDAY TIME"
102,102105,10210515,1021051506,1,19,0,20,0,2,
102,102105,10210515,1021051506,2,25,1,19,3,2,
102,102105,10210515,1021051506,3,0,0,0,0,2,
102,102105,10210518,1021051832,1,,,12,0,1,
102,102105,10210518,1021051832,2,,,12,0,1,
102,102105,10210518,1021051832,3,,,0,0,1,
103,103105,10310505,1031050505,1,,,1,0,3,"On holiday"
103,103105,10310505,1031050505,2,,,8,2,3,"On holiday"
103,103105,10310505,1031050505,3,,,0,0,3,"On holiday"
104,104102,10410204,1041020405,1,2,0,1,0,1,
104,104102,10410204,1041020405,2,6,1,7,0,1,
104,104102,10410204,1041020405,3,0,0,0,0,1,
104,104104,10410403,1041040304,1,2,0,6,0,2,
104,104104,10410403,1041040304,2,14,0,11,0,2,
104,104104,10410403,1041040304,3,0,0,0,0,2,
104,104105,10410504,1041050403,1,3,0,4,0,1,
104,104105,10410504,1041050403,2,10,2,8,0,1,
104,104105,10410504,1041050403,3,0,0,0,0,1,
104,104208,10420804,1042080404,1,9,0,9,0,2,
104,104208,10420804,1042080404,2,26,0,26,0,2,
104,104208,10420804,1042080404,3,0,0,0,0,2,
105,105105,10510502,1051050201,1,4,0,4,0,2,
105,105105,10510502,1051050201,2,15,0,15,0,2,
105,105105,10510502,1051050201,3,0,0,0,0,2,
106,106101,10610101,1061010108,1,8,0,8,0,1,
106,106101,10610101,1061010108,2,10,0,10,0,1,
106,106101,10610101,1061010108,3,0,0,0,0,1,
106,106101,10610109,1061010902,1,,,7,0,3,"On holiday"
106,106101,10610109,1061010902,2,,,3,0,3,"On holiday"
106,106101,10610109,1061010902,3,,,0,0,3,"On holiday"
106,106106,10610606,1061060602,1,1,0,1,0,1,
106,106106,10610606,1061060602,2,6,0,7,0,1,
106,106106,10610606,1061060602,3,0,0,0,0,1,
107,107105,10710503,1071050302,1,3,0,3,0,1,
107,107105,10710503,1071050302,2,15,0,15,0,1,
107,107105,10710503,1071050302,3,0,0,0,0,1,
107,107105,10710505,1071050503,1,18,0,18,0,1,
107,107105,10710505,1071050503,2,19,0,19,0,1,
107,107105,10710505,1071050503,3,0,0,0,0,1,
107,107202,10720206,1072020601,1,1,0,1,0,1,
107,107202,10720206,1072020601,2,7,0,7,0,1,
107,107202,10720206,1072020601,3,1,0,1,0,1,
107,107302,10730203,1073020305,1,,,2,0,3,"On holiday"
107,107302,10730203,1073020305,2,,,6,0,3,"On holiday"
107,107302,10730203,1073020305,3,,,0,0,3,"On holiday"
107,107305,10730507,1073050702,1,,,5,0,3,"On holiday"
107,107305,10730507,1073050702,2,,,3,0,3,"On holiday"
107,107305,10730507,1073050702,3,,,3,0,3,"On holiday"
108,108106,10810603,1081060309,1,,,2,0,3,"On holiday"
108,108106,10810603,1081060309,2,,,5,3,3,"On holiday"
108,108106,10810603,1081060309,3,,,3,0,3,"On holiday"
108,108301,10830101,1083010101,1,,,,,3,"On holiday"
108,108301,10830101,1083010101,2,,,,,3,"On holiday"
108,108301,10830101,1083010101,3,,,,,3,"On holiday"
108,108301,10830105,1083010505,1,,,4,0,3,"On holiday"
108,108301,10830105,1083010505,2,,,11,0,3,"On holiday"
108,108301,10830105,1083010505,3,,,0,0,3,"On holiday"
108,108305,10830502,1083050204,1,3,1,3,0,1,
108,108305,10830502,1083050204,2,10,0,8,0,1,
108,108305,10830502,1083050204,3,0,0,0,0,1,
110,110105,11010501,1101050107,1,2,0,2,0,1,
110,110105,11010501,1101050107,2,9,0,7,1,1,
110,110105,11010501,1101050107,3,2,0,3,0,1,
110,110203,11020306,1102030601,1,3,0,3,0,2,
110,110203,11020306,1102030601,2,10,2,9,0,2,
110,110203,11020306,1102030601,3,0,0,0,0,2,
110,110204,11020401,1102040107,1,,,0,0,3,"On holiday"
110,110204,11020401,1102040107,2,,,10,0,3,"On holiday"
110,110204,11020401,1102040107,3,,,0,0,3,"On holiday"
110,110206,11020603,1102060309,1,0,0,,,2,
110,110206,11020603,1102060309,2,1,0,,,2,
110,110206,11020603,1102060309,3,5,0,,,2,
110,110207,11020704,1102070403,1,2,0,2,0,1,
110,110207,11020704,1102070403,2,11,4,13,0,1,
110,110207,11020704,1102070403,3,0,0,0,0,1,
110,110305,11030501,1103050102,1,2,0,1,0,1,
110,110305,11030501,1103050102,2,11,0,13,0,1,
110,110305,11030501,1103050102,3,0,0,1,0,1,
110,110306,11030601,1103060102,1,6,0,5,0,2,
110,110306,11030601,1103060102,2,12,0,11,0,2,
110,110306,11030601,1103060102,3,0,0,0,0,2,
111,111102,11110201,1111020105,1,1,0,1,0,1,
111,111102,11110201,1111020105,2,8,3,8,0,1,
111,111102,11110201,1111020105,3,0,0,0,0,1,
111,111202,11120204,1112020403,1,4,0,3,0,1,
111,111202,11120204,1112020403,2,8,2,8,0,1,
111,111202,11120204,1112020403,3,0,0,0,0,1,
111,111202,11120206,1112020618,1,3,0,4,0,1,
111,111202,11120206,1112020618,2,9,2,8,0,1,
111,111202,11120206,1112020618,3,0,0,0,0,1,
112,112102,11210203,1121020302,1,1,0,1,0,2,
112,112102,11210203,1121020302,2,4,3,4,4,2,
112,112102,11210203,1121020302,3,0,0,0,0,2,
112,112104,11210402,1121040209,1,2,0,2,0,1,
112,112104,11210402,1121040209,2,6,4,5,5,1,
112,112104,11210402,1121040209,3,0,0,0,0,1,
112,112203,11220301,1122030104,1,,,3,0,3,"On holiday"
112,112203,11220301,1122030104,2,,,8,0,3,"On holiday"
112,112203,11220301,1122030104,3,,,0,0,3,"On holiday"
112,112204,11220403,1122040303,1,6,0,6,0,1,
112,112204,11220403,1122040303,2,13,0,13,0,1,
112,112204,11220403,1122040303,3,0,0,0,0,1,
113,113105,11310504,1131050402,1,,,3,0,3,"On holiday"
113,113105,11310504,1131050402,2,,,5,0,3,"On holiday"
113,113105,11310504,1131050402,3,,,0,0,3,"On holiday"
113,113105,11310505,1131050505,1,9,3,19,3,1,
113,113105,11310505,1131050505,2,13,0,3,0,1,
113,113105,11310505,1131050505,3,0,0,0,0,1,
113,113111,11311102,1131110205,1,12,0,,,1,
113,113111,11311102,1131110205,2,14,0,,,1,
113,113111,11311102,1131110205,3,0,0,,,1,
113,113112,11311203,1131120307,1,7,0,6,0,1,
113,113112,11311203,1131120307,2,6,0,10,0,1,
113,113112,11311203,1131120307,3,3,0,0,0,1,
113,113113,11311302,1131130204,1,27,0,27,0,1,
113,113113,11311302,1131130204,2,3,0,3,0,1,
113,113113,11311302,1131130204,3,0,0,0,0,1,
113,113113,11311306,1131130602,1,10,0,10,0,1,
113,113113,11311306,1131130602,2,9,0,9,0,1,
113,113113,11311306,1131130602,3,0,0,0,0,1,
113,113303,11330301,1133030101,1,19,3,18,0,,
113,113303,11330301,1133030101,2,1,0,7,0,,
113,113303,11330301,1133030101,3,0,0,0,0,,
