"District_Name","SubCounty","Parish","Villagecode","PositionID","C3HQ43A","C3HQ43B","C3HQ43A_V2","C3HQ43B_V2","Education_Response","Reason_Edu_Not_Done"
113,113303,11330301,1133030109,1,,,0,0,3,"On holiday"
113,113303,11330301,1133030109,2,,,10,0,3,"On holiday"
113,113303,11330301,1133030109,3,,,3,0,3,"On holiday"
113,113303,11330305,1133030504,1,11,0,11,0,1,
113,113303,11330305,1133030504,2,10,0,10,0,1,
113,113303,11330305,1133030504,3,0,0,0,0,1,
113,113304,11330403,1133040308,1,10,0,,,1,
113,113304,11330403,1133040308,2,11,0,,,1,
113,113304,11330403,1133040308,3,0,0,,,1,
113,113306,11330606,1133060601,1,4,0,3,0,1,
113,113306,11330606,1133060601,2,21,0,29,0,1,
113,113306,11330606,1133060601,3,0,0,0,0,1,
113,113307,11330701,1133070102,1,7,0,7,0,1,
113,113307,11330701,1133070102,2,12,0,12,0,1,
113,113307,11330701,1133070102,3,0,0,0,0,1,
115,115103,11510302,1151030204,1,7,0,7,0,3,"Weekend"
115,115103,11510302,1151030204,2,4,0,4,0,3,"Weekend"
115,115103,11510302,1151030204,3,0,0,0,0,3,"Weekend"
115,115104,11510403,1151040307,1,,,1,0,3,"on holiday"
115,115104,11510403,1151040307,2,,,7,0,3,"on holiday"
115,115104,11510403,1151040307,3,,,0,0,3,"on holiday"
115,115202,11520209,1152020907,1,3,0,3,0,1,
115,115202,11520209,1152020907,2,5,0,4,0,1,
115,115202,11520209,1152020907,3,1,0,1,0,1,
115,115203,11520307,1152030702,1,5,0,5,0,1,
115,115203,11520307,1152030702,2,6,0,6,0,1,
115,115203,11520307,1152030702,3,0,0,0,0,1,
115,115205,11520504,1152050405,1,2,0,1,0,1,
115,115205,11520504,1152050405,2,9,0,8,0,1,
115,115205,11520504,1152050405,3,0,0,3,0,1,
115,115207,11520703,1152070306,1,10,0,9,0,1,
115,115207,11520703,1152070306,2,6,0,10,0,1,
115,115207,11520703,1152070306,3,0,0,0,0,1,
116,116102,11610205,1161020501,1,3,4,3,0,1,
116,116102,11610205,1161020501,2,5,2,5,0,1,
116,116102,11610205,1161020501,3,1,1,0,0,1,
117,117103,11710308,1171030802,1,5,0,5,0,1,
117,117103,11710308,1171030802,2,5,3,5,3,1,
117,117103,11710308,1171030802,3,0,0,0,0,1,
117,117104,11710405,1171040504,1,8,0,8,0,1,
117,117104,11710405,1171040504,2,9,0,9,0,1,
117,117104,11710405,1171040504,3,0,0,0,0,1,
117,117110,11711003,1171100309,1,,,,,3,"On holiday"
117,117110,11711003,1171100309,2,,,,,3,"On holiday"
117,117110,11711003,1171100309,3,,,,,3,"On holiday"
117,117110,11711003,1171100312,1,1,0,2,0,1,
117,117110,11711003,1171100312,2,6,11,7,0,1,
117,117110,11711003,1171100312,3,50,0,2,0,1,
118,118101,11810104,1181010407,1,2,0,2,0,1,
118,118101,11810104,1181010407,2,7,0,9,0,1,
118,118101,11810104,1181010407,3,0,0,0,0,1,
119,119103,11910303,1191030304,1,3,0,3,0,1,
119,119103,11910303,1191030304,2,6,1,5,2,1,
119,119103,11910303,1191030304,3,0,0,0,0,1,
120,120105,12010502,1201050202,1,0,0,0,0,1,
120,120105,12010502,1201050202,2,2,0,2,0,1,
120,120105,12010502,1201050202,3,6,0,6,0,1,
122,122102,12210206,1221020604,1,4,0,,,1,
122,122102,12210206,1221020604,2,9,0,,,1,
122,122102,12210206,1221020604,3,0,0,,,1,
122,122105,12210502,1221050203,1,9,0,,,1,
122,122105,12210502,1221050203,2,11,0,,,1,
122,122105,12210502,1221050203,3,0,0,,,1,
122,122106,12210602,1221060206,1,3,0,3,0,1,
122,122106,12210602,1221060206,2,8,3,7,0,1,
122,122106,12210602,1221060206,3,0,0,0,0,1,
123,123108,12310803,1231080303,1,2,0,2,0,1,
123,123108,12310803,1231080303,2,8,4,8,0,1,
123,123108,12310803,1231080303,3,0,0,0,0,1,
124,124101,12410106,1241010603,1,8,0,5,0,2,
124,124101,12410106,1241010603,2,7,2,5,0,2,
124,124101,12410106,1241010603,3,0,0,3,0,2,
124,124103,12410302,1241030216,1,,,2,0,3,"Over a weekend"
124,124103,12410302,1241030216,2,,,7,3,3,"Over a weekend"
124,124103,12410302,1241030216,3,,,0,0,3,"Over a weekend"
124,124104,12410401,1241040102,1,6,0,5,0,1,
124,124104,12410401,1241040102,2,10,0,11,0,1,
124,124104,12410401,1241040102,3,0,0,0,0,1,
124,124107,12410701,1241070106,1,4,0,3,0,1,
124,124107,12410701,1241070106,2,5,0,6,0,1,
124,124107,12410701,1241070106,3,0,0,0,0,1,
124,124108,12410802,1241080210,1,2,0,2,0,2,
124,124108,12410802,1241080210,2,9,5,9,0,2,
124,124108,12410802,1241080210,3,0,0,0,0,2,
201,201106,20110602,2011060205,1,5,0,,,1,
201,201106,20110602,2011060205,1,5,0,,,1,
201,201106,20110602,2011060205,1,5,0,5,0,1,
201,201106,20110602,2011060205,1,5,0,5,0,1,
201,201106,20110602,2011060205,2,4,1,4,0,1,
201,201106,20110602,2011060205,2,4,1,4,0,1,
201,201106,20110602,2011060205,2,4,1,,,1,
201,201106,20110602,2011060205,2,4,1,,,1,
201,201106,20110602,2011060205,3,0,0,,,1,
201,201106,20110602,2011060205,3,0,0,,,1,
201,201106,20110602,2011060205,3,0,0,0,0,1,
201,201106,20110602,2011060205,3,0,0,0,0,1,
201,201110,20111009,2011100902,1,,,3,0,3,"Away for holidays"
201,201110,20111009,2011100902,2,,,4,7,3,"Away for holidays"
201,201110,20111009,2011100902,3,,,1,0,3,"Away for holidays"
203,203202,20320203,2032020304,1,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,2,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,3,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203301,20330101,2033010101,1,10,0,10,0,1,
203,203301,20330101,2033010101,2,5,0,5,0,1,
203,203301,20330101,2033010101,3,0,0,0,0,1,
203,203303,20330304,2033030403,1,,,5,0,3,"Away for holiday."
203,203303,20330304,2033030403,2,,,17,1,3,"Away for holiday."
203,203303,20330304,2033030403,3,,,0,0,3,"Away for holiday."
204,204101,20410103,2041010302,1,13,0,13,0,,
204,204101,20410103,2041010302,2,29,0,29,1,,
204,204101,20410103,2041010302,3,0,0,0,0,,
204,204102,20410204,2041020405,1,4,0,5,0,2,
204,204102,20410204,2041020405,2,8,0,7,2,2,
204,204102,20410204,2041020405,3,0,0,0,0,2,
204,204203,20420301,2042030105,1,7,0,6,0,1,
204,204203,20420301,2042030105,2,11,0,11,0,1,
204,204203,20420301,2042030105,3,0,0,2,0,1,
204,204301,20430101,2043010103,1,5,0,8,0,1,
204,204301,20430101,2043010103,2,19,0,18,0,1,
204,204301,20430101,2043010103,3,0,0,0,0,1,
204,204301,20430102,2043010202,1,4,0,6,0,2,
204,204301,20430102,2043010202,2,17,0,18,0,2,
204,204301,20430102,2043010202,3,0,0,0,0,2,
204,204302,20430205,2043020514,1,8,0,,,2,
204,204302,20430205,2043020514,2,18,0,,,2,
204,204302,20430205,2043020514,3,0,0,,,2,
205,205104,20510401,2051040101,1,14,0,13,0,1,
205,205104,20510401,2051040101,2,5,0,6,0,1,
205,205104,20510401,2051040101,3,0,0,0,0,1,
207,207103,20710301,2071030105,1,4,4,4,4,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,2,4,4,4,4,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,3,0,0,0,0,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
208,208102,20810214,2081021402,1,3,4,,,1,
208,208102,20810214,2081021402,1,3,4,,,1,
208,208102,20810214,2081021402,2,6,6,,,1,
208,208102,20810214,2081021402,2,6,6,,,1,
208,208102,20810214,2081021402,3,0,0,,,1,
208,208102,20810214,2081021402,3,0,0,,,1,
208,208104,20810404,2081040401,1,13,9,11,7,2,
208,208104,20810404,2081040401,2,3,0,4,0,2,
208,208104,20810404,2081040401,3,0,0,0,0,2,
208,208107,20810713,2081071301,1,2,12,2,0,2,
208,208107,20810713,2081071301,2,12,4,8,4,2,
208,208107,20810713,2081071301,3,0,0,0,0,2,
209,209201,20920101,2092010105,1,12,4,,,1,
209,209201,20920101,2092010105,2,6,0,,,1,
209,209201,20920101,2092010105,3,0,0,,,1,
209,209201,20920104,2092010401,1,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,2,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,3,,,,,3,"not school day, weekend"
210,210205,21020504,2102050401,1,2,5,,,1,
210,210205,21020504,2102050401,1,2,5,,,1,
210,210205,21020504,2102050401,2,7,0,,,1,
210,210205,21020504,2102050401,2,7,0,,,1,
210,210205,21020504,2102050401,3,0,0,,,1,
210,210205,21020504,2102050401,3,0,0,,,1,
211,211101,21110105,2111010504,1,5,11,5,11,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,2,11,0,11,0,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,3,0,0,0,0,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211103,21110303,2111030302,1,0,2,0,2,1,
211,211103,21110303,2111030302,2,10,2,10,0,1,
211,211103,21110303,2111030302,3,0,0,0,0,1,
211,211106,21110603,2111060303,1,5,9,6,2,2,
211,211106,21110603,2111060303,2,9,0,7,1,2,
211,211106,21110603,2111060303,3,0,0,0,0,2,
212,212104,21210403,2121040306,1,3,0,,,1,
212,212104,21210403,2121040306,2,13,0,,,1,
212,212104,21210403,2121040306,3,0,0,,,1,
212,212105,21210504,2121050407,1,5,0,7,0,1,
212,212105,21210504,2121050407,2,5,0,5,0,1,
212,212105,21210504,2121050407,3,0,0,0,0,1,
212,212202,21220201,2122020101,1,19,2,19,0,1,
212,212202,21220201,2122020101,2,19,0,19,0,1,
212,212202,21220201,2122020101,3,0,0,0,0,1,
212,212305,21230502,2123050204,1,,,6,0,3,"holiday time"
212,212305,21230502,2123050204,2,,,10,2,3,"holiday time"
212,212305,21230502,2123050204,3,,,0,0,3,"holiday time"
212,212311,21231101,2123110101,1,4,0,,,1,
212,212311,21231101,2123110101,2,11,0,,,1,
212,212311,21231101,2123110101,3,0,0,,,1,
214,214101,21410104,2141010403,1,6,0,4,0,2,
214,214101,21410104,2141010403,2,4,2,6,0,2,
214,214101,21410104,2141010403,3,0,0,0,0,2,
214,214101,21410106,2141010604,1,20,0,19,0,2,
214,214101,21410106,2141010604,2,12,0,14,0,2,
214,214101,21410106,2141010604,3,0,0,0,0,2,
214,214102,21410202,2141020206,1,0,0,0,0,1,
214,214102,21410202,2141020206,2,1,0,1,0,1,
214,214102,21410202,2141020206,3,9,0,8,0,1,
214,214108,21410801,2141080105,1,3,0,,,,
214,214108,21410801,2141080105,2,5,1,,,,
214,214108,21410801,2141080105,3,0,0,,,,
214,214113,21411301,2141130103,1,2,0,2,0,1,
214,214113,21411301,2141130103,2,8,1,8,1,1,
214,214113,21411301,2141130103,3,0,0,0,0,1,
214,214113,21411303,2141130307,1,5,0,5,0,,
214,214113,21411303,2141130307,1,5,0,5,0,1,
214,214113,21411303,2141130307,1,,,,,,
214,214113,21411303,2141130307,1,,,,,1,
214,214113,21411303,2141130307,2,19,4,20,0,1,
214,214113,21411303,2141130307,2,19,4,20,0,,
214,214113,21411303,2141130307,2,,,,,1,
214,214113,21411303,2141130307,2,,,,,,
214,214113,21411303,2141130307,3,,,,,1,
214,214113,21411303,2141130307,3,,,,,,
214,214113,21411303,2141130307,3,1,0,0,0,,
214,214113,21411303,2141130307,3,1,0,0,0,1,
215,215109,21510902,2151090208,1,4,1,,,2,
215,215109,21510902,2151090208,2,14,0,,,2,
215,215109,21510902,2151090208,3,0,0,,,2,
215,215115,21511502,2151150202,1,6,0,,,3,"holiday"
215,215115,21511502,2151150202,2,10,0,,,3,"holiday"
215,215115,21511502,2151150202,3,0,0,,,3,"holiday"
215,215120,21512002,2151200204,1,5,0,,,3,
215,215120,21512002,2151200204,2,9,1,,,3,
215,215120,21512002,2151200204,3,0,0,,,3,
216,216202,21620203,2162020306,1,2,2,3,2,1,
216,216202,21620203,2162020306,1,2,2,3,2,1,
216,216202,21620203,2162020306,1,2,2,,,1,
216,216202,21620203,2162020306,1,2,2,,,1,
216,216202,21620203,2162020306,2,12,0,,,1,
216,216202,21620203,2162020306,2,12,0,,,1,
216,216202,21620203,2162020306,2,12,0,11,0,1,
216,216202,21620203,2162020306,2,12,0,11,0,1,
216,216202,21620203,2162020306,3,0,0,0,0,1,
216,216202,21620203,2162020306,3,0,0,0,0,1,
216,216202,21620203,2162020306,3,0,0,,,1,
216,216202,21620203,2162020306,3,0,0,,,1,
218,218103,21810302,2181030213,1,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,2,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,3,,,,,3,"HOLIDAY"
218,218115,21811504,2181150401,1,1,5,,,3,"holiday"
218,218115,21811504,2181150401,2,8,0,,,3,"holiday"
218,218115,21811504,2181150401,3,0,0,,,3,"holiday"
219,219103,21910313,2191031301,1,3,15,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,2,12,5,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910313,2191031301,3,0,0,,,3,"THE SCHOOL WAS CLOSED BECAUSE IT WAS HOLIDAY TIME"
219,219103,21910317,2191031702,1,4,11,,,1,
219,219103,21910317,2191031702,1,4,11,,,1,
219,219103,21910317,2191031702,1,4,11,3,3,1,
219,219103,21910317,2191031702,1,4,11,3,3,1,
219,219103,21910317,2191031702,2,11,0,,,1,
219,219103,21910317,2191031702,2,11,0,,,1,
219,219103,21910317,2191031702,2,11,0,7,4,1,
219,219103,21910317,2191031702,2,11,0,7,4,1,
219,219103,21910317,2191031702,3,0,0,,,1,
219,219103,21910317,2191031702,3,0,0,,,1,
219,219103,21910317,2191031702,3,0,0,0,0,1,
219,219103,21910317,2191031702,3,0,0,0,0,1,
221,221109,22110902,2211090203,1,1,0,,,3,
221,221109,22110902,2211090203,2,14,0,,,3,
221,221109,22110902,2211090203,3,0,0,,,3,
221,221109,22110905,2211090505,1,4,2,4,0,1,
221,221109,22110905,2211090505,2,15,0,15,0,1,
221,221109,22110905,2211090505,3,0,0,0,0,1,
222,222106,22210602,2221060201,1,1,0,,,1,
222,222106,22210602,2221060201,2,11,0,,,1,
222,222106,22210602,2221060201,3,0,0,,,1,
223,223108,22310805,2231080506,1,1,0,,,1,
