"District_Name","SubCounty","Parish","Villagecode","Payment_ID","C3DQ26","Other_C3DQ26","C3DQ27","C3DQ28","C3DQ29","Education_Response","Reason_Edu_Not_Done"
124,124103,12410302,1241030216,7,2,,,,,3,"Over a weekend"
124,124103,12410302,1241030216,8,2,,,,,3,"Over a weekend"
124,124103,12410302,1241030216,9,1,,1,8000,2,3,"Over a weekend"
124,124103,12410302,1241030216,10,2,,,,,3,"Over a weekend"
124,124104,12410401,1241040102,1,,,1,5000,2,1,
124,124104,12410401,1241040102,2,1,,1,6000,2,1,
124,124104,12410401,1241040102,3,2,,,,,1,
124,124104,12410401,1241040102,4,2,,,,,1,
124,124104,12410401,1241040102,5,1,,2,,,1,
124,124104,12410401,1241040102,6,2,,,,,1,
124,124104,12410401,1241040102,7,2,,,,,1,
124,124104,12410401,1241040102,8,2,,,,,1,
124,124104,12410401,1241040102,9,1,,1,5000,2,1,
124,124104,12410401,1241040102,10,1,"Examination, Utility expensesfee",1,12000,2,1,
124,124107,12410701,1241070106,1,,,1,2000,2,1,
124,124107,12410701,1241070106,2,2,,,,,1,
124,124107,12410701,1241070106,3,2,,,,,1,
124,124107,12410701,1241070106,4,2,,,,,1,
124,124107,12410701,1241070106,5,1,,2,,,1,
124,124107,12410701,1241070106,6,2,,,,,1,
124,124107,12410701,1241070106,7,2,,,,,1,
124,124107,12410701,1241070106,8,2,,,,,1,
124,124107,12410701,1241070106,9,2,,,,,1,
124,124107,12410701,1241070106,10,2,,,,,1,
124,124108,12410802,1241080210,1,,,1,2000,2,2,
124,124108,12410802,1241080210,2,2,,,,,2,
124,124108,12410802,1241080210,3,2,,,,,2,
124,124108,12410802,1241080210,4,2,,,,,2,
124,124108,12410802,1241080210,5,2,,,,,2,
124,124108,12410802,1241080210,6,2,,,,,2,
124,124108,12410802,1241080210,7,2,,,,,2,
124,124108,12410802,1241080210,8,2,,,,,2,
124,124108,12410802,1241080210,9,2,,,,,2,
124,124108,12410802,1241080210,10,2,,,,,2,
201,201106,20110602,2011060205,1,,,2,,,1,
201,201106,20110602,2011060205,1,,,2,,,1,
201,201106,20110602,2011060205,2,1,,1,5000,2,1,
201,201106,20110602,2011060205,2,1,,1,5000,2,1,
201,201106,20110602,2011060205,3,2,,,,,1,
201,201106,20110602,2011060205,3,2,,,,,1,
201,201106,20110602,2011060205,4,2,,,,,1,
201,201106,20110602,2011060205,4,2,,,,,1,
201,201106,20110602,2011060205,5,1,,2,,,1,
201,201106,20110602,2011060205,5,1,,2,,,1,
201,201106,20110602,2011060205,6,2,,,,,1,
201,201106,20110602,2011060205,6,2,,,,,1,
201,201106,20110602,2011060205,7,2,,,,,1,
201,201106,20110602,2011060205,7,2,,,,,1,
201,201106,20110602,2011060205,8,2,,,,,1,
201,201106,20110602,2011060205,8,2,,,,,1,
201,201106,20110602,2011060205,9,2,,,,,1,
201,201106,20110602,2011060205,9,2,,,,,1,
201,201106,20110602,2011060205,10,2,,,,,1,
201,201106,20110602,2011060205,10,2,,,,,1,
201,201110,20111009,2011100902,1,,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,2,1,,1,1000,2,3,"Away for holidays"
201,201110,20111009,2011100902,3,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,4,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,5,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,6,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,7,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,8,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,9,2,,,,,3,"Away for holidays"
201,201110,20111009,2011100902,10,2,,,,,3,"Away for holidays"
203,203202,20320203,2032020304,1,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,2,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,3,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,4,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,5,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,6,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,7,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,8,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,9,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203202,20320203,2032020304,10,,,,,,3,"OFF for HOLIDAY. HM NOT FOUND"
203,203301,20330101,2033010101,1,,,1,1000,2,1,
203,203301,20330101,2033010101,2,1,,1,2000,2,1,
203,203301,20330101,2033010101,3,2,,,,,1,
203,203301,20330101,2033010101,4,2,,,,,1,
203,203301,20330101,2033010101,5,1,,2,,,1,
203,203301,20330101,2033010101,6,2,,,,,1,
203,203301,20330101,2033010101,7,2,,,,,1,
203,203301,20330101,2033010101,8,2,,,,,1,
203,203301,20330101,2033010101,9,2,,,,,1,
203,203301,20330101,2033010101,10,2,,,,,1,
203,203303,20330304,2033030403,1,,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,2,1,,1,1000,2,3,"Away for holiday."
203,203303,20330304,2033030403,3,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,4,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,5,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,6,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,7,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,8,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,9,2,,,,,3,"Away for holiday."
203,203303,20330304,2033030403,10,2,,,,,3,"Away for holiday."
204,204101,20410103,2041010302,1,,,2,,,,
204,204101,20410103,2041010302,2,1,,1,10400,2,,
204,204101,20410103,2041010302,3,2,,,,,,
204,204101,20410103,2041010302,4,2,,,,,,
204,204101,20410103,2041010302,5,2,,,,,,
204,204101,20410103,2041010302,6,2,,,,,,
204,204101,20410103,2041010302,7,2,,,,,,
204,204101,20410103,2041010302,8,2,,,,,,
204,204101,20410103,2041010302,9,2,,,,,,
204,204101,20410103,2041010302,10,2,,,,,,
204,204102,20410204,2041020405,1,,,2,,,2,
204,204102,20410204,2041020405,2,1,,1,3500,2,2,
204,204102,20410204,2041020405,3,2,,,,,2,
204,204102,20410204,2041020405,4,2,,,,,2,
204,204102,20410204,2041020405,5,1,,2,,,2,
204,204102,20410204,2041020405,6,2,,,,,2,
204,204102,20410204,2041020405,7,2,,,,,2,
204,204102,20410204,2041020405,8,2,,,,,2,
204,204102,20410204,2041020405,9,2,,,,,2,
204,204102,20410204,2041020405,10,2,,,,,2,
204,204203,20420301,2042030105,1,,,1,22000,2,1,
204,204203,20420301,2042030105,2,1,,1,40000,2,1,
204,204203,20420301,2042030105,3,2,,,,,1,
204,204203,20420301,2042030105,4,2,,,,,1,
204,204203,20420301,2042030105,5,1,,2,,,1,
204,204203,20420301,2042030105,6,2,,,,,1,
204,204203,20420301,2042030105,7,2,,,,,1,
204,204203,20420301,2042030105,8,2,,,,,1,
204,204203,20420301,2042030105,9,2,,,,,1,
204,204203,20420301,2042030105,10,2,,,,,1,
204,204301,20430101,2043010103,1,,,1,2500,2,1,
204,204301,20430101,2043010103,2,1,,1,6000,2,1,
204,204301,20430101,2043010103,3,2,,,,,1,
204,204301,20430101,2043010103,4,2,,,,,1,
204,204301,20430101,2043010103,5,1,,2,,,1,
204,204301,20430101,2043010103,6,2,,,,,1,
204,204301,20430101,2043010103,7,2,,,,,1,
204,204301,20430101,2043010103,8,2,,,,,1,
204,204301,20430101,2043010103,9,2,,,,,1,
204,204301,20430101,2043010103,10,2,,,,,1,
204,204301,20430102,2043010202,1,,,1,5000,2,2,
204,204301,20430102,2043010202,2,1,,2,,,2,
204,204301,20430102,2043010202,3,1,,1,8000,4,2,
204,204301,20430102,2043010202,4,2,,,,,2,
204,204301,20430102,2043010202,5,1,,2,,,2,
204,204301,20430102,2043010202,6,2,,,,,2,
204,204301,20430102,2043010202,7,2,,,,,2,
204,204301,20430102,2043010202,8,2,,,,,2,
204,204301,20430102,2043010202,9,2,,,,,2,
204,204301,20430102,2043010202,10,2,,,,,2,
204,204302,20430205,2043020514,1,,,2,,,2,
204,204302,20430205,2043020514,2,1,,1,7000,2,2,
204,204302,20430205,2043020514,3,2,,,,,2,
204,204302,20430205,2043020514,4,2,,,,,2,
204,204302,20430205,2043020514,5,1,,2,,,2,
204,204302,20430205,2043020514,6,2,,,,,2,
204,204302,20430205,2043020514,7,2,,,,,2,
204,204302,20430205,2043020514,8,2,,,,,2,
204,204302,20430205,2043020514,9,2,,,,,2,
204,204302,20430205,2043020514,10,2,,,,,2,
205,205104,20510401,2051040101,1,,,1,14600,2,1,
205,205104,20510401,2051040101,2,1,,1,5400,2,1,
205,205104,20510401,2051040101,3,1,,2,,,1,
205,205104,20510401,2051040101,4,1,,2,,,1,
205,205104,20510401,2051040101,5,2,,,,,1,
205,205104,20510401,2051040101,6,1,,2,,,1,
205,205104,20510401,2051040101,7,1,,2,,,1,
205,205104,20510401,2051040101,8,1,,2,,,1,
205,205104,20510401,2051040101,9,2,,,,,1,
205,205104,20510401,2051040101,10,1,"boarding fee",1,150000,2,1,
207,207103,20710301,2071030105,1,,,1,1000,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,2,1,,1,5000,2,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,3,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,4,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,5,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,6,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,7,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,8,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,9,2,,,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
207,207103,20710301,2071030105,10,1,"REMIDIAL LESSONS",2,,,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
208,208102,20810214,2081021402,1,,,1,1000,2,1,
208,208102,20810214,2081021402,1,,,1,1000,2,1,
208,208102,20810214,2081021402,2,1,,1,2000,2,1,
208,208102,20810214,2081021402,2,1,,1,2000,2,1,
208,208102,20810214,2081021402,3,2,,,,,1,
208,208102,20810214,2081021402,3,2,,,,,1,
208,208102,20810214,2081021402,4,2,,,,,1,
208,208102,20810214,2081021402,4,2,,,,,1,
208,208102,20810214,2081021402,5,1,,2,,,1,
208,208102,20810214,2081021402,5,1,,2,,,1,
208,208102,20810214,2081021402,6,2,,,,,1,
208,208102,20810214,2081021402,6,2,,,,,1,
208,208102,20810214,2081021402,7,2,,,,,1,
208,208102,20810214,2081021402,7,2,,,,,1,
208,208102,20810214,2081021402,8,2,,,,,1,
208,208102,20810214,2081021402,8,2,,,,,1,
208,208102,20810214,2081021402,9,2,,,,,1,
208,208102,20810214,2081021402,9,2,,,,,1,
208,208102,20810214,2081021402,10,1,"remidial lessons",2,,,1,
208,208102,20810214,2081021402,10,1,"remidial lessons",2,,,1,
208,208104,20810404,2081040401,1,,,1,5000,2,2,
208,208104,20810404,2081040401,2,1,,1,30000,2,2,
208,208104,20810404,2081040401,3,1,,1,20000,4,2,
208,208104,20810404,2081040401,4,2,,,,,2,
208,208104,20810404,2081040401,5,1,,2,,,2,
208,208104,20810404,2081040401,6,2,,,,,2,
208,208104,20810404,2081040401,7,2,,,,,2,
208,208104,20810404,2081040401,8,2,,,,,2,
208,208104,20810404,2081040401,9,2,,,,,2,
208,208104,20810404,2081040401,10,2,,,,,2,
208,208107,20810713,2081071301,1,,,2,,,2,
208,208107,20810713,2081071301,2,2,,,,,2,
208,208107,20810713,2081071301,3,2,,,,,2,
208,208107,20810713,2081071301,4,2,,,,,2,
208,208107,20810713,2081071301,5,1,,2,,,2,
208,208107,20810713,2081071301,6,2,,,,,2,
208,208107,20810713,2081071301,7,2,,,,,2,
208,208107,20810713,2081071301,8,2,,,,,2,
208,208107,20810713,2081071301,9,2,,,,,2,
208,208107,20810713,2081071301,10,2,,,,,2,
209,209201,20920101,2092010105,1,,,2,,,1,
209,209201,20920101,2092010105,2,2,,,,,1,
209,209201,20920101,2092010105,3,2,,,,,1,
209,209201,20920101,2092010105,4,2,,,,,1,
209,209201,20920101,2092010105,5,1,,2,,,1,
209,209201,20920101,2092010105,6,2,,,,,1,
209,209201,20920101,2092010105,7,2,,,,,1,
209,209201,20920101,2092010105,8,2,,,,,1,
209,209201,20920101,2092010105,9,2,,,,,1,
209,209201,20920101,2092010105,10,2,,,,,1,
209,209201,20920104,2092010401,1,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,2,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,3,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,4,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,5,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,6,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,7,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,8,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,9,,,,,,3,"not school day, weekend"
209,209201,20920104,2092010401,10,,,,,,3,"not school day, weekend"
210,210205,21020504,2102050401,1,,,2,,,1,
210,210205,21020504,2102050401,1,,,2,,,1,
210,210205,21020504,2102050401,2,1,,1,5000,2,1,
210,210205,21020504,2102050401,2,1,,1,5000,2,1,
210,210205,21020504,2102050401,3,2,,,,,1,
210,210205,21020504,2102050401,3,2,,,,,1,
210,210205,21020504,2102050401,4,2,,,,,1,
210,210205,21020504,2102050401,4,2,,,,,1,
210,210205,21020504,2102050401,5,1,,2,,,1,
210,210205,21020504,2102050401,5,1,,2,,,1,
210,210205,21020504,2102050401,6,2,,,,,1,
210,210205,21020504,2102050401,6,2,,,,,1,
210,210205,21020504,2102050401,7,2,,,,,1,
210,210205,21020504,2102050401,7,2,,,,,1,
210,210205,21020504,2102050401,8,2,,,,,1,
210,210205,21020504,2102050401,8,2,,,,,1,
210,210205,21020504,2102050401,9,2,,,,,1,
210,210205,21020504,2102050401,9,2,,,,,1,
210,210205,21020504,2102050401,10,2,,,,,1,
210,210205,21020504,2102050401,10,2,,,,,1,
211,211101,21110105,2111010504,1,,,1,6000,2,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,2,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,3,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,4,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,5,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,6,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,7,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,8,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,9,2,,,,,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211101,21110105,2111010504,10,1,"REMIDIAL LESSON",1,3000,2,3,"SCHOOL WAS CLOSED IT WAS HOLIDAYS"
211,211103,21110303,2111030302,1,,,1,2000,2,1,
211,211103,21110303,2111030302,2,2,,,,,1,
211,211103,21110303,2111030302,3,2,,,,,1,
211,211103,21110303,2111030302,4,2,,,,,1,
211,211103,21110303,2111030302,5,2,,,,,1,
211,211103,21110303,2111030302,6,2,,,,,1,
211,211103,21110303,2111030302,7,2,,,,,1,
211,211103,21110303,2111030302,8,2,,,,,1,
211,211103,21110303,2111030302,9,2,,,,,1,
211,211103,21110303,2111030302,10,1,"REMEDIAL LESSONS",2,,,1,
211,211106,21110603,2111060303,1,,,1,6000,1,2,
211,211106,21110603,2111060303,2,2,,,,,2,
211,211106,21110603,2111060303,3,2,,,,,2,
211,211106,21110603,2111060303,4,2,,,,,2,
211,211106,21110603,2111060303,5,1,,2,,,2,
211,211106,21110603,2111060303,6,2,,,,,2,
211,211106,21110603,2111060303,7,2,,,,,2,
211,211106,21110603,2111060303,8,2,,,,,2,
211,211106,21110603,2111060303,9,2,,,,,2,
211,211106,21110603,2111060303,10,1,"Remedial lessons",2,,,2,
212,212104,21210403,2121040306,1,,,2,,,1,
212,212104,21210403,2121040306,2,1,,1,5000,2,1,
212,212104,21210403,2121040306,3,2,,,,,1,
212,212104,21210403,2121040306,4,2,,,,,1,
212,212104,21210403,2121040306,5,2,,,,,1,
212,212104,21210403,2121040306,6,2,,,,,1,
212,212104,21210403,2121040306,7,2,,,,,1,
212,212104,21210403,2121040306,8,2,,,,,1,
212,212104,21210403,2121040306,9,2,,,,,1,
212,212104,21210403,2121040306,10,2,,,,,1,
212,212105,21210504,2121050407,1,,,2,,,1,
212,212105,21210504,2121050407,2,2,,,,,1,
212,212105,21210504,2121050407,3,2,,,,,1,
212,212105,21210504,2121050407,4,2,,,,,1,
212,212105,21210504,2121050407,5,1,,2,,,1,
212,212105,21210504,2121050407,6,2,,,,,1,
212,212105,21210504,2121050407,7,2,,,,,1,
212,212105,21210504,2121050407,8,2,,,,,1,
212,212105,21210504,2121050407,9,2,,,,,1,
212,212105,21210504,2121050407,10,2,,,,,1,
212,212202,21220201,2122020101,1,,,1,10000,2,1,
212,212202,21220201,2122020101,2,1,,1,25000,2,1,
212,212202,21220201,2122020101,3,2,,,,,1,
212,212202,21220201,2122020101,4,2,,,,,1,
212,212202,21220201,2122020101,5,1,,2,,,1,
212,212202,21220201,2122020101,6,2,,,,,1,
212,212202,21220201,2122020101,7,2,,,,,1,
212,212202,21220201,2122020101,8,2,,,,,1,
212,212202,21220201,2122020101,9,2,,,,,1,
212,212202,21220201,2122020101,10,2,,,,,1,
212,212305,21230502,2123050204,1,,,2,,,3,"holiday time"
212,212305,21230502,2123050204,2,1,,1,14000,2,3,"holiday time"
212,212305,21230502,2123050204,3,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,4,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,5,1,,2,,,3,"holiday time"
212,212305,21230502,2123050204,6,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,7,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,8,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,9,2,,,,,3,"holiday time"
212,212305,21230502,2123050204,10,2,,,,,3,"holiday time"
212,212311,21231101,2123110101,1,,,2,,,1,
212,212311,21231101,2123110101,2,2,,,,,1,
212,212311,21231101,2123110101,3,2,,,,,1,
212,212311,21231101,2123110101,4,2,,,,,1,
212,212311,21231101,2123110101,5,1,,2,,,1,
212,212311,21231101,2123110101,6,2,,,,,1,
212,212311,21231101,2123110101,7,2,,,,,1,
212,212311,21231101,2123110101,8,2,,,,,1,
212,212311,21231101,2123110101,9,2,,,,,1,
212,212311,21231101,2123110101,10,2,,,,,1,
214,214101,21410104,2141010403,1,,,1,2000,2,2,
214,214101,21410104,2141010403,2,1,,1,1000,2,2,
214,214101,21410104,2141010403,3,1,,2,,,2,
214,214101,21410104,2141010403,4,1,,2,,,2,
214,214101,21410104,2141010403,5,1,,2,,,2,
214,214101,21410104,2141010403,6,1,,2,,,2,
214,214101,21410104,2141010403,7,1,,2,,,2,
214,214101,21410104,2141010403,8,1,,2,,,2,
214,214101,21410104,2141010403,9,2,,,,,2,
214,214101,21410104,2141010403,10,1,"CHURCH FEE",1,300,1,2,
214,214101,21410106,2141010604,1,,,2,,,2,
214,214101,21410106,2141010604,2,1,,1,1500,2,2,
214,214101,21410106,2141010604,3,1,,2,,,2,
214,214101,21410106,2141010604,4,1,,2,,,2,
214,214101,21410106,2141010604,5,2,,,,,2,
214,214101,21410106,2141010604,6,1,,2,,,2,
214,214101,21410106,2141010604,7,1,,2,,,2,
214,214101,21410106,2141010604,8,1,,2,,,2,
214,214101,21410106,2141010604,9,2,,,,,2,
214,214101,21410106,2141010604,10,1,"repairing of furniture,",1,5000,2,2,
214,214102,21410202,2141020206,1,,,1,10000,2,1,
214,214102,21410202,2141020206,2,1,,1,7000,2,1,
214,214102,21410202,2141020206,3,2,,,,,1,
214,214102,21410202,2141020206,4,2,,,,,1,
214,214102,21410202,2141020206,5,1,,2,,,1,
214,214102,21410202,2141020206,6,2,,,,,1,
214,214102,21410202,2141020206,7,2,,,,,1,
214,214102,21410202,2141020206,8,2,,,,,1,
214,214102,21410202,2141020206,9,2,,,,,1,
214,214102,21410202,2141020206,10,2,,,,,1,
214,214108,21410801,2141080105,1,,,2,,,,
214,214108,21410801,2141080105,2,1,,1,2900,2,,
214,214108,21410801,2141080105,3,2,,,,,,
214,214108,21410801,2141080105,4,2,,,,,,
214,214108,21410801,2141080105,5,2,,,,,,
214,214108,21410801,2141080105,6,2,,,,,,
214,214108,21410801,2141080105,7,2,,,,,,
214,214108,21410801,2141080105,8,2,,,,,,
214,214108,21410801,2141080105,9,2,,,,,,
214,214108,21410801,2141080105,10,2,,,,,,
214,214113,21411301,2141130103,1,,,2,,,1,
214,214113,21411301,2141130103,2,2,,,,,1,
214,214113,21411301,2141130103,3,1,,2,,,1,
214,214113,21411301,2141130103,4,1,,2,,,1,
214,214113,21411301,2141130103,5,2,,,,,1,
214,214113,21411301,2141130103,6,1,,2,,,1,
214,214113,21411301,2141130103,7,1,,2,,,1,
214,214113,21411301,2141130103,8,1,,2,,,1,
214,214113,21411301,2141130103,9,2,,,,,1,
214,214113,21411301,2141130103,10,2,,,,,1,
214,214113,21411303,2141130307,1,,,2,,,1,
214,214113,21411303,2141130307,1,,,2,,,,
214,214113,21411303,2141130307,1,,,,,,1,
214,214113,21411303,2141130307,1,,,,,,,
214,214113,21411303,2141130307,2,1,,1,3000,2,1,
214,214113,21411303,2141130307,2,1,,1,3000,2,,
214,214113,21411303,2141130307,2,,,,,,1,
214,214113,21411303,2141130307,2,,,,,,,
214,214113,21411303,2141130307,3,2,,,,,1,
214,214113,21411303,2141130307,3,2,,,,,,
214,214113,21411303,2141130307,3,,,,,,1,
214,214113,21411303,2141130307,3,,,,,,,
214,214113,21411303,2141130307,4,2,,,,,1,
214,214113,21411303,2141130307,4,2,,,,,,
214,214113,21411303,2141130307,4,,,,,,1,
214,214113,21411303,2141130307,4,,,,,,,
214,214113,21411303,2141130307,5,1,,2,,,1,
214,214113,21411303,2141130307,5,1,,2,,,,
214,214113,21411303,2141130307,5,,,,,,1,
214,214113,21411303,2141130307,5,,,,,,,
214,214113,21411303,2141130307,6,2,,,,,1,
214,214113,21411303,2141130307,6,2,,,,,,
214,214113,21411303,2141130307,6,,,,,,1,
214,214113,21411303,2141130307,6,,,,,,,
214,214113,21411303,2141130307,7,,,,,,1,
214,214113,21411303,2141130307,7,,,,,,,
214,214113,21411303,2141130307,7,2,,,,,1,
214,214113,21411303,2141130307,7,2,,,,,,
214,214113,21411303,2141130307,8,2,,,,,1,
214,214113,21411303,2141130307,8,2,,,,,,
214,214113,21411303,2141130307,8,,,,,,1,
214,214113,21411303,2141130307,8,,,,,,,
214,214113,21411303,2141130307,9,,,,,,1,
214,214113,21411303,2141130307,9,,,,,,,
214,214113,21411303,2141130307,9,2,,,,,,
214,214113,21411303,2141130307,9,2,,,,,1,
214,214113,21411303,2141130307,10,2,,,,,1,
214,214113,21411303,2141130307,10,2,,,,,,
214,214113,21411303,2141130307,10,,,,,,1,
214,214113,21411303,2141130307,10,,,,,,,
215,215109,21510902,2151090208,1,,,2,,,2,
215,215109,21510902,2151090208,2,1,,1,8000,2,2,
215,215109,21510902,2151090208,3,2,,,,,2,
215,215109,21510902,2151090208,4,2,,,,,2,
215,215109,21510902,2151090208,5,1,,2,,,2,
215,215109,21510902,2151090208,6,2,,,,,2,
215,215109,21510902,2151090208,7,2,,,,,2,
215,215109,21510902,2151090208,8,2,,,,,2,
215,215109,21510902,2151090208,9,2,,,,,2,
215,215109,21510902,2151090208,10,2,,,,,2,
215,215115,21511502,2151150202,1,,,2,,,3,"holiday"
215,215115,21511502,2151150202,2,1,,1,30000,2,3,"holiday"
215,215115,21511502,2151150202,3,2,,,,,3,"holiday"
215,215115,21511502,2151150202,4,2,,,,,3,"holiday"
215,215115,21511502,2151150202,5,1,,2,,,3,"holiday"
215,215115,21511502,2151150202,6,2,,,,,3,"holiday"
215,215115,21511502,2151150202,7,2,,,,,3,"holiday"
215,215115,21511502,2151150202,8,2,,,,,3,"holiday"
215,215115,21511502,2151150202,9,2,,,,,3,"holiday"
215,215115,21511502,2151150202,10,2,,,,,3,"holiday"
215,215120,21512002,2151200204,1,,,2,,,3,
215,215120,21512002,2151200204,2,2,,,,,3,
215,215120,21512002,2151200204,3,2,,,,,3,
215,215120,21512002,2151200204,4,2,,,,,3,
215,215120,21512002,2151200204,5,1,,2,,,3,
215,215120,21512002,2151200204,6,2,,,,,3,
215,215120,21512002,2151200204,7,2,,,,,3,
215,215120,21512002,2151200204,8,2,,,,,3,
215,215120,21512002,2151200204,9,2,,,,,3,
215,215120,21512002,2151200204,10,2,,,,,3,
216,216202,21620203,2162020306,1,,,1,6000,2,1,
216,216202,21620203,2162020306,1,,,1,6000,2,1,
216,216202,21620203,2162020306,2,1,,1,93500,2,1,
216,216202,21620203,2162020306,2,1,,1,93500,2,1,
216,216202,21620203,2162020306,3,2,,,,,1,
216,216202,21620203,2162020306,3,2,,,,,1,
216,216202,21620203,2162020306,4,2,,,,,1,
216,216202,21620203,2162020306,4,2,,,,,1,
216,216202,21620203,2162020306,5,1,,2,,,1,
216,216202,21620203,2162020306,5,1,,2,,,1,
216,216202,21620203,2162020306,6,2,,,,,1,
216,216202,21620203,2162020306,6,2,,,,,1,
216,216202,21620203,2162020306,7,2,,,,,1,
216,216202,21620203,2162020306,7,2,,,,,1,
216,216202,21620203,2162020306,8,2,,,,,1,
216,216202,21620203,2162020306,8,2,,,,,1,
216,216202,21620203,2162020306,9,2,,,,,1,
216,216202,21620203,2162020306,9,2,,,,,1,
216,216202,21620203,2162020306,10,1,"REMIDIAL TEACHERING",2,,,1,
216,216202,21620203,2162020306,10,1,"REMIDIAL TEACHERING",2,,,1,
218,218103,21810302,2181030213,1,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,2,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,3,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,4,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,5,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,6,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,7,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,8,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,9,,,,,,3,"HOLIDAY"
218,218103,21810302,2181030213,10,,,,,,3,"HOLIDAY"
218,218115,21811504,2181150401,1,,,2,,,3,"holiday"
218,218115,21811504,2181150401,2,2,,,,,3,"holiday"
218,218115,21811504,2181150401,3,2,,,,,3,"holiday"
218,218115,21811504,2181150401,4,2,,,,,3,"holiday"
218,218115,21811504,2181150401,5,1,,2,,,3,"holiday"
218,218115,21811504,2181150401,6,2,,,,,3,"holiday"
