"District_Name","SubCounty","Parish","Villagecode","Payment_ID","C3DQ26","Other_C3DQ26","C3DQ27","C3DQ28","C3DQ29","Education_Response","Reason_Edu_Not_Done"
107,107302,10730203,1073020305,5,1,,2,,,3,"On holiday"
107,107302,10730203,1073020305,6,2,,,,,3,"On holiday"
107,107302,10730203,1073020305,7,2,,,,,3,"On holiday"
107,107302,10730203,1073020305,8,2,,,,,3,"On holiday"
107,107302,10730203,1073020305,9,2,,,,,3,"On holiday"
107,107302,10730203,1073020305,10,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,1,,,1,3000,2,3,"On holiday"
107,107305,10730507,1073050702,2,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,3,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,4,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,5,1,,2,,,3,"On holiday"
107,107305,10730507,1073050702,6,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,7,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,8,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,9,2,,,,,3,"On holiday"
107,107305,10730507,1073050702,10,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,1,,,1,1000,2,3,"On holiday"
108,108106,10810603,1081060309,2,1,,1,6000,2,3,"On holiday"
108,108106,10810603,1081060309,3,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,4,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,5,1,,2,,,3,"On holiday"
108,108106,10810603,1081060309,6,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,7,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,8,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,9,2,,,,,3,"On holiday"
108,108106,10810603,1081060309,10,2,,,,,3,"On holiday"
108,108301,10830101,1083010101,1,,,,,,3,"On holiday"
108,108301,10830101,1083010101,2,,,,,,3,"On holiday"
108,108301,10830101,1083010101,3,,,,,,3,"On holiday"
108,108301,10830101,1083010101,4,,,,,,3,"On holiday"
108,108301,10830101,1083010101,5,,,,,,3,"On holiday"
108,108301,10830101,1083010101,6,,,,,,3,"On holiday"
108,108301,10830101,1083010101,7,,,,,,3,"On holiday"
108,108301,10830101,1083010101,8,,,,,,3,"On holiday"
108,108301,10830101,1083010101,9,,,,,,3,"On holiday"
108,108301,10830101,1083010101,10,,,,,,3,"On holiday"
108,108301,10830105,1083010505,1,,,2,,,3,"On holiday"
108,108301,10830105,1083010505,2,1,,1,10000,2,3,"On holiday"
108,108301,10830105,1083010505,3,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,4,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,5,1,,2,,,3,"On holiday"
108,108301,10830105,1083010505,6,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,7,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,8,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,9,2,,,,,3,"On holiday"
108,108301,10830105,1083010505,10,1,"Examinartion fee, Church fee",1,3200,2,3,"On holiday"
108,108305,10830502,1083050204,1,,,1,1000,1,1,
108,108305,10830502,1083050204,2,1,,1,10000,2,1,
108,108305,10830502,1083050204,3,1,,1,1000,4,1,
108,108305,10830502,1083050204,4,2,,,,,1,
108,108305,10830502,1083050204,5,2,,,,,1,
108,108305,10830502,1083050204,6,2,,,,,1,
108,108305,10830502,1083050204,7,2,,,,,1,
108,108305,10830502,1083050204,8,2,,,,,1,
108,108305,10830502,1083050204,9,2,,,,,1,
108,108305,10830502,1083050204,10,2,,,,,1,
110,110105,11010501,1101050107,1,,,1,125000,2,1,
110,110105,11010501,1101050107,2,2,,,,,1,
110,110105,11010501,1101050107,3,2,,,,,1,
110,110105,11010501,1101050107,4,2,,,,,1,
110,110105,11010501,1101050107,5,1,,2,,,1,
110,110105,11010501,1101050107,6,2,,,,,1,
110,110105,11010501,1101050107,7,2,,,,,1,
110,110105,11010501,1101050107,8,2,,,,,1,
110,110105,11010501,1101050107,9,2,,,,,1,
110,110105,11010501,1101050107,10,2,,,,,1,
110,110203,11020306,1102030601,1,,,1,12000,4,2,
110,110203,11020306,1102030601,2,1,,1,11000,2,2,
110,110203,11020306,1102030601,3,2,,,,,2,
110,110203,11020306,1102030601,4,2,,,,,2,
110,110203,11020306,1102030601,5,2,,,,,2,
110,110203,11020306,1102030601,6,2,,,,,2,
110,110203,11020306,1102030601,7,2,,,,,2,
110,110203,11020306,1102030601,8,2,,,,,2,
110,110203,11020306,1102030601,9,2,,,,,2,
110,110203,11020306,1102030601,10,2,,,,,2,
110,110204,11020401,1102040107,1,,,1,6000,2,3,"On holiday"
110,110204,11020401,1102040107,2,1,,1,3000,2,3,"On holiday"
110,110204,11020401,1102040107,3,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,4,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,5,1,,2,,,3,"On holiday"
110,110204,11020401,1102040107,6,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,7,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,8,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,9,2,,,,,3,"On holiday"
110,110204,11020401,1102040107,10,2,,,,,3,"On holiday"
110,110206,11020603,1102060309,1,,,2,,,2,
110,110206,11020603,1102060309,2,1,,1,7000,2,2,
110,110206,11020603,1102060309,3,1,,2,,,2,
110,110206,11020603,1102060309,4,2,,,,,2,
110,110206,11020603,1102060309,5,2,,,,,2,
110,110206,11020603,1102060309,6,2,,,,,2,
110,110206,11020603,1102060309,7,2,,,,,2,
110,110206,11020603,1102060309,8,2,,,,,2,
110,110206,11020603,1102060309,9,2,,,,,2,
110,110206,11020603,1102060309,10,2,,,,,2,
110,110207,11020704,1102070403,1,,,1,2000,2,1,
110,110207,11020704,1102070403,2,1,,1,6000,2,1,
110,110207,11020704,1102070403,3,2,,,,,1,
110,110207,11020704,1102070403,4,2,,,,,1,
110,110207,11020704,1102070403,5,1,,2,,,1,
110,110207,11020704,1102070403,6,2,,,,,1,
110,110207,11020704,1102070403,7,2,,,,,1,
110,110207,11020704,1102070403,8,2,,,,,1,
110,110207,11020704,1102070403,9,2,,,,,1,
110,110207,11020704,1102070403,10,2,,,,,1,
110,110305,11030501,1103050102,1,,,1,500,2,1,
110,110305,11030501,1103050102,2,1,,1,5000,2,1,
110,110305,11030501,1103050102,3,1,,2,,,1,
110,110305,11030501,1103050102,4,2,,,,,1,
110,110305,11030501,1103050102,5,2,,,,,1,
110,110305,11030501,1103050102,6,2,,,,,1,
110,110305,11030501,1103050102,7,2,,,,,1,
110,110305,11030501,1103050102,8,2,,,,,1,
110,110305,11030501,1103050102,9,2,,,,,1,
110,110305,11030501,1103050102,10,2,,,,,1,
110,110306,11030601,1103060102,1,,,2,,,2,
110,110306,11030601,1103060102,2,1,,1,7000,2,2,
110,110306,11030601,1103060102,3,2,,,,,2,
110,110306,11030601,1103060102,4,2,,,,,2,
110,110306,11030601,1103060102,5,2,,,,,2,
110,110306,11030601,1103060102,6,2,,,,,2,
110,110306,11030601,1103060102,7,2,,,,,2,
110,110306,11030601,1103060102,8,2,,,,,2,
110,110306,11030601,1103060102,9,2,,,,,2,
110,110306,11030601,1103060102,10,1,"Tests and some small bills of the school",1,1300,2,2,
111,111102,11110201,1111020105,1,,,2,,,1,
111,111102,11110201,1111020105,2,2,,,,,1,
111,111102,11110201,1111020105,3,2,,,,,1,
111,111102,11110201,1111020105,4,2,,,,,1,
111,111102,11110201,1111020105,5,2,,,,,1,
111,111102,11110201,1111020105,6,2,,,,,1,
111,111102,11110201,1111020105,7,2,,,,,1,
111,111102,11110201,1111020105,8,2,,,,,1,
111,111102,11110201,1111020105,9,2,,,,,1,
111,111102,11110201,1111020105,10,2,,,,,1,
111,111202,11120204,1112020403,1,,,2,,,1,
111,111202,11120204,1112020403,2,2,,,,,1,
111,111202,11120204,1112020403,3,2,,,,,1,
111,111202,11120204,1112020403,4,2,,,,,1,
111,111202,11120204,1112020403,5,2,,,,,1,
111,111202,11120204,1112020403,6,2,,,,,1,
111,111202,11120204,1112020403,7,2,,,,,1,
111,111202,11120204,1112020403,8,2,,,,,1,
111,111202,11120204,1112020403,9,2,,,,,1,
111,111202,11120204,1112020403,10,2,,,,,1,
111,111202,11120206,1112020618,1,,,1,5000,2,1,
111,111202,11120206,1112020618,2,2,,,,,1,
111,111202,11120206,1112020618,3,1,,2,,,1,
111,111202,11120206,1112020618,4,2,,,,,1,
111,111202,11120206,1112020618,5,2,,,,,1,
111,111202,11120206,1112020618,6,2,,,,,1,
111,111202,11120206,1112020618,7,2,,,,,1,
111,111202,11120206,1112020618,8,2,,,,,1,
111,111202,11120206,1112020618,9,2,,,,,1,
111,111202,11120206,1112020618,10,2,,,,,1,
112,112102,11210203,1121020302,1,,,1,500,2,2,
112,112102,11210203,1121020302,2,1,,1,1500,2,2,
112,112102,11210203,1121020302,3,2,,,,,2,
112,112102,11210203,1121020302,4,2,,,,,2,
112,112102,11210203,1121020302,5,2,,,,,2,
112,112102,11210203,1121020302,6,2,,,,,2,
112,112102,11210203,1121020302,7,2,,,,,2,
112,112102,11210203,1121020302,8,2,,,,,2,
112,112102,11210203,1121020302,9,2,,,,,2,
112,112102,11210203,1121020302,10,2,,,,,2,
112,112104,11210402,1121040209,1,,,1,3500,2,1,
112,112104,11210402,1121040209,2,1,,1,4000,2,1,
112,112104,11210402,1121040209,3,2,,,,,1,
112,112104,11210402,1121040209,4,2,,,,,1,
112,112104,11210402,1121040209,5,2,,,,,1,
112,112104,11210402,1121040209,6,2,,,,,1,
112,112104,11210402,1121040209,7,2,,,,,1,
112,112104,11210402,1121040209,8,2,,,,,1,
112,112104,11210402,1121040209,9,2,,,,,1,
112,112104,11210402,1121040209,10,2,,,,,1,
112,112203,11220301,1122030104,1,,,1,6000,2,3,"On holiday"
112,112203,11220301,1122030104,2,1,,1,5000,2,3,"On holiday"
112,112203,11220301,1122030104,3,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,4,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,5,1,,2,,,3,"On holiday"
112,112203,11220301,1122030104,6,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,7,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,8,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,9,2,,,,,3,"On holiday"
112,112203,11220301,1122030104,10,2,,,,,3,"On holiday"
112,112204,11220403,1122040303,1,,,2,,,1,
112,112204,11220403,1122040303,2,1,,1,35000,2,1,
112,112204,11220403,1122040303,3,1,,1,15000,4,1,
112,112204,11220403,1122040303,4,2,,,,,1,
112,112204,11220403,1122040303,5,2,,,,,1,
112,112204,11220403,1122040303,6,2,,,,,1,
112,112204,11220403,1122040303,7,2,,,,,1,
112,112204,11220403,1122040303,8,2,,,,,1,
112,112204,11220403,1122040303,9,2,,,,,1,
112,112204,11220403,1122040303,10,2,,,,,1,
113,113105,11310504,1131050402,1,,,2,,,3,"On holiday"
113,113105,11310504,1131050402,2,1,,1,20000,2,3,"On holiday"
113,113105,11310504,1131050402,3,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,4,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,5,1,,2,,,3,"On holiday"
113,113105,11310504,1131050402,6,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,7,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,8,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,9,2,,,,,3,"On holiday"
113,113105,11310504,1131050402,10,2,,,,,3,"On holiday"
113,113105,11310505,1131050505,1,,,2,,,1,
113,113105,11310505,1131050505,2,1,,1,85000,2,1,
113,113105,11310505,1131050505,3,1,,1,12500,4,1,
113,113105,11310505,1131050505,4,2,,,,,1,
113,113105,11310505,1131050505,5,1,,2,,,1,
113,113105,11310505,1131050505,6,2,,,,,1,
113,113105,11310505,1131050505,7,2,,,,,1,
113,113105,11310505,1131050505,8,2,,,,,1,
113,113105,11310505,1131050505,9,2,,,,,1,
113,113105,11310505,1131050505,10,2,,,,,1,
113,113111,11311102,1131110205,1,,,1,18000,2,1,
113,113111,11311102,1131110205,2,1,,1,20000,2,1,
113,113111,11311102,1131110205,3,1,,1,25000,4,1,
113,113111,11311102,1131110205,4,2,,,,,1,
113,113111,11311102,1131110205,5,1,,2,,,1,
113,113111,11311102,1131110205,6,2,,,,,1,
113,113111,11311102,1131110205,7,2,,,,,1,
113,113111,11311102,1131110205,8,2,,,,,1,
113,113111,11311102,1131110205,9,1,,1,5000,2,1,
113,113111,11311102,1131110205,10,1,"Examination fees",1,3000,2,1,
113,113112,11311203,1131120307,1,,,2,,,1,
113,113112,11311203,1131120307,2,1,,1,39500,2,1,
113,113112,11311203,1131120307,3,2,,,,,1,
113,113112,11311203,1131120307,4,2,,,,,1,
113,113112,11311203,1131120307,5,2,,,,,1,
113,113112,11311203,1131120307,6,2,,,,,1,
113,113112,11311203,1131120307,7,2,,,,,1,
113,113112,11311203,1131120307,8,2,,,,,1,
113,113112,11311203,1131120307,9,2,,,,,1,
113,113112,11311203,1131120307,10,2,,,,,1,
113,113113,11311302,1131130204,1,,,2,,,1,
113,113113,11311302,1131130204,2,1,,1,70000,2,1,
113,113113,11311302,1131130204,3,2,,,,,1,
113,113113,11311302,1131130204,4,2,,,,,1,
113,113113,11311302,1131130204,5,2,,,,,1,
113,113113,11311302,1131130204,6,2,,,,,1,
113,113113,11311302,1131130204,7,2,,,,,1,
113,113113,11311302,1131130204,8,2,,,,,1,
113,113113,11311302,1131130204,9,2,,,,,1,
113,113113,11311302,1131130204,10,2,,,,,1,
113,113113,11311306,1131130602,1,,,2,,,1,
113,113113,11311306,1131130602,2,1,,1,10000,2,1,
113,113113,11311306,1131130602,3,2,,,,,1,
113,113113,11311306,1131130602,4,2,,,,,1,
113,113113,11311306,1131130602,5,1,,2,,,1,
113,113113,11311306,1131130602,6,2,,,,,1,
113,113113,11311306,1131130602,7,2,,,,,1,
113,113113,11311306,1131130602,8,2,,,,,1,
113,113113,11311306,1131130602,9,2,,,,,1,
113,113113,11311306,1131130602,10,2,,,,,1,
113,113303,11330301,1133030101,1,,,1,5000,2,,
113,113303,11330301,1133030101,2,1,,1,25000,2,,
113,113303,11330301,1133030101,3,1,,1,20000,4,,
113,113303,11330301,1133030101,4,2,,,,,,
113,113303,11330301,1133030101,5,2,,,,,,
113,113303,11330301,1133030101,6,2,,,,,,
113,113303,11330301,1133030101,7,2,,,,,,
113,113303,11330301,1133030101,8,2,,,,,,
113,113303,11330301,1133030101,9,2,,,,,,
113,113303,11330301,1133030101,10,2,,,,,,
113,113303,11330301,1133030109,1,,,1,4000,1,3,"On holiday"
113,113303,11330301,1133030109,2,1,,1,40000,2,3,"On holiday"
113,113303,11330301,1133030109,3,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,4,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,5,1,,2,,,3,"On holiday"
113,113303,11330301,1133030109,6,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,7,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,8,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,9,2,,,,,3,"On holiday"
113,113303,11330301,1133030109,10,2,,,,,3,"On holiday"
113,113303,11330305,1133030504,1,,,2,,,1,
113,113303,11330305,1133030504,2,1,,1,50000,2,1,
113,113303,11330305,1133030504,3,2,,,,,1,
113,113303,11330305,1133030504,4,2,,,,,1,
113,113303,11330305,1133030504,5,1,,2,,,1,
113,113303,11330305,1133030504,6,2,,,,,1,
113,113303,11330305,1133030504,7,2,,,,,1,
113,113303,11330305,1133030504,8,2,,,,,1,
113,113303,11330305,1133030504,9,2,,,,,1,
113,113303,11330305,1133030504,10,2,,,,,1,
113,113304,11330403,1133040308,1,,,2,,,1,
113,113304,11330403,1133040308,2,1,,1,30000,2,1,
113,113304,11330403,1133040308,3,1,,1,22000,4,1,
113,113304,11330403,1133040308,4,2,,,,,1,
113,113304,11330403,1133040308,5,2,,,,,1,
113,113304,11330403,1133040308,6,2,,,,,1,
113,113304,11330403,1133040308,7,2,,,,,1,
113,113304,11330403,1133040308,8,2,,,,,1,
113,113304,11330403,1133040308,9,2,,,,,1,
113,113304,11330403,1133040308,10,2,,,,,1,
113,113306,11330606,1133060601,1,,,1,50000,2,1,
113,113306,11330606,1133060601,2,1,,1,0,2,1,
113,113306,11330606,1133060601,3,1,,1,15000,4,1,
113,113306,11330606,1133060601,4,2,,,,,1,
113,113306,11330606,1133060601,5,2,,,,,1,
113,113306,11330606,1133060601,6,2,,,,,1,
113,113306,11330606,1133060601,7,2,,,,,1,
113,113306,11330606,1133060601,8,2,,,,,1,
113,113306,11330606,1133060601,9,2,,,,,1,
113,113306,11330606,1133060601,10,2,,,,,1,
113,113307,11330701,1133070102,1,,,1,10000,2,1,
113,113307,11330701,1133070102,2,1,,1,20000,2,1,
113,113307,11330701,1133070102,3,1,,1,15000,4,1,
113,113307,11330701,1133070102,4,2,,,,,1,
113,113307,11330701,1133070102,5,2,,,,,1,
113,113307,11330701,1133070102,6,2,,,,,1,
113,113307,11330701,1133070102,7,2,,,,,1,
113,113307,11330701,1133070102,8,2,,,,,1,
113,113307,11330701,1133070102,9,1,,1,3000,4,1,
113,113307,11330701,1133070102,10,2,,,,,1,
115,115103,11510302,1151030204,1,,,1,10000,2,3,"Weekend"
115,115103,11510302,1151030204,2,1,,1,5000,2,3,"Weekend"
115,115103,11510302,1151030204,3,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,4,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,5,1,,2,,,3,"Weekend"
115,115103,11510302,1151030204,6,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,7,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,8,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,9,2,,,,,3,"Weekend"
115,115103,11510302,1151030204,10,2,,,,,3,"Weekend"
115,115104,11510403,1151040307,1,,,1,15000,1,3,"on holiday"
115,115104,11510403,1151040307,2,1,,1,5000,1,3,"on holiday"
115,115104,11510403,1151040307,3,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,4,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,5,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,6,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,7,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,8,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,9,2,,,,,3,"on holiday"
115,115104,11510403,1151040307,10,2,,,,,3,"on holiday"
115,115202,11520209,1152020907,1,,,2,,,1,
115,115202,11520209,1152020907,2,1,,1,2500,2,1,
115,115202,11520209,1152020907,3,2,,,,,1,
115,115202,11520209,1152020907,4,2,,,,,1,
115,115202,11520209,1152020907,5,1,,2,,,1,
115,115202,11520209,1152020907,6,2,,,,,1,
115,115202,11520209,1152020907,7,2,,,,,1,
115,115202,11520209,1152020907,8,2,,,,,1,
115,115202,11520209,1152020907,9,2,,,,,1,
115,115202,11520209,1152020907,10,1,"Foundation fee",1,1000,1,1,
115,115203,11520307,1152030702,1,,,1,10000,2,1,
115,115203,11520307,1152030702,2,1,,1,6150,2,1,
115,115203,11520307,1152030702,3,1,,1,1500,4,1,
115,115203,11520307,1152030702,4,2,,,,,1,
115,115203,11520307,1152030702,5,2,,,,,1,
115,115203,11520307,1152030702,6,2,,,,,1,
115,115203,11520307,1152030702,7,2,,,,,1,
115,115203,11520307,1152030702,8,2,,,,,1,
115,115203,11520307,1152030702,9,2,,,,,1,
115,115203,11520307,1152030702,10,2,,,,,1,
115,115205,11520504,1152050405,1,,,2,,,1,
115,115205,11520504,1152050405,2,1,,1,0,2,1,
115,115205,11520504,1152050405,3,1,,1,20000,4,1,
115,115205,11520504,1152050405,4,2,,,,,1,
115,115205,11520504,1152050405,5,2,,,,,1,
115,115205,11520504,1152050405,6,2,,,,,1,
115,115205,11520504,1152050405,7,2,,,,,1,
115,115205,11520504,1152050405,8,2,,,,,1,
115,115205,11520504,1152050405,9,2,,,,,1,
115,115205,11520504,1152050405,10,2,,,,,1,
115,115207,11520703,1152070306,1,,,1,6000,2,1,
115,115207,11520703,1152070306,2,1,,1,4000,2,1,
115,115207,11520703,1152070306,3,1,,1,15000,4,1,
115,115207,11520703,1152070306,4,2,,,,,1,
115,115207,11520703,1152070306,5,1,,2,,,1,
115,115207,11520703,1152070306,6,2,,,,,1,
115,115207,11520703,1152070306,7,2,,,,,1,
115,115207,11520703,1152070306,8,2,,,,,1,
115,115207,11520703,1152070306,9,2,,,,,1,
115,115207,11520703,1152070306,10,2,,,,,1,
116,116102,11610205,1161020501,1,,,2,,,1,
116,116102,11610205,1161020501,2,2,,,,,1,
116,116102,11610205,1161020501,3,2,,,,,1,
116,116102,11610205,1161020501,4,2,,,,,1,
116,116102,11610205,1161020501,5,2,,,,,1,
116,116102,11610205,1161020501,6,2,,,,,1,
116,116102,11610205,1161020501,7,2,,,,,1,
116,116102,11610205,1161020501,8,2,,,,,1,
116,116102,11610205,1161020501,9,2,,,,,1,
116,116102,11610205,1161020501,10,2,,,,,1,
117,117103,11710308,1171030802,1,,,1,2000,2,1,
117,117103,11710308,1171030802,2,1,,1,5000,2,1,
117,117103,11710308,1171030802,3,2,,,,,1,
117,117103,11710308,1171030802,4,2,,,,,1,
117,117103,11710308,1171030802,5,2,,,,,1,
117,117103,11710308,1171030802,6,2,,,,,1,
117,117103,11710308,1171030802,7,2,,,,,1,
117,117103,11710308,1171030802,8,2,,,,,1,
117,117103,11710308,1171030802,9,2,,,,,1,
117,117103,11710308,1171030802,10,2,,,,,1,
117,117104,11710405,1171040504,1,,,2,,,1,
117,117104,11710405,1171040504,2,1,,1,30000,2,1,
117,117104,11710405,1171040504,3,1,,1,15000,4,1,
117,117104,11710405,1171040504,4,2,,,,,1,
117,117104,11710405,1171040504,5,1,,2,,,1,
117,117104,11710405,1171040504,6,2,,,,,1,
117,117104,11710405,1171040504,7,2,,,,,1,
117,117104,11710405,1171040504,8,2,,,,,1,
117,117104,11710405,1171040504,9,2,,,,,1,
117,117104,11710405,1171040504,10,1,"PTA contirbution",1,37250,2,1,
117,117110,11711003,1171100309,1,,,,,,3,"On holiday"
117,117110,11711003,1171100309,2,,,,,,3,"On holiday"
117,117110,11711003,1171100309,3,,,,,,3,"On holiday"
117,117110,11711003,1171100309,4,,,,,,3,"On holiday"
117,117110,11711003,1171100309,5,,,,,,3,"On holiday"
117,117110,11711003,1171100309,6,,,,,,3,"On holiday"
117,117110,11711003,1171100309,7,,,,,,3,"On holiday"
117,117110,11711003,1171100309,8,,,,,,3,"On holiday"
117,117110,11711003,1171100309,9,,,,,,3,"On holiday"
117,117110,11711003,1171100309,10,,,,,,3,"On holiday"
117,117110,11711003,1171100312,1,,,1,3000,2,1,
117,117110,11711003,1171100312,2,1,,1,3000,2,1,
117,117110,11711003,1171100312,3,1,,1,15000,4,1,
117,117110,11711003,1171100312,4,2,,,,,1,
117,117110,11711003,1171100312,5,1,,2,,,1,
117,117110,11711003,1171100312,6,2,,,,,1,
117,117110,11711003,1171100312,7,2,,,,,1,
117,117110,11711003,1171100312,8,2,,,,,1,
117,117110,11711003,1171100312,9,2,,,,,1,
117,117110,11711003,1171100312,10,2,,,,,1,
118,118101,11810104,1181010407,1,,,2,,,1,
118,118101,11810104,1181010407,2,2,,,,,1,
118,118101,11810104,1181010407,3,2,,,,,1,
118,118101,11810104,1181010407,4,2,,,,,1,
118,118101,11810104,1181010407,5,2,,,,,1,
118,118101,11810104,1181010407,6,2,,,,,1,
118,118101,11810104,1181010407,7,2,,,,,1,
118,118101,11810104,1181010407,8,2,,,,,1,
118,118101,11810104,1181010407,9,2,,,,,1,
118,118101,11810104,1181010407,10,2,,,,,1,
119,119103,11910303,1191030304,1,,,2,,,1,
119,119103,11910303,1191030304,2,2,,,,,1,
119,119103,11910303,1191030304,3,2,,,,,1,
119,119103,11910303,1191030304,4,2,,,,,1,
119,119103,11910303,1191030304,5,2,,,,,1,
119,119103,11910303,1191030304,6,2,,,,,1,
119,119103,11910303,1191030304,7,2,,,,,1,
119,119103,11910303,1191030304,8,2,,,,,1,
119,119103,11910303,1191030304,9,2,,,,,1,
119,119103,11910303,1191030304,10,2,,,,,1,
120,120105,12010502,1201050202,1,,,1,5000,2,1,
120,120105,12010502,1201050202,2,2,,,,,1,
120,120105,12010502,1201050202,3,2,,,,,1,
120,120105,12010502,1201050202,4,2,,,,,1,
120,120105,12010502,1201050202,5,2,,,,,1,
120,120105,12010502,1201050202,6,2,,,,,1,
120,120105,12010502,1201050202,7,2,,,,,1,
120,120105,12010502,1201050202,8,2,,,,,1,
120,120105,12010502,1201050202,9,2,,,,,1,
120,120105,12010502,1201050202,10,1,"Examination fee",1,5000,2,1,
122,122102,12210206,1221020604,1,,,2,,,1,
122,122102,12210206,1221020604,2,1,,1,3000,2,1,
122,122102,12210206,1221020604,3,2,,,,,1,
122,122102,12210206,1221020604,4,2,,,,,1,
122,122102,12210206,1221020604,5,2,,,,,1,
122,122102,12210206,1221020604,6,2,,,,,1,
122,122102,12210206,1221020604,7,2,,,,,1,
122,122102,12210206,1221020604,8,2,,,,,1,
122,122102,12210206,1221020604,9,2,,,,,1,
122,122102,12210206,1221020604,10,2,,,,,1,
122,122105,12210502,1221050203,1,,,2,,,1,
122,122105,12210502,1221050203,2,1,,1,7000,2,1,
122,122105,12210502,1221050203,3,2,,,,,1,
122,122105,12210502,1221050203,4,2,,,,,1,
122,122105,12210502,1221050203,5,2,,,,,1,
122,122105,12210502,1221050203,6,2,,,,,1,
122,122105,12210502,1221050203,7,2,,,,,1,
122,122105,12210502,1221050203,8,2,,,,,1,
122,122105,12210502,1221050203,9,2,,,,,1,
122,122105,12210502,1221050203,10,2,,,,,1,
122,122106,12210602,1221060206,1,,,2,,,1,
122,122106,12210602,1221060206,2,2,,,,,1,
122,122106,12210602,1221060206,3,2,,,,,1,
122,122106,12210602,1221060206,4,2,,,,,1,
122,122106,12210602,1221060206,5,2,,,,,1,
122,122106,12210602,1221060206,6,2,,,,,1,
122,122106,12210602,1221060206,7,2,,,,,1,
122,122106,12210602,1221060206,8,2,,,,,1,
122,122106,12210602,1221060206,9,2,,,,,1,
122,122106,12210602,1221060206,10,2,,,,,1,
123,123108,12310803,1231080303,1,,,1,4000,2,1,
123,123108,12310803,1231080303,2,1,,1,4000,2,1,
123,123108,12310803,1231080303,3,2,,,,,1,
123,123108,12310803,1231080303,4,2,,,,,1,
123,123108,12310803,1231080303,5,2,,,,,1,
123,123108,12310803,1231080303,6,2,,,,,1,
123,123108,12310803,1231080303,7,2,,,,,1,
123,123108,12310803,1231080303,8,2,,,,,1,
123,123108,12310803,1231080303,9,2,,,,,1,
123,123108,12310803,1231080303,10,2,,,,,1,
124,124101,12410106,1241010603,1,,,2,,,2,
124,124101,12410106,1241010603,2,1,,1,3000,2,2,
124,124101,12410106,1241010603,3,2,,,,,2,
124,124101,12410106,1241010603,4,2,,,,,2,
124,124101,12410106,1241010603,5,2,,,,,2,
124,124101,12410106,1241010603,6,2,,,,,2,
124,124101,12410106,1241010603,7,2,,,,,2,
124,124101,12410106,1241010603,8,2,,,,,2,
124,124101,12410106,1241010603,9,2,,,,,2,
124,124101,12410106,1241010603,10,2,,,,,2,
124,124103,12410302,1241030216,1,,,1,6000,2,3,"Over a weekend"
124,124103,12410302,1241030216,2,2,,,,,3,"Over a weekend"
124,124103,12410302,1241030216,3,2,,,,,3,"Over a weekend"
124,124103,12410302,1241030216,4,2,,,,,3,"Over a weekend"
124,124103,12410302,1241030216,5,1,,2,,,3,"Over a weekend"
124,124103,12410302,1241030216,6,2,,,,,3,"Over a weekend"
