"HHID","APCode","a6cq2","a6cq3a","a6cq3b","a6cq3c","a6cq3d","a6cq3e","a6cq4a","a6cq4b","a6cq4c","a6cq5a","a6cq5b","a6cq5c","a6cq6","a6cq7","a6cq8","a6cq9","a6cq10","a6cq11","a6cq12","a6cq13a","a6cq13b","a6cq14a","a6cq14b","a6cq15","a6cq15b","a6cq15c","a6cq16","hh","wgt_X"
358010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35801-04-01",3136.74340820313
358040401,23,1,2,35804003,,35804001,,0,,,0,,,0,0,0,0,0,0,0,2,27000,0,,0,1,3,1,"H35804-04-01",3136.74340820313
358040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35804-04-01",3136.74340820313
358040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35804-04-01",3136.74340820313
358040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35804-04-01",3136.74340820313
358040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35804-04-01",3136.74340820313
358070401,23,1,2,35807001,35807002,35807001,35807002,0,,,0,,,11,0,0,0,0,0,0,0,,8,9000,1,1,2,1,"H35807-04-01",3136.74340820313
358070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35807-04-01",3136.74340820313
358070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35807-04-01",3136.74340820313
358070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35807-04-01",3136.74340820313
358070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35807-04-01",3136.74340820313
358100401,23,1,3,35810001,35810002,35810001,35810002,0,,,0,,,3,12,0,0,0,0,12,0,,0,,0,1,3,1,"H35810-04-01",3136.74340820313
358100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35810-04-01",3136.74340820313
358100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35810-04-01",3136.74340820313
358100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35810-04-01",3136.74340820313
358100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35810-04-01",3136.74340820313
359010401,23,1,15,35901001,35901002,35901001,35901002,0,,,0,,,7,10,0,0,2,0,0,0,,0,,0,3,5,1,"H35901-04-01",2865.50756835938
359010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35901-04-01",2865.50756835938
359010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35901-04-01",2865.50756835938
359010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35901-04-01",2865.50756835938
359010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35901-04-01",2865.50756835938
359020401,23,1,3,35902001,35902002,35902001,35902002,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,2,"H35902-04-01",2865.50756835938
359020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35902-04-01",2865.50756835938
359020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35902-04-01",2865.50756835938
359020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35902-04-01",2865.50756835938
359020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35902-04-01",2865.50756835938
359030401,23,1,7,35903001,,35903001,,0,,,0,,,1,9,0,0,0,3,0,0,,0,,0,1,5,2,"H35903-04-01",2865.50756835938
359030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35903-04-01",2865.50756835938
359030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35903-04-01",2865.50756835938
359030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35903-04-01",2865.50756835938
359030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35903-04-01",2865.50756835938
359050401,23,1,2,35905001,35905002,35905002,,0,,,0,,,9,0,0,0,7,0,0,0,,0,,0,1,3,2,"H35905-04-01",2865.50756835938
359050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35905-04-01",2865.50756835938
359050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35905-04-01",2865.50756835938
359050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35905-04-01",2865.50756835938
359050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35905-04-01",2865.50756835938
359070401,23,1,6,35907001,35907002,35907001,35907002,0,,,0,,,30,0,0,0,0,0,24,0,,0,,0,1,5,2,"H35907-04-01",2865.50756835938
359070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35907-04-01",2865.50756835938
359070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35907-04-01",2865.50756835938
359070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35907-04-01",2865.50756835938
359070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H35907-04-01",2865.50756835938
360010401,23,1,25,36001002,36001001,36001002,36001007,0,,,0,,,10,15,0,0,0,0,0,0,,0,,0,1,3,1,"H36001-04-01",3345.0654296875
360010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36001-04-01",3345.0654296875
360010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36001-04-01",3345.0654296875
360010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36001-04-01",3345.0654296875
360010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36001-04-01",3345.0654296875
360020401,23,1,5,36002001,36002002,36002001,36002002,0,,,0,,,7,0,0,0,0,0,0,0,,2,20000,0,1,9,2,"H36002-04-01",3345.0654296875
360020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36002-04-01",3345.0654296875
360020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36002-04-01",3345.0654296875
360020401,26,1,4,36002001,36002002,36002001,36002002,0,,,0,,,5,0,0,0,0,0,1,0,,0,,0,1,9,2,"H36002-04-01",3345.0654296875
360020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36002-04-01",3345.0654296875
360030401,23,1,6,36003001,36003002,36003001,36003002,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,5,1,1,"H36003-04-01",3345.0654296875
360030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36003-04-01",3345.0654296875
360030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36003-04-01",3345.0654296875
360030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36003-04-01",3345.0654296875
360030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36003-04-01",3345.0654296875
360050401,23,1,10,36005001,36005002,36005001,36005002,0,,,0,,,12,0,0,0,0,0,0,0,,1,12000,1,,,2,"H36005-04-01",3345.0654296875
360050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36005-04-01",3345.0654296875
360050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36005-04-01",3345.0654296875
360050401,26,1,6,36005001,36005002,36005001,36005002,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,,,2,"H36005-04-01",3345.0654296875
360050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36005-04-01",3345.0654296875
361040401,23,1,4,36104001,,36104002,,0,,,0,,,3,6,0,0,0,0,5,0,,0,,0,5,3,1,"H36104-04-01",1788.31005859375
361040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36104-04-01",1788.31005859375
361040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36104-04-01",1788.31005859375
361040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36104-04-01",1788.31005859375
361040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36104-04-01",1788.31005859375
361090401,23,1,3,36109002,36109001,36109002,36109001,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,1,"H36109-04-01",1788.31005859375
361090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36109-04-01",1788.31005859375
361090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36109-04-01",1788.31005859375
361090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36109-04-01",1788.31005859375
361090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36109-04-01",1788.31005859375
361100401,23,1,5,36110001,,36110001,,0,,,0,,,6,10,0,0,0,0,10,0,,0,,1,3,5,1,"H36110-04-01",1788.31005859375
361100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36110-04-01",1788.31005859375
361100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36110-04-01",1788.31005859375
361100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36110-04-01",1788.31005859375
361100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36110-04-01",1788.31005859375
362010401,23,1,10,36201001,,36201002,,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,3,5,1,"H36201-04-01",1136.32202148438
362010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36201-04-01",1136.32202148438
362010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36201-04-01",1136.32202148438
362010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36201-04-01",1136.32202148438
362010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36201-04-01",1136.32202148438
362030401,23,1,10,36203001,,36203006,36203007,0,,,0,,,7,6,0,2,0,0,0,0,,1,10000,0,3,1,2,"H36203-04-01",1136.32202148438
362030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36203-04-01",1136.32202148438
362030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36203-04-01",1136.32202148438
362030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36203-04-01",1136.32202148438
362030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36203-04-01",1136.32202148438
362060401,23,1,8,36206002,36206001,36206001,36206002,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,1,5,1,"H36206-04-01",1136.32202148438
362060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36206-04-01",1136.32202148438
362060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36206-04-01",1136.32202148438
362060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36206-04-01",1136.32202148438
362060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36206-04-01",1136.32202148438
362070401,23,1,2,36207001,36207002,36207001,36207002,0,,,0,,,0,0,0,0,0,0,0,2,16000,0,,0,1,3,1,"H36207-04-01",1136.32202148438
362070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36207-04-01",1136.32202148438
362070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36207-04-01",1136.32202148438
362070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36207-04-01",1136.32202148438
362070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36207-04-01",1136.32202148438
362100401,23,1,30,36210001,36210002,36210002,36210003,0,,,0,,,7,25,0,0,0,2,0,0,,0,,0,1,3,1,"H36210-04-01",1136.32202148438
362100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36210-04-01",1136.32202148438
362100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36210-04-01",1136.32202148438
362100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36210-04-01",1136.32202148438
362100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36210-04-01",1136.32202148438
363040401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36304-04-01",3302.39892578125
363040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36304-04-01",3302.39892578125
363040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36304-04-01",3302.39892578125
363040401,26,1,10,36304001,,36304001,36304002,0,,,0,,,0,9,0,0,0,0,0,1,30000,0,,0,1,3,1,"H36304-04-01",3302.39892578125
363040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36304-04-01",3302.39892578125
364050401,23,1,2,36405001,36405004,36405007,36405006,0,,,0,,,5,0,0,0,0,0,0,0,,0,,3,3,5,1,"H36405-04-01",1878.69799804688
364050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36405-04-01",1878.69799804688
364060401,23,1,25,36406001,36406002,36406001,36406002,0,,,0,,,5,43,1,2,5,8,6,0,,1,10000,2,1,3,1,"H36406-04-01",1878.69799804688
364060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36406-04-01",1878.69799804688
364060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36406-04-01",1878.69799804688
364060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36406-04-01",1878.69799804688
364060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36406-04-01",1878.69799804688
364080401,23,1,35,36408001,36408003,36408001,36408003,0,,,0,,,15,20,0,0,0,0,0,0,,0,,0,3,1,2,"H36408-04-01",1878.69799804688
364080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36408-04-01",1878.69799804688
364080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36408-04-01",1878.69799804688
364080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36408-04-01",1878.69799804688
364080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36408-04-01",1878.69799804688
364100401,23,1,25,36410001,36410002,36410001,36410002,0,,,0,,,5,20,0,0,0,0,0,0,,0,,0,1,1,1,"H36410-04-01",1878.69799804688
364100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36410-04-01",1878.69799804688
365030401,23,1,0,,,,,0,,,0,,,3,9,0,0,0,0,10,0,,1,12000,1,1,3,1,"H36503-04-01",3002.18090820313
365030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36503-04-01",3002.18090820313
365030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36503-04-01",3002.18090820313
365030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36503-04-01",3002.18090820313
365030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36503-04-01",3002.18090820313
365040401,23,1,7,36504006,,36504001,,0,,,0,,,13,12,0,0,0,0,11,0,,7,50000,0,1,6,1,"H36504-04-01",3002.18090820313
365040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36504-04-01",3002.18090820313
365040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36504-04-01",3002.18090820313
365040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36504-04-01",3002.18090820313
365040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36504-04-01",3002.18090820313
365050401,23,1,1,36505002,36505001,36505002,36505001,0,,,0,,,0,0,0,0,0,0,0,1,5000,0,,0,1,3,1,"H36505-04-01",3002.18090820313
365050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36505-04-01",3002.18090820313
365050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36505-04-01",3002.18090820313
365050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36505-04-01",3002.18090820313
365050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36505-04-01",3002.18090820313
365060401,23,1,5,36506001,,36506002,36506001,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,3,1,"H36506-04-01",3002.18090820313
365060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36506-04-01",3002.18090820313
365060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36506-04-01",3002.18090820313
365060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36506-04-01",3002.18090820313
365060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36506-04-01",3002.18090820313
365070401,23,1,24,36507001,36507002,36507003,36507004,0,,,0,,,15,8,0,0,0,0,1,2,15500,0,,0,1,5,1,"H36507-04-01",3002.18090820313
365070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36507-04-01",3002.18090820313
365070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36507-04-01",3002.18090820313
365070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36507-04-01",3002.18090820313
365070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36507-04-01",3002.18090820313
365090401,23,1,15,36509002,36509001,36509002,,0,,,0,,,3,12,0,0,1,2,0,3,10000,0,,0,1,4,1,"H36509-04-01",3002.18090820313
365090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36509-04-01",3002.18090820313
365090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36509-04-01",3002.18090820313
365090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36509-04-01",3002.18090820313
365090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36509-04-01",3002.18090820313
366020401,23,1,4,36602001,,36602001,,0,,,0,,,1,8,0,0,0,0,5,0,,0,,0,3,6,1,"H36602-04-01",2500.58227539063
366020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36602-04-01",2500.58227539063
366020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36602-04-01",2500.58227539063
366020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36602-04-01",2500.58227539063
366020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36602-04-01",2500.58227539063
366030401,23,1,10,36603001,36603002,36603001,36603002,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,1,3,1,"H36603-04-01",2500.58227539063
366030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36603-04-01",2500.58227539063
366030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36603-04-01",2500.58227539063
366030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36603-04-01",2500.58227539063
366030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36603-04-01",2500.58227539063
366050401,23,1,11,36605001,36605007,36605001,36605002,0,,,0,,,2,12,0,0,0,0,3,0,,0,,0,5,5,1,"H36605-04-01",2500.58227539063
366050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36605-04-01",2500.58227539063
366050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36605-04-01",2500.58227539063
366050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36605-04-01",2500.58227539063
366050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36605-04-01",2500.58227539063
366060401,23,1,15,36606001,36606002,36606001,36606002,0,,,0,,,7,8,0,0,0,0,0,0,,0,,0,1,3,1,"H36606-04-01",2500.58227539063
366060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36606-04-01",2500.58227539063
366060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36606-04-01",2500.58227539063
366060401,26,1,10,36606001,36606002,36606001,36606002,0,,,0,,,4,6,0,0,0,0,0,0,,0,,0,1,3,2,"H36606-04-01",2500.58227539063
366060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36606-04-01",2500.58227539063
366070401,23,1,12,36607002,36607001,36607002,,0,,,0,,,4,8,0,0,0,0,0,0,,0,,0,3,4,1,"H36607-04-01",2500.58227539063
366070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36607-04-01",2500.58227539063
366080401,23,1,2,36608001,,36608001,36608002,0,,,0,,,0,0,0,0,0,0,0,2,15000,0,,0,3,6,1,"H36608-04-01",2500.58227539063
366080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36608-04-01",2500.58227539063
366090401,23,1,20,36609001,,36609001,,0,,,0,,,6,14,0,0,0,0,0,0,,0,,0,1,3,1,"H36609-04-01",2500.58227539063
366090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36609-04-01",2500.58227539063
366090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36609-04-01",2500.58227539063
366090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36609-04-01",2500.58227539063
366090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36609-04-01",2500.58227539063
366100401,23,1,40,36610001,36610002,36610001,36610002,0,,,0,,,25,15,0,0,0,0,0,0,,0,,0,1,1,2,"H36610-04-01",2500.58227539063
366100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36610-04-01",2500.58227539063
367010401,23,1,32,36701002,36701001,36701003,36701002,0,,,0,,,19,18,0,1,0,0,0,0,,0,,4,1,3,1,"H36701-04-01",1059.42810058594
367010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36701-04-01",1059.42810058594
367010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36701-04-01",1059.42810058594
367010401,26,1,5,36701002,36701001,36701001,36701002,0,,,0,,,2,3,0,0,0,0,0,0,,0,,0,1,3,1,"H36701-04-01",1059.42810058594
367010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36701-04-01",1059.42810058594
367020401,23,1,30,36702001,36702002,36702001,36702002,0,,,0,,,24,10,0,3,0,0,0,0,,0,,1,1,3,1,"H36702-04-01",1059.42810058594
367020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36702-04-01",1059.42810058594
367020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36702-04-01",1059.42810058594
367020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36702-04-01",1059.42810058594
367020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36702-04-01",1059.42810058594
367070401,23,1,1,36707002,,36707002,,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2,"H36707-04-01",1059.42810058594
367070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36707-04-01",1059.42810058594
367070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36707-04-01",1059.42810058594
367070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36707-04-01",1059.42810058594
367070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36707-04-01",1059.42810058594
367090401,23,1,20,36709001,36709002,36709001,36709002,0,,,0,,,7,13,0,0,0,0,0,0,,0,,0,1,5,2,"H36709-04-01",1059.42810058594
367090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36709-04-01",1059.42810058594
367090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36709-04-01",1059.42810058594
367090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36709-04-01",1059.42810058594
367090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36709-04-01",1059.42810058594
367100401,23,1,12,36710002,,36710002,,0,,,0,,,3,10,0,0,0,0,0,0,,1,14000,0,1,5,2,"H36710-04-01",1059.42810058594
367100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36710-04-01",1059.42810058594
367100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36710-04-01",1059.42810058594
367100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36710-04-01",1059.42810058594
367100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36710-04-01",1059.42810058594
368020401,23,1,21,36802002,36802001,36802001,36802002,0,,,0,,,13,8,0,0,0,0,0,0,,0,,0,1,5,1,"H36802-04-01",2047.62976074219
368020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36802-04-01",2047.62976074219
368020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36802-04-01",2047.62976074219
368020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36802-04-01",2047.62976074219
368020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36802-04-01",2047.62976074219
369060401,23,1,25,36906001,36906002,36906001,36906002,0,,,0,,,5,42,0,0,0,20,0,0,,0,,2,1,3,1,"H36906-04-01",1252.86779785156
369060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36906-04-01",1252.86779785156
369060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36906-04-01",1252.86779785156
369060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36906-04-01",1252.86779785156
369060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36906-04-01",1252.86779785156
369070401,23,1,8,36907001,36907002,36907001,36907002,0,,,0,,,12,0,0,0,0,0,4,0,,0,,0,1,3,1,"H36907-04-01",1252.86779785156
369070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36907-04-01",1252.86779785156
369070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36907-04-01",1252.86779785156
369070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36907-04-01",1252.86779785156
369070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36907-04-01",1252.86779785156
369080401,23,1,5,36908001,,36908001,,0,,,0,,,2,7,0,0,0,4,0,0,,0,,0,3,1,1,"H36908-04-01",1252.86779785156
369080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36908-04-01",1252.86779785156
369080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H36908-04-01",1252.86779785156
