"HHID","APCode","a6cq2","a6cq3a","a6cq3b","a6cq3c","a6cq3d","a6cq3e","a6cq4a","a6cq4b","a6cq4c","a6cq5a","a6cq5b","a6cq5c","a6cq6","a6cq7","a6cq8","a6cq9","a6cq10","a6cq11","a6cq12","a6cq13a","a6cq13b","a6cq14a","a6cq14b","a6cq15","a6cq15b","a6cq15c","a6cq16","hh","wgt_X"
91030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09103-04-01",2551.701171875
91030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09103-04-01",2551.701171875
91030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09103-04-01",2551.701171875
91080401,23,1,10,9108001,,9108001,,0,,,0,,,5,5,0,0,0,0,0,0,,0,,0,1,5,1,"H09108-04-01",2551.701171875
91080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09108-04-01",2551.701171875
91080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09108-04-01",2551.701171875
91080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09108-04-01",2551.701171875
91080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09108-04-01",2551.701171875
91110401,23,1,4,9111002,9111001,9111002,9111001,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1,"H09111-04-01",2551.701171875
91110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09111-04-01",2551.701171875
91110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09111-04-01",2551.701171875
91110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09111-04-01",2551.701171875
91110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09111-04-01",2551.701171875
92030401,23,1,10,9203002,,9203002,,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,3,3,1,"H09203-04-01",2551.70141601563
92030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09203-04-01",2551.70141601563
92030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09203-04-01",2551.70141601563
92030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09203-04-01",2551.70141601563
92030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09203-04-01",2551.70141601563
92060401,23,1,4,9206001,9206008,9206001,9206008,0,,,0,,,7,8,0,0,0,0,11,0,,0,,0,1,3,1,"H09206-04-01",2551.70141601563
92060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09206-04-01",2551.70141601563
92060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09206-04-01",2551.70141601563
92060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09206-04-01",2551.70141601563
92060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09206-04-01",2551.70141601563
92080401,23,1,21,9208001,,9208001,,0,,,0,,,29,30,0,0,0,0,30,0,,8,15000,0,1,3,1,"H09208-04-01",2551.70141601563
92080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09208-04-01",2551.70141601563
92080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09208-04-01",2551.70141601563
92080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09208-04-01",2551.70141601563
92080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09208-04-01",2551.70141601563
94100401,23,1,14,9410006,9410007,9410006,9410007,0,,,0,,,10,10,0,0,0,0,6,0,,0,,0,1,3,1,"H09410-04-01",2792.466796875
94100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09410-04-01",2792.466796875
94100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09410-04-01",2792.466796875
94100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09410-04-01",2792.466796875
94100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09410-04-01",2792.466796875
96080401,23,1,1,9608001,,9608001,9608005,0,,,0,,,3,0,0,0,0,0,0,0,,0,,2,3,3,1,"H09608-04-01",2792.466796875
96080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09608-04-01",2792.466796875
96080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09608-04-01",2792.466796875
96080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09608-04-01",2792.466796875
96080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09608-04-01",2792.466796875
96090401,23,1,18,9609002,9609001,9609002,,0,,,0,,,7,7,0,0,0,0,0,6,4000,0,,2,3,3,1,"H09609-04-01",2792.466796875
96090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09609-04-01",2792.466796875
96090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09609-04-01",2792.466796875
96090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09609-04-01",2792.466796875
96090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09609-04-01",2792.466796875
99090401,23,1,11,9909001,,9909001,,0,,,0,,,8,6,0,0,0,2,0,0,,0,,1,4,4,1,"H09909-04-01",2792.466796875
99090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09909-04-01",2792.466796875
99090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09909-04-01",2792.466796875
99090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09909-04-01",2792.466796875
99090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H09909-04-01",2792.466796875
100040401,23,1,18,10004008,10004006,10004008,10004006,0,,,0,,,10,12,0,0,0,0,4,0,,0,,0,1,3,1,"H10004-04-01",2792.466796875
100040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10004-04-01",2792.466796875
100040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10004-04-01",2792.466796875
100040401,26,1,2,10004007,,10004006,10004007,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1,"H10004-04-01",2792.466796875
100040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10004-04-01",2792.466796875
100070401,23,2,,,,,,,,,1,3,120000,,,,,,,,,,,,,,,,"H10007-04-01",1396.2333984375
100070401,24,1,1550,10007006,10007007,10007006,10007007,0,,,1,3,120000,1653,0,0,0,0,0,100,0,,0,,3,1,1,2,"H10007-04-01",1396.2333984375
100070401,25,2,,,,,,,,,1,3,120000,,,,,,,,,,,,,,,,"H10007-04-01",1396.2333984375
100070401,26,2,,,,,,,,,1,3,120000,,,,,,,,,,,,,,,,"H10007-04-01",1396.2333984375
100070401,27,2,,,,,,,,,1,3,120000,,,,,,,,,,,,,,,,"H10007-04-01",1396.2333984375
100100401,23,1,5,10010001,10010002,10010001,10010002,0,,,0,,,20,8,0,0,0,0,23,0,,0,,0,1,3,1,"H10010-04-01",2792.466796875
100100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10010-04-01",2792.466796875
100100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10010-04-01",2792.466796875
100100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10010-04-01",2792.466796875
100100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10010-04-01",2792.466796875
107010401,23,1,10,10701001,10701005,10701001,10701005,0,,,0,,,14,6,0,0,0,0,5,0,,3,10000,2,1,3,2,"H10701-04-01",757.547973632813
107010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-01",757.547973632813
107010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-01",757.547973632813
107010401,26,1,4,10701002,,10701001,10701005,0,,,0,,,2,3,0,1,0,0,0,0,,0,,0,1,3,2,"H10701-04-01",757.547973632813
107010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-01",757.547973632813
107010402,23,1,4,10701004,10701011,10701004,10701011,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,2,"H10701-04-02",757.547973632813
107010402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-02",757.547973632813
107010402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-02",757.547973632813
107010402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-02",757.547973632813
107010402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10701-04-02",757.547973632813
107020401,23,1,7,10702001,10702007,10702001,10702007,0,,,0,,,8,9,0,0,0,0,10,0,,0,,0,1,5,2,"H10702-04-01",2272.64404296875
107020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10702-04-01",2272.64404296875
107020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10702-04-01",2272.64404296875
107020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10702-04-01",2272.64404296875
107020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10702-04-01",2272.64404296875
107030401,23,1,16,10703001,,10703001,,0,,,0,,,5,11,0,0,0,0,0,0,,0,,0,1,3,2,"H10703-04-01",2272.64404296875
107030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10703-04-01",2272.64404296875
107030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10703-04-01",2272.64404296875
107030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10703-04-01",2272.64404296875
107030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10703-04-01",2272.64404296875
107040402,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10704-04-02",1136.32202148438
107040402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10704-04-02",1136.32202148438
107040402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10704-04-02",1136.32202148438
107040402,26,1,10,10704021,10704024,10704021,10704005,0,,,0,,,1,9,0,0,0,0,0,0,,0,,0,1,5,1,"H10704-04-02",1136.32202148438
107040402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10704-04-02",1136.32202148438
107060401,23,1,13,10706001,10706002,10706001,10706002,0,,,0,,,9,8,0,0,0,0,0,0,,2,20000,2,1,3,2,"H10706-04-01",1136.32202148438
107060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-01",1136.32202148438
107060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-01",1136.32202148438
107060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-01",1136.32202148438
107060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-01",1136.32202148438
107060402,23,1,3,10706009,10706010,99999999,,0,,,0,,,1,6,0,0,0,0,4,0,,0,,0,1,3,2,"H10706-04-02",1136.32202148438
107060402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-02",1136.32202148438
107060402,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-02",1136.32202148438
107060402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-02",1136.32202148438
107060402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10706-04-02",1136.32202148438
107080401,23,1,26,10708001,10708002,10708002,10708001,0,,,0,,,8,24,0,0,0,6,0,0,,0,,0,3,1,1,"H10708-04-01",2272.64404296875
107080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10708-04-01",2272.64404296875
107080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10708-04-01",2272.64404296875
107080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10708-04-01",2272.64404296875
107080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10708-04-01",2272.64404296875
107090401,23,1,6,10709001,10709002,10709002,10709001,0,,,0,,,1,5,0,0,0,0,0,0,,0,,0,1,5,1,"H10709-04-01",2272.64404296875
107090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10709-04-01",2272.64404296875
107090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10709-04-01",2272.64404296875
107090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10709-04-01",2272.64404296875
107090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10709-04-01",2272.64404296875
107100401,23,1,0,,,,,0,,,0,,,26,80,0,0,0,0,96,0,,0,,10,3,5,1,"H10710-04-01",454.52880859375
107100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10710-04-01",454.52880859375
107100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10710-04-01",454.52880859375
107100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10710-04-01",454.52880859375
107100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10710-04-01",454.52880859375
107100404,23,1,4,10710020,,,,,,,,,,9,3,,,,,,0,,8,10000,,1,3,1,"H10710-04-04",454.52880859375
107100404,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H10710-04-04",454.52880859375
107100404,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H10710-04-04",454.52880859375
107100404,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H10710-04-04",454.52880859375
107100404,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H10710-04-04",454.52880859375
108020401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10802-04-01",2272.64404296875
108020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10802-04-01",2272.64404296875
108020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10802-04-01",2272.64404296875
108020401,26,1,3,10802002,10802001,10802002,10802001,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1,"H10802-04-01",2272.64404296875
108020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10802-04-01",2272.64404296875
108030401,23,1,20,10803001,10803002,10803001,10803002,0,,,0,,,12,10,0,0,0,0,0,0,,0,,2,,,2,"H10803-04-01",757.547973632813
108030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-01",757.547973632813
108030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-01",757.547973632813
108030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-01",757.547973632813
108030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-01",757.547973632813
108030403,23,1,19,10803021,10803017,10803021,10803017,0,,,0,,,25,7,0,0,0,2,0,0,,4,40000,2,,,2,"H10803-04-03",757.547973632813
108030403,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-03",757.547973632813
108030403,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-03",757.547973632813
108030403,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-03",757.547973632813
108030403,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10803-04-03",757.547973632813
108050401,23,1,2,10805002,,10805002,,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1,"H10805-04-01",2272.64404296875
108050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10805-04-01",2272.64404296875
108050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10805-04-01",2272.64404296875
108050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10805-04-01",2272.64404296875
108050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10805-04-01",2272.64404296875
108090401,23,1,6,10809002,10809004,10809002,10809004,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,1,5,1,"H10809-04-01",2272.64404296875
108090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10809-04-01",2272.64404296875
108090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10809-04-01",2272.64404296875
108090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10809-04-01",2272.64404296875
108090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10809-04-01",2272.64404296875
109040401,23,1,5,10904001,10904002,10904001,10904002,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,1,3,2,"H10904-04-01",2272.64404296875
109040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10904-04-01",2272.64404296875
109040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10904-04-01",2272.64404296875
109040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10904-04-01",2272.64404296875
109040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10904-04-01",2272.64404296875
109050401,23,1,22,10905002,10905001,10905001,10905002,0,,,0,,,18,4,0,0,0,0,0,0,,0,,0,1,5,2,"H10905-04-01",2272.64404296875
109050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10905-04-01",2272.64404296875
109050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10905-04-01",2272.64404296875
109050401,26,1,2,10905002,10905009,10905004,10905009,0,,,0,,,7,0,0,0,0,0,5,0,,0,,0,1,5,1,"H10905-04-01",2272.64404296875
109050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10905-04-01",2272.64404296875
109090401,23,1,4,10909011,10909017,10909011,10909017,0,,,0,,,50,50,0,0,0,0,90,0,,0,,6,1,3,1,"H10909-04-01",568.161010742188
109090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10909-04-01",568.161010742188
109090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10909-04-01",568.161010742188
109090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10909-04-01",568.161010742188
109090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H10909-04-01",568.161010742188
110020401,23,1,19,11002001,11002002,11002001,11002002,0,,,0,,,23,17,0,0,0,0,17,0,,0,,4,3,1,2,"H11002-04-01",2272.64404296875
110020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11002-04-01",2272.64404296875
110020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11002-04-01",2272.64404296875
110020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11002-04-01",2272.64404296875
110020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11002-04-01",2272.64404296875
110070401,23,1,86,11007001,11007011,11007001,11007011,0,,,0,,,46,40,0,0,0,0,0,0,,0,,0,1,5,2,"H11007-04-01",2272.64404296875
110070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11007-04-01",2272.64404296875
110070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11007-04-01",2272.64404296875
110070401,26,1,1,11007001,11007011,11007001,11007011,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1,"H11007-04-01",2272.64404296875
110070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11007-04-01",2272.64404296875
110110401,23,1,3,11011001,,11011001,,0,,,0,,,13,0,0,0,0,0,10,0,,0,,0,3,3,1,"H11011-04-01",2272.64404296875
110110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11011-04-01",2272.64404296875
110110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11011-04-01",2272.64404296875
110110401,26,1,4,11011001,,11011001,,0,,,0,,,5,0,0,0,0,0,0,0,,0,,1,1,3,1,"H11011-04-01",2272.64404296875
110110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11011-04-01",2272.64404296875
115100401,23,2,,,,,,,,,9,3,360000,,,,,,,,,,,,,,,,"H11510-04-01",2272.64404296875
115100401,24,1,1000,11510001,11510002,11510017,11510002,0,,,9,3,360000,1500,0,0,0,0,0,0,0,,430,9000,70,1,3,2,"H11510-04-01",2272.64404296875
115100401,25,2,,,,,,,,,9,3,360000,,,,,,,,,,,,,,,,"H11510-04-01",2272.64404296875
115100401,26,2,,,,,,,,,9,3,360000,,,,,,,,,,,,,,,,"H11510-04-01",2272.64404296875
115100401,27,2,,,,,,,,,9,3,360000,,,,,,,,,,,,,,,,"H11510-04-01",2272.64404296875
118050401,23,1,10,11805003,11805001,11805003,11805001,1,11805003,11805001,0,,,4,6,0,0,0,0,0,0,,0,,0,1,3,1,"H11805-04-01",2272.64404296875
118050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11805-04-01",2272.64404296875
118050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11805-04-01",2272.64404296875
118050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11805-04-01",2272.64404296875
118050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11805-04-01",2272.64404296875
118060401,23,1,7,11806001,11806002,11806001,11806002,0,,,0,,,25,0,1,0,0,0,18,0,,0,,1,1,5,1,"H11806-04-01",2272.64404296875
118060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11806-04-01",2272.64404296875
118060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11806-04-01",2272.64404296875
118060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11806-04-01",2272.64404296875
118060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11806-04-01",2272.64404296875
118080401,23,1,20,11808002,11808001,11808001,11808002,0,,,0,,,23,10,0,0,2,5,3,0,,1,12000,2,1,3,2,"H11808-04-01",1136.32202148438
118080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11808-04-01",1136.32202148438
118080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11808-04-01",1136.32202148438
118080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11808-04-01",1136.32202148438
118080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11808-04-01",1136.32202148438
118090401,23,1,2,11809011,,11809011,,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,2,"H11809-04-01",2272.64404296875
118090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11809-04-01",2272.64404296875
118090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11809-04-01",2272.64404296875
118090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11809-04-01",2272.64404296875
118090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11809-04-01",2272.64404296875
118100401,23,1,21,11810001,11810002,11810001,11810003,0,,,0,,,21,6,0,0,1,0,4,0,,0,,1,3,3,1,"H11810-04-01",2272.64404296875
118100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11810-04-01",2272.64404296875
118100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11810-04-01",2272.64404296875
118100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11810-04-01",2272.64404296875
118100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11810-04-01",2272.64404296875
119010401,23,1,6,11901001,11901002,11901001,11901002,0,,,0,,,14,0,0,0,0,0,8,0,,0,,0,1,3,1,"H11901-04-01",2272.64404296875
119010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11901-04-01",2272.64404296875
119010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11901-04-01",2272.64404296875
119010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11901-04-01",2272.64404296875
119010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11901-04-01",2272.64404296875
119050401,23,1,12,11905002,,11905002,,0,,,0,,,12,0,0,0,0,0,0,0,,0,,0,1,3,2,"H11905-04-01",2272.64404296875
119050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11905-04-01",2272.64404296875
119050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11905-04-01",2272.64404296875
119050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11905-04-01",2272.64404296875
119050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11905-04-01",2272.64404296875
119070401,23,1,2,11907002,,11907002,,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,5,1,"H11907-04-01",2272.64404296875
119070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11907-04-01",2272.64404296875
119070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11907-04-01",2272.64404296875
119070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11907-04-01",2272.64404296875
119070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11907-04-01",2272.64404296875
119100401,23,1,13,11910002,,11910002,,0,,,0,,,17,7,0,0,0,0,8,0,,0,,3,5,3,1,"H11910-04-01",2272.64404296875
119100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11910-04-01",2272.64404296875
119100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11910-04-01",2272.64404296875
119100401,26,1,11,11910002,11910001,11910002,,0,,,0,,,16,0,0,0,0,0,5,0,,0,,0,1,5,2,"H11910-04-01",2272.64404296875
119100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H11910-04-01",2272.64404296875
120010401,23,1,15,12001001,,12001001,,0,,,0,,,10,7,0,0,0,0,2,0,,0,,0,3,5,1,"H12001-04-01",2272.64404296875
120010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12001-04-01",2272.64404296875
120010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12001-04-01",2272.64404296875
120010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12001-04-01",2272.64404296875
120010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12001-04-01",2272.64404296875
120030402,23,1,7,12003005,,12003005,,0,,,,,,7,,,,,,,,,,,,,,,"H12003-04-02",1136.32202148438
120030402,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H12003-04-02",1136.32202148438
120030402,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H12003-04-02",1136.32202148438
120030402,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"H12003-04-02",1136.32202148438
120080401,23,1,3,12008001,,12008001,,0,,,0,,,7,0,0,0,0,0,3,0,,0,,1,1,3,2,"H12008-04-01",1136.32202148438
120080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12008-04-01",1136.32202148438
120080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12008-04-01",1136.32202148438
120080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12008-04-01",1136.32202148438
120080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12008-04-01",1136.32202148438
120100401,23,1,20,12010003,12010005,12010003,12010005,0,,,0,,,8,12,0,0,0,0,0,0,,0,,0,1,5,2,"H12010-04-01",2272.64404296875
120100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12010-04-01",2272.64404296875
120100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H12010-04-01",2272.64404296875
