"District_Name","SubCounty","Parish","Villagecode","position_ID","C4OQ116A","C4OQ116B","C4OQ116A_V2","C4OQ116B_V2","Health_Response","Reason_Health_Not_Done"
102,102103,10210301,1021030109,5,,,,,3,"data collected by another team in trip 1"
102,102103,10210301,1021030109,6,,,,,3,"data collected by another team in trip 1"
102,102103,10210301,1021030109,7,,,,,3,"data collected by another team in trip 1"
102,102103,10210301,1021030109,8,,,,,3,"data collected by another team in trip 1"
102,102103,10210302,1021030203,1,2,1,,,1,
102,102103,10210302,1021030203,2,14,0,,,1,
102,102103,10210302,1021030203,3,13,0,,,1,
102,102103,10210302,1021030203,4,4,0,,,1,
102,102103,10210302,1021030203,5,4,0,,,1,
102,102103,10210302,1021030203,6,5,0,,,1,
102,102103,10210302,1021030203,7,18,0,,,1,
102,102103,10210302,1021030203,8,2,0,,,1,
102,102103,10210304,1021030412,1,2,1,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,2,14,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,3,13,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,4,4,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,5,4,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,6,5,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,7,18,0,,,3,"done by another team in trip 1"
102,102103,10210304,1021030412,8,2,0,,,3,"done by another team in trip 1"
102,102103,10210305,1021030504,1,1,1,,,1,
102,102103,10210305,1021030504,2,12,3,,,1,
102,102103,10210305,1021030504,3,8,0,,,1,
102,102103,10210305,1021030504,4,5,0,,,1,
102,102103,10210305,1021030504,5,9,0,,,1,
102,102103,10210305,1021030504,6,5,0,,,1,
102,102103,10210305,1021030504,7,21,2,,,1,
102,102103,10210305,1021030504,8,2,0,,,1,
102,102103,10210305,1021030509,1,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,2,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,3,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,4,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,5,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,6,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,7,,,,,3,"Hospital is most common Facility"
102,102103,10210305,1021030509,8,,,,,3,"Hospital is most common Facility"
102,102103,10210306,1021030606,1,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,2,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,3,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,4,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,5,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,6,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,7,,,,,3,"the community uses a private hospital"
102,102103,10210306,1021030606,8,,,,,3,"the community uses a private hospital"
102,102103,10210308,1021030803,1,,,,,,
102,102103,10210308,1021030803,2,,,,,,
102,102103,10210308,1021030803,3,,,,,,
102,102103,10210308,1021030803,4,,,,,,
102,102103,10210308,1021030803,5,,,,,,
102,102103,10210308,1021030803,6,,,,,,
102,102103,10210308,1021030803,7,,,,,,
102,102103,10210308,1021030803,8,,,,,,
102,102103,10210309,1021030904,1,2,1,,,1,
102,102103,10210309,1021030904,1,2,1,,,1,
102,102103,10210309,1021030904,2,14,0,,,1,
102,102103,10210309,1021030904,2,14,0,,,1,
102,102103,10210309,1021030904,3,13,0,,,1,
102,102103,10210309,1021030904,3,13,0,,,1,
102,102103,10210309,1021030904,4,4,0,,,1,
102,102103,10210309,1021030904,4,4,0,,,1,
102,102103,10210309,1021030904,5,4,0,,,1,
102,102103,10210309,1021030904,5,4,0,,,1,
102,102103,10210309,1021030904,6,5,0,,,1,
102,102103,10210309,1021030904,6,5,0,,,1,
102,102103,10210309,1021030904,7,18,0,,,1,
102,102103,10210309,1021030904,7,18,0,,,1,
102,102103,10210309,1021030904,8,2,0,,,1,
102,102103,10210309,1021030904,8,2,0,,,1,
102,102103,10210312,1021031208,1,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,2,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,3,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,4,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,5,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,6,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,7,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102103,10210312,1021031208,8,,,,,3,"THE COMMUNITY MAINLY USES LUBAGA HOSPITAL"
102,102104,10210401,1021040102,1,3,0,4,0,1,
102,102104,10210401,1021040102,2,19,0,22,0,1,
102,102104,10210401,1021040102,3,5,0,13,0,1,
102,102104,10210401,1021040102,4,5,0,3,0,1,
102,102104,10210401,1021040102,5,10,0,7,0,1,
102,102104,10210401,1021040102,6,9,0,5,0,1,
102,102104,10210401,1021040102,7,19,0,24,0,1,
102,102104,10210401,1021040102,8,1,1,2,0,1,
102,102104,10210402,1021040203,1,,,,,3,
102,102104,10210402,1021040203,2,,,,,3,
102,102104,10210402,1021040203,3,,,,,3,
102,102104,10210402,1021040203,4,,,,,3,
102,102104,10210402,1021040203,5,,,,,3,
102,102104,10210402,1021040203,6,,,,,3,
102,102104,10210402,1021040203,7,,,,,3,
102,102104,10210402,1021040203,8,,,,,3,
102,102104,10210410,1021041002,1,1,1,,,2,
102,102104,10210410,1021041002,2,14,6,,,2,
102,102104,10210410,1021041002,3,11,2,,,2,
102,102104,10210410,1021041002,4,1,4,,,2,
102,102104,10210410,1021041002,5,7,3,,,2,
102,102104,10210410,1021041002,6,9,3,,,2,
102,102104,10210410,1021041002,7,22,4,,,2,
102,102104,10210410,1021041002,8,1,2,,,2,
102,102104,10210411,1021041118,1,,,,,,
102,102104,10210411,1021041118,2,,,,,,
102,102104,10210411,1021041118,3,,,,,,
102,102104,10210411,1021041118,4,,,,,,
102,102104,10210411,1021041118,5,,,,,,
102,102104,10210411,1021041118,6,,,,,,
102,102104,10210411,1021041118,7,,,,,,
102,102104,10210411,1021041118,8,,,,,,
102,102104,10210417,1021041701,1,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,2,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,3,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,4,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,5,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,6,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,7,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210417,1021041701,8,,,,,3,"they mainly use Nsambya hospital"
102,102104,10210419,1021041903,1,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,2,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,3,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,4,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,5,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,6,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,7,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102104,10210419,1021041903,8,,,,,3,"HEALTH CENTRE DEMOLISHED FOR RENOVATION"
102,102105,10210501,1021050106,1,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,2,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,3,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,4,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,5,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,6,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,7,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210501,1021050106,8,,,,,3,"the community uses Naguru  Hospital"
102,102105,10210503,1021050307,1,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,2,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,3,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,4,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,5,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,6,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,7,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210503,1021050307,8,,,,,3,"THEY USE NAGURU HOSPITAL"
102,102105,10210504,1021050405,1,,,,,3,
102,102105,10210504,1021050405,2,,,,,3,
102,102105,10210504,1021050405,3,,,,,3,
102,102105,10210504,1021050405,4,,,,,3,
102,102105,10210504,1021050405,5,,,,,3,
102,102105,10210504,1021050405,6,,,,,3,
102,102105,10210504,1021050405,7,,,,,3,
102,102105,10210504,1021050405,8,,,,,3,
102,102105,10210510,1021051004,1,2,2,,,1,
102,102105,10210510,1021051004,2,15,2,,,1,
102,102105,10210510,1021051004,3,6,5,,,1,
102,102105,10210510,1021051004,4,2,0,,,1,
102,102105,10210510,1021051004,5,4,1,,,1,
102,102105,10210510,1021051004,6,6,8,,,1,
102,102105,10210510,1021051004,7,21,0,,,1,
102,102105,10210510,1021051004,8,1,1,,,1,
102,102105,10210513,1021051305,1,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,2,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,3,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,4,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,5,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,6,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,7,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210513,1021051305,8,,,,,3,"THE COMMUNITY MEMBERS ACCESS THEIR TREATMENT FROM NAGURU HOSPITAL"
102,102105,10210515,1021051506,1,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,2,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,3,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,4,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,5,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,6,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,7,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210515,1021051506,8,,,,,3,"THE COMMUNITY USES THE HOSPITAL HENCE NOT DATA IS COLLECTED FROM ."
102,102105,10210518,1021051832,1,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,2,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,3,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,4,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,5,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,6,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,7,,,,,3,"Available facility is a hospital NAGURU"
102,102105,10210518,1021051832,8,,,,,3,"Available facility is a hospital NAGURU"
103,103105,10310505,1031050505,1,,,,,3,"Hospital level"
103,103105,10310505,1031050505,2,,,,,3,"Hospital level"
103,103105,10310505,1031050505,3,,,,,3,"Hospital level"
103,103105,10310505,1031050505,4,,,,,3,"Hospital level"
103,103105,10310505,1031050505,5,,,,,3,"Hospital level"
103,103105,10310505,1031050505,6,,,,,3,"Hospital level"
103,103105,10310505,1031050505,7,,,,,3,"Hospital level"
103,103105,10310505,1031050505,8,,,,,3,"Hospital level"
104,104102,10410204,1041020405,1,2,0,2,0,1,
104,104102,10410204,1041020405,2,6,0,9,0,1,
104,104102,10410204,1041020405,3,10,0,9,0,1,
104,104102,10410204,1041020405,4,3,0,3,0,1,
104,104102,10410204,1041020405,5,2,0,3,2,1,
104,104102,10410204,1041020405,6,7,1,9,0,1,
104,104102,10410204,1041020405,7,5,1,4,1,1,
104,104102,10410204,1041020405,8,1,0,1,0,1,
104,104104,10410403,1041040304,1,0,0,0,0,1,
104,104104,10410403,1041040304,2,3,1,3,0,1,
104,104104,10410403,1041040304,3,3,1,3,0,1,
104,104104,10410403,1041040304,4,2,0,2,0,1,
104,104104,10410403,1041040304,5,1,0,1,0,1,
104,104104,10410403,1041040304,6,3,0,3,0,1,
104,104104,10410403,1041040304,7,2,1,1,0,1,
104,104104,10410403,1041040304,8,0,0,0,0,1,
104,104105,10410504,1041050403,1,0,0,0,0,1,
104,104105,10410504,1041050403,2,4,0,4,0,1,
104,104105,10410504,1041050403,3,2,0,4,0,1,
104,104105,10410504,1041050403,4,3,0,2,0,1,
104,104105,10410504,1041050403,5,2,0,2,0,1,
104,104105,10410504,1041050403,6,2,1,3,0,1,
104,104105,10410504,1041050403,7,4,0,5,0,1,
104,104105,10410504,1041050403,8,0,0,0,0,1,
104,104208,10420804,1042080404,1,0,0,0,0,1,
104,104208,10420804,1042080404,2,4,0,4,0,1,
104,104208,10420804,1042080404,3,2,0,2,0,1,
104,104208,10420804,1042080404,4,1,1,1,1,1,
104,104208,10420804,1042080404,5,1,1,1,1,1,
104,104208,10420804,1042080404,6,3,1,3,1,1,
104,104208,10420804,1042080404,7,3,0,3,0,1,
104,104208,10420804,1042080404,8,0,0,0,0,1,
105,105105,10510502,1051050201,1,0,0,0,0,1,
105,105105,10510502,1051050201,2,2,0,2,0,1,
105,105105,10510502,1051050201,3,0,0,0,0,1,
105,105105,10510502,1051050201,4,0,0,0,0,1,
105,105105,10510502,1051050201,5,1,0,1,0,1,
105,105105,10510502,1051050201,6,2,0,2,0,1,
105,105105,10510502,1051050201,7,1,0,1,0,1,
105,105105,10510502,1051050201,8,0,0,0,0,1,
106,106101,10610101,1061010108,1,0,0,0,0,1,
106,106101,10610101,1061010108,2,3,0,3,0,1,
106,106101,10610101,1061010108,3,5,0,5,0,1,
106,106101,10610101,1061010108,4,2,0,2,0,1,
106,106101,10610101,1061010108,5,3,0,2,1,1,
106,106101,10610101,1061010108,6,4,0,4,0,1,
106,106101,10610101,1061010108,7,3,0,2,1,1,
106,106101,10610101,1061010108,8,0,0,0,0,1,
106,106101,10610109,1061010902,1,0,0,0,0,1,
106,106101,10610109,1061010902,2,3,0,3,0,1,
106,106101,10610109,1061010902,3,5,0,5,0,1,
106,106101,10610109,1061010902,4,2,0,2,0,1,
106,106101,10610109,1061010902,5,3,0,3,0,1,
106,106101,10610109,1061010902,6,4,0,4,0,1,
106,106101,10610109,1061010902,7,3,0,3,0,1,
106,106101,10610109,1061010902,8,0,0,0,0,1,
106,106106,10610606,1061060602,1,0,0,0,0,1,
106,106106,10610606,1061060602,2,2,0,2,0,1,
106,106106,10610606,1061060602,3,3,0,3,0,1,
106,106106,10610606,1061060602,4,2,0,2,0,1,
106,106106,10610606,1061060602,5,2,0,1,1,1,
106,106106,10610606,1061060602,6,3,0,3,0,1,
106,106106,10610606,1061060602,7,3,0,3,0,1,
106,106106,10610606,1061060602,8,0,0,0,0,1,
107,107105,10710503,1071050302,1,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,2,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,3,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,4,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,5,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,6,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,7,,,,,3,"Refferal Hospital"
107,107105,10710503,1071050302,8,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,1,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,2,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,3,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,4,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,5,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,6,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,7,,,,,3,"Refferal Hospital"
107,107105,10710505,1071050503,8,,,,,3,"Refferal Hospital"
107,107202,10720206,1072020601,1,,,,,3,"Hospital"
107,107202,10720206,1072020601,2,,,,,3,"Hospital"
107,107202,10720206,1072020601,3,,,,,3,"Hospital"
107,107202,10720206,1072020601,4,,,,,3,"Hospital"
107,107202,10720206,1072020601,5,,,,,3,"Hospital"
107,107202,10720206,1072020601,6,,,,,3,"Hospital"
107,107202,10720206,1072020601,7,,,,,3,"Hospital"
107,107202,10720206,1072020601,8,,,,,3,"Hospital"
107,107302,10730203,1073020305,1,0,0,0,0,1,
107,107302,10730203,1073020305,2,2,0,2,0,1,
107,107302,10730203,1073020305,3,0,0,0,0,1,
107,107302,10730203,1073020305,4,0,0,0,0,1,
107,107302,10730203,1073020305,5,1,0,2,0,1,
107,107302,10730203,1073020305,6,1,0,1,1,1,
107,107302,10730203,1073020305,7,2,0,2,0,1,
107,107302,10730203,1073020305,8,0,0,0,0,1,
107,107305,10730507,1073050702,1,0,0,0,0,1,
107,107305,10730507,1073050702,2,2,0,2,0,1,
107,107305,10730507,1073050702,3,3,0,3,0,1,
107,107305,10730507,1073050702,4,2,0,2,0,1,
107,107305,10730507,1073050702,5,1,1,1,1,1,
107,107305,10730507,1073050702,6,2,0,2,0,1,
107,107305,10730507,1073050702,7,2,0,2,0,1,
107,107305,10730507,1073050702,8,0,0,0,0,1,
108,108106,10810603,1081060309,1,0,0,0,0,1,
108,108106,10810603,1081060309,2,2,0,2,0,1,
108,108106,10810603,1081060309,3,2,0,2,0,1,
108,108106,10810603,1081060309,4,2,0,2,0,1,
108,108106,10810603,1081060309,5,2,0,2,0,1,
108,108106,10810603,1081060309,6,2,0,2,0,1,
108,108106,10810603,1081060309,7,3,0,3,0,1,
108,108106,10810603,1081060309,8,0,0,0,0,1,
108,108301,10830101,1083010101,1,0,0,0,0,1,
108,108301,10830101,1083010101,2,2,0,2,0,1,
108,108301,10830101,1083010101,3,2,0,2,0,1,
108,108301,10830101,1083010101,4,1,1,1,1,1,
108,108301,10830101,1083010101,5,3,0,3,0,1,
108,108301,10830101,1083010101,6,4,0,4,0,1,
108,108301,10830101,1083010101,7,4,0,4,0,1,
108,108301,10830101,1083010101,8,0,0,0,0,1,
108,108301,10830105,1083010505,1,0,0,0,0,1,
108,108301,10830105,1083010505,2,2,0,2,0,1,
108,108301,10830105,1083010505,3,2,0,2,0,1,
108,108301,10830105,1083010505,4,1,1,1,1,1,
108,108301,10830105,1083010505,5,3,0,3,0,1,
108,108301,10830105,1083010505,6,4,0,4,0,1,
108,108301,10830105,1083010505,7,4,0,4,0,1,
108,108301,10830105,1083010505,8,0,0,0,0,1,
108,108305,10830502,1083050204,1,0,0,0,0,1,
108,108305,10830502,1083050204,2,1,2,1,2,1,
108,108305,10830502,1083050204,3,2,0,2,0,1,
108,108305,10830502,1083050204,4,2,0,2,0,1,
108,108305,10830502,1083050204,5,2,0,2,0,1,
108,108305,10830502,1083050204,6,0,3,0,3,1,
108,108305,10830502,1083050204,7,3,0,3,0,1,
108,108305,10830502,1083050204,8,1,0,1,0,1,
110,110105,11010501,1101050107,1,,,0,0,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,2,,,3,0,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,3,,,0,0,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,4,,,0,0,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,5,,,1,0,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,6,,,0,1,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,7,,,0,1,3,"Facility not open. Staff absenteeism."
110,110105,11010501,1101050107,8,,,0,0,3,"Facility not open. Staff absenteeism."
110,110203,11020306,1102030601,1,0,0,0,0,1,
110,110203,11020306,1102030601,2,3,1,2,1,1,
110,110203,11020306,1102030601,3,2,0,3,0,1,
110,110203,11020306,1102030601,4,2,0,2,0,1,
110,110203,11020306,1102030601,5,0,2,0,3,1,
110,110203,11020306,1102030601,6,3,0,2,3,1,
110,110203,11020306,1102030601,7,1,1,2,0,1,
110,110203,11020306,1102030601,8,0,0,0,0,1,
110,110204,11020401,1102040107,1,0,0,0,0,1,
110,110204,11020401,1102040107,2,1,0,1,0,1,
110,110204,11020401,1102040107,3,0,0,0,0,1,
110,110204,11020401,1102040107,4,0,0,0,0,1,
110,110204,11020401,1102040107,5,1,0,1,0,1,
110,110204,11020401,1102040107,6,2,0,2,0,1,
110,110204,11020401,1102040107,7,0,1,1,0,1,
110,110204,11020401,1102040107,8,0,0,1,0,1,
110,110206,11020603,1102060309,1,0,0,,,1,
110,110206,11020603,1102060309,2,1,2,,,1,
110,110206,11020603,1102060309,3,1,0,,,1,
110,110206,11020603,1102060309,4,1,1,,,1,
110,110206,11020603,1102060309,5,1,2,,,1,
110,110206,11020603,1102060309,6,2,1,,,1,
110,110206,11020603,1102060309,7,2,0,,,1,
110,110206,11020603,1102060309,8,0,0,,,1,
110,110207,11020704,1102070403,1,0,0,0,0,1,
110,110207,11020704,1102070403,2,1,1,1,0,1,
110,110207,11020704,1102070403,3,0,0,0,0,1,
110,110207,11020704,1102070403,4,0,0,0,0,1,
110,110207,11020704,1102070403,5,1,0,1,0,1,
110,110207,11020704,1102070403,6,1,1,1,0,1,
110,110207,11020704,1102070403,7,0,1,0,0,1,
110,110207,11020704,1102070403,8,0,0,0,0,1,
110,110305,11030501,1103050102,1,0,0,,,1,
110,110305,11030501,1103050102,2,2,0,,,1,
110,110305,11030501,1103050102,3,0,0,,,1,
110,110305,11030501,1103050102,4,0,1,,,1,
110,110305,11030501,1103050102,5,2,0,,,1,
110,110305,11030501,1103050102,6,1,1,,,1,
110,110305,11030501,1103050102,7,0,1,,,1,
110,110305,11030501,1103050102,8,0,0,,,1,
110,110306,11030601,1103060102,1,1,0,1,0,2,
110,110306,11030601,1103060102,2,4,0,4,0,2,
110,110306,11030601,1103060102,3,0,0,0,0,2,
110,110306,11030601,1103060102,4,1,0,1,0,2,
110,110306,11030601,1103060102,5,4,0,4,0,2,
110,110306,11030601,1103060102,6,0,1,0,1,2,
110,110306,11030601,1103060102,7,1,1,1,1,2,
110,110306,11030601,1103060102,8,1,0,1,0,2,
111,111102,11110201,1111020105,1,1,1,1,1,2,
111,111102,11110201,1111020105,2,5,3,5,3,2,
