"District_Name","SubCounty","Parish","Villagecode","position_ID","C4OQ116A","C4OQ116B","C4OQ116A_V2","C4OQ116B_V2","Health_Response","Reason_Health_Not_Done"
111,111102,11110201,1111020105,3,10,0,10,0,2,
111,111102,11110201,1111020105,4,2,0,2,0,2,
111,111102,11110201,1111020105,5,1,4,1,4,2,
111,111102,11110201,1111020105,6,3,1,3,1,2,
111,111102,11110201,1111020105,7,4,0,4,0,2,
111,111102,11110201,1111020105,8,1,0,1,0,2,
111,111202,11120204,1112020403,1,0,0,,,1,
111,111202,11120204,1112020403,2,5,0,,,1,
111,111202,11120204,1112020403,3,5,0,,,1,
111,111202,11120204,1112020403,4,2,1,,,1,
111,111202,11120204,1112020403,5,1,2,,,1,
111,111202,11120204,1112020403,6,3,0,,,1,
111,111202,11120204,1112020403,7,4,0,,,1,
111,111202,11120204,1112020403,8,0,0,,,1,
111,111202,11120206,1112020618,1,0,0,0,0,1,
111,111202,11120206,1112020618,2,5,0,5,0,1,
111,111202,11120206,1112020618,3,5,0,5,0,1,
111,111202,11120206,1112020618,4,2,1,2,1,1,
111,111202,11120206,1112020618,5,1,2,1,2,1,
111,111202,11120206,1112020618,6,3,0,3,0,1,
111,111202,11120206,1112020618,7,4,0,4,0,1,
111,111202,11120206,1112020618,8,0,0,0,0,1,
112,112102,11210203,1121020302,1,0,0,0,0,1,
112,112102,11210203,1121020302,2,3,0,3,0,1,
112,112102,11210203,1121020302,3,3,0,3,0,1,
112,112102,11210203,1121020302,4,2,0,2,0,1,
112,112102,11210203,1121020302,5,1,1,1,1,1,
112,112102,11210203,1121020302,6,3,2,3,3,1,
112,112102,11210203,1121020302,7,2,1,2,2,1,
112,112102,11210203,1121020302,8,0,0,0,0,1,
112,112104,11210402,1121040209,1,0,0,0,0,1,
112,112104,11210402,1121040209,2,3,1,3,1,1,
112,112104,11210402,1121040209,3,2,0,1,0,1,
112,112104,11210402,1121040209,4,2,0,2,0,1,
112,112104,11210402,1121040209,5,3,1,3,1,1,
112,112104,11210402,1121040209,6,3,0,3,0,1,
112,112104,11210402,1121040209,7,3,0,3,0,1,
112,112104,11210402,1121040209,8,0,0,0,0,1,
112,112203,11220301,1122030104,1,0,0,0,0,1,
112,112203,11220301,1122030104,2,2,0,2,0,1,
112,112203,11220301,1122030104,3,0,0,0,0,1,
112,112203,11220301,1122030104,4,0,0,0,0,1,
112,112203,11220301,1122030104,5,2,0,2,0,1,
112,112203,11220301,1122030104,6,2,0,2,0,1,
112,112203,11220301,1122030104,7,0,0,0,0,1,
112,112203,11220301,1122030104,8,0,0,0,0,1,
112,112204,11220403,1122040303,1,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,2,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,3,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,4,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,5,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,6,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,7,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
112,112204,11220403,1122040303,8,,,,,3,"They use the main Hospital KAYUNGA HOSPITAL"
113,113105,11310504,1131050402,1,0,0,0,0,1,
113,113105,11310504,1131050402,2,1,0,1,0,1,
113,113105,11310504,1131050402,3,0,0,0,0,1,
113,113105,11310504,1131050402,4,0,0,0,0,1,
113,113105,11310504,1131050402,5,1,0,1,1,1,
113,113105,11310504,1131050402,6,1,1,1,1,1,
113,113105,11310504,1131050402,7,1,0,1,0,1,
113,113105,11310504,1131050402,8,0,0,0,0,1,
113,113105,11310505,1131050505,1,1,1,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,2,14,6,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,3,11,2,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,4,1,4,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,5,7,3,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,6,9,3,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,7,22,0,,,3,"The community members mainly go to Entebbe hospital"
113,113105,11310505,1131050505,8,1,1,,,3,"The community members mainly go to Entebbe hospital"
113,113111,11311102,1131110205,1,0,0,0,0,1,
113,113111,11311102,1131110205,2,1,1,1,1,1,
113,113111,11311102,1131110205,3,0,0,0,0,1,
113,113111,11311102,1131110205,4,0,0,0,0,1,
113,113111,11311102,1131110205,5,2,0,2,0,1,
113,113111,11311102,1131110205,6,0,2,0,2,1,
113,113111,11311102,1131110205,7,1,0,1,0,1,
113,113111,11311102,1131110205,8,0,0,0,0,1,
113,113112,11311203,1131120307,1,0,0,0,0,1,
113,113112,11311203,1131120307,2,6,0,5,0,1,
113,113112,11311203,1131120307,3,6,0,6,0,1,
113,113112,11311203,1131120307,4,1,1,1,1,1,
113,113112,11311203,1131120307,5,3,0,6,0,1,
113,113112,11311203,1131120307,6,3,2,2,2,1,
113,113112,11311203,1131120307,7,4,0,3,0,1,
113,113112,11311203,1131120307,8,0,0,0,0,1,
113,113113,11311302,1131130204,1,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,2,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,3,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,4,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,5,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,6,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,7,,,,,3,"Hospital Level"
113,113113,11311302,1131130204,8,,,,,3,"Hospital Level"
113,113113,11311306,1131130602,1,1,0,1,0,1,
113,113113,11311306,1131130602,2,1,0,1,0,1,
113,113113,11311306,1131130602,3,1,0,1,0,1,
113,113113,11311306,1131130602,4,1,0,1,0,1,
113,113113,11311306,1131130602,5,1,0,1,0,1,
113,113113,11311306,1131130602,6,2,0,2,0,1,
113,113113,11311306,1131130602,7,2,0,2,0,1,
113,113113,11311306,1131130602,8,0,0,0,0,1,
113,113303,11330301,1133030101,1,,,,,,
113,113303,11330301,1133030101,2,,,,,,
113,113303,11330301,1133030101,3,,,,,,
113,113303,11330301,1133030101,4,,,,,,
113,113303,11330301,1133030101,5,,,,,,
113,113303,11330301,1133030101,6,,,,,,
113,113303,11330301,1133030101,7,,,,,,
113,113303,11330301,1133030101,8,,,,,,
113,113303,11330301,1133030109,1,0,0,0,0,1,
113,113303,11330301,1133030109,2,4,0,4,0,1,
113,113303,11330301,1133030109,3,2,0,2,0,1,
113,113303,11330301,1133030109,4,1,1,1,1,1,
113,113303,11330301,1133030109,5,3,0,3,0,1,
113,113303,11330301,1133030109,6,2,1,2,1,1,
113,113303,11330301,1133030109,7,1,1,1,1,1,
113,113303,11330301,1133030109,8,0,0,0,0,1,
113,113303,11330305,1133030504,1,0,0,0,0,1,
113,113303,11330305,1133030504,2,1,0,1,0,1,
113,113303,11330305,1133030504,3,0,0,0,0,1,
113,113303,11330305,1133030504,4,0,0,0,0,1,
113,113303,11330305,1133030504,5,2,0,2,0,1,
113,113303,11330305,1133030504,6,0,2,2,0,1,
113,113303,11330305,1133030504,7,1,0,1,0,1,
113,113303,11330305,1133030504,8,0,0,0,0,1,
113,113304,11330403,1133040308,1,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,2,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,3,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,4,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,5,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,6,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,7,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113304,11330403,1133040308,8,,,,,3,"THE ONE RESPONSIBLE FOR ANSWERING WASNT PRESENT. WILL DO IT NEXT VISIT"
113,113306,11330606,1133060601,1,2,0,2,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,2,8,0,8,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,3,12,0,12,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,4,2,0,2,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,5,4,0,4,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,6,5,0,5,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,7,3,0,3,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113306,11330606,1133060601,8,2,0,2,0,3,"INCHARGE NEEDED AN INTRODUCTORY LETTER FROM THE DISTRICT HEALTH OFFFICER"
113,113307,11330701,1133070102,1,0,0,0,0,1,
113,113307,11330701,1133070102,2,1,1,1,1,1,
113,113307,11330701,1133070102,3,0,0,0,0,1,
113,113307,11330701,1133070102,4,0,0,0,0,1,
113,113307,11330701,1133070102,5,2,0,2,0,1,
113,113307,11330701,1133070102,6,1,1,1,1,1,
113,113307,11330701,1133070102,7,1,0,1,0,1,
113,113307,11330701,1133070102,8,0,0,0,0,1,
115,115103,11510302,1151030204,1,2,0,2,0,1,
115,115103,11510302,1151030204,2,8,0,8,0,1,
115,115103,11510302,1151030204,3,6,0,6,0,1,
115,115103,11510302,1151030204,4,2,0,2,0,1,
115,115103,11510302,1151030204,5,1,2,1,2,1,
115,115103,11510302,1151030204,6,7,0,7,0,1,
115,115103,11510302,1151030204,7,5,0,5,0,1,
115,115103,11510302,1151030204,8,1,0,1,0,1,
115,115104,11510403,1151040307,1,0,0,0,0,1,
115,115104,11510403,1151040307,2,4,0,4,0,1,
115,115104,11510403,1151040307,3,2,0,2,0,1,
115,115104,11510403,1151040307,4,2,0,2,0,1,
115,115104,11510403,1151040307,5,0,0,0,0,1,
115,115104,11510403,1151040307,6,2,0,2,1,1,
115,115104,11510403,1151040307,7,2,1,3,0,1,
115,115104,11510403,1151040307,8,0,0,0,0,1,
115,115202,11520209,1152020907,1,0,0,0,0,1,
115,115202,11520209,1152020907,2,3,0,3,0,1,
115,115202,11520209,1152020907,3,2,0,2,0,1,
115,115202,11520209,1152020907,4,2,0,1,0,1,
115,115202,11520209,1152020907,5,0,2,0,1,1,
115,115202,11520209,1152020907,6,2,1,3,0,1,
115,115202,11520209,1152020907,7,2,0,2,0,1,
115,115202,11520209,1152020907,8,0,0,0,0,1,
115,115203,11520307,1152030702,1,2,0,2,0,1,
115,115203,11520307,1152030702,2,8,0,8,0,1,
115,115203,11520307,1152030702,3,16,0,9,0,1,
115,115203,11520307,1152030702,4,2,0,2,0,1,
115,115203,11520307,1152030702,5,0,0,0,0,1,
115,115203,11520307,1152030702,6,2,2,8,0,1,
115,115203,11520307,1152030702,7,4,0,4,0,1,
115,115203,11520307,1152030702,8,0,0,0,0,1,
115,115205,11520504,1152050405,1,0,0,0,0,1,
115,115205,11520504,1152050405,2,4,0,3,3,1,
115,115205,11520504,1152050405,3,3,0,3,0,1,
115,115205,11520504,1152050405,4,2,0,6,0,1,
115,115205,11520504,1152050405,5,1,0,1,0,1,
115,115205,11520504,1152050405,6,1,2,4,0,1,
115,115205,11520504,1152050405,7,2,0,0,0,1,
115,115205,11520504,1152050405,8,0,0,0,0,1,
115,115207,11520703,1152070306,1,0,0,0,0,1,
115,115207,11520703,1152070306,2,1,0,1,0,1,
115,115207,11520703,1152070306,3,1,0,0,0,1,
115,115207,11520703,1152070306,4,0,0,0,0,1,
115,115207,11520703,1152070306,5,0,1,0,1,1,
115,115207,11520703,1152070306,6,3,0,2,0,1,
115,115207,11520703,1152070306,7,1,0,1,0,1,
115,115207,11520703,1152070306,8,0,0,0,0,1,
116,116102,11610205,1161020501,1,0,0,0,0,1,
116,116102,11610205,1161020501,2,0,0,0,0,1,
116,116102,11610205,1161020501,3,1,0,1,0,1,
116,116102,11610205,1161020501,4,1,0,1,0,1,
116,116102,11610205,1161020501,5,2,0,2,0,1,
116,116102,11610205,1161020501,6,3,0,3,0,1,
116,116102,11610205,1161020501,7,1,1,1,0,1,
116,116102,11610205,1161020501,8,0,0,0,0,1,
117,117103,11710308,1171030802,1,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,2,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,3,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,4,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,5,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,6,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,7,,,,,3,"Refferal Hospital"
117,117103,11710308,1171030802,8,,,,,3,"Refferal Hospital"
117,117104,11710405,1171040504,1,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,2,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,3,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,4,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,5,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,6,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,7,,,,,3,"Refferal hospital"
117,117104,11710405,1171040504,8,,,,,3,"Refferal hospital"
117,117110,11711003,1171100309,1,0,0,,,1,
117,117110,11711003,1171100309,2,3,0,,,1,
117,117110,11711003,1171100309,3,2,1,,,1,
117,117110,11711003,1171100309,4,2,0,,,1,
117,117110,11711003,1171100309,5,1,0,,,1,
117,117110,11711003,1171100309,6,2,1,,,1,
117,117110,11711003,1171100309,7,2,0,,,1,
117,117110,11711003,1171100309,8,0,1,,,1,
117,117110,11711003,1171100312,1,0,0,0,0,1,
117,117110,11711003,1171100312,2,4,0,3,0,1,
117,117110,11711003,1171100312,3,1,0,2,0,1,
117,117110,11711003,1171100312,4,1,0,2,0,1,
117,117110,11711003,1171100312,5,1,1,1,2,1,
117,117110,11711003,1171100312,6,2,0,2,1,1,
117,117110,11711003,1171100312,7,3,0,3,0,1,
117,117110,11711003,1171100312,8,0,0,0,0,1,
118,118101,11810104,1181010407,1,0,0,0,0,1,
118,118101,11810104,1181010407,2,8,0,8,0,1,
118,118101,11810104,1181010407,3,2,1,2,1,1,
118,118101,11810104,1181010407,4,1,0,1,0,1,
118,118101,11810104,1181010407,5,2,1,2,1,1,
118,118101,11810104,1181010407,6,1,2,1,2,1,
118,118101,11810104,1181010407,7,2,2,2,2,1,
118,118101,11810104,1181010407,8,0,0,0,0,1,
119,119103,11910303,1191030304,1,0,0,0,0,1,
119,119103,11910303,1191030304,2,2,2,3,0,1,
119,119103,11910303,1191030304,3,3,0,2,0,1,
119,119103,11910303,1191030304,4,1,1,2,0,1,
119,119103,11910303,1191030304,5,2,1,2,0,1,
119,119103,11910303,1191030304,6,2,2,2,0,1,
119,119103,11910303,1191030304,7,2,0,1,2,1,
119,119103,11910303,1191030304,8,0,0,0,0,1,
120,120105,12010502,1201050202,1,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,2,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,3,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,4,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,5,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,6,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,7,,,,,3,"Not there. Go to mainland at different locations"
120,120105,12010502,1201050202,8,,,,,3,"Not there. Go to mainland at different locations"
122,122102,12210206,1221020604,1,0,0,0,0,1,
122,122102,12210206,1221020604,2,7,0,10,0,1,
122,122102,12210206,1221020604,3,4,0,6,0,1,
122,122102,12210206,1221020604,4,3,0,3,0,1,
122,122102,12210206,1221020604,5,3,1,2,0,1,
122,122102,12210206,1221020604,6,3,3,2,2,1,
122,122102,12210206,1221020604,7,4,0,4,0,1,
122,122102,12210206,1221020604,8,0,0,0,1,1,
122,122105,12210502,1221050203,1,0,0,,,1,
122,122105,12210502,1221050203,2,4,0,,,1,
122,122105,12210502,1221050203,3,3,0,,,1,
122,122105,12210502,1221050203,4,2,0,,,1,
122,122105,12210502,1221050203,5,3,0,,,1,
122,122105,12210502,1221050203,6,3,0,,,1,
122,122105,12210502,1221050203,7,2,0,,,1,
122,122105,12210502,1221050203,8,0,0,,,1,
122,122106,12210602,1221060206,1,0,0,0,0,1,
122,122106,12210602,1221060206,2,3,2,3,2,1,
122,122106,12210602,1221060206,3,2,0,2,0,1,
122,122106,12210602,1221060206,4,1,0,1,0,1,
122,122106,12210602,1221060206,5,0,2,0,2,1,
122,122106,12210602,1221060206,6,2,0,2,0,1,
122,122106,12210602,1221060206,7,1,3,2,2,1,
122,122106,12210602,1221060206,8,0,0,0,0,1,
123,123108,12310803,1231080303,1,1,0,1,0,1,
123,123108,12310803,1231080303,2,10,0,10,0,1,
123,123108,12310803,1231080303,3,11,0,10,0,1,
123,123108,12310803,1231080303,4,5,0,5,0,1,
123,123108,12310803,1231080303,5,7,0,7,0,1,
123,123108,12310803,1231080303,6,6,0,6,0,1,
123,123108,12310803,1231080303,7,4,0,4,0,1,
123,123108,12310803,1231080303,8,0,0,0,0,1,
124,124101,12410106,1241010603,1,0,0,0,0,1,
124,124101,12410106,1241010603,2,6,0,4,0,1,
124,124101,12410106,1241010603,3,3,0,3,0,1,
124,124101,12410106,1241010603,4,2,0,2,1,1,
124,124101,12410106,1241010603,5,1,1,4,0,1,
124,124101,12410106,1241010603,6,2,1,1,1,1,
124,124101,12410106,1241010603,7,4,0,4,0,1,
124,124101,12410106,1241010603,8,0,0,0,0,1,
124,124103,12410302,1241030216,1,0,0,0,0,1,
124,124103,12410302,1241030216,2,1,1,1,0,1,
124,124103,12410302,1241030216,3,0,0,0,0,1,
124,124103,12410302,1241030216,4,0,0,0,0,1,
124,124103,12410302,1241030216,5,2,0,2,0,1,
124,124103,12410302,1241030216,6,1,1,2,0,1,
124,124103,12410302,1241030216,7,1,1,1,0,1,
124,124103,12410302,1241030216,8,0,0,0,0,1,
124,124104,12410401,1241040102,1,2,0,2,0,1,
124,124104,12410401,1241040102,2,7,1,7,0,1,
124,124104,12410401,1241040102,3,4,7,5,0,1,
124,124104,12410401,1241040102,4,3,0,3,0,1,
124,124104,12410401,1241040102,5,3,2,3,2,1,
124,124104,12410401,1241040102,6,3,6,4,4,1,
124,124104,12410401,1241040102,7,4,0,4,0,1,
124,124104,12410401,1241040102,8,0,1,0,1,1,
124,124107,12410701,1241070106,1,0,0,0,0,1,
124,124107,12410701,1241070106,2,2,0,3,0,1,
124,124107,12410701,1241070106,3,0,0,0,0,1,
124,124107,12410701,1241070106,4,0,0,0,0,1,
124,124107,12410701,1241070106,5,1,0,1,0,1,
124,124107,12410701,1241070106,6,2,0,0,0,1,
124,124107,12410701,1241070106,7,0,0,0,1,1,
124,124107,12410701,1241070106,8,0,0,0,0,1,
124,124108,12410802,1241080210,1,0,0,0,0,1,
124,124108,12410802,1241080210,2,2,0,3,0,1,
124,124108,12410802,1241080210,3,0,0,2,0,1,
124,124108,12410802,1241080210,4,0,1,2,0,1,
124,124108,12410802,1241080210,5,0,1,2,0,1,
124,124108,12410802,1241080210,6,3,0,10,0,1,
124,124108,12410802,1241080210,7,0,0,1,0,1,
124,124108,12410802,1241080210,8,0,0,0,0,1,
201,201106,20110602,2011060205,1,0,0,0,0,1,
201,201106,20110602,2011060205,1,0,0,0,0,1,
201,201106,20110602,2011060205,1,0,0,,,1,
201,201106,20110602,2011060205,1,0,0,,,1,
201,201106,20110602,2011060205,2,2,2,3,1,1,
201,201106,20110602,2011060205,2,2,2,3,1,1,
201,201106,20110602,2011060205,2,2,2,,,1,
201,201106,20110602,2011060205,2,2,2,,,1,
201,201106,20110602,2011060205,3,2,0,0,0,1,
201,201106,20110602,2011060205,3,2,0,0,0,1,
201,201106,20110602,2011060205,3,2,0,,,1,
201,201106,20110602,2011060205,3,2,0,,,1,
201,201106,20110602,2011060205,4,2,0,2,0,1,
201,201106,20110602,2011060205,4,2,0,2,0,1,
201,201106,20110602,2011060205,4,2,0,,,1,
201,201106,20110602,2011060205,4,2,0,,,1,
201,201106,20110602,2011060205,5,1,0,1,2,1,
201,201106,20110602,2011060205,5,1,0,1,2,1,
201,201106,20110602,2011060205,5,1,0,,,1,
201,201106,20110602,2011060205,5,1,0,,,1,
201,201106,20110602,2011060205,6,5,3,3,0,1,
201,201106,20110602,2011060205,6,5,3,3,0,1,
201,201106,20110602,2011060205,6,5,3,,,1,
201,201106,20110602,2011060205,6,5,3,,,1,
201,201106,20110602,2011060205,7,2,1,2,0,1,
201,201106,20110602,2011060205,7,2,1,2,0,1,
201,201106,20110602,2011060205,7,2,1,,,1,
201,201106,20110602,2011060205,7,2,1,,,1,
201,201106,20110602,2011060205,8,0,1,0,0,1,
201,201106,20110602,2011060205,8,0,1,0,0,1,
201,201106,20110602,2011060205,8,0,1,,,1,
201,201106,20110602,2011060205,8,0,1,,,1,
201,201110,20111009,2011100902,1,0,0,0,0,1,
201,201110,20111009,2011100902,2,1,1,1,2,1,
201,201110,20111009,2011100902,3,0,0,0,0,1,
201,201110,20111009,2011100902,4,0,0,0,0,1,
201,201110,20111009,2011100902,5,1,1,1,0,1,
201,201110,20111009,2011100902,6,2,2,2,0,1,
201,201110,20111009,2011100902,7,0,2,0,0,1,
201,201110,20111009,2011100902,8,0,0,0,0,1,
203,203202,20320203,2032020304,1,0,0,,,2,
203,203202,20320203,2032020304,2,,0,,,2,
203,203202,20320203,2032020304,3,3,,,,2,
203,203202,20320203,2032020304,4,3,,,,2,
203,203202,20320203,2032020304,5,3,,,,2,
203,203202,20320203,2032020304,6,,,,,2,
203,203202,20320203,2032020304,7,5,,,,2,
203,203202,20320203,2032020304,8,0,,,,2,
203,203301,20330101,2033010101,1,0,0,0,0,1,
203,203301,20330101,2033010101,2,4,0,3,0,1,
203,203301,20330101,2033010101,3,0,0,0,0,1,
203,203301,20330101,2033010101,4,0,0,0,0,1,
203,203301,20330101,2033010101,5,1,0,1,0,1,
203,203301,20330101,2033010101,6,1,0,1,0,1,
203,203301,20330101,2033010101,7,0,0,1,0,1,
203,203301,20330101,2033010101,8,0,0,0,0,1,
203,203303,20330304,2033030403,1,0,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,2,3,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,3,0,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,4,0,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,5,1,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,6,2,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,7,1,0,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,8,0,0,,,3,"Main facility is a Hospital"
204,204101,20410103,2041010302,1,2,0,2,0,,
204,204101,20410103,2041010302,2,7,0,9,0,,
204,204101,20410103,2041010302,3,5,0,10,0,,
204,204101,20410103,2041010302,4,3,0,4,0,,
204,204101,20410103,2041010302,5,4,0,5,0,,
204,204101,20410103,2041010302,6,1,6,10,0,,
204,204101,20410103,2041010302,7,5,0,7,0,,
204,204101,20410103,2041010302,8,1,0,1,0,,
204,204102,20410204,2041020405,1,0,0,0,0,1,
204,204102,20410204,2041020405,2,2,1,2,0,1,
204,204102,20410204,2041020405,3,3,0,2,0,1,
204,204102,20410204,2041020405,4,1,0,1,0,1,
204,204102,20410204,2041020405,5,3,0,3,0,1,
204,204102,20410204,2041020405,6,2,2,3,0,1,
204,204102,20410204,2041020405,7,2,0,2,0,1,
204,204102,20410204,2041020405,8,0,1,0,0,1,
204,204203,20420301,2042030105,1,0,0,0,0,,
204,204203,20420301,2042030105,2,1,0,1,0,,
204,204203,20420301,2042030105,3,0,0,0,0,,
204,204203,20420301,2042030105,4,0,0,0,0,,
204,204203,20420301,2042030105,5,2,0,0,2,,
204,204203,20420301,2042030105,6,1,0,1,1,,
204,204203,20420301,2042030105,7,0,0,0,1,,
204,204203,20420301,2042030105,8,1,0,0,0,,
204,204301,20430101,2043010103,1,2,0,1,0,1,
204,204301,20430101,2043010103,2,7,0,,,1,
204,204301,20430101,2043010103,3,8,1,,,1,
204,204301,20430101,2043010103,4,2,0,,,1,
204,204301,20430101,2043010103,5,5,0,,,1,
204,204301,20430101,2043010103,6,10,1,,,1,
204,204301,20430101,2043010103,7,5,0,,,1,
204,204301,20430101,2043010103,8,1,0,,,1,
204,204301,20430102,2043010202,1,0,0,0,0,,
204,204301,20430102,2043010202,2,0,2,2,0,,
204,204301,20430102,2043010202,3,1,0,1,0,,
204,204301,20430102,2043010202,4,0,1,0,1,,
204,204301,20430102,2043010202,5,2,0,2,0,,
204,204301,20430102,2043010202,6,2,0,2,0,,
204,204301,20430102,2043010202,7,2,0,2,0,,
204,204301,20430102,2043010202,8,0,1,0,1,,
204,204302,20430205,2043020514,1,0,0,0,0,2,
204,204302,20430205,2043020514,2,2,0,3,0,2,
204,204302,20430205,2043020514,3,1,0,2,0,2,
204,204302,20430205,2043020514,4,2,0,2,0,2,
204,204302,20430205,2043020514,5,2,0,2,0,2,
204,204302,20430205,2043020514,6,3,1,3,0,2,
204,204302,20430205,2043020514,7,1,1,1,3,2,
204,204302,20430205,2043020514,8,0,0,0,0,2,
205,205104,20510401,2051040101,1,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,2,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,3,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,4,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,5,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,6,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,7,,,,,3,"they use a gov''t hospital (kamuli hospital)"
205,205104,20510401,2051040101,8,,,,,3,"they use a gov''t hospital (kamuli hospital)"
207,207103,20710301,2071030105,1,0,0,0,0,1,
207,207103,20710301,2071030105,2,0,3,1,0,1,
207,207103,20710301,2071030105,3,0,0,0,0,1,
207,207103,20710301,2071030105,4,0,1,0,0,1,
207,207103,20710301,2071030105,5,2,0,2,0,1,
207,207103,20710301,2071030105,6,0,1,1,2,1,
207,207103,20710301,2071030105,7,0,1,0,1,1,
207,207103,20710301,2071030105,8,0,0,0,0,1,
208,208102,20810214,2081021402,1,0,1,,,1,
208,208102,20810214,2081021402,1,0,1,,,1,
208,208102,20810214,2081021402,1,0,1,0,0,1,
208,208102,20810214,2081021402,1,0,1,0,0,1,
208,208102,20810214,2081021402,2,3,2,,,1,
