"HHID","PID","h2q1","h3q2a","h3q2b","h3q3","h3q4","h3q5a","h3q5b","h3q6","h3q7","h3q9","h3q10","h3q11","h3q12","h3q13R","h3q13D","h3q14R","h3q14D","h3q15","h3q16R","h3q16D","h3q18","h3q19","wgt_X"
"H37401-04-01","P37401-001",1,3,,,,2,,1,13,31,2,2,2,2,221,2,221,13,2,221,5,0,2993.59375
"H37401-04-01","P37401-002",2,3,,,,2,,1,19,21,2,2,2,2,217,2,221,13,2,221,14,0,2993.59375
"H37401-04-01","P37401-010",10,2,,8,19,2,,1,19,21,2,2,2,2,209,2,209,13,2,209,14,0,2993.59375
"H37401-04-01","P37401-011",11,2,,2,17,2,,8,19,31,2,2,2,2,221,2,221,1,2,221,14,0,2993.59375
"H37401-04-01","P37401-012",12,2,,2,17,2,,8,19,31,2,2,2,2,221,2,221,1,2,221,14,0,2993.59375
"H37401-04-01","P37401-013",13,2,,8,19,2,,1,19,21,2,2,2,2,217,2,221,8,2,221,14,0,2993.59375
"H37401-04-01","P37401-014",14,3,,,,2,,1,19,21,2,2,2,2,217,2,221,13,2,221,14,0,2993.59375
"H37402-04-01","P37402-001",1,2,,21,8,2,,16,19,18,2,2,2,2,223,2,212,4,2,212,1,0,2993.59375
"H37402-04-01","P37402-002",2,2,,61,5,1,"P37402-001",,,18,2,2,2,2,221,,,100,,,,,2993.59375
"H37403-04-01","P37403-001",1,2,,1,19,2,,1,19,35,1,2,2,2,209,2,221,20,2,221,9,0,2993.59375
"H37403-04-01","P37403-002",2,3,,,,2,,1,19,31,2,1,2,2,221,2,221,20,2,221,5,0,2993.59375
"H37403-04-01","P37403-003",3,1,"P37403-002",,,1,"P37403-001",,,31,2,1,2,2,221,,,100,,,,,2993.59375
"H37403-04-01","P37403-005",5,1,"P37403-002",,,1,"P37403-001",,,31,3,,,2,221,,,100,,,,,2993.59375
"H37403-04-01","P37403-006",6,1,"P37403-002",,,1,"P37403-001",,,31,3,,,2,221,,,100,,,,,2993.59375
"H37403-04-01","P37403-007",7,1,"P37403-002",,,1,"P37403-001",,,31,9,,,2,221,,,100,,,,,2993.59375
"H37403-04-01","P37403-008",8,1,"P37403-002",,,1,"P37403-001",,,31,2,1,2,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-001",1,2,,4,19,2,,1,19,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-002",2,3,,,,2,,1,19,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-003",3,1,"P37404-001",,,1,"P37404-002",,,31,9,,,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-004",4,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-005",5,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-006",6,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-007",7,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-008",8,1,"P37404-001",,,2,,8,88,31,2,1,1,2,209,2,209,3,2,209,14,0,2993.59375
"H37404-04-01","P37404-009",9,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37404-04-01","P37404-010",10,1,"P37404-001",,,2,,8,88,31,2,1,1,2,221,2,209,3,2,209,14,0,2993.59375
"H37404-04-01","P37404-011",11,1,"P37404-001",,,1,"P37404-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37405-04-01","P37405-001",1,3,,,,2,,1,19,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37405-04-01","P37405-002",2,3,,,,2,,1,19,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37405-04-01","P37405-003",3,1,"P37405-001",,,1,"P37405-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37405-04-01","P37405-004",4,1,"P37405-001",,,1,"P37405-002",,,31,2,1,1,2,221,,,100,,,,,2993.59375
"H37406-04-01","P37406-001",1,3,,,,3,,,,18,2,2,1,2,215,2,221,50,2,215,9,0,2993.59375
"H37406-04-01","P37406-002",2,2,,16,1,2,,99,19,31,2,2,1,2,221,,,100,,,,,2993.59375
"H37406-04-01","P37406-003",3,2,,16,1,2,,99,19,31,2,2,1,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-001",1,3,,,,2,,8,99,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-004",4,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-005",5,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-006",6,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-007",7,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-008",8,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-009",9,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37407-04-01","P37407-010",10,2,,2,19,1,"P37407-001",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37408-04-01","P37408-001",1,2,,17,19,2,,1,19,31,2,2,2,2,221,2,221,18,2,221,3,0,2993.59375
"H37408-04-01","P37408-002",2,2,,99,1,2,,16,19,31,2,2,2,2,221,2,221,4,2,221,9,0,2993.59375
"H37408-04-01","P37408-003",3,1,"P37408-001",,,1,"P37408-002",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37408-04-01","P37408-004",4,1,"P37408-001",,,1,"P37408-002",,,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37409-04-01","P37409-001",1,3,,,,3,,,,18,2,2,1,2,223,2,223,3,2,223,1,1,2993.59375
"H37409-04-01","P37409-002",2,2,,73,4,3,,,,21,2,2,1,2,217,2,223,6,2,217,9,1,2993.59375
"H37409-04-01","P37409-003",3,1,"P37409-001",,,1,"P37409-002",,,18,2,2,1,2,221,,,100,,,,,2993.59375
"H37410-04-01","P37410-001",1,3,,,,2,,12,19,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37410-04-01","P37410-002",2,3,,,,2,,99,19,31,9,,,2,221,2,221,10,2,221,9,0,2993.59375
"H37410-04-01","P37410-003",3,1,"P37410-001",,,2,,17,19,31,2,2,2,2,221,,,100,,,,,2993.59375
"H37410-04-01","P37410-004",4,1,"P37410-001",,,1,"P37410-002",,,31,3,,,2,221,,,100,,,,,2993.59375
"H37410-04-01","P37410-005",5,1,"P37410-001",,,1,"P37410-002",,,31,3,,,2,221,,,100,,,,,2993.59375
"H37410-04-01","P37410-007",7,1,"P37410-001",,,1,"P37410-002",,,31,3,,,2,221,,,100,,,,,2993.59375
"H37501-04-01","P37501-001",1,3,,,,3,,,,18,2,1,2,2,223,2,223,40,2,223,5,0,544.481567382813
"H37501-04-01","P37501-002",2,2,,73,13,2,,73,13,18,2,1,2,2,223,2,223,41,2,223,9,0,544.481567382813
"H37501-04-01","P37501-003",3,2,,99,17,2,,14,19,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-001",1,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-002",2,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-003",3,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-004",4,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-005",5,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-006",6,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-007",7,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-008",8,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-009",9,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37502-04-01","P37502-010",10,1,"P37502-001",,,1,"P37502-002",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37503-04-01","P37503-001",1,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37503-04-01","P37503-002",2,3,,,,1,"P37503-001",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37503-04-01","P37503-003",3,2,,17,19,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37503-04-01","P37503-004",4,1,"P37503-002",,,1,"P37503-003",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37503-04-01","P37503-005",5,1,"P37503-002",,,1,"P37503-003",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37504-04-01","P37504-001",1,3,,,,2,,73,19,18,2,1,2,2,223,2,223,13,2,223,5,0,544.481567382813
"H37505-04-01","P37505-001",1,3,,,,2,,12,19,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-002",2,2,,99,19,2,,99,19,18,2,1,2,2,223,2,223,26,2,223,9,0,544.481567382813
"H37505-04-01","P37505-004",4,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-005",5,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-006",6,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-007",7,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-008",8,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-009",9,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-010",10,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37505-04-01","P37505-011",11,1,"P37505-001",,,1,"P37505-002",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37506-04-01","P37506-001",1,3,,,,3,,,,45,2,1,2,5,509,2,223,18,5,509,9,0,544.481567382813
"H37506-04-01","P37506-002",2,2,,51,1,1,"P37506-001",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37506-04-01","P37506-003",3,2,,51,1,1,"P37506-001",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37506-04-01","P37506-004",4,2,,51,1,1,"P37506-001",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37506-04-01","P37506-005",5,2,,51,1,1,"P37506-001",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37506-04-01","P37506-006",6,2,,51,1,1,"P37506-001",,,18,2,1,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-001",1,2,,99,19,2,,17,19,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-002",2,2,,17,19,2,,14,19,18,2,2,2,2,223,2,223,19,2,223,9,0,544.481567382813
"H37507-04-01","P37507-003",3,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-004",4,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-005",5,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-006",6,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-007",7,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37507-04-01","P37507-008",8,1,"P37507-001",,,1,"P37507-002",,,18,2,2,2,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-001",1,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-002",2,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-005",5,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-006",6,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-007",7,1,"P37508-001",,,1,"P37508-016",,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-008",8,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-009",9,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-010",10,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-011",11,1,"P37508-001",,,1,"P37508-016",,,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-013",13,2,,17,19,2,,34,1,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-014",14,2,,17,19,2,,34,1,18,9,,,2,223,,,100,,,,,544.481567382813
"H37508-04-01","P37508-016",16,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37509-04-01","P37509-001",1,3,,,,3,,,,18,2,2,1,2,223,,,100,,,,,544.481567382813
"H37509-04-01","P37509-002",2,2,,99,19,2,,15,19,18,2,1,1,2,223,,,100,,,,,544.481567382813
"H37509-04-01","P37509-003",3,1,"P37509-001",,,1,"P37509-002",,,18,2,2,1,2,223,,,100,,,,,544.481567382813
"H37509-04-01","P37509-004",4,1,"P37509-001",,,1,"P37509-002",,,18,2,2,1,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-001",1,2,,22,19,2,,17,18,18,3,,,2,223,2,223,22,2,223,14,0,544.481567382813
"H37510-04-01","P37510-002",2,2,,21,19,2,,12,19,18,3,,,2,223,2,223,22,2,223,14,0,544.481567382813
"H37510-04-01","P37510-003",3,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-004",4,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-005",5,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-006",6,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-007",7,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-008",8,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-009",9,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37510-04-01","P37510-010",10,1,"P37510-001",,,1,"P37510-002",,,18,3,,,2,223,,,100,,,,,544.481567382813
"H37601-04-01","P37601-001",1,3,,,,2,,1,19,18,2,6,2,2,223,2,223,7,2,223,2,0,3280.814453125
"H37601-04-01","P37601-002",2,3,,,,2,,2,19,18,2,6,2,2,223,2,223,7,2,223,14,0,3280.814453125
"H37602-04-02","P37602-001",1,2,,1,19,2,,1,19,18,2,6,2,2,223,2,223,36,2,223,9,0,3280.814453125
"H37602-04-02","P37602-006",2,3,,,,3,,,,18,2,6,2,2,223,,,100,,,,,3280.814453125
"H37602-04-02","P37602-007",3,2,,2,19,2,,2,19,18,3,,,2,223,2,223,0,2,223,96,0,3280.814453125
"H37602-04-02","P37602-008",4,2,,5,11,2,,3,5,18,2,6,2,2,223,,,100,,,,,3280.814453125
"H37603-04-01","P37603-001",1,2,,17,21,2,,17,1,14,2,1,2,5,509,2,223,11,2,223,9,0,3280.814453125
"H37603-04-01","P37603-002",2,2,,31,17,1,"P37603-001",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37603-04-01","P37603-003",3,2,,31,17,1,"P37603-001",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37603-04-01","P37603-004",4,2,,31,17,1,"P37603-001",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37603-04-01","P37603-005",5,2,,31,17,1,"P37603-001",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37604-04-01","P37604-001",1,3,,,,2,,3,5,18,3,,,2,223,,,100,,,,,3280.814453125
"H37604-04-01","P37604-002",2,2,,2,19,3,,,,18,9,,,2,223,,,100,,,,,3280.814453125
"H37604-04-01","P37604-003",3,1,"P37604-001",,,1,"P37604-002",,,18,3,,,2,223,,,100,,,,,3280.814453125
"H37605-04-01","P37605-001",1,3,,,,2,,1,19,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37605-04-01","P37605-002",2,3,,,,2,,3,4,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37605-04-01","P37605-003",3,1,"P37605-001",,,1,"P37605-002",,,18,3,,,2,223,,,100,,,,,3280.814453125
"H37605-04-01","P37605-004",4,1,"P37605-001",,,1,"P37605-002",,,18,3,,,2,223,,,100,,,,,3280.814453125
"H37605-04-01","P37605-005",5,1,"P37605-001",,,1,"P37605-002",,,18,3,,,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-001",1,3,,,,3,,,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-002",2,2,,12,19,2,,73,19,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-003",3,1,"P37606-001",,,1,"P37606-002",,,18,9,,,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-004",4,1,"P37606-001",,,1,"P37606-002",,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-005",5,1,"P37606-001",,,1,"P37606-002",,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-006",6,1,"P37606-001",,,1,"P37606-002",,,18,9,,,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-007",7,1,"P37606-001",,,1,"P37606-002",,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-008",8,1,"P37606-001",,,1,"P37606-002",,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-009",9,1,"P37606-001",,,1,"P37606-002",,,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-010",10,2,,16,19,2,,31,19,18,2,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-011",11,2,,31,19,2,,17,19,18,1,1,1,2,223,,,100,,,,,3280.814453125
"H37606-04-01","P37606-012",12,2,,23,19,2,,31,19,18,9,,,2,223,,,100,,,,,3280.814453125
"H37607-04-01","P37607-001",1,2,,17,19,2,,14,19,18,2,2,1,2,225,2,225,1,2,225,9,1,3280.814453125
"H37607-04-01","P37607-002",2,3,,,,2,,99,19,18,9,,,2,223,,,100,,,,,3280.814453125
"H37607-04-01","P37607-003",3,1,"P37607-002",,,2,,15,19,18,9,,,2,223,,,100,,,,,3280.814453125
"H37607-04-01","P37607-004",4,1,"P37607-002",,,1,"P37607-001",,,18,2,2,1,2,223,,,100,,,,,3280.814453125
"H37608-04-01","P37608-001",1,3,,,,3,,,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37608-04-01","P37608-002",2,3,,,,2,,1,99,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37608-04-01","P37608-003",3,1,"P37608-001",,,1,"P37608-002",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37608-04-01","P37608-004",4,2,,8,88,2,,8,88,18,2,1,2,2,223,2,223,2,2,223,2,0,3280.814453125
"H37609-04-01","P37609-001",1,2,,5,19,2,,3,5,96,2,9,1,5,509,2,223,10,5,509,14,1,3280.814453125
"H37609-04-01","P37609-002",2,2,,3,1,3,,,,18,3,,,2,223,2,223,10,2,223,14,1,3280.814453125
"H37609-04-01","P37609-003",3,2,,3,1,1,"P37609-001",,,18,2,9,1,2,223,,,100,,,,,3280.814453125
"H37609-04-01","P37609-004",4,2,,3,1,1,"P37609-001",,,18,2,9,1,2,223,,,100,,,,,3280.814453125
"H37609-04-01","P37609-005",5,2,,3,1,1,"P37609-001",,,18,2,9,1,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-001",1,3,,,,2,,8,19,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-002",2,2,,15,19,3,,,,18,2,1,2,2,218,2,223,14,2,218,9,0,3280.814453125
"H37610-04-01","P37610-003",3,1,"P37610-001",,,3,,,,16,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-004",4,1,"P37610-001",,,3,,,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-005",5,2,,32,19,1,"P37610-002",,,18,2,1,2,2,218,2,223,14,2,218,14,0,3280.814453125
"H37610-04-01","P37610-006",6,1,"P37610-001",,,1,"P37610-002",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-007",7,1,"P37610-001",,,1,"P37610-002",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-008",8,1,"P37610-001",,,1,"P37610-002",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-009",9,1,"P37610-001",,,1,"P37610-002",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-010",10,1,"P37610-001",,,3,,,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37610-04-01","P37610-011",11,3,,,,3,,,,18,2,1,2,2,218,2,223,3,2,218,96,1,3280.814453125
"H37610-04-01","P37610-012",12,2,,33,11,1,"P37610-004",,,18,2,1,2,2,223,,,100,,,,,3280.814453125
"H37701-04-01","P37701-001",1,2,,2,10,2,,1,19,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37701-04-01","P37701-002",2,2,,3,99,2,,2,99,21,3,,,2,227,2,224,8,2,227,9,0,1595.68603515625
"H37701-04-01","P37701-003",3,1,"P37701-001",,,2,,2,88,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37701-04-01","P37701-004",4,1,"P37701-001",,,1,"P37701-002",,,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37701-04-01","P37701-005",5,1,"P37701-001",,,1,"P37701-002",,,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37701-04-01","P37701-006",6,1,"P37701-001",,,1,"P37701-002",,,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37701-04-01","P37701-007",7,1,"P37701-001",,,1,"P37701-002",,,21,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-001",1,3,,,,3,,,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-002",2,3,,,,3,,,,35,3,,,2,201,2,224,22,2,201,9,2,1595.68603515625
"H37702-04-01","P37702-003",3,1,"P37702-001",,,3,,,,35,3,,,2,201,2,224,18,2,201,14,2,1595.68603515625
"H37702-04-01","P37702-004",4,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-005",5,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-006",6,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-007",7,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-008",8,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-009",9,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37702-04-01","P37702-010",10,1,"P37702-001",,,1,"P37702-002",,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37703-04-01","P37703-001",1,3,,,,3,,,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37703-04-01","P37703-002",2,3,,,,3,,,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37703-04-01","P37703-003",3,2,,2,5,2,,2,8,31,3,,,2,221,2,221,3,2,221,14,2,1595.68603515625
"H37703-04-01","P37703-004",4,2,,2,5,2,,2,8,31,3,,,2,221,,,3,2,221,14,3,1595.68603515625
"H37703-04-01","P37703-005",5,2,,2,5,2,,2,8,31,3,,,2,221,,,1,2,221,14,1,1595.68603515625
"H37704-04-01","P37704-001",1,2,,4,5,2,,3,19,35,3,,,2,203,2,224,3,2,224,96,1,1595.68603515625
"H37704-04-01","P37704-002",2,2,,3,19,2,,2,19,47,3,,,2,204,2,212,1,2,212,9,1,1595.68603515625
"H37704-04-01","P37704-003",3,1,"P37704-001",,,1,"P37704-002",,,35,1,9,2,2,221,,,100,,,,,1595.68603515625
"H37705-04-01","P37705-001",1,3,,,,2,,3,88,31,3,,,2,224,2,224,12,2,224,5,1,1595.68603515625
"H37705-04-01","P37705-002",2,2,,1,19,3,,,,31,3,,,2,209,2,224,8,2,209,9,0,1595.68603515625
"H37705-04-01","P37705-003",3,1,"P37705-001",,,1,"P37705-002",,,31,1,9,2,2,224,,,100,,,,,1595.68603515625
"H37705-04-01","P37705-004",4,1,"P37705-001",,,1,"P37705-002",,,31,1,9,3,2,224,,,100,,,,,1595.68603515625
"H37705-04-01","P37705-005",5,1,"P37705-001",,,1,"P37705-002",,,31,1,9,3,2,224,,,100,,,,,1595.68603515625
"H37705-04-01","P37705-006",6,3,,,,2,,1,19,35,3,,,2,224,2,224,4,2,224,96,1,1595.68603515625
"H37705-04-01","P37705-007",7,3,,,,2,,1,19,35,3,,,2,224,2,224,4,2,224,96,1,1595.68603515625
"H37705-04-01","P37705-008",8,2,,1,19,2,,3,88,31,3,,,2,224,2,224,2,2,224,96,1,1595.68603515625
"H37705-04-01","P37705-009",9,3,,,,3,,,,35,3,,,2,224,2,224,5,2,224,96,0,1595.68603515625
"H37706-04-01","P37706-001",1,3,,,,3,,,,47,9,,,1,117,2,224,25,1,117,11,0,1595.68603515625
"H37706-04-01","P37706-002",2,3,,,,3,,,,35,9,,,2,224,2,224,12,2,224,96,0,1595.68603515625
"H37706-04-01","P37706-003",3,2,,99,88,2,,73,19,31,9,,,2,221,2,224,9,2,221,2,0,1595.68603515625
"H37706-04-01","P37706-004",4,2,,99,88,3,,,,18,9,,,2,209,2,224,8,2,209,96,0,1595.68603515625
"H37706-04-01","P37706-005",5,2,,99,88,2,,17,19,18,9,,,1,120,2,224,5,1,120,2,0,1595.68603515625
"H37707-04-01","P37707-001",1,3,,,,3,,,,35,3,,,2,224,,,100,,,,,1595.68603515625
"H37707-04-01","P37707-002",2,3,,,,3,,,,35,3,,,2,224,2,224,32,2,224,9,0,1595.68603515625
"H37707-04-01","P37707-003",3,1,"P37707-001",,,1,"P37707-002",,,35,9,,,2,224,,,100,,,,,1595.68603515625
"H37707-04-01","P37707-004",4,1,"P37707-001",,,1,"P37707-002",,,35,9,,,2,224,,,100,,,,,1595.68603515625
