"HHID","ALiveStock_Small_ID","a6bq2","a6bq3a","a6bq3b","a6bq3c","a6bq3d","a6bq3e","a6bq4a","a6bq4b","a6bq4c","a6bq5a","a6bq5b","a6bq5c","a6bq6","a6bq7","a6bq8","a6bq9","a6bq10","a6bq11","a6bq12","a6bq13a","a6bq13b","a6bq14a","a6bq14b","a6bq15","a6bq15b","a6bq15c","a6bq16","hh","wgt_X"
177040401,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17704-04-01",2935.46557617188
177040401,19,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17704-04-01",2935.46557617188
177040401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17704-04-01",2935.46557617188
177040401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17704-04-01",2935.46557617188
177040401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17704-04-01",2935.46557617188
177100401,13,1,2,17710002,,17710002,,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,2,"H17710-04-01",2935.46557617188
177100401,14,1,3,17710002,,17710002,,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,2,"H17710-04-01",2935.46557617188
177100401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,19,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
177100401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H17710-04-01",2935.46557617188
180010401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180010401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180010401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180010401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180010401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180010401,18,1,2,18001001,18001002,18001001,18001002,2,18001001,18001002,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1,"H18001-04-01",1102.41516113281
180010401,19,1,4,18001001,18001002,18001001,18001002,4,18001001,18001002,0,,,3,2,0,0,0,0,1,0,,0,,0,1,5,1,"H18001-04-01",1102.41516113281
180010401,20,1,1,18001001,18001002,18001001,18001002,1,18001001,18001002,0,,,1,1,0,0,0,0,1,0,,0,,0,1,5,1,"H18001-04-01",1102.41516113281
180010401,21,1,2,18001001,18001002,18001001,18001002,2,18001001,18001002,0,,,2,2,0,0,0,0,2,0,,0,,0,1,5,1,"H18001-04-01",1102.41516113281
180010401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18001-04-01",1102.41516113281
180100401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,18,1,1,18010002,18010003,18010002,18010003,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1,"H18010-04-01",2204.83032226563
180100401,19,1,2,18010002,18010003,18010002,18010003,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,4,1,"H18010-04-01",2204.83032226563
180100401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180100401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18010-04-01",2204.83032226563
180110401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,18,1,7,18011002,18011009,18011002,18011009,0,,,0,,,4,3,0,0,0,0,0,0,,0,,0,1,3,1,"H18011-04-01",2204.83032226563
180110401,19,1,7,18011002,,18011002,18011009,0,,,0,,,5,2,0,0,0,0,0,0,,0,,0,3,4,1,"H18011-04-01",2204.83032226563
180110401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
180110401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18011-04-01",2204.83032226563
181020401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,18,1,1,18102001,18102002,18102001,18102002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1,"H18102-04-01",2204.83032226563
181020401,19,1,2,18102001,18102002,18102001,18102002,0,,,0,,,3,0,0,0,0,0,0,0,,1,60000,0,4,5,1,"H18102-04-01",2204.83032226563
181020401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181020401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18102-04-01",2204.83032226563
181030401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,19,1,1,18103001,18103002,18103003,18103022,0,,,0,,,4,1,0,0,0,0,1,0,,3,190000,0,6,1,1,"H18103-04-01",734.943481445313
181030401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-01",734.943481445313
181030401,22,1,0,,,,,0,,,0,,,1,8,0,0,0,0,9,0,,0,,0,1,5,1,"H18103-04-01",734.943481445313
181030402,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,18,1,0,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,60000,0,1,5,1,"H18103-04-02",734.943481445313
181030402,19,1,2,18103014,18103015,18103014,18103015,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1,"H18103-04-02",734.943481445313
181030402,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181030402,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18103-04-02",734.943481445313
181040401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,18,1,0,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,0,,1,1,3,1,"H18104-04-01",551.207580566406
181040401,19,1,4,18104002,18104001,18104001,18104002,0,,,0,,,3,2,0,1,0,0,0,0,,0,,0,1,4,1,"H18104-04-01",551.207580566406
181040401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-01",551.207580566406
181040402,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,19,1,4,18104007,18104008,18104007,18104008,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,4,1,"H18104-04-02",551.207580566406
181040402,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040402,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-02",551.207580566406
181040404,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,18,1,2,18104005,18104006,18104005,18104006,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1,"H18104-04-04",551.207580566406
181040404,19,1,1,18104005,18104006,18104005,18104006,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1,"H18104-04-04",551.207580566406
181040404,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181040404,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18104-04-04",551.207580566406
181050401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,18,1,1,18105001,18105002,18105001,18105002,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,4,,1,"H18105-04-01",2204.83032226563
181050401,19,1,3,18105002,18105001,18105002,18105001,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1,"H18105-04-01",2204.83032226563
181050401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181050401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18105-04-01",2204.83032226563
181060401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,18,1,1,18106001,18106005,18106001,18106005,0,,,0,,,2,0,0,0,0,0,0,0,,1,45000,0,1,4,1,"H18106-04-01",2204.83032226563
181060401,19,1,1,18106001,18106005,18106001,18106005,0,,,0,,,2,0,0,0,0,0,0,0,,1,50000,0,1,4,1,"H18106-04-01",2204.83032226563
181060401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181060401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18106-04-01",2204.83032226563
181070401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,18,1,1,18107001,18107003,18107001,18107003,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,4,1,"H18107-04-01",2204.83032226563
181070401,19,1,4,18107001,18107003,18107001,18107003,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,4,1,1,"H18107-04-01",2204.83032226563
181070401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181070401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18107-04-01",2204.83032226563
181090401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,18,1,0,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,80000,0,1,4,2,"H18109-04-01",2204.83032226563
181090401,19,1,3,18109001,18109002,18109003,18109004,0,,,0,,,3,0,0,0,0,0,0,3,150000,3,190000,0,1,4,2,"H18109-04-01",2204.83032226563
181090401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
181090401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18109-04-01",2204.83032226563
182020406,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,18,1,1,18202028,18202003,18202028,18202003,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,4,5,1,"H18202-04-06",367.4716796875
182020406,19,1,3,18202003,18202028,18202028,18202003,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,4,5,1,"H18202-04-06",367.4716796875
182020406,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182020406,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18202-04-06",367.4716796875
182030401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,18,1,1,18203001,18203002,18203001,18203002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1,"H18203-04-01",2204.83032226563
182030401,19,1,1,18203001,18203002,18203001,18203002,0,,,0,,,3,0,0,0,2,0,0,0,,0,,0,1,5,1,"H18203-04-01",2204.83032226563
182030401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18203-04-01",2204.83032226563
182030401,22,1,1,18203001,18203002,18203001,18203002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1,"H18203-04-01",2204.83032226563
182040402,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,19,1,2,18204003,18204009,18204003,18204009,0,,,0,,,1,2,0,0,0,0,0,0,,1,35000,0,1,4,1,"H18204-04-02",1102.41516113281
182040402,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182040402,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18204-04-02",1102.41516113281
182060401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,18,1,3,18206002,18206001,18206002,18206001,0,,,0,,,2,0,3,0,0,0,0,0,,1,40000,1,4,1,1,"H18206-04-01",1102.41516113281
182060401,19,1,8,18206002,18206001,18206002,18206001,0,,,0,,,3,6,0,0,0,0,1,0,,0,,0,4,1,1,"H18206-04-01",1102.41516113281
182060401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-01",1102.41516113281
182060402,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,18,1,1,18206015,18206006,18206015,18206006,0,,,0,,,2,0,0,0,0,0,0,0,,1,65000,0,1,4,1,"H18206-04-02",1102.41516113281
182060402,19,1,2,18206015,18206006,18206006,18206015,0,,,0,,,3,0,0,0,0,0,0,0,,1,60000,0,1,5,1,"H18206-04-02",1102.41516113281
182060402,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182060402,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18206-04-02",1102.41516113281
182070401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,18,1,1,18207001,18207002,18207001,18207002,0,,,0,,,3,0,0,0,0,0,0,0,,2,110000,0,1,4,1,"H18207-04-01",1102.41516113281
182070401,19,1,6,18207001,18207002,18207001,18207002,0,,,0,,,4,4,0,0,0,0,0,0,,2,170000,0,1,4,1,"H18207-04-01",1102.41516113281
182070401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18207-04-01",1102.41516113281
182070401,22,1,3,18207001,18207002,18207001,18207002,0,,,0,,,0,0,0,0,0,0,0,3,150000,0,,0,1,5,1,"H18207-04-01",1102.41516113281
182080401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,18,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,19,1,5,18208001,18208002,18208001,18208002,0,,,0,,,4,1,0,0,0,0,0,0,,0,,0,1,6,1,"H18208-04-01",2204.83032226563
182080401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182080401,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18208-04-01",2204.83032226563
182090401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,18,1,3,18209002,18209003,18209002,18209003,0,,,0,,,5,0,0,0,0,0,0,0,,0,,2,4,1,1,"H18209-04-01",1102.41516113281
182090401,19,1,2,18209002,18209003,18209002,18209003,0,,,0,,,3,0,0,0,0,0,0,0,,0,,1,4,1,1,"H18209-04-01",1102.41516113281
182090401,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-01",1102.41516113281
182090401,22,1,2,18209002,18209003,18209002,18209003,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1,"H18209-04-01",1102.41516113281
182090402,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,17,1,1,18209004,18209008,18209004,18209008,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,1,1,"H18209-04-02",1102.41516113281
182090402,18,1,2,18209004,18209008,18209004,18209008,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1,"H18209-04-02",1102.41516113281
182090402,19,1,2,18209004,18209008,18209004,18209008,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1,"H18209-04-02",1102.41516113281
182090402,20,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,21,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182090402,22,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18209-04-02",1102.41516113281
182100401,13,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18210-04-01",440.966064453125
182100401,14,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18210-04-01",440.966064453125
182100401,15,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18210-04-01",440.966064453125
182100401,16,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18210-04-01",440.966064453125
182100401,17,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H18210-04-01",440.966064453125
