"District_Name","SubCounty","Parish","Villagecode","Class_ID","C3KQ52","C3KQ53","C3KQ54","C3KQ55A","C3KQ55B","C3KQ56","C3KQ57","C3KQ58","C3KQ59","C3KQ60","C3KQ61","C3KQ62","C3KQ63","C3KQ64","C3KQ65","C3KQ66","C3KQ52_V2","C3KQ53_V2","C3KQ54_V2","C3KQ55A_V2","C3KQ55B_V2","C3KQ56_V2","C3KQ57_V2","C3KQ58_V2","C3KQ59_V2","C3KQ60_V2","C3KQ61_V2","C3KQ62_V2","C3KQ63_V2","C3KQ64_V2","C3KQ65_V2","C3KQ66_V2","Education_Response","Reason_Edu_Not_Done"
113,113111,11311102,1131110205,4,,2,1,50,56,1,1,1,,,,1,86,1,1,1,,,,,,,,,,,,,,,,,1,
113,113111,11311102,1131110205,5,,1,2,48,71,1,1,1,,,,1,112,1,1,1,,,,,,,,,,,,,,,,,1,
113,113111,11311102,1131110205,6,,1,1,42,42,1,1,1,,,,1,79,1,1,1,,,,,,,,,,,,,,,,,1,
113,113111,11311102,1131110205,7,,1,2,25,38,1,1,1,,,,1,63,1,1,1,,,,,,,,,,,,,,,,,1,
113,113112,11311203,1131120307,1,,2,1,120,130,2,4,1,,,,1,120,2,5,1,,2,1,71,51,2,3,,,,,,,,,,1,
113,113112,11311203,1131120307,2,,2,2,67,80,2,3,1,,,,1,67,2,1,1,,2,2,38,37,2,3,,,,,,,,,,1,
113,113112,11311203,1131120307,3,,2,2,94,106,2,4,1,,,,1,94,2,1,1,,2,1,43,46,2,3,,,,,,,,,,1,
113,113112,11311203,1131120307,4,,2,2,102,115,1,2,1,,,,1,102,2,1,1,,1,2,64,57,2,3,,,,,,,,,,1,
113,113112,11311203,1131120307,5,,1,2,91,98,1,1,1,,,,1,91,2,1,1,,1,2,55,54,1,4,,,,,,,,,,1,
113,113112,11311203,1131120307,6,,2,3,33,72,1,1,1,,,,1,63,1,1,1,,1,1,32,42,1,4,,,,,,,,,,1,
113,113112,11311203,1131120307,7,,2,2,32,35,1,1,1,,,,1,32,1,1,1,,2,1,16,22,1,4,,,,,,,,,,1,
113,113113,11311302,1131130204,1,,2,2,56,46,2,1,1,,,,1,100,1,1,1,,2,2,56,46,2,1,1,,,,1,102,1,1,1,1,
113,113113,11311302,1131130204,2,,2,2,34,36,2,2,1,,,,1,67,1,2,1,,2,2,36,35,2,2,1,,,,1,70,1,2,1,1,
113,113113,11311302,1131130204,3,,2,1,50,40,2,1,1,,,,1,90,1,1,1,,2,1,50,40,2,1,1,,,,1,90,1,1,1,1,
113,113113,11311302,1131130204,4,,2,1,50,44,2,1,1,,,,1,90,1,1,1,,2,1,54,44,2,1,1,,,,1,96,1,1,2,1,
113,113113,11311302,1131130204,5,,1,1,34,52,1,1,1,,,,1,83,1,1,2,,1,1,36,50,1,1,1,,,,1,86,1,1,1,1,
113,113113,11311302,1131130204,6,,1,1,34,50,1,1,1,,,,1,84,1,1,1,,1,1,34,48,1,1,1,,,,1,81,1,1,1,1,
113,113113,11311302,1131130204,7,,1,1,31,34,1,1,1,,,,1,65,1,1,1,,2,1,31,34,1,1,1,,,,1,65,1,1,1,1,
113,113113,11311306,1131130602,1,,2,2,28,30,2,2,1,,,,1,50,1,2,2,,2,2,32,25,2,2,1,,,,1,37,1,1,2,1,
113,113113,11311306,1131130602,2,,2,2,36,28,2,2,1,,,,1,64,1,1,1,,2,2,28,32,2,2,1,,,,1,59,1,1,1,1,
113,113113,11311306,1131130602,3,,2,2,36,35,1,2,1,,,,1,69,1,1,2,,2,2,32,37,1,2,1,,,,1,69,1,1,1,1,
113,113113,11311306,1131130602,4,,2,1,28,39,1,1,1,,,,1,68,1,1,2,,2,1,30,30,1,1,1,,,,1,60,1,1,1,1,
113,113113,11311306,1131130602,5,,2,1,40,39,1,1,1,,,,1,79,1,1,1,,2,1,35,29,1,1,1,,,,1,63,1,1,1,1,
113,113113,11311306,1131130602,6,,2,2,34,37,1,1,1,,,,1,71,1,1,2,,2,2,35,32,1,1,2,1,7,,1,67,1,1,1,1,
113,113113,11311306,1131130602,7,,2,1,,,1,1,2,1,96,,1,,1,1,2,,2,1,32,25,1,1,1,,,,1,57,1,1,1,1,
113,113303,11330301,1133030101,1,,2,2,71,50,2,3,,,,,,,,,,,2,1,57,66,2,2,1,,,,1,115,1,1,1,,
113,113303,11330301,1133030101,2,,2,1,66,74,2,3,,,,,,,,,,,2,1,68,69,2,2,1,,,,1,124,1,1,1,,
113,113303,11330301,1133030101,3,,2,1,120,100,1,3,,,,,,,,,,,2,1,94,94,2,2,1,,,,1,178,1,1,1,,
113,113303,11330301,1133030101,4,,2,1,82,110,1,3,,,,,,,,,,,2,1,94,105,1,2,1,,,,1,174,1,1,1,,
113,113303,11330301,1133030101,5,,2,1,82,108,1,3,,,,,,,,,,,2,1,98,97,1,2,1,,,,1,175,1,1,1,,
113,113303,11330301,1133030101,6,,2,1,58,81,1,3,,,,,,,,,,,1,1,70,82,1,2,1,,,,1,137,1,1,1,,
113,113303,11330301,1133030101,7,,2,1,56,65,1,3,,,,,,,,,,,2,1,50,76,1,2,1,,,,1,119,1,1,1,,
113,113303,11330301,1133030109,1,,,,,,,,,,,,,,,,,,1,3,18,17,2,1,1,,,,2,35,1,1,1,3,"On holiday"
113,113303,11330301,1133030109,2,,,,,,,,,,,,,,,,,,2,2,15,14,2,1,1,,,,2,28,1,1,1,3,"On holiday"
113,113303,11330301,1133030109,3,,,,,,,,,,,,,,,,,,2,2,18,19,2,1,1,,,,2,36,1,1,2,3,"On holiday"
113,113303,11330301,1133030109,4,,,,,,,,,,,,,,,,,,2,3,12,13,1,1,2,1,7,,2,25,1,1,1,3,"On holiday"
113,113303,11330301,1133030109,5,,,,,,,,,,,,,,,,,,1,2,21,18,1,1,1,,,,2,35,1,1,1,3,"On holiday"
113,113303,11330301,1133030109,6,,,,,,,,,,,,,,,,,,1,3,11,10,1,1,1,,,,2,21,1,1,1,3,"On holiday"
113,113303,11330301,1133030109,7,,,,,,,,,,,,,,,,,,1,2,13,11,1,1,1,,,,2,24,1,1,1,3,"On holiday"
113,113303,11330305,1133030504,1,,,,,,,,,,,,,,,,,,2,2,31,24,2,1,1,,,,1,50,1,2,1,1,
113,113303,11330305,1133030504,2,,,,,,,,,,,,,,,,,,2,2,26,22,2,1,1,,,,1,46,1,2,1,1,
113,113303,11330305,1133030504,3,,,,,,,,,,,,,,,,,,2,1,30,36,1,1,1,,,,1,60,1,2,1,1,
113,113303,11330305,1133030504,4,,,,,,,,,,,,,,,,,,2,1,22,34,1,1,1,,,,1,55,1,1,1,1,
113,113303,11330305,1133030504,5,,,,,,,,,,,,,,,,,,1,2,22,37,1,1,1,,,,1,55,1,1,1,1,
113,113303,11330305,1133030504,6,,,,,,,,,,,,,,,,,,2,1,31,41,1,1,1,,,,1,42,1,1,1,1,
113,113303,11330305,1133030504,7,,,,,,,,,,,,,,,,,,1,2,22,25,1,1,1,,,,1,47,1,1,1,1,
113,113304,11330403,1133040308,1,,2,2,23,33,2,3,1,,,,1,56,4,4,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,2,,2,2,49,49,2,5,1,,,,1,87,2,4,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,3,,2,1,50,52,2,5,1,,,,1,102,3,1,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,4,,2,1,73,73,2,5,1,,,,1,144,3,1,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,5,,2,1,75,73,1,4,1,,,,1,141,2,2,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,6,,2,2,60,56,1,2,1,,,,1,115,2,2,1,,,,,,,,,,,,,,,,,1,
113,113304,11330403,1133040308,7,,1,1,41,69,1,4,1,,,,1,110,2,4,1,,,,,,,,,,,,,,,,,1,
113,113306,11330606,1133060601,1,,2,2,50,52,1,1,,,,,,,,,,,2,2,41,43,2,2,1,,,,2,69,1,1,1,1,
113,113306,11330606,1133060601,2,,2,2,48,50,1,1,,,,,,,,,,,2,2,48,50,2,2,1,,,,2,79,1,1,1,1,
113,113306,11330606,1133060601,3,,1,2,42,70,1,1,,,,,,,,,,,2,2,48,50,2,2,1,,,,2,62,1,1,1,1,
113,113306,11330606,1133060601,4,,2,2,45,54,1,1,,,,,,,,,,,1,2,52,47,2,2,1,,,,2,90,1,1,1,1,
113,113306,11330606,1133060601,5,,1,2,50,70,1,1,,,,,,,,,,,2,2,44,47,2,2,1,,,,2,76,1,1,1,1,
113,113306,11330606,1133060601,6,,1,2,50,54,1,1,,,,,,,,,,,1,1,36,40,2,2,1,,,,2,58,1,1,1,1,
113,113306,11330606,1133060601,7,,1,1,24,35,1,1,,,,,,,,,,,1,2,52,42,2,2,1,,,,2,79,1,1,1,1,
113,113307,11330701,1133070102,1,,2,2,19,21,2,1,1,,,,1,32,1,2,2,,2,2,25,31,2,1,1,,,,1,56,2,2,1,1,
113,113307,11330701,1133070102,2,,2,2,23,26,2,1,1,,,,1,48,1,1,2,,2,2,25,27,2,1,1,,,,1,52,1,1,1,1,
113,113307,11330701,1133070102,3,,2,2,43,31,1,1,1,,,,1,74,1,1,1,,2,2,34,29,1,1,1,,,,1,60,1,1,1,1,
113,113307,11330701,1133070102,4,,2,1,33,36,1,1,1,,,,1,69,1,1,2,,2,1,31,35,1,1,1,,,,1,66,1,1,1,1,
113,113307,11330701,1133070102,5,,2,1,22,32,1,1,1,,,,1,54,1,1,1,,1,1,36,26,1,1,1,,,,1,60,1,1,1,1,
113,113307,11330701,1133070102,6,,2,2,22,25,1,1,1,,,,1,47,1,1,1,,2,2,32,25,1,1,1,,,,1,57,1,1,1,1,
113,113307,11330701,1133070102,7,,1,1,,,1,1,1,,,,1,,,,2,,1,1,26,28,1,1,1,,,,1,54,1,1,1,1,
115,115103,11510302,1151030204,1,,2,2,30,31,2,1,1,,,,2,61,1,1,1,,2,2,30,31,2,1,1,,,,2,61,1,1,2,3,"Weekend"
115,115103,11510302,1151030204,2,,2,2,40,23,2,1,1,,,,1,60,1,1,1,,2,2,40,23,2,1,1,,,,1,60,1,1,1,3,"Weekend"
115,115103,11510302,1151030204,3,,2,1,54,44,1,1,1,,,,1,97,1,1,1,,2,1,54,44,1,1,1,,,,1,97,1,1,1,3,"Weekend"
115,115103,11510302,1151030204,4,,1,1,29,32,1,1,1,,,,1,61,1,1,1,,1,1,29,32,1,1,1,,,,1,61,1,1,1,3,"Weekend"
115,115103,11510302,1151030204,5,,2,1,38,31,1,1,1,,,,1,66,1,1,1,,2,1,38,31,1,1,1,,,,1,66,1,1,1,3,"Weekend"
115,115103,11510302,1151030204,6,,1,1,27,32,1,1,1,,,,1,55,1,1,2,,1,1,27,32,1,1,1,,,,1,55,1,1,2,3,"Weekend"
115,115103,11510302,1151030204,7,,1,2,23,18,1,1,1,,,,1,41,1,1,1,,1,2,23,18,1,1,1,,,,1,41,1,1,1,3,"Weekend"
115,115104,11510403,1151040307,1,,,,,,,,,,,,,,,,,,2,2,57,48,2,4,1,,,,1,91,2,2,2,3,"on holiday"
115,115104,11510403,1151040307,2,,,,,,,,,,,,,,,,,,2,2,28,26,2,4,1,,,,1,33,1,2,2,3,"on holiday"
115,115104,11510403,1151040307,3,,,,,,,,,,,,,,,,,,2,2,23,19,2,4,1,,,,1,28,1,2,2,3,"on holiday"
115,115104,11510403,1151040307,4,,,,,,,,,,,,,,,,,,1,2,23,12,1,4,1,,,,1,37,1,2,2,3,"on holiday"
115,115104,11510403,1151040307,5,,,,,,,,,,,,,,,,,,1,2,19,27,1,4,1,,,,1,46,1,2,2,3,"on holiday"
115,115104,11510403,1151040307,6,,,,,,,,,,,,,,,,,,2,2,7,10,1,4,1,,,,1,10,1,1,2,3,"on holiday"
115,115104,11510403,1151040307,7,,,,,,,,,,,,,,,,,,1,2,10,6,1,4,1,,,,1,9,1,1,2,3,"on holiday"
115,115202,11520209,1152020907,1,,2,2,23,37,2,3,1,,,,1,32,1,5,1,,2,2,23,37,2,1,1,,,,1,51,1,2,1,1,
115,115202,11520209,1152020907,2,,2,1,19,18,2,1,1,,,,1,22,1,1,2,,2,1,19,18,2,1,2,1,,,2,35,5,2,2,1,
115,115202,11520209,1152020907,3,,2,2,15,18,2,1,2,1,96,,1,20,1,1,1,,2,2,15,18,2,2,2,1,96,,1,23,1,2,1,1,
115,115202,11520209,1152020907,4,,1,2,15,13,2,1,1,,,,1,15,1,1,2,,1,2,15,13,2,2,1,,,,1,23,1,1,2,1,
115,115202,11520209,1152020907,5,,1,1,19,16,2,1,1,,,,1,14,1,1,2,,2,2,19,16,2,2,1,,,,1,30,1,1,1,1,
115,115202,11520209,1152020907,6,,2,2,14,20,2,1,2,1,7,,1,13,1,1,1,,1,2,14,20,1,1,2,2,,13,1,30,1,1,1,1,
115,115202,11520209,1152020907,7,,1,2,18,17,1,1,1,,,,1,10,1,1,1,,1,2,18,17,2,1,1,,,,1,30,3,1,1,1,
115,115203,11520307,1152030702,1,,2,2,26,16,2,4,1,,,,2,38,1,1,1,,2,2,30,37,2,4,1,,,,2,65,2,2,2,1,
115,115203,11520307,1152030702,2,,2,1,14,8,2,4,1,,,,1,12,1,1,2,,2,1,25,26,2,4,1,,,,1,50,2,2,2,1,
115,115203,11520307,1152030702,3,,1,2,19,13,2,4,1,,,,1,29,1,1,2,,2,2,25,31,2,4,1,,,,1,54,1,2,2,1,
115,115203,11520307,1152030702,4,,2,2,15,16,2,4,1,,,,1,30,1,1,2,,2,2,28,34,2,4,1,,,,1,58,1,2,2,1,
115,115203,11520307,1152030702,5,,2,1,5,11,2,4,1,,,,1,16,1,1,2,,2,1,25,27,1,4,1,,,,1,50,1,1,2,1,
115,115203,11520307,1152030702,6,,1,1,8,2,2,4,1,,,,1,9,1,1,2,,1,1,20,29,1,4,1,,,,1,41,1,1,2,1,
115,115203,11520307,1152030702,7,,1,2,3,13,1,3,1,,,,1,17,1,1,2,,1,2,22,23,1,4,1,,,,1,43,1,1,2,1,
115,115205,11520504,1152050405,1,,2,2,18,24,2,2,,,,,,,,,,,2,2,33,23,2,4,1,,,,2,28,1,1,1,1,
115,115205,11520504,1152050405,2,,1,2,19,20,2,2,,,,,,,,,,,1,2,15,27,2,4,1,,,,2,29,1,2,1,1,
115,115205,11520504,1152050405,3,,2,2,20,17,2,2,,,,,,,,,,,2,2,15,15,2,4,1,,,,2,30,1,2,1,1,
115,115205,11520504,1152050405,4,,2,2,25,32,2,2,,,,,,,,,,,2,3,17,23,2,4,1,,,,2,37,1,2,1,1,
115,115205,11520504,1152050405,5,,1,2,23,20,2,3,,,,,,,,,,,1,2,18,25,2,4,1,,,,2,22,1,1,1,1,
115,115205,11520504,1152050405,6,,1,2,20,26,2,4,,,,,,,,,,,1,2,16,24,2,4,1,,,,2,34,1,1,1,1,
115,115205,11520504,1152050405,7,,1,1,9,11,2,3,,,,,,,,,,,1,2,20,27,2,4,1,,,,2,24,1,1,1,1,
115,115207,11520703,1152070306,1,,2,1,35,26,1,1,1,,,,1,60,2,1,2,,2,1,75,57,2,2,1,,,,1,132,2,2,1,1,
115,115207,11520703,1152070306,2,,2,1,40,32,2,1,1,,,,1,70,2,1,1,,2,2,36,34,2,1,1,,,,1,68,1,1,1,1,
115,115207,11520703,1152070306,3,,2,2,41,33,2,1,1,,,,1,70,1,1,2,,2,2,46,43,2,2,1,,,,1,88,1,1,1,1,
115,115207,11520703,1152070306,4,,2,1,25,26,1,1,1,,,,1,51,1,1,2,,2,1,60,47,2,1,1,,,,1,107,1,2,1,1,
115,115207,11520703,1152070306,5,,2,2,42,49,1,2,1,,,,1,89,1,1,2,,1,1,44,46,1,1,1,,,,1,85,1,2,1,1,
115,115207,11520703,1152070306,6,,1,2,45,46,1,2,1,,,,1,91,1,1,2,,1,2,46,52,2,1,1,,,,1,98,2,1,1,1,
115,115207,11520703,1152070306,7,,1,1,37,39,1,1,1,,,,1,76,1,1,1,,1,1,20,22,1,1,1,,,,1,42,1,1,1,1,
116,116102,11610205,1161020501,1,,1,2,59,39,1,1,1,,,,1,42,1,2,1,,1,2,28,22,2,2,1,,,,2,30,1,2,1,1,
116,116102,11610205,1161020501,2,,2,2,52,26,1,1,1,,,,1,34,1,1,1,,2,2,27,28,2,2,1,,,,1,28,1,2,1,1,
116,116102,11610205,1161020501,3,,1,2,30,29,1,1,1,,,,1,59,1,2,1,,1,1,25,13,2,2,1,,,,1,18,1,2,1,1,
116,116102,11610205,1161020501,4,,1,2,33,22,1,1,1,,,,1,24,1,2,1,,2,2,18,16,2,2,1,,,,1,12,1,2,1,1,
116,116102,11610205,1161020501,5,,1,2,34,20,1,1,1,,,,1,23,1,2,1,,2,2,24,8,2,3,1,,,,1,24,1,2,1,1,
116,116102,11610205,1161020501,6,,2,2,17,18,1,1,1,,,,1,17,1,1,1,,1,2,14,15,2,3,1,,,,1,19,1,2,1,1,
116,116102,11610205,1161020501,7,,2,2,7,10,1,1,1,,,,1,13,1,1,1,,1,2,6,7,2,3,1,,,,1,11,1,2,1,1,
117,117103,11710308,1171030802,1,,2,2,10,15,2,1,1,,,,1,21,1,2,1,,2,2,11,14,2,1,1,,,,1,20,1,2,1,1,
117,117103,11710308,1171030802,2,,2,1,17,22,2,1,2,1,7,,1,34,1,2,1,,2,2,15,8,2,1,1,,,,1,23,1,2,2,1,
117,117103,11710308,1171030802,3,,2,2,30,34,2,1,1,,,,1,58,1,1,2,,2,2,31,38,2,1,2,1,96,,1,59,1,2,2,1,
117,117103,11710308,1171030802,4,,2,1,32,30,1,1,2,1,96,,1,54,1,1,1,,2,2,42,36,2,1,1,,,,1,78,1,1,1,1,
117,117103,11710308,1171030802,5,,2,2,17,28,1,1,1,,,,1,50,1,1,1,,1,2,23,25,1,1,2,1,96,,1,46,1,1,2,1,
117,117103,11710308,1171030802,6,,2,2,16,20,1,5,1,,,,1,33,1,1,1,,2,2,20,27,1,1,1,,,,1,47,1,1,1,1,
117,117103,11710308,1171030802,7,,1,2,12,11,1,1,1,,,,1,22,1,1,1,,1,2,10,23,1,1,1,,,,1,33,1,1,1,1,
117,117104,11710405,1171040504,1,,2,1,44,46,2,1,1,,,,1,75,1,1,1,,2,1,44,46,2,1,1,,,,1,72,1,1,1,1,
117,117104,11710405,1171040504,2,,2,2,71,44,2,1,1,,,,1,90,1,1,1,,2,2,71,46,2,1,2,1,1,,1,111,1,1,1,1,
117,117104,11710405,1171040504,3,,1,1,37,49,2,1,1,,,,1,70,1,1,1,,1,1,35,50,2,1,1,,,,1,85,1,1,2,1,
117,117104,11710405,1171040504,4,,1,2,66,64,1,1,1,,,,1,110,1,1,1,,1,2,67,65,2,1,1,,,,1,130,1,1,1,1,
117,117104,11710405,1171040504,5,,1,2,55,55,1,1,1,,,,1,113,1,1,1,,1,2,55,55,1,1,2,2,,13,1,110,1,1,1,1,
117,117104,11710405,1171040504,6,,1,1,60,46,1,1,1,,,,1,106,1,1,1,,1,1,60,48,1,1,1,,,,1,104,1,1,1,1,
117,117104,11710405,1171040504,7,,1,2,36,45,1,1,1,,,,1,71,1,1,1,,1,2,36,45,1,1,1,,,,1,70,1,1,1,1,
117,117110,11711003,1171100309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100309,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"On holiday"
117,117110,11711003,1171100312,1,,1,2,44,52,2,1,1,,,,1,55,4,2,2,,2,3,8,15,2,4,1,,,,2,21,2,2,2,1,
117,117110,11711003,1171100312,2,,2,2,45,55,2,3,1,,,,1,43,4,2,2,,2,2,15,21,2,3,1,,,,1,27,2,1,2,1,
117,117110,11711003,1171100312,3,,2,2,46,45,2,2,1,,,,1,40,2,2,2,,2,2,23,27,2,3,1,,,,1,42,1,1,2,1,
117,117110,11711003,1171100312,4,,1,3,45,58,2,3,1,,,,1,57,3,2,2,,1,1,20,27,2,3,1,,,,1,30,1,1,2,1,
117,117110,11711003,1171100312,5,,1,3,43,48,1,1,1,,,,2,35,2,2,2,,1,2,24,28,1,3,1,,,,1,38,1,1,2,1,
117,117110,11711003,1171100312,6,,1,3,22,36,1,1,1,,,,2,33,3,2,2,,1,3,12,16,1,3,1,,,,2,22,1,1,2,1,
117,117110,11711003,1171100312,7,,1,1,13,18,1,1,1,,,,1,13,2,1,1,,1,2,5,10,1,3,1,,,,1,15,1,1,2,1,
118,118101,11810104,1181010407,1,,2,2,48,46,1,3,1,,,,1,76,1,1,1,,2,2,47,49,2,4,1,,,,1,69,1,2,1,1,
118,118101,11810104,1181010407,2,,2,2,48,37,1,2,1,,,,1,69,1,1,1,,2,2,40,48,2,4,1,,,,1,72,1,2,1,1,
118,118101,11810104,1181010407,3,,2,1,44,42,1,2,1,,,,1,55,1,1,1,,2,1,45,47,2,4,1,,,,1,73,1,2,1,1,
118,118101,11810104,1181010407,4,,2,2,39,40,1,3,1,,,,1,65,1,1,1,,2,2,38,48,2,4,1,,,,1,68,1,2,1,1,
118,118101,11810104,1181010407,5,,2,2,33,36,1,2,1,,,,2,52,1,1,1,,2,2,36,37,2,4,1,,,,1,57,1,1,1,1,
118,118101,11810104,1181010407,6,,1,2,29,27,1,1,1,,,,1,39,1,1,1,,1,2,28,31,1,4,1,,,,1,49,1,1,1,1,
118,118101,11810104,1181010407,7,,1,2,10,10,1,1,1,,,,1,18,1,1,1,,1,2,6,11,1,1,1,,,,1,16,1,1,1,1,
119,119103,11910303,1191030304,1,,1,2,26,12,2,1,1,,,,1,14,1,2,1,,2,1,14,8,2,4,1,,,,1,16,1,2,1,1,
119,119103,11910303,1191030304,2,,2,1,26,32,2,2,2,1,96,,1,23,1,2,1,,2,1,15,23,2,4,1,,,,1,30,1,2,1,1,
119,119103,11910303,1191030304,3,,2,1,20,21,1,2,1,,,,1,10,1,2,1,,2,2,20,21,2,4,1,,,,1,35,1,2,1,1,
119,119103,11910303,1191030304,4,,2,2,17,20,1,2,1,,,,1,12,1,2,1,,2,2,19,18,2,4,1,,,,1,20,1,1,1,1,
119,119103,11910303,1191030304,5,,2,2,20,15,1,2,1,,,,1,9,1,2,2,,1,2,10,8,2,4,1,,,,1,15,1,1,2,1,
119,119103,11910303,1191030304,6,,1,2,26,19,1,2,2,1,1,,1,11,1,2,2,,1,2,12,8,2,4,1,,,,1,15,1,1,2,1,
119,119103,11910303,1191030304,7,,1,1,29,20,1,2,2,2,,1,1,15,1,1,1,,1,2,11,20,2,4,1,,,,1,30,1,1,2,1,
120,120105,12010502,1201050202,1,,2,3,16,19,1,1,1,,,,2,29,1,1,1,,2,3,16,19,1,1,1,,,,2,25,1,1,2,1,
120,120105,12010502,1201050202,2,,1,3,9,6,2,1,1,,,,2,11,1,1,1,,1,3,10,8,2,1,1,,,,2,18,1,1,2,1,
120,120105,12010502,1201050202,3,,2,3,5,6,1,1,2,2,,1,2,10,1,1,2,,2,3,5,6,1,1,1,,,,2,10,1,1,2,1,
120,120105,12010502,1201050202,4,,2,2,9,7,1,1,1,,,,2,15,1,1,1,,2,2,9,8,1,1,1,,,,2,17,1,1,2,1,
120,120105,12010502,1201050202,5,,2,2,5,5,2,1,1,,,,2,10,1,1,2,,2,2,7,8,1,1,1,,,,2,14,1,1,2,1,
120,120105,12010502,1201050202,6,,1,3,8,8,2,1,1,,,,2,16,1,1,2,,1,3,8,8,2,1,1,,,,2,16,1,1,2,1,
120,120105,12010502,1201050202,7,,1,2,2,11,2,1,1,,,,2,7,1,1,2,,1,3,4,11,1,1,1,,,,2,15,1,1,2,1,
122,122102,12210206,1221020604,1,,2,2,41,33,2,1,1,,,,1,74,1,2,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,2,,2,2,30,17,2,1,1,,,,1,38,1,2,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,3,,2,2,26,20,1,1,1,,,,1,38,1,1,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,4,,1,2,25,25,1,1,1,,,,1,42,1,1,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,5,,2,2,23,35,1,1,1,,,,2,52,1,1,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,6,,1,1,12,31,1,1,2,1,1,,1,43,1,1,2,,,,,,,,,,,,,,,,,1,
122,122102,12210206,1221020604,7,,1,1,20,20,1,1,1,,,,1,36,1,1,2,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,1,,2,1,157,165,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,2,,2,2,81,69,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,3,,2,1,60,88,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,4,,2,1,67,55,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,5,,2,2,73,84,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,6,,1,2,52,78,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122105,12210502,1221050203,7,,2,1,41,80,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,
122,122106,12210602,1221060206,1,,2,2,63,58,2,5,1,,,,1,65,1,2,1,,2,2,60,65,2,4,1,,,,1,103,1,2,1,1,
122,122106,12210602,1221060206,2,,2,2,56,55,2,2,1,,,,1,36,1,2,1,,2,2,50,55,2,4,1,,,,1,94,1,2,1,1,
122,122106,12210602,1221060206,3,,1,2,62,67,2,4,2,2,,96,2,46,1,3,2,,1,1,60,63,2,4,1,,,,1,107,1,2,1,1,
122,122106,12210602,1221060206,4,,1,1,58,63,2,4,1,,,,1,87,1,2,1,,1,2,55,60,2,4,1,,,,1,92,1,2,1,1,
122,122106,12210602,1221060206,5,,1,2,60,70,1,4,1,,,,1,60,1,1,2,,1,2,60,68,2,4,1,,,,1,112,1,1,1,1,
122,122106,12210602,1221060206,6,,1,2,37,50,1,4,1,,,,1,65,1,1,2,,1,2,58,54,1,4,1,,,,1,105,1,1,1,1,
122,122106,12210602,1221060206,7,,1,2,37,50,1,4,1,,,,1,70,1,1,1,,1,2,32,54,1,4,1,,,,1,79,1,1,1,1,
123,123108,12310803,1231080303,1,,2,2,25,47,2,4,,,,,,,,,,,2,2,25,13,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,2,,2,2,29,23,2,4,,,,,,,,,,,2,2,8,19,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,3,,2,2,23,27,2,4,,,,,,,,,,,2,2,18,25,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,4,,2,2,21,23,2,4,,,,,,,,,,,2,2,10,21,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,5,,1,1,25,27,2,4,,,,,,,,,,,2,2,11,11,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,6,,1,2,23,31,2,4,,,,,,,,,,,1,2,7,16,2,4,,,,,,,,,,1,
123,123108,12310803,1231080303,7,,1,2,19,13,2,4,,,,,,,,,,,1,2,9,20,2,4,1,,,,1,4,1,1,2,1,
