"District_Name","SubCounty","Parish","Villagecode","Year1_ID","C3F_Year","C3FQ34","C3FQ35A","C3FQ35B","C3FQ36A","C3FQ36B","Education_Response","Reason_Edu_Not_Done"
314,314103,31410304,3141030403,2,2,1,0,0,,,2,
314,314103,31410304,3141030403,3,1,1,1,3,6,4,2,
317,317101,31710101,3171010102,1,1,1,10,20,8,8,,
317,317101,31710101,3171010102,2,2,1,18,25,8,8,,
317,317101,31710101,3171010102,3,3,1,8,17,8,9,,
317,317102,31710202,3171020201,1,3,1,5,4,8,5,2,
317,317102,31710202,3171020201,2,2,1,7,5,8,4,2,
317,317102,31710202,3171020201,3,1,1,3,4,8,5,2,
317,317106,31710605,3171060512,1,3,1,15,30,11,5,2,
317,317106,31710605,3171060512,2,2,1,10,20,9,2,2,
317,317106,31710605,3171060512,3,1,1,20,30,8,4,2,
318,318103,31810302,3181030204,1,4,1,42,12,8,9,1,
318,318103,31810302,3181030204,1,4,1,42,12,8,9,1,
318,318103,31810302,3181030204,2,3,1,22,8,8,9,1,
318,318103,31810302,3181030204,2,3,1,22,8,8,9,1,
318,318103,31810302,3181030204,3,2,1,8,4,8,9,1,
318,318103,31810302,3181030204,3,2,1,8,4,8,9,1,
318,318107,31810705,3181070501,1,3,1,5,0,3,,1,
318,318107,31810705,3181070501,2,2,1,2,0,3,,1,
318,318107,31810705,3181070501,3,1,1,1,0,3,,1,
318,318114,31811402,3181140207,1,4,1,83,57,11,11,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
318,318114,31811402,3181140207,2,3,1,72,44,11,11,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
318,318114,31811402,3181140207,3,2,1,30,21,11,11,3,"THE SCHOOL WAS CLOSED FOR HOLIDAYS"
319,319103,31910303,3191030304,1,1,1,51,79,6,11,3,"school closed for holidays.no one found to respond"
319,319103,31910303,3191030304,2,2,1,69,71,9,9,3,"school closed for holidays.no one found to respond"
319,319103,31910303,3191030304,3,3,1,53,54,6,9,3,"school closed for holidays.no one found to respond"
319,319105,31910508,3191050803,1,3,1,51,50,96,96,1,
319,319105,31910508,3191050803,2,2,1,31,36,96,4,1,
319,319105,31910508,3191050803,3,1,1,27,36,96,11,1,
319,319107,31910702,3191070202,1,3,2,,,,,1,
319,319107,31910702,3191070202,2,2,1,24,58,8,8,1,
319,319107,31910702,3191070202,3,1,1,34,87,8,8,1,
320,320103,32010303,3201030323,1,3,1,164,174,6,11,1,
320,320103,32010303,3201030323,2,2,1,173,207,6,9,1,
320,320103,32010303,3201030323,3,1,1,143,155,9,9,1,
320,320108,32010808,3201080801,1,3,1,89,98,9,96,1,
320,320108,32010808,3201080801,2,2,1,102,132,96,96,1,
320,320108,32010808,3201080801,3,1,1,98,128,96,96,1,
321,321103,32110304,3211030405,1,1,1,20,15,9,4,,
321,321103,32110304,3211030405,2,2,1,25,15,9,4,,
321,321103,32110304,3211030405,3,3,1,30,35,9,4,,
321,321105,32110505,3211050502,1,1,1,78,105,11,5,3,"HOLIDAYS"
321,321105,32110505,3211050502,2,2,1,84,91,9,5,3,"HOLIDAYS"
321,321105,32110505,3211050502,3,3,1,70,105,9,5,3,"HOLIDAYS"
321,321106,32110601,3211060105,1,3,1,80,50,9,5,2,
321,321106,32110601,3211060105,2,2,1,100,70,9,5,2,
321,321106,32110601,3211060105,3,1,1,90,60,9,5,2,
321,321107,32110706,3211070617,1,3,1,15,27,11,9,1,
321,321107,32110706,3211070617,2,2,1,17,30,11,9,1,
321,321107,32110706,3211070617,3,1,1,10,25,11,9,1,
322,322108,32210802,3221080206,1,1,1,60,120,8,8,3,"holidays"
322,322108,32210802,3221080206,2,2,1,22,18,11,5,3,"holidays"
322,322108,32210802,3221080206,3,3,1,47,32,11,11,3,"holidays"
322,322111,32211104,3221110412,1,3,1,15,20,9,5,2,
322,322111,32211104,3221110412,2,2,1,18,21,9,5,2,
322,322111,32211104,3221110412,3,1,1,17,11,9,5,2,
323,323104,32310403,3231040301,1,3,1,35,50,8,8,1,
323,323104,32310403,3231040301,2,2,1,50,62,8,4,1,
323,323104,32310403,3231040301,3,1,1,32,35,8,5,1,
323,323106,32310604,3231060409,1,3,1,23,37,9,9,,
323,323106,32310604,3231060409,2,2,1,46,27,9,9,,
323,323106,32310604,3231060409,3,1,1,43,40,9,9,,
323,323107,32310701,3231070104,1,1,1,60,70,8,8,3,"holidays"
323,323107,32310701,3231070104,2,2,1,40,55,8,8,3,"holidays"
323,323107,32310701,3231070104,3,3,1,30,40,11,5,3,"holidays"
323,323108,32310802,3231080204,1,1,1,0,1,,4,1,
323,323108,32310802,3231080204,2,2,1,20,25,11,11,1,
323,323108,32310802,3231080204,3,3,1,29,35,8,8,1,
325,325101,32510102,3251010205,1,3,1,40,33,8,8,1,
325,325101,32510102,3251010205,2,2,1,38,44,8,8,1,
325,325101,32510102,3251010205,3,1,1,46,53,8,8,1,
325,325103,32510305,3251030508,1,3,1,27,40,11,5,2,
325,325103,32510305,3251030508,2,2,1,19,23,11,5,2,
325,325103,32510305,3251030508,3,1,1,31,37,8,8,2,
325,325103,32510306,3251030601,1,3,1,150,200,8,5,2,
325,325103,32510306,3251030601,2,2,1,100,130,8,9,2,
325,325103,32510306,3251030601,3,1,1,110,130,8,9,2,
325,325103,32510306,3251030602,1,3,1,150,200,8,5,2,
325,325103,32510306,3251030602,2,2,1,100,130,8,9,2,
325,325103,32510306,3251030602,3,1,1,110,130,8,9,2,
327,327103,32710303,3271030305,,,,,,,,3,"IT WAS HOLIDAY TIME SO THE SCHOOL WAS CLOSED"
329,329106,32910602,3291060206,1,1,1,12,16,9,12,,
329,329106,32910602,3291060206,2,2,1,21,18,11,11,,
329,329106,32910602,3291060206,3,3,1,30,20,11,11,,
330,330107,33010701,3301070101,1,3,1,10,19,8,8,1,
330,330107,33010701,3301070101,2,2,1,18,99,8,9,1,
330,330107,33010701,3301070101,3,1,1,60,99,6,9,1,
330,330107,33010703,3301070303,1,3,1,15,0,6,,1,
330,330107,33010703,3301070303,2,2,1,17,0,6,,1,
330,330107,33010703,3301070303,3,1,1,7,0,6,,1,
330,330110,33011001,3301100102,,,,,,,,3,"SCHOOL CLOSED FOR HOLIDAY"
402,402207,40220705,4022070507,1,2,1,15,10,96,96,1,
402,402207,40220705,4022070507,2,3,1,17,13,96,96,1,
402,402208,40220805,4022080505,1,2,1,4,6,6,5,1,
402,402208,40220805,4022080505,2,3,1,3,4,6,4,1,
402,402208,40220805,4022080505,3,4,1,1,2,6,6,1,
403,403101,40310102,4031010202,,,,,,,,1,
403,403105,40310505,4031050502,,,,,,,,3,"holiday time"
403,403201,40320102,4032010205,,,,,,,,1,
403,403205,40320504,4032050403,,,,,,,,1,
403,403301,40330104,4033010412,,,,,,,,3,"REFUSED"
404,404102,40410203,4041020302,1,2,1,27,8,96,96,3,"SCHOOL IN HOLIDAY"
404,404102,40410203,4041020302,2,3,1,12,5,96,96,3,"SCHOOL IN HOLIDAY"
404,404102,40410203,4041020302,3,4,1,18,8,96,96,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,1,2,1,13,7,96,96,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,2,3,1,8,12,96,96,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,3,4,1,12,8,96,96,3,"SCHOOL IN HOLIDAY"
404,404403,40440303,4044030303,1,1,1,13,9,9,5,1,
404,404403,40440303,4044030303,2,2,1,9,12,9,5,1,
404,404403,40440303,4044030303,3,3,1,8,13,9,5,1,
405,405104,40510402,4051040205,1,4,1,6,8,6,5,2,
405,405208,40520803,4052080304,,,,,,,,1,
405,405211,40521103,4052110310,1,2,1,23,20,6,6,1,
405,405211,40521103,4052110310,2,1,1,17,26,7,7,1,
405,405301,40530104,4053010409,,,,,,,,1,
405,405302,40530203,4053020304,,,,,,,,3,"HOLIDAY TIME"
406,406108,40610804,4061080401,,,,,,,,3,"HOLIDAY"
406,406201,40620102,4062010203,,,,,,,,,
406,406210,40621003,4062100306,,,,,,,,1,
406,406212,40621201,4062120102,,,,,,,,1,
406,406303,40630307,4063030706,,,,,,,,1,
407,407202,40720204,4072020402,,,,,,,,3,"holiday"
407,407205,40720501,4072050104,,,,,,,,3,"WEEKEND"
407,407303,40730303,4073030305,,,,,,,,1,
407,407306,40730604,4073060419,,,,,,,,3,"WEEKEND"
408,408102,40810201,4081020104,1,3,1,0,1,,9,1,
408,408102,40810201,4081020104,2,2,1,1,2,6,5,1,
408,408112,40811202,4081120206,1,3,1,12,16,6,5,1,
408,408112,40811202,4081120206,2,4,1,9,13,6,5,1,
408,408113,40811304,4081130406,1,3,1,2,6,9,5,1,
408,408113,40811304,4081130406,2,2,1,4,5,9,5,1,
409,409101,40910104,4091010401,,,,,,,,2,
409,409203,40920305,4092030509,,,,,,,,3,"HOLIDAY &WEEKEND"
409,409301,40930103,4093010304,,,,,,,,1,
410,410102,41010204,4101020405,1,1,1,6,12,96,96,1,
410,410102,41010204,4101020405,2,2,1,3,2,96,96,1,
410,410102,41010204,4101020405,3,3,1,3,4,96,96,1,
410,410102,41010204,4101020405,4,4,1,2,1,96,96,1,
410,410105,41010502,4101050204,1,2,1,4,6,6,9,3,"Not done schools in holidays"
410,410105,41010502,4101050204,2,3,1,3,4,6,9,3,"Not done schools in holidays"
410,410105,41010502,4101050204,3,4,1,1,3,6,9,3,"Not done schools in holidays"
410,410201,41020101,4102010106,1,3,2,,,,,1,
410,410201,41020101,4102010106,2,2,2,,,,,1,
410,410201,41020101,4102010107,1,2,1,5,7,8,8,3,"SCHOOL IN HOLIDAY"
410,410201,41020101,4102010107,2,3,1,3,4,8,8,3,"SCHOOL IN HOLIDAY"
410,410201,41020101,4102010107,3,4,1,2,1,8,8,3,"SCHOOL IN HOLIDAY"
410,410303,41030306,4103030601,1,3,1,3,2,9,11,1,
410,410303,41030306,4103030601,2,2,1,1,3,9,5,1,
410,410303,41030306,4103030601,3,1,1,4,3,9,5,1,
411,411103,41110301,4111030105,1,2,1,7,8,6,96,1,
411,411103,41110301,4111030105,2,3,1,6,4,6,96,1,
411,411103,41110301,4111030105,3,5,1,5,4,6,96,1,
411,411203,41120302,4112030202,1,2,,,,,,3,"Shools in holidays"
411,411203,41120302,4112030202,2,3,,,,,,3,"Shools in holidays"
411,411203,41120302,4112030202,3,4,,,,,,3,"Shools in holidays"
411,411302,41130202,4113020204,,,,,,,,3,"schools in holidays"
411,411304,41130402,4113040203,1,3,1,2,3,9,5,1,
411,411304,41130402,4113040203,2,2,1,3,4,9,5,1,
411,411402,41140202,4114020204,,,,,,,,1,
411,411403,41140303,4114030308,1,2,1,14,17,96,96,3,"SCHOOL CLOSED FOR HOLIDAYS"
411,411403,41140303,4114030308,2,3,1,12,13,96,96,3,"SCHOOL CLOSED FOR HOLIDAYS"
411,411403,41140303,4114030308,3,4,1,18,16,96,96,3,"SCHOOL CLOSED FOR HOLIDAYS"
412,412103,41210304,4121030414,1,1,1,11,7,9,9,1,
412,412103,41210304,4121030414,2,2,1,13,8,9,5,1,
412,412103,41210304,4121030414,3,3,1,10,7,9,5,1,
412,412201,41220107,4122010704,1,2,1,0,1,,5,1,
412,412203,41220304,4122030405,1,2,1,18,27,6,5,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
412,412203,41220304,4122030405,2,3,1,16,23,6,5,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
412,412203,41220304,4122030405,3,4,1,12,24,6,5,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
414,414116,41411601,4141160106,1,2,1,11,13,6,96,1,
414,414116,41411601,4141160106,2,3,1,8,11,6,96,1,
415,415105,41510502,4151050204,,,,,,,,2,
415,415106,41510608,4151060812,,,,,,,,1,
415,415110,41511004,4151100404,,,,,,,,3,"HOLIDAY TIME"
415,415114,41511407,4151140703,,,,,,,,2,
417,417101,41710101,4171010109,1,2,1,11,4,9,5,1,
417,417101,41710101,4171010109,2,4,1,6,2,9,4,1,
417,417102,41710201,4171020103,1,3,1,3,5,8,8,1,
417,417102,41710201,4171020103,2,2,1,6,5,8,8,1,
417,417102,41710201,4171020103,3,1,1,8,11,8,8,1,
417,417104,41710401,4171040107,1,2,1,7,4,9,5,1,
417,417104,41710401,4171040107,2,3,1,12,7,96,96,1,
417,417104,41710401,4171040107,3,1,1,12,9,9,9,1,
417,417105,41710501,4171050107,1,2,2,,,,,1,
417,417105,41710501,4171050107,2,3,2,,,,,1,
417,417110,41711004,4171100404,1,2,1,18,13,96,96,3,"SCHOOLS IN HOLIDAYS"
417,417110,41711004,4171100404,2,3,1,21,9,96,96,3,"SCHOOLS IN HOLIDAYS"
417,417110,41711004,4171100404,3,4,1,16,8,96,96,3,"SCHOOLS IN HOLIDAYS"
417,417114,41711404,4171140402,1,1,1,2,2,6,5,1,
417,417114,41711404,4171140402,2,2,1,3,6,6,96,1,
417,417114,41711404,4171140402,3,3,1,4,5,6,96,1,
417,417114,41711404,4171140402,4,4,1,4,7,6,96,1,
418,418104,41810403,4181040301,1,2,1,35,23,8,8,3,"Schools in holidays"
418,418104,41810403,4181040301,2,3,1,28,19,9,9,3,"Schools in holidays"
418,418104,41810403,4181040301,3,4,1,18,12,6,5,3,"Schools in holidays"
418,418201,41820102,4182010203,1,,,,,,,3,"Not done Schools in holidays"
418,418202,41820201,4182020104,1,2,1,15,7,6,5,2,
418,418202,41820201,4182020104,2,3,1,11,5,6,5,2,
418,418202,41820201,4182020104,3,4,1,8,3,6,5,2,
418,418209,41820907,4182090702,1,3,1,4,12,9,5,1,
418,418209,41820907,4182090702,2,2,1,8,11,9,5,1,
419,419204,41920402,4192040205,1,2,1,9,11,9,4,1,
419,419204,41920402,4192040205,2,3,1,3,6,9,9,1,
420,420107,42010704,4201070403,1,2,1,9,16,6,5,3,"SCHOOL IN HOLIDAYS"
420,420107,42010704,4201070403,2,3,1,12,18,6,5,3,"SCHOOL IN HOLIDAYS"
420,420107,42010704,4201070403,3,4,1,7,8,6,5,3,"SCHOOL IN HOLIDAYS"
420,420108,42010803,4201080309,1,2,1,22,16,96,9,3,"schools in holidays"
420,420108,42010803,4201080309,2,3,1,19,24,96,9,3,"schools in holidays"
420,420108,42010803,4201080309,3,4,1,19,13,96,9,3,"schools in holidays"
421,421108,42110801,4211080107,,,,,,,,1,
422,422102,42210204,4221020401,,,,,,,,3,"weekend"
423,423109,42310905,4231090509,,,,,,,,3,"SCHOOL CLOSED, ITS A WEEKEND"
426,426104,42610402,4261040201,1,1,1,6,8,6,5,1,
426,426104,42610402,4261040201,2,2,1,2,5,6,5,1,
426,426104,42610402,4261040201,3,3,1,4,4,6,6,1,
426,426104,42610402,4261040201,4,4,1,3,7,6,6,1,
