"District_Name","SubCounty","Parish","Villagecode","C3KQ64_1","C3KQ64_2","C3KQ64_3","C3KQ64_4","C3KQ64_5","C3KQ64_6","C3KQ64_7","C3KQ64_8","C3KQ64_9","C3KQ64_10","C3KQ64_11","C3KQ64_12","C3KQ64_13","C3KQ64_14","C3KQ64_15","C3KQ64_16","C3KQ64_17","C3KQ64_18","C3KQ64_19","C3KQ64_20","C3KQ64_A","C3KQ64_B","C3KQ64_C","Survey_Visit","Education_Response","Reason_Edu_Not_Done"
330,330110,33011001,3301100102,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,2,3,"SCHOOL CLOSED FOR HOLIDAY"
402,402207,40220705,4022070507,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,6,11,2,1,
402,402208,40220805,4022080505,"Y","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,6,1,1,
403,403101,40310102,4031010202,"Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N",,,,1,8,14,2,1,
403,403105,40310505,4031050502,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","N",,,,14,8,11,2,3,"holiday time"
403,403201,40320102,4032010205,,,,,,,,,,,,,,,,,,,,,2,3,8,2,1,
403,403205,40320504,4032050403,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,11,14,8,2,1,
403,403301,40330104,4033010412,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,2,3,"REFUSED"
404,404102,40410203,4041020302,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","Y","N","N","N",,,,8,11,2,2,3,"SCHOOL IN HOLIDAY"
404,404207,40420704,4042070409,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,6,2,3,"SCHOOL IN HOLIDAY"
404,404403,40440303,4044030303,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,2,11,2,1,
405,405104,40510402,4051040205,"Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N",,,,1,8,14,2,2,
405,405208,40520803,4052080304,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,6,11,2,1,
405,405211,40521103,4052110310,,,,,,,,,,,,,,,,,,,,,6,8,11,2,1,
405,405301,40530104,4053010409,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,6,8,11,2,1,
405,405302,40530203,4053020304,"Y","Y","N","N","N","N","N","Y","N","Y","Y","N","Y","Y","N","N","N",,,,1,8,10,2,3,"HOLIDAY TIME"
406,406108,40610804,4061080401,"Y","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N",,,,6,8,1,2,3,"HOLIDAY"
406,406201,40620102,4062010203,"Y","Y","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N",,,,14,8,2,2,,
406,406210,40621003,4062100306,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,14,1,8,2,1,
406,406212,40621201,4062120102,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,6,8,11,2,1,
406,406303,40630307,4063030706,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,14,2,2,1,
407,407202,40720204,4072020402,"N","Y","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N",,,,12,8,1,2,3,"holiday"
407,407205,40720501,4072050104,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,2,3,"WEEKEND"
407,407303,40730303,4073030305,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,2,11,2,1,
407,407306,40730604,4073060419,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,2,14,11,2,3,"WEEKEND"
408,408102,40810201,4081020104,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,2,2,1,
408,408112,40811202,4081120206,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,2,1,1,
408,408113,40811304,4081130406,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,6,11,2,1,
409,409101,40910104,4091010401,,,,,,,,,,,,,,,,,,,,,11,13,2,2,2,
409,409203,40920305,4092030509,"Y","N","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","N",,,,14,8,1,2,3,"HOLIDAY &WEEKEND"
409,409301,40930103,4093010304,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,1,14,2,1,
410,410102,41010204,4101020405,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","Y","N","N","N",,,,8,11,6,1,1,
410,410105,41010502,4101050204,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","Y","N","N",,,,8,11,15,2,3,"Not done schools in holidays"
410,410201,41020101,4102010106,"Y","Y","N","N","N","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","N",,,,8,6,2,1,1,
410,410201,41020101,4102010107,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,2,3,"SCHOOL IN HOLIDAY"
410,410201,41020101,4102010107,"N","Y","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N",,,,8,11,6,2,3,"SCHOOL IN HOLIDAY"
410,410303,41030306,4103030601,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,2,6,1,1,
411,411103,41110301,4111030105,"Y","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N",,,,8,14,6,1,1,
411,411203,41120302,4112030202,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,3,"Shools in holidays"
411,411302,41130202,4113020204,"N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N",,,,8,8,11,2,3,"schools in holidays"
411,411304,41130402,4113040203,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,2,11,2,1,
411,411402,41140202,4114020204,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,2,11,1,1,
411,411403,41140303,4114030308,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,6,2,3,"SCHOOL CLOSED FOR HOLIDAYS"
412,412103,41210304,4121030414,"Y","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,1,
412,412201,41220107,4122010704,"N","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,2,15,2,1,
412,412203,41220304,4122030405,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,3,"SCHOOLS IN HOLIDAYS FULLY CLOSED"
414,414116,41411601,4141160106,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,11,2,2,1,
415,415105,41510502,4151050204,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,6,8,14,2,2,
415,415106,41510608,4151060812,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,2,8,11,2,1,
415,415110,41511004,4151100404,"Y","N","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","N","N",,,,11,14,8,2,3,"HOLIDAY TIME"
415,415114,41511407,4151140703,,,,,,,,,,,,,,,,,,,,,8,,,2,2,
417,417101,41710101,4171010109,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,2,11,2,1,
417,417102,41710201,4171020103,"Y","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","N","Y","N","Y","N",,,,8,6,11,2,1,
417,417104,41710401,4171040107,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,2,11,2,1,
417,417105,41710501,4171050107,"N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",,,,8,2,18,1,1,
417,417110,41711004,4171100404,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,2,2,3,"SCHOOLS IN HOLIDAYS"
417,417114,41711404,4171140402,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,2,1,1,
418,418104,41810403,4181040301,"N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,2,2,3,"Schools in holidays"
418,418201,41820102,4182010203,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,3,"Not done Schools in holidays"
418,418202,41820201,4182020104,"N","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","N","N","N",,,,8,6,2,2,2,
418,418209,41820907,4182090702,"N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,8,11,6,2,1,
419,419204,41920402,4192040205,"Y","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,1,
420,420107,42010704,4201070403,"Y","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,1,2,3,"SCHOOL IN HOLIDAYS"
420,420108,42010803,4201080309,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,6,11,2,3,"schools in holidays"
421,421108,42110801,4211080107,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,1,2,8,2,1,
422,422102,42210204,4221020401,"N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N",,,,8,14,18,2,3,"weekend"
423,423109,42310905,4231090509,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,1,3,"SCHOOL CLOSED, ITS A WEEKEND"
426,426104,42610402,4261040201,"N","Y","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N",,,,8,11,6,1,1,
