"HHID","LiveStockID","a6aq2","a6aq3a","a6aq3b","a6aq3c","a6aq3d","a6aq3e","a6aq4a","a6aq4b","a6aq4c","a6aq5a","a6aq5b","a6aq5c","a6aq6","a6aq7","a6aq8","a6aq9","a6aq10","a6aq11","a6aq12","a6aq13a","a6aq13b","a6aq14a","a6aq14b","a6aq15","a6aq15b","a6aq15c","a6aq16","hh","wgt_X"
151090402,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15109-04-02",1467.73303222656
151090402,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15109-04-02",1467.73303222656
151090402,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15109-04-02",1467.73303222656
151090402,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15109-04-02",1467.73303222656
151090402,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15109-04-02",1467.73303222656
153010401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,2,1,1,15301004,15301001,15301001,15301004,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,2,"H15301-04-01",1467.73278808594
153010401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-01",1467.73278808594
153010402,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,6,1,1,15301007,99999999,15301007,15301008,0,,,0,,,0,0,0,0,0,0,0,1,450000,0,,0,2,1,2,"H15301-04-02",1467.73278808594
153010402,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153010402,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15301-04-02",1467.73278808594
153020401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,4,1,1,15302001,,15302001,15302002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,9,5,1,"H15302-04-01",2935.46557617188
153020401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,7,1,1,15302001,,15302001,15302002,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1,"H15302-04-01",2935.46557617188
153020401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,10,1,1,15302001,,15302001,15302002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,2,5,1,"H15302-04-01",2935.46557617188
153020401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153020401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15302-04-01",2935.46557617188
153050401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,6,1,1,15305001,15305002,15305001,15305002,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,1,"H15305-04-01",2935.46557617188
153050401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,10,1,1,15305001,15305002,15305001,15305002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1,"H15305-04-01",2935.46557617188
153050401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153050401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15305-04-01",2935.46557617188
153090401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,10,1,0,,,,,1,15309002,15309001,0,,,0,0,0,0,0,0,0,0,,0,,0,9,9,3,"H15309-04-01",1467.73278808594
153090401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153090401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15309-04-01",1467.73278808594
153100401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,6,1,1,15310001,,15310001,15310003,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,5,8,1,"H15310-04-01",2935.46557617188
153100401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,8,1,2,15310001,,15310001,15310003,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,8,1,"H15310-04-01",2935.46557617188
153100401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,10,1,2,15310001,,15310001,15310003,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,2,1,"H15310-04-01",2935.46557617188
153100401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
153100401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15310-04-01",2935.46557617188
155030401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,5,1,1,15503001,,15503001,15503005,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,2,"H15503-04-01",2935.46557617188
155030401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155030401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15503-04-01",2935.46557617188
155040401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,5,1,0,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,450000,0,2,1,1,"H15504-04-01",2935.46557617188
155040401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155040401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15504-04-01",2935.46557617188
155050401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,5,1,1,15505001,15505002,15505001,15505002,0,,,0,,,2,1,0,0,0,0,1,0,,1,120000,0,1,5,1,"H15505-04-01",1467.73278808594
155050401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-01",1467.73278808594
155050402,1,1,1,15505007,,15505007,,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,5,2,1,"H15505-04-02",1467.73278808594
155050402,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,5,1,1,15505007,,15505006,,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,2,1,"H15505-04-02",1467.73278808594
155050402,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155050402,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15505-04-02",1467.73278808594
155080401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,5,1,1,15508001,15508002,15508001,15508002,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1,"H15508-04-01",2935.46557617188
155080401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155080401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15508-04-01",2935.46557617188
155090401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,5,1,1,15509001,15509009,15509001,15509009,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,2,3,1,"H15509-04-01",2935.46557617188
155090401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155090401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15509-04-01",2935.46557617188
155100401,1,1,1,15510001,,15510001,,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,3,1,"H15510-04-01",2935.46557617188
155100401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,5,1,2,15510001,,15510001,,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1,"H15510-04-01",2935.46557617188
155100401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
155100401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15510-04-01",2935.46557617188
159030401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,8,1,2,15903001,,15903001,15903002,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,9,8,1,"H15903-04-01",2935.46606445313
159030401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159030401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15903-04-01",2935.46606445313
159070401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,7,1,2,15907001,15907002,15907001,15907002,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1,"H15907-04-01",1467.73303222656
159070401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,10,1,2,15907001,15907002,15907001,15907002,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1,"H15907-04-01",1467.73303222656
159070401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159070401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15907-04-01",1467.73303222656
159090401,1,1,4,15909001,15909002,15909003,15909001,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,5,2,"H15909-04-01",978.488708496094
159090401,2,1,8,15909001,15909002,15909003,15909001,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,1,5,2,"H15909-04-01",978.488708496094
159090401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,5,1,8,15909001,15909002,15909003,15909001,0,,,0,,,9,0,0,0,0,0,0,0,,1,400000,0,2,1,2,"H15909-04-01",978.488708496094
159090401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-01",978.488708496094
159090403,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,6,1,1,15909014,15909015,15909014,15909017,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,5,6,1,"H15909-04-03",978.488708496094
159090403,7,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,10,1,1,15909014,15909015,15909014,15909017,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,1,"H15909-04-03",978.488708496094
159090403,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
159090403,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H15909-04-03",978.488708496094
162020401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,7,1,1,16202001,16202002,16202001,16202002,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,3,5,1,"H16202-04-01",2935.46557617188
162020401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,10,1,1,16202001,16202002,16202001,16202002,0,,,0,,,0,0,0,0,0,0,0,1,250000,0,,0,2,5,1,"H16202-04-01",2935.46557617188
162020401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162020401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16202-04-01",2935.46557617188
162040401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,7,1,4,16204001,,16204001,16204002,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,6,1,"H16204-04-01",2935.46557617188
162040401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,10,1,3,16204001,,16204001,16204002,0,,,0,,,4,0,0,0,0,0,0,0,,1,230000,0,1,2,1,"H16204-04-01",2935.46557617188
162040401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162040401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16204-04-01",2935.46557617188
162090401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,5,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,6,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,7,1,3,16209001,16209002,16209002,,0,,,0,,,2,0,0,0,0,0,0,1,575000,0,,0,1,3,1,"H16209-04-01",2935.46557617188
162090401,8,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,9,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,10,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,11,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162090401,12,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16209-04-01",2935.46557617188
162100401,1,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16210-04-01",2935.46557617188
162100401,2,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16210-04-01",2935.46557617188
162100401,3,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16210-04-01",2935.46557617188
162100401,4,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H16210-04-01",2935.46557617188
