"HHID","h15eq2","h15eq2_1","h15eq3","wgt_X"
"H10002-04-01",809,1,720000,2792.466796875
"H10004-04-01",806,1,200000,2792.466796875
"H10004-04-01",807,1,160000,2792.466796875
"H10004-04-01",808,1,1200000,2792.466796875
"H10007-04-02",806,1,4000000,1396.2333984375
"H10009-04-01",807,1,10000,1396.2333984375
"H10009-04-02",806,1,70000,1396.2333984375
"H10009-04-02",807,1,100000,1396.2333984375
"H10009-04-02",809,1,40000,1396.2333984375
"H10010-04-01",806,1,600000,2792.466796875
"H10010-04-01",807,1,80000,2792.466796875
"H10011-04-01",801,1,550000,2792.466796875
"H10201-04-01",806,1,100000,1396.23327636719
"H10201-04-01",807,1,80000,1396.23327636719
"H10209-04-01",807,1,5000,2792.46655273438
"H10303-04-01",807,1,60000,2792.466796875
"H10309-04-01",806,1,50000,2792.466796875
"H10309-04-01",807,1,60000,2792.466796875
"H10311-04-01",801,1,30000,2792.466796875
"H10311-04-01",803,1,15000,2792.466796875
"H10311-04-01",806,1,300000,2792.466796875
"H10311-04-01",807,1,30000,2792.466796875
"H10311-04-01",808,1,0,2792.466796875
"H10701-04-01",806,1,20000,757.547973632813
"H10701-04-03",807,1,3000,757.547973632813
"H10704-04-01",803,1,60000,1136.32202148438
"H10704-04-01",806,1,24500,1136.32202148438
"H10707-04-01",803,1,60000,2272.64404296875
"H10709-04-01",803,1,3000,2272.64404296875
"H10709-04-01",806,1,40000,2272.64404296875
"H10710-04-01",807,1,100000,454.52880859375
"H10710-04-02",807,1,100000,454.52880859375
"H10710-04-03",807,1,50000,454.52880859375
"H10710-04-04",803,1,6000,454.52880859375
"H10710-04-04",807,1,15000,454.52880859375
"H10710-04-05",806,1,15000,454.52880859375
"H10710-04-05",807,1,10000,454.52880859375
"H10801-04-01",803,1,2000,2272.64404296875
"H10801-04-01",806,1,15000,2272.64404296875
"H10801-04-01",807,1,1000,2272.64404296875
"H10802-04-01",803,1,27000,2272.64404296875
"H10802-04-01",806,1,25500,2272.64404296875
"H10803-04-01",803,1,12000,757.547973632813
"H10803-04-02",803,1,12000,757.547973632813
"H10803-04-03",803,1,12000,757.547973632813
"H10804-04-01",803,1,6000,2272.64404296875
"H10805-04-01",803,1,2500,2272.64404296875
"H10805-04-01",806,1,210000,2272.64404296875
"H10805-04-01",807,1,200000,2272.64404296875
"H10807-04-01",803,1,19000,1136.32202148438
"H10807-04-02",803,1,19000,1136.32202148438
"H10807-04-02",806,1,24000,1136.32202148438
"H10807-04-02",807,1,2000,1136.32202148438
"H10809-04-01",803,1,8000,2272.64404296875
"H10809-04-01",806,1,5000,2272.64404296875
"H10905-04-01",803,1,30000,2272.64404296875
"H10906-04-01",803,1,18000,2272.64404296875
"H10906-04-01",807,1,200000,2272.64404296875
"H10909-04-01",803,1,12000,568.161010742188
"H10909-04-01",807,1,3000,568.161010742188
"H10909-04-02",807,1,5000,568.161010742188
"H10909-04-03",806,1,100000,568.161010742188
"H10909-04-03",807,1,20000,568.161010742188
"H10910-04-01",807,1,50000,2272.64404296875
"H11003-04-01",806,1,300000,2272.64404296875
"H11003-04-01",807,1,30000,2272.64404296875
"H11007-04-01",803,1,12000,2272.64404296875
"H11007-04-01",806,1,30000,2272.64404296875
"H11009-04-01",806,1,120000,2272.64404296875
"H11010-04-01",803,1,1000,2272.64404296875
"H11010-04-01",806,1,10000,2272.64404296875
"H11010-04-01",807,1,8000,2272.64404296875
"H11011-04-01",803,1,12000,2272.64404296875
"H11011-04-01",806,1,94000,2272.64404296875
"H11403-04-01",803,1,90000,2272.64404296875
"H11403-04-01",806,1,15000,2272.64404296875
"H11409-04-01",806,1,50000,2272.64404296875
"H11409-04-01",807,1,60000,2272.64404296875
"H11409-04-01",808,1,240000,2272.64404296875
"H11410-04-01",806,1,40000,2272.64404296875
"H11414-04-01",806,1,45000,2272.64404296875
"H11501-04-01",803,1,36500,2272.64404296875
"H11502-04-01",807,1,40000,1136.32202148438
"H11502-04-02",806,1,10000,1136.32202148438
"H11502-04-02",807,1,5000,1136.32202148438
"H11505-04-01",803,1,6000,2272.64404296875
"H11505-04-01",806,1,19000,2272.64404296875
"H11506-04-01",808,1,30000,757.547973632813
"H11506-04-03",806,1,800000,757.547973632813
"H11506-04-03",807,1,50000,757.547973632813
"H11506-04-03",809,1,500000,757.547973632813
"H11507-04-01",807,1,5000,2272.64404296875
"H11509-04-01",806,1,1000000,2272.64404296875
"H11510-04-01",806,1,1000000,2272.64404296875
"H11510-04-01",808,1,240000,2272.64404296875
"H11805-04-01",803,1,5000,2272.64404296875
"H11806-04-01",803,1,12000,2272.64404296875
"H11806-04-01",806,1,30000,2272.64404296875
"H11808-04-02",806,1,489000,1136.32202148438
"H11808-04-02",807,1,50000,1136.32202148438
"H11808-04-02",808,1,25000,1136.32202148438
"H11810-04-01",806,1,120000,2272.64404296875
"H11810-04-01",808,1,690000,2272.64404296875
"H11901-04-01",806,1,20000,2272.64404296875
"H11902-04-01",803,1,6000,2272.64404296875
"H11903-04-01",802,1,300000,1136.32202148438
"H11903-04-01",803,1,30000,1136.32202148438
"H11903-04-01",808,1,25000,1136.32202148438
"H11903-04-02",806,1,10000,1136.32202148438
"H11903-04-02",807,1,25000,1136.32202148438
"H11907-04-01",807,1,40000,2272.64404296875
"H11908-04-01",807,1,20000,2272.64404296875
"H11908-04-01",808,1,30000,2272.64404296875
"H12001-04-01",803,1,5000,2272.64404296875
"H12003-04-02",806,1,370000,1136.32202148438
"H12003-04-02",807,1,15000,1136.32202148438
"H12005-04-01",803,1,2000,2272.64404296875
"H12005-04-01",807,1,50000,2272.64404296875
"H12006-04-01",803,1,36000,2272.64404296875
"H12007-04-01",803,1,18000,2272.64404296875
"H12008-04-02",803,1,21000,1136.32202148438
"H12010-04-01",803,1,5000,2272.64404296875
"H12010-04-01",806,1,3000,2272.64404296875
"H12011-04-01",806,1,5000,2272.64404296875
"H12011-04-01",807,1,10000,2272.64404296875
"H12303-04-01",806,1,20000,2272.64404296875
"H12306-04-01",806,1,120000,2272.64404296875
"H12311-04-01",806,1,70000,2272.64404296875
"H12401-04-01",803,1,109500,2272.64404296875
"H12401-04-01",806,1,1500,2272.64404296875
"H12401-04-01",807,1,2000,2272.64404296875
"H12401-04-01",808,1,24000,2272.64404296875
"H12402-04-01",806,1,35000,2272.64404296875
"H12404-04-01",806,1,50000,2272.64404296875
"H12407-04-01",806,1,154400,1136.32202148438
"H12407-04-01",807,1,100000,1136.32202148438
"H12407-04-01",808,1,100000,1136.32202148438
"H12408-04-01",807,1,20000,2272.64404296875
"H12411-04-01",805,1,24000000,2272.64404296875
"H12411-04-01",806,1,350000,2272.64404296875
"H12411-04-01",807,1,1350000,2272.64404296875
"H12501-04-01",806,1,50000,2272.64404296875
"H12502-04-01",803,1,8000,2272.64404296875
"H12502-04-01",806,1,20000,2272.64404296875
"H12505-04-01",806,1,20000,2272.64404296875
"H12509-04-01",806,1,500000,2272.64404296875
"H12510-04-01",807,1,15000,2272.64404296875
"H12512-04-01",806,1,5000,2272.64404296875
"H12601-04-01",806,1,5500,2272.6435546875
"H12603-04-01",807,1,10000,2272.6435546875
"H12604-04-01",807,1,5000,2272.6435546875
"H12605-04-01",806,1,10000,2272.6435546875
"H12606-04-01",806,1,10000,1136.32177734375
"H12607-04-01",806,1,18500,2272.6435546875
"H12610-04-01",806,1,21700,1136.32177734375
"H12610-04-01",807,1,20000,1136.32177734375
"H12610-04-02",806,1,100000,1136.32177734375
"H12610-04-02",807,1,15000,1136.32177734375
"H12611-04-01",806,1,20000,2272.6435546875
"H12611-04-01",807,1,10000,2272.6435546875
"H12701-04-01",806,1,60000,1136.32177734375
"H12701-04-02",807,1,5000,1136.32177734375
"H12703-04-01",803,1,2000,2272.6435546875
"H12704-04-01",807,1,500000,2272.6435546875
"H12705-04-01",806,1,4000,2272.6435546875
"H12705-04-01",807,1,3000,2272.6435546875
"H12706-04-01",804,1,56400,2272.6435546875
"H12706-04-01",806,1,100000,2272.6435546875
"H12706-04-01",808,1,150000,2272.6435546875
"H12708-04-01",803,1,2000,2272.6435546875
"H12709-04-01",806,1,10000,1136.32177734375
"H12710-04-01",807,1,50000,2272.6435546875
"H12710-04-01",808,1,112000,2272.6435546875
"H12805-04-01",806,1,30000,757.547973632813
"H12805-04-01",807,1,30000,757.547973632813
"H12805-04-02",804,1,7000,757.547973632813
"H12805-04-02",806,1,40000,757.547973632813
"H12805-04-02",808,1,190000,757.547973632813
"H12806-04-01",803,1,6000,2272.64404296875
"H12806-04-01",806,1,15000,2272.64404296875
"H12808-04-01",803,1,6000,2272.64404296875
"H12808-04-01",807,1,50000,2272.64404296875
"H12808-04-01",808,1,925000,2272.64404296875
"H12809-04-01",803,1,6000,757.547973632813
"H12809-04-01",806,1,21200,757.547973632813
"H12809-04-02",803,1,6000,757.547973632813
"H12809-04-02",806,1,10000,757.547973632813
"H12809-04-03",803,1,6000,757.547973632813
"H12809-04-03",806,1,10000,757.547973632813
"H12809-04-03",807,1,5000,757.547973632813
"H12809-04-03",809,1,200000,757.547973632813
"H12811-04-01",807,1,40000,2272.64404296875
"H12812-04-01",806,1,100000,2272.64404296875
"H12812-04-01",808,1,35000,2272.64404296875
"H12901-04-01",806,1,20000,2272.64404296875
"H12901-04-01",807,1,300000,2272.64404296875
"H12902-04-02",803,1,3000,2272.64404296875
"H12902-04-02",807,1,10000,2272.64404296875
"H12904-04-01",803,1,12000,2272.64404296875
"H12904-04-01",806,1,10000,2272.64404296875
"H12905-04-01",803,1,3000,1136.32202148438
"H12905-04-01",807,1,10000,1136.32202148438
"H12905-04-01",808,1,10000,1136.32202148438
"H12905-04-02",806,1,15000,1136.32202148438
"H12905-04-02",807,1,10000,1136.32202148438
"H12906-04-01",803,1,2000,2272.64404296875
"H12906-04-01",807,1,45000,2272.64404296875
"H12907-04-01",803,1,3000,2272.64404296875
"H12907-04-01",806,1,12000,2272.64404296875
"H12907-04-01",807,1,10000,2272.64404296875
"H12908-04-01",803,1,12000,2272.64404296875
"H13002-04-01",806,1,20000,2272.64404296875
"H13002-04-01",807,1,50000,2272.64404296875
"H13002-04-01",808,1,40000,2272.64404296875
"H13003-04-01",807,1,55000,2272.64404296875
"H13004-04-01",807,1,10000,2272.64404296875
"H13005-04-01",806,1,100000,2272.64404296875
"H13006-04-01",807,1,10000,378.773986816406
"H13006-04-02",807,1,8000,378.773986816406
"H13007-04-01",806,1,35000,2272.64404296875
"H13007-04-01",807,1,40000,2272.64404296875
"H13008-04-01",807,1,6000,2272.64404296875
"H13009-04-01",807,1,102000,2272.64404296875
"H13010-04-01",807,1,3000,2272.64404296875
"H13010-04-01",808,1,50000,2272.64404296875
"H13102-04-01",803,1,60000,1136.32202148438
"H13102-04-01",806,1,211000,1136.32202148438
"H13102-04-02",803,1,60000,1136.32202148438
"H13104-04-01",803,1,10000,2272.64404296875
"H13104-04-01",806,1,40000,2272.64404296875
"H13105-04-01",803,1,60000,1136.32202148438
"H13105-04-01",806,1,19000,1136.32202148438
"H13105-04-02",803,1,60000,1136.32202148438
"H13105-04-02",808,1,10000,1136.32202148438
"H13106-04-01",806,1,60000,2272.64404296875
"H13107-04-03",807,1,14000,757.547973632813
"H13107-04-04",807,1,2000,757.547973632813
"H13108-04-02",807,1,200000,1136.32202148438
"H13109-04-01",803,1,3000,2272.64404296875
"H13109-04-01",806,1,500000,2272.64404296875
"H13109-04-01",807,1,20000,2272.64404296875
"H13202-04-01",803,1,13000,2272.64404296875
"H13202-04-01",807,1,50000,2272.64404296875
"H13203-04-01",803,1,16000,2272.64404296875
"H13204-04-01",806,1,20000,2272.64404296875
"H13204-04-01",807,1,10000,2272.64404296875
"H13205-04-02",803,1,15000,757.547973632813
"H13205-04-02",806,1,45700,757.547973632813
"H13205-04-04",803,1,20000,757.547973632813
"H13208-04-01",806,1,50000,1136.32202148438
"H13208-04-01",807,1,15000,1136.32202148438
"H13208-04-01",808,1,176000,1136.32202148438
"H13208-04-02",807,1,15000,1136.32202148438
"H13209-04-01",806,1,20000,2272.64404296875
"H13210-04-01",803,1,60000,2272.64404296875
"H13309-04-01",807,1,150000,2272.6435546875
"H13309-04-01",808,1,480000,2272.6435546875
"H13310-04-01",807,1,30000,324.663391113281
"H13310-04-02",803,1,20000,324.663391113281
"H13310-04-03",803,1,24000,324.663391113281
"H13310-04-03",806,1,45000,324.663391113281
"H13310-04-04",803,1,6000,324.663391113281
"H13310-04-05",803,1,15000,324.663391113281
"H13310-04-06",807,1,80000,324.663391113281
"H13310-04-07",806,1,100000,324.663391113281
"H13311-04-01",807,1,150000,2272.6435546875
"H14010-04-01",807,1,20000,2935.46557617188
"H14109-04-01",808,1,800000,978.488586425781
"H14207-04-02",806,1,50000,978.488586425781
"H14207-04-02",808,1,10000,978.488586425781
"H14402-04-02",809,1,5000,1467.73278808594
"H14410-04-02",807,1,10000,2935.46557617188
"H14606-04-01",807,1,30000,2935.46557617188
"H14612-04-01",801,1,100000,2935.46557617188
"H14612-04-01",806,1,2000000,2935.46557617188
"H14612-04-01",808,1,440700,2935.46557617188
"H14801-04-01",807,1,15000,1467.73278808594
"H14802-04-01",807,1,16000,2935.46557617188
"H14803-04-01",807,1,2000,2935.46557617188
"H14805-04-01",807,1,300000,2935.46557617188
"H14806-04-01",807,1,1000,978.488464355469
"H14806-04-02",807,1,9000,978.488464355469
"H14806-04-03",806,1,100000,978.488464355469
"H14806-04-03",807,1,5000,978.488464355469
"H14807-04-01",807,1,10000,1467.73278808594
"H14808-04-01",807,1,3000,1467.73278808594
"H14808-04-02",807,1,2000,1467.73278808594
"H14809-04-01",807,1,12000,2935.46557617188
"H14903-04-01",807,1,2000,1467.73278808594
"H14903-04-02",806,1,10000,1467.73278808594
"H14903-04-02",807,1,3000,1467.73278808594
"H14906-04-01",807,1,2000,1467.73278808594
"H14906-04-02",807,1,30000,1467.73278808594
"H14907-04-01",807,1,16000,2935.46557617188
"H14908-04-01",802,1,70000,2935.46557617188
"H14910-04-01",807,1,12000,2935.46557617188
"H15004-04-01",806,1,150000,2935.46557617188
"H15004-04-01",807,1,10000,2935.46557617188
"H15005-04-01",807,1,5000,2935.46557617188
"H15006-04-01",807,1,30000,2935.46557617188
"H15007-04-01",807,1,30000,1467.73278808594
"H15007-04-02",807,1,34000,1467.73278808594
"H15008-04-02",806,1,20000,1467.73278808594
"H15009-04-01",807,1,12000,2935.46557617188
"H15010-04-01",806,1,70000,2935.46557617188
"H15010-04-01",807,1,15000,2935.46557617188
"H15101-04-01",806,1,120000,2935.46606445313
"H15101-04-01",807,1,90000,2935.46606445313
"H15102-04-02",806,1,800000,1467.73303222656
"H15103-04-01",801,1,140000,2935.46606445313
"H15103-04-01",802,1,120000,2935.46606445313
"H15104-04-01",807,1,2000,2935.46606445313
"H15105-04-01",807,1,0,2935.46606445313
"H15106-04-01",806,1,100000,2935.46606445313
"H15106-04-01",807,1,20000,2935.46606445313
"H15107-04-01",807,1,3000,2935.46606445313
"H15108-04-01",807,1,10000,2935.46606445313
"H15109-04-01",807,1,15000,1467.73303222656
"H15110-04-01",807,1,25000,2935.46606445313
"H15301-04-01",807,1,6000,1467.73278808594
"H15301-04-02",807,1,15000,1467.73278808594
"H15302-04-01",806,1,50000,2935.46557617188
"H15302-04-01",807,1,50000,2935.46557617188
"H15304-04-01",806,1,6000,2935.46557617188
"H15305-04-01",807,1,10000,2935.46557617188
"H15306-04-01",807,1,3000,2935.46557617188
"H15308-04-01",806,1,25000,2935.46557617188
"H15308-04-01",807,1,15000,2935.46557617188
"H15309-04-01",806,1,10000,1467.73278808594
"H15309-04-01",807,1,4000,1467.73278808594
"H15310-04-01",806,1,8000,2935.46557617188
"H15310-04-01",807,1,4000,2935.46557617188
"H15502-04-01",807,1,20000,2935.46557617188
"H15503-04-01",807,1,120000,2935.46557617188
"H15504-04-01",807,1,24000,2935.46557617188
"H15505-04-01",806,1,10000,1467.73278808594
"H15505-04-02",806,1,100000,1467.73278808594
"H15505-04-02",807,1,150000,1467.73278808594
"H15508-04-01",807,1,4000,2935.46557617188
"H15509-04-01",807,1,20000,2935.46557617188
"H15510-04-01",807,1,40000,2935.46557617188
"H15903-04-01",802,1,100000,2935.46606445313
"H15903-04-01",806,1,10000,2935.46606445313
"H15903-04-01",807,1,20000,2935.46606445313
"H15904-04-01",807,1,20000,2935.46606445313
"H15904-04-01",808,1,240000,2935.46606445313
"H15905-04-01",807,1,5000,2935.46606445313
"H15907-04-01",807,1,1000,1467.73303222656
"H15907-04-02",806,1,390000,1467.73303222656
"H15909-04-01",806,1,80000,978.488708496094
"H15909-04-01",807,1,30000,978.488708496094
"H15909-04-02",806,1,120000,978.488708496094
"H15909-04-02",807,1,15000,978.488708496094
"H16204-04-01",806,1,450000,2935.46557617188
"H16207-04-01",807,1,30000,2935.46557617188
"H16302-04-01",807,1,2500,2935.46557617188
"H16306-04-01",808,1,30000,2935.46557617188
"H16306-04-01",809,1,5000,2935.46557617188
"H16310-04-01",806,1,120000,2935.46557617188
"H16409-04-01",806,1,500000,733.866394042969
"H16606-04-01",807,1,1000,2935.46557617188
"H16607-04-01",806,1,60000,2935.46557617188
"H16609-04-01",801,1,54000,2935.46557617188
"H16609-04-01",806,1,450000,2935.46557617188
"H16609-04-01",807,1,37000,2935.46557617188
"H16701-04-01",807,1,5000,2935.46557617188
"H16702-04-01",807,1,40000,2935.46557617188
"H16703-04-01",807,1,230000,1467.73278808594
"H16704-04-02",807,1,20000,1467.73278808594
"H16705-04-01",806,1,30000,2935.46557617188
"H16705-04-01",807,1,100000,2935.46557617188
"H16705-04-01",808,1,60000,2935.46557617188
"H16707-04-01",807,1,15000,2935.46557617188
"H16709-04-01",807,1,23000,2935.46557617188
"H16710-04-01",807,1,25000,2935.46557617188
"H16802-04-01",807,1,50000,2935.46606445313
"H16803-04-01",807,1,100000,2935.46606445313
"H16803-04-01",808,1,500000,2935.46606445313
"H16804-04-01",807,1,6000,1467.73303222656
"H16806-04-01",807,1,30000,1467.73303222656
"H16806-04-02",806,1,30000,1467.73303222656
"H16806-04-02",807,1,20000,1467.73303222656
"H16807-04-01",807,1,120000,2935.46606445313
"H16809-04-01",807,1,8000,978.488708496094
"H16810-04-01",807,1,20000,2935.46606445313
"H17002-04-01",807,1,35000,2935.46557617188
"H17003-04-01",802,1,12000,2935.46557617188
"H17003-04-01",806,1,18000,2935.46557617188
"H17003-04-01",807,1,50000,2935.46557617188
"H17003-04-01",808,1,60000,2935.46557617188
"H17006-04-01",806,1,10000,2935.46557617188
"H17006-04-01",807,1,30000,2935.46557617188
"H17006-04-01",808,1,12000,2935.46557617188
"H17007-04-02",807,1,50000,1467.73278808594
"H17008-04-01",807,1,15000,2935.46557617188
"H17009-04-01",807,1,20000,1467.73278808594
"H17009-04-02",807,1,30000,1467.73278808594
"H17010-04-01",807,1,14000,1467.73278808594
"H17102-04-01",807,1,15000,2935.46557617188
"H17103-04-01",801,1,2940000,2935.46557617188
"H17103-04-01",806,1,600000,2935.46557617188
"H17103-04-01",807,1,60000,2935.46557617188
"H17103-04-01",808,1,2400000,2935.46557617188
"H17108-04-01",807,1,60000,2935.46557617188
"H17109-04-01",807,1,200000,2935.46557617188
"H17110-04-01",807,1,25000,2935.46557617188
"H17201-04-01",803,1,21500,757.547973632813
"H17201-04-02",803,1,1500,757.547973632813
"H17202-04-01",806,1,10000,2272.64404296875
"H17202-04-01",807,1,5000,2272.64404296875
"H17203-04-01",803,1,12000,2272.64404296875
"H17203-04-01",806,1,5000,2272.64404296875
"H17203-04-01",807,1,10000,2272.64404296875
"H17204-04-01",803,1,8000,2272.64404296875
"H17204-04-01",806,1,245000,2272.64404296875
"H17206-04-01",803,1,17000,2272.64404296875
"H17207-04-01",803,1,12000,1136.32202148438
"H17207-04-01",806,1,30000,1136.32202148438
"H17207-04-02",806,1,80000,1136.32202148438
"H17207-04-02",807,1,20000,1136.32202148438
"H17208-04-01",807,1,35000,2272.64404296875
"H17210-04-01",807,1,50000,2272.64404296875
"H17301-04-01",803,1,6000,2272.64404296875
"H17301-04-01",806,1,10000,2272.64404296875
"H17302-04-01",803,1,1000,2272.64404296875
"H17302-04-01",807,1,3000,2272.64404296875
"H17308-04-01",803,1,8000,2272.64404296875
"H17308-04-01",806,1,100000,2272.64404296875
"H17309-04-01",806,1,60000,2272.64404296875
"H17309-04-01",807,1,5000,2272.64404296875
"H17310-04-01",803,1,6000,2272.64404296875
"H17310-04-01",806,1,20000,2272.64404296875
"H17310-04-01",807,1,40000,2272.64404296875
"H17310-04-01",808,1,270000,2272.64404296875
"H17401-04-01",801,1,360000,1467.73278808594
"H17401-04-01",807,1,30000,1467.73278808594
"H17404-04-01",807,1,23000,2935.46557617188
"H17405-04-01",807,1,12000,2935.46557617188
"H17406-04-01",807,1,40000,1467.73278808594
"H17406-04-03",807,1,20000,1467.73278808594
"H17408-04-01",807,1,5000,2935.46557617188
"H17409-04-01",802,1,400000,2935.46557617188
"H17409-04-01",804,1,30000,2935.46557617188
"H17409-04-01",806,1,60000,2935.46557617188
"H17409-04-01",808,1,22500,2935.46557617188
"H17410-04-01",807,1,3000,2935.46557617188
"H17502-04-01",801,1,210000,2935.46557617188
"H17502-04-01",805,1,150000,2935.46557617188
"H17502-04-01",806,1,20000,2935.46557617188
"H17502-04-01",807,1,5000,2935.46557617188
"H17502-04-01",808,1,648000,2935.46557617188
"H17503-04-01",806,1,20000,2935.46557617188
"H17503-04-01",807,1,5000,2935.46557617188
"H17504-04-02",806,1,15000,2935.46557617188
"H17506-04-01",807,1,20000,2935.46557617188
"H17511-04-01",807,1,35000,978.488586425781
"H17511-04-02",806,1,150000,978.488586425781
"H17511-04-03",802,1,50000,978.488586425781
"H17604-04-01",807,1,600000,2935.46557617188
"H17605-04-01",807,1,10000,2935.46557617188
"H17606-04-01",807,1,10000,2935.46557617188
"H17608-04-01",807,1,16000,1467.73278808594
"H17608-04-02",803,1,20000,1467.73278808594
"H17608-04-02",806,1,120000,1467.73278808594
"H17608-04-02",807,1,50000,1467.73278808594
"H17609-04-01",806,1,50000,2935.46557617188
"H17609-04-01",807,1,4000,2935.46557617188
"H17610-04-01",807,1,10000,2935.46557617188
"H17701-04-01",807,1,14000,2935.46557617188
"H17704-04-01",806,1,200000,2935.46557617188
"H17704-04-01",807,1,250000,2935.46557617188
"H17705-04-02",807,1,100000,2935.46557617188
"H17707-04-02",806,1,700000,978.488586425781
"H17707-04-02",807,1,2000,978.488586425781
"H17707-04-03",807,1,2000,978.488586425781
"H17708-04-01",807,1,12000,1467.73278808594
"H17708-04-01",808,1,400000,1467.73278808594
"H17709-04-01",807,1,3000,2935.46557617188
"H17710-04-01",807,1,16000,2935.46557617188
"H18001-04-01",807,1,100000,1102.41516113281
"H18005-04-01",806,1,560000,2204.83032226563
"H18005-04-01",807,1,20000,2204.83032226563
"H18005-04-01",808,1,400000,2204.83032226563
"H18007-04-01",807,1,30000,2204.83032226563
"H18010-04-01",806,1,150000,2204.83032226563
"H18010-04-01",807,1,60000,2204.83032226563
"H18011-04-01",806,1,2713000,2204.83032226563
"H18011-04-01",807,1,250000,2204.83032226563
"H18012-04-01",807,1,50000,2204.83032226563
"H18013-04-01",807,1,45000,2204.83032226563
"H18103-04-02",803,1,24000,734.943481445313
"H18103-04-02",807,1,10000,734.943481445313
"H18103-04-02",808,1,500000,734.943481445313
"H18105-04-01",807,1,20000,2204.83032226563
"H18106-04-01",807,1,10000,2204.83032226563
"H18108-04-01",807,1,22000,2204.83032226563
"H18109-04-01",806,1,2000,2204.83032226563
"H18109-04-01",807,1,15000,2204.83032226563
"H18110-04-01",806,1,10000,2204.83032226563
"H18110-04-01",807,1,50000,2204.83032226563
"H18202-04-02",807,1,15000,367.4716796875
"H18202-04-03",803,1,12000,367.4716796875
"H18202-04-03",807,1,25000,367.4716796875
"H18202-04-04",803,1,12000,367.4716796875
"H18202-04-04",807,1,50000,367.4716796875
"H18202-04-05",803,1,12000,367.4716796875
"H18202-04-05",807,1,20000,367.4716796875
"H18202-04-06",807,1,8000,367.4716796875
"H18203-04-01",806,1,80000,2204.83032226563
"H18203-04-01",807,1,25000,2204.83032226563
"H18204-04-02",807,1,6000,1102.41516113281
"H18205-04-02",803,1,12000,1102.41516113281
"H18205-04-02",807,1,22000,1102.41516113281
"H18206-04-01",807,1,10000,1102.41516113281
"H18206-04-02",806,1,10000,1102.41516113281
"H18206-04-02",807,1,30000,1102.41516113281
"H18207-04-01",806,1,70000,1102.41516113281
"H18207-04-01",807,1,50000,1102.41516113281
"H18207-04-02",807,1,10000,1102.41516113281
"H18209-04-01",807,1,20000,1102.41516113281
"H18209-04-02",807,1,20000,1102.41516113281
"H18210-04-01",806,1,1500000,440.966064453125
"H18210-04-01",807,1,150000,440.966064453125
"H18210-04-04",806,1,250000,440.966064453125
"H18210-04-04",807,1,150008,440.966064453125
"H18210-04-05",806,1,100000,440.966064453125
"H18210-04-05",807,1,1300000,440.966064453125
"H18301-04-01",806,1,500000,314.975738525391
"H18301-04-02",806,1,10000,314.975738525391
"H18301-04-02",807,1,10000,314.975738525391
"H18301-04-03",806,1,250000,314.975738525391
"H18301-04-03",807,1,10000,314.975738525391
"H18301-04-06",806,1,200000,314.975738525391
"H18301-04-06",807,1,200000,314.975738525391
"H18301-04-07",807,1,20000,314.975738525391
"H18306-04-01",807,1,6000,2204.83032226563
"H18307-04-01",806,1,500000,2204.83032226563
"H18307-04-01",807,1,40000,2204.83032226563
"H18308-04-01",807,1,10000,2204.83032226563
"H18309-04-01",807,1,6000,2204.83032226563
"H18311-04-01",807,1,10000,1102.41516113281
"H18601-04-02",806,1,1700000,551.207580566406
"H18601-04-02",807,1,265000,551.207580566406
"H18601-04-03",807,1,20000,551.207580566406
"H18601-04-04",806,1,200000,551.207580566406
"H18601-04-04",807,1,300000,551.207580566406
"H18603-04-01",807,1,2000,2204.83032226563
"H18604-04-01",807,1,24000,2204.83032226563
"H18605-04-01",807,1,20000,2204.83032226563
"H18606-04-01",807,1,3500,2204.83032226563
"H18607-04-01",803,1,12000,2204.83032226563
"H18607-04-01",807,1,15000,2204.83032226563
"H18608-04-01",807,1,20000,2204.83032226563
"H18609-04-01",807,1,50000,2204.83032226563
"H18610-04-01",805,1,100000,2204.83032226563
"H18610-04-01",807,1,50000,2204.83032226563
"H18712-04-01",803,1,12000,2204.83032226563
"H18712-04-01",807,1,65000,2204.83032226563
"H18802-04-01",807,1,15000,2204.83032226563
"H18803-04-01",807,1,3000,2204.83032226563
"H18805-04-01",803,1,60000,2204.83032226563
"H18805-04-01",807,1,100000,2204.83032226563
"H18806-04-01",806,1,8000,734.943481445313
"H18806-04-01",807,1,20000,734.943481445313
"H18806-04-02",806,1,12000,734.943481445313
"H18806-04-02",807,1,10000,734.943481445313
"H18806-04-03",807,1,20000,734.943481445313
"H18807-04-01",807,1,25000,1102.41516113281
"H18807-04-02",806,1,80000,1102.41516113281
"H18807-04-02",807,1,20000,1102.41516113281
"H18809-04-01",807,1,20000,2204.83032226563
"H18810-04-01",806,1,45000,2204.83032226563
"H18810-04-01",807,1,150000,2204.83032226563
"H18901-04-01",806,1,26000,2204.83032226563
"H18902-04-01",807,1,4000,2204.83032226563
"H18905-04-01",807,1,12000,2204.83032226563
"H18907-04-01",807,1,20000,2204.83032226563
"H18908-04-01",806,1,25000,2204.83032226563
"H18908-04-01",807,1,96000,2204.83032226563
"H18909-04-01",807,1,20000,2204.83032226563
"H18910-04-01",807,1,50000,2204.83032226563
"H19001-04-01",806,1,270000,1102.41516113281
"H19001-04-01",807,1,200000,1102.41516113281
"H19002-04-01",807,1,16000,2204.83032226563
"H19005-04-01",807,1,10000,2204.83032226563
"H19006-04-01",806,1,150000,2204.83032226563
