"HHID","h15eq2","h15eq2_1","h15eq3","wgt_X"
"H19006-04-01",807,1,12000,2204.83032226563
"H19008-04-02",807,1,24000,551.207580566406
"H19008-04-03",806,1,60000,551.207580566406
"H19008-04-04",807,1,30000,551.207580566406
"H19009-04-01",808,1,40000,2204.83032226563
"H19010-04-01",807,1,30000,2204.83032226563
"H19102-04-01",807,1,10000,2204.83032226563
"H19103-04-01",807,1,12000,2204.83032226563
"H19104-04-01",807,1,2000,2204.83032226563
"H19105-04-01",806,1,65000,2204.83032226563
"H19106-04-01",807,1,40000,2204.83032226563
"H19107-04-01",807,1,10000,734.943359375
"H19108-04-01",806,1,30000,734.943359375
"H19108-04-01",807,1,5000,734.943359375
"H19108-04-02",807,1,5000,734.943359375
"H19109-04-01",807,1,21000,2204.83032226563
"H19110-04-01",807,1,20000,2204.83032226563
"H19201-04-01",801,1,1200000,2204.83032226563
"H19201-04-01",806,1,300000,2204.83032226563
"H19201-04-01",807,1,40000,2204.83032226563
"H19203-04-01",803,1,24000,2204.83032226563
"H19204-04-01",806,1,20000,2204.83032226563
"H19204-04-01",807,1,5000,2204.83032226563
"H19205-04-03",807,1,5000,1102.41516113281
"H19207-04-01",807,1,60000,2204.83032226563
"H19208-04-01",807,1,19000,2204.83032226563
"H19210-04-01",803,1,12000,2204.83032226563
"H19210-04-01",807,1,15000,2204.83032226563
"H19210-04-01",808,1,100000,2204.83032226563
"H19211-04-01",803,1,12000,2204.83032226563
"H19212-04-01",807,1,25000,734.943359375
"H19212-04-02",806,1,10000,734.943359375
"H19212-04-02",807,1,30000,734.943359375
"H19212-04-03",806,1,100000,734.943359375
"H19212-04-03",807,1,162000,734.943359375
"H19402-04-01",803,1,15000,2464.5224609375
"H19402-04-01",807,1,18000,2464.5224609375
"H19404-04-01",806,1,70000,2464.5224609375
"H19406-04-01",807,1,20000,2464.5224609375
"H19407-04-01",806,1,30000,2464.5224609375
"H19407-04-01",807,1,20000,2464.5224609375
"H19409-04-01",807,1,70000,2464.5224609375
"H19409-04-01",809,1,360000,2464.5224609375
"H19501-04-01",807,1,180000,2464.5224609375
"H19502-04-01",807,1,9000,2464.5224609375
"H19504-04-01",807,1,20000,1232.26123046875
"H19504-04-02",806,1,180000,1232.26123046875
"H19504-04-02",807,1,4000,1232.26123046875
"H19505-04-01",807,1,11000,2464.5224609375
"H19506-04-01",807,1,6000,2464.5224609375
"H19507-04-01",806,1,20000,2464.5224609375
"H19507-04-01",807,1,28000,2464.5224609375
"H19508-04-01",807,1,21000,2464.5224609375
"H19509-04-01",807,1,642000,2464.5224609375
"H19510-04-01",807,1,24000,2464.5224609375
"H19602-04-01",803,1,16000,1232.26123046875
"H19602-04-01",806,1,20000,1232.26123046875
"H19602-04-01",807,1,25000,1232.26123046875
"H19602-04-01",808,1,240000,1232.26123046875
"H19602-04-02",806,1,1644000,1232.26123046875
"H19602-04-02",807,1,30000,1232.26123046875
"H19603-04-01",806,1,500000,2464.5224609375
"H19603-04-01",807,1,100000,2464.5224609375
"H19604-04-01",807,1,30000,2464.5224609375
"H19605-04-01",807,1,150000,2464.5224609375
"H19607-04-01",807,1,5000,821.507507324219
"H19607-04-02",806,1,250000,821.507507324219
"H19607-04-02",807,1,5000,821.507507324219
"H19607-04-03",807,1,430000,821.507507324219
"H19608-04-01",806,1,165000,2464.5224609375
"H19608-04-01",807,1,20000,2464.5224609375
"H19610-04-01",803,1,22000,2464.5224609375
"H19702-04-01",807,1,6500,616.130615234375
"H19702-04-02",806,1,2500000,616.130615234375
"H19702-04-02",807,1,160000,616.130615234375
"H19702-04-03",807,1,6000,616.130615234375
"H19702-04-04",807,1,24000,616.130615234375
"H19703-04-01",807,1,850000,1232.26123046875
"H19703-04-02",807,1,2000,1232.26123046875
"H19704-04-01",807,1,20000,2464.5224609375
"H19705-04-01",807,1,1000,2464.5224609375
"H19707-04-01",807,1,25000,2464.5224609375
"H19708-04-01",807,1,200000,2464.5224609375
"H19711-04-01",807,1,10000,2464.5224609375
"H20002-04-01",807,1,2000,2464.5224609375
"H20003-04-01",806,1,690000,2464.5224609375
"H20003-04-01",807,1,4000,2464.5224609375
"H20004-04-01",807,1,13000,2464.5224609375
"H20005-04-01",801,1,312000,1232.26123046875
"H20005-04-01",807,1,7000,1232.26123046875
"H20005-04-02",801,1,300000,1232.26123046875
"H20005-04-02",806,1,200000,1232.26123046875
"H20005-04-02",808,1,140000,1232.26123046875
"H20007-04-01",806,1,55000,2464.5224609375
"H20007-04-01",807,1,12000,2464.5224609375
"H20009-04-01",807,1,30000,2464.5224609375
"H20010-04-01",807,1,10000,821.507446289063
"H20010-04-02",806,1,50000,821.507446289063
"H20010-04-02",807,1,4000,821.507446289063
"H20010-04-03",803,1,35000,821.507446289063
"H20010-04-03",806,1,500000,821.507446289063
"H20011-04-01",806,1,7000,2464.5224609375
"H20011-04-01",807,1,3500,2464.5224609375
"H20201-04-01",806,1,98000,2464.5224609375
"H20201-04-01",807,1,250000,2464.5224609375
"H20202-04-01",807,1,11000,2464.5224609375
"H20203-04-01",807,1,13000,1232.26123046875
"H20205-04-01",807,1,10000,2464.5224609375
"H20206-04-01",807,1,16000,2464.5224609375
"H20207-04-01",806,1,80000,1232.26123046875
"H20207-04-01",807,1,112000,1232.26123046875
"H20207-04-02",807,1,45000,1232.26123046875
"H20209-04-01",807,1,6000,2464.5224609375
"H20210-04-01",807,1,32700,821.507507324219
"H20210-04-02",807,1,12000,821.507507324219
"H20210-04-03",807,1,60000,821.507507324219
"H20301-04-01",807,1,12000,2464.5224609375
"H20302-04-01",807,1,6000,2464.5224609375
"H20303-04-01",807,1,8000,2464.5224609375
"H20304-04-01",807,1,3000,2464.5224609375
"H20305-04-01",803,1,12000,2464.5224609375
"H20305-04-01",807,1,18000,2464.5224609375
"H20306-04-01",807,1,30000,2464.5224609375
"H20306-04-01",808,1,20000,2464.5224609375
"H20307-04-01",807,1,10000,2464.5224609375
"H20309-04-01",807,1,2000,2464.5224609375
"H20310-04-01",807,1,180000,1232.26123046875
"H20310-04-02",807,1,15000,1232.26123046875
"H20401-04-01",807,1,10000,2464.5224609375
"H20402-04-01",807,1,10000,2464.5224609375
"H20403-04-01",807,1,60000,2464.5224609375
"H20404-04-01",806,1,10000,2464.5224609375
"H20406-04-01",807,1,20000,2464.5224609375
"H20407-04-01",806,1,70000,2464.5224609375
"H20407-04-01",807,1,30000,2464.5224609375
"H20407-04-01",808,1,20000,2464.5224609375
"H20408-04-01",807,1,5000,2464.5224609375
"H20409-04-01",807,1,400000,2464.5224609375
"H20411-04-01",807,1,5500,2464.5224609375
"H20504-04-01",806,1,60000,2204.83032226563
"H20504-04-01",807,1,10000,2204.83032226563
"H20504-04-01",809,1,112000,2204.83032226563
"H20507-04-01",807,1,100000,1102.41516113281
"H20507-04-02",807,1,400000,1102.41516113281
"H20508-04-01",802,1,117000,2204.83032226563
"H20508-04-01",807,1,330000,2204.83032226563
"H20510-04-01",806,1,600000,2204.83032226563
"H20510-04-01",807,1,120000,2204.83032226563
"H20602-04-01",802,1,250000,2204.83032226563
"H20602-04-01",803,1,12000,2204.83032226563
"H20602-04-01",807,1,70000,2204.83032226563
"H20603-04-02",806,1,50000,734.943359375
"H20603-04-02",807,1,20000,734.943359375
"H20603-04-03",807,1,6000,734.943359375
"H20604-04-01",807,1,30000,2204.83032226563
"H20606-04-02",807,1,180000,1102.41516113281
"H20607-04-01",807,1,60000,2204.83032226563
"H20608-04-01",807,1,202000,2204.83032226563
"H20609-04-02",803,1,1000,2204.83032226563
"H20609-04-02",807,1,80000,2204.83032226563
"H20610-04-04",807,1,4000,734.943359375
"H20611-04-02",801,1,720000,2204.83032226563
"H20611-04-02",807,1,100000,2204.83032226563
"H20802-04-01",807,1,25000,2204.83032226563
"H20803-04-01",807,1,10000,2204.83032226563
"H20804-04-01",807,1,20000,2204.83032226563
"H20805-04-01",803,1,12000,1102.41516113281
"H20805-04-01",807,1,25000,1102.41516113281
"H20807-04-01",807,1,50000,2204.83032226563
"H20809-04-01",807,1,50000,2204.83032226563
"H20810-04-01",807,1,300000,2204.83032226563
"H20811-04-01",807,1,50000,440.966064453125
"H20811-04-02",807,1,10000,440.966064453125
"H20811-04-03",807,1,25000,440.966064453125
"H20811-04-04",807,1,2000,440.966064453125
"H20811-04-05",806,1,50000,440.966064453125
"H20811-04-05",807,1,57000,440.966064453125
"H20905-04-01",807,1,4000,1102.41516113281
"H20905-04-02",806,1,10000,1102.41516113281
"H20905-04-02",807,1,50000,1102.41516113281
"H20906-04-01",806,1,500000,1102.41516113281
"H20906-04-01",807,1,35000,1102.41516113281
"H20906-04-03",807,1,10000,1102.41516113281
"H20907-04-01",807,1,65000,2204.83032226563
"H20908-04-01",803,1,12000,1102.41516113281
"H20908-04-01",806,1,150000,1102.41516113281
"H20908-04-01",807,1,10000,1102.41516113281
"H20908-04-02",806,1,910000,1102.41516113281
"H20908-04-02",807,1,20000,1102.41516113281
"H20909-04-01",803,1,6000,2204.83032226563
"H20909-04-01",807,1,20000,2204.83032226563
"H20909-04-01",808,1,5000,2204.83032226563
"H20910-04-01",803,1,12000,2204.83032226563
"H20910-04-01",807,1,20000,2204.83032226563
"H21101-04-01",803,1,12000,2204.83032226563
"H21102-04-01",806,1,1700000,1102.41516113281
"H21102-04-01",807,1,500000,1102.41516113281
"H21102-04-02",807,1,10000,1102.41516113281
"H21103-04-01",803,1,12000,2204.83032226563
"H21103-04-01",807,1,2000,2204.83032226563
"H21105-04-01",807,1,500000,2204.83032226563
"H21106-04-01",807,1,20000,2204.83032226563
"H21107-04-01",801,1,45000,2204.83032226563
"H21107-04-01",807,1,45000,2204.83032226563
"H21108-04-01",806,1,20000,2204.83032226563
"H21108-04-01",807,1,55000,2204.83032226563
"H21109-04-01",806,1,3915000,2204.83032226563
"H21109-04-01",807,1,200000,2204.83032226563
"H21110-04-01",807,1,15000,2204.83032226563
"H22002-04-01",806,1,400000,2204.83032226563
"H22002-04-01",807,1,600000,2204.83032226563
"H22003-04-01",807,1,300000,2204.83032226563
"H22004-04-01",808,1,150000,551.207580566406
"H22004-04-03",806,1,5600000,551.207580566406
"H22004-04-03",807,1,50000,551.207580566406
"H22006-04-01",807,1,12000,2204.83032226563
"H22014-04-01",807,1,6000,2204.83032226563
"H22102-04-02",807,1,30000,2204.83032226563
"H22105-04-01",806,1,20000,2204.83032226563
"H22105-04-01",807,1,150000,2204.83032226563
"H22106-04-01",807,1,30000,2204.83032226563
"H22109-04-01",801,1,420000,2204.83032226563
"H22109-04-01",807,1,25000,2204.83032226563
"H22109-04-01",808,1,1250000,2204.83032226563
"H22110-04-01",807,1,3000,367.471740722656
"H22110-04-02",807,1,50000,367.471740722656
"H22110-04-03",806,1,10000,367.471740722656
"H22110-04-03",807,1,15000,367.471740722656
"H22110-04-05",807,1,35000,367.471740722656
"H22301-04-01",807,1,560000,2204.83032226563
"H22302-04-01",806,1,5000,2204.83032226563
"H22302-04-01",807,1,2000,2204.83032226563
"H22303-04-01",807,1,10000,551.207580566406
"H22303-04-02",807,1,15000,551.207580566406
"H22303-04-03",806,1,20000,551.207580566406
"H22303-04-03",807,1,10000,551.207580566406
"H22303-04-04",807,1,44000,551.207580566406
"H22306-04-01",807,1,2000,2204.83032226563
"H22308-04-01",803,1,36000,2204.83032226563
"H22308-04-01",807,1,10000,2204.83032226563
"H22309-04-01",806,1,15000,1102.41516113281
"H22309-04-01",807,1,35000,1102.41516113281
"H22309-04-02",806,1,5000,1102.41516113281
"H22309-04-02",807,1,10000,1102.41516113281
"H22310-04-01",803,1,12000,2204.83032226563
"H22401-04-01",807,1,100000,1102.41516113281
"H22407-04-01",807,1,15000,734.943359375
"H22407-04-02",806,1,900000,734.943359375
"H22407-04-02",807,1,25000,734.943359375
"H22407-04-03",806,1,600000,734.943359375
"H22407-04-03",807,1,50000,734.943359375
"H22409-04-01",806,1,13000000,2204.83032226563
"H22409-04-01",807,1,40000,2204.83032226563
"H22410-04-01",806,1,350000,2204.83032226563
"H22410-04-01",807,1,25000,2204.83032226563
"H22502-04-01",807,1,5000,1102.41516113281
"H22503-04-01",806,1,420000,1102.41516113281
"H22503-04-01",807,1,150000,1102.41516113281
"H22503-04-02",806,1,20000,1102.41516113281
"H22503-04-02",807,1,145000,1102.41516113281
"H22504-04-01",803,1,12000,2204.83032226563
"H22504-04-01",806,1,300000,2204.83032226563
"H22504-04-01",807,1,15000,2204.83032226563
"H22505-04-01",807,1,115000,2204.83032226563
"H22506-04-01",803,1,12000,2204.83032226563
"H22506-04-01",807,1,35000,2204.83032226563
"H22507-04-01",807,1,10000,2204.83032226563
"H22509-04-01",806,1,120000,2204.83032226563
"H22509-04-01",807,1,150000,2204.83032226563
"H22510-04-01",806,1,84000,2204.83032226563
"H22510-04-01",807,1,60000,2204.83032226563
"H22802-04-01",807,1,35000,2204.83032226563
"H22803-04-01",806,1,120000,2204.83032226563
"H22803-04-01",807,1,20000,2204.83032226563
"H22805-04-01",807,1,50000,2204.83032226563
"H22807-04-01",807,1,10000,2204.83032226563
"H23102-04-01",807,1,10000,2204.83032226563
"H23103-04-01",803,1,10000,1102.41516113281
"H23104-04-01",807,1,2000,1102.41516113281
"H23105-04-01",807,1,4000,2204.83032226563
"H23106-04-01",807,1,50000,2204.83032226563
"H23107-04-01",807,1,15000,2204.83032226563
"H23108-04-01",807,1,35000,2204.83032226563
"H23109-04-01",807,1,35000,734.943359375
"H23109-04-02",806,1,10000,734.943359375
"H23109-04-02",807,1,12000,734.943359375
"H23109-04-03",806,1,50000,734.943359375
"H23109-04-03",807,1,20000,734.943359375
"H23110-04-01",807,1,20000,2204.83032226563
"H23502-04-01",807,1,12000,2464.5224609375
"H23503-04-01",807,1,5000,616.130615234375
"H23503-04-02",807,1,30000,616.130615234375
"H23503-04-03",807,1,60000,616.130615234375
"H23503-04-04",806,1,60000,616.130615234375
"H23503-04-04",807,1,45000,616.130615234375
"H23504-04-01",807,1,6000,2464.5224609375
"H23504-04-01",808,1,20000,2464.5224609375
"H23505-04-01",806,1,250000,2464.5224609375
"H23505-04-01",807,1,15000,2464.5224609375
"H23506-04-01",807,1,8000,1232.26123046875
"H23506-04-02",807,1,5000,1232.26123046875
"H23508-04-01",807,1,4000,2464.5224609375
"H23509-04-01",807,1,13000,821.507507324219
"H23509-04-02",806,1,120000,821.507507324219
"H23509-04-03",807,1,50000,821.507507324219
"H23510-04-01",807,1,60000,1232.26123046875
"H23513-04-01",803,1,35000,2464.5224609375
"H23513-04-01",806,1,800000,2464.5224609375
"H23513-04-01",807,1,30000,2464.5224609375
"H23601-04-01",806,1,12000,821.507507324219
"H23601-04-02",807,1,5000,821.507507324219
"H23601-04-03",807,1,20000,821.507507324219
"H23603-04-01",806,1,350000,2464.5224609375
"H23603-04-01",807,1,45000,2464.5224609375
"H23606-04-01",806,1,30000,2464.5224609375
"H23606-04-01",807,1,50000,2464.5224609375
"H23607-04-01",807,1,60000,492.904541015625
"H23607-04-02",807,1,17000,492.904541015625
"H23607-04-03",807,1,90000,492.904541015625
"H23607-04-04",807,1,12000,492.904541015625
"H23607-04-05",806,1,250000,492.904541015625
"H23607-04-05",807,1,80000,492.904541015625
"H23608-04-01",807,1,8000,2464.5224609375
"H23702-04-01",806,1,250000,2464.5224609375
"H23703-04-01",806,1,240000,2464.5224609375
"H23703-04-01",807,1,30000,2464.5224609375
"H23705-04-01",807,1,13000,2464.5224609375
"H23707-04-01",806,1,200000,2464.5224609375
"H23707-04-01",807,1,70000,2464.5224609375
"H23708-04-01",806,1,430000,821.507446289063
"H23708-04-01",807,1,40000,821.507446289063
"H23708-04-02",807,1,5000,821.507446289063
"H23708-04-03",806,1,170000,821.507446289063
"H23708-04-03",807,1,100000,821.507446289063
"H23709-04-01",806,1,20000,2464.5224609375
"H23709-04-01",807,1,140000,2464.5224609375
"H23710-04-01",807,1,4000,1232.26123046875
"H23710-04-02",806,1,30000,1232.26123046875
"H23801-04-01",803,1,12000,2464.5224609375
"H23801-04-01",806,1,100000,2464.5224609375
"H23801-04-01",807,1,10000,2464.5224609375
"H23804-04-01",807,1,10000,2464.5224609375
"H23806-04-01",804,1,50000,1232.26123046875
"H23806-04-01",807,1,55000,1232.26123046875
"H23806-04-02",807,1,25000,1232.26123046875
"H23808-04-01",807,1,10000,2464.5224609375
"H23810-04-01",807,1,3000,2464.5224609375
"H23811-04-01",807,1,10000,2464.5224609375
"H23812-04-01",807,1,60000,2464.5224609375
"H23813-04-01",807,1,30000,2464.5224609375
"H23901-04-01",807,1,5000,2464.5224609375
"H23902-04-01",807,1,50000,2464.5224609375
"H23903-04-01",807,1,15000,2464.5224609375
"H23904-04-01",806,1,80000,2464.5224609375
"H23904-04-01",807,1,15000,2464.5224609375
"H23905-04-01",807,1,5000,1232.26123046875
"H23905-04-02",807,1,5000,1232.26123046875
"H23906-04-01",806,1,120000,2464.5224609375
"H23906-04-01",807,1,40000,2464.5224609375
"H23907-04-01",807,1,22000,2464.5224609375
"H23908-04-01",807,1,5000,2464.5224609375
"H23909-04-01",806,1,120000,2464.5224609375
"H23909-04-01",807,1,30000,2464.5224609375
"H24201-04-01",807,1,5000,2464.5224609375
"H24202-04-01",806,1,85000,2464.5224609375
"H24202-04-01",807,1,150000,2464.5224609375
"H24203-04-01",806,1,10000,1232.26123046875
"H24203-04-01",807,1,100000,1232.26123046875
"H24203-04-02",807,1,7000,1232.26123046875
"H24204-04-01",806,1,3000,2464.5224609375
"H24204-04-01",807,1,10000,2464.5224609375
"H24205-04-01",807,1,20000,1232.26123046875
"H24205-04-02",807,1,3500,1232.26123046875
"H24206-04-01",807,1,20000,2464.5224609375
"H24207-04-01",806,1,30000,2464.5224609375
"H24207-04-01",807,1,10000,2464.5224609375
"H24208-04-01",807,1,100000,2464.5224609375
"H24209-04-01",807,1,18000,1232.26123046875
"H24209-04-02",807,1,6000,1232.26123046875
"H24210-04-01",807,1,600000,1232.26123046875
"H24401-04-01",807,1,13000,821.507507324219
"H24401-04-02",807,1,30000,821.507507324219
"H24403-04-01",806,1,70000,1232.26123046875
"H24403-04-01",807,1,25000,1232.26123046875
"H24403-04-02",807,1,5000,1232.26123046875
"H24407-04-01",807,1,29000,2464.5224609375
"H24411-04-01",807,1,8000,2464.5224609375
"H24802-04-01",806,1,100000,1232.26123046875
"H24802-04-01",807,1,52000,1232.26123046875
"H24802-04-02",807,1,25000,1232.26123046875
"H24803-04-01",807,1,8000,2464.5224609375
"H24804-04-01",807,1,3000,2464.5224609375
"H24805-04-01",807,1,70000,2464.5224609375
"H24806-04-01",806,1,20000,2464.5224609375
"H24806-04-01",807,1,10000,2464.5224609375
"H24808-04-01",807,1,20000,2464.5224609375
"H24809-04-01",806,1,50000,2464.5224609375
"H24809-04-01",807,1,5000,2464.5224609375
"H24811-04-01",807,1,7000,2464.5224609375
"H25001-04-01",807,1,50000,2464.5224609375
"H25002-04-01",807,1,60000,2464.5224609375
"H25003-04-01",806,1,900000,2464.5224609375
"H25003-04-01",807,1,10000,2464.5224609375
"H25004-04-01",807,1,10000,2464.5224609375
"H25005-04-01",807,1,18000,2464.5224609375
"H25008-04-01",806,1,20000,2464.5224609375
"H25008-04-01",807,1,85000,2464.5224609375
"H25009-04-01",807,1,45000,2464.5224609375
"H25011-04-01",807,1,5000,2464.5224609375
"H25201-04-01",807,1,10000,1721.74719238281
"H25202-04-01",806,1,30000,3443.49438476563
"H25204-04-02",807,1,5000,1721.74719238281
"H25208-04-01",807,1,50000,3443.49438476563
"H25209-04-01",807,1,30000,3443.49438476563
"H25401-04-01",807,1,60000,2437.248046875
"H25402-04-01",807,1,30000,1218.6240234375
"H25403-04-01",807,1,250000,1218.6240234375
"H25403-04-02",807,1,15000,1218.6240234375
"H25404-04-01",806,1,600000,2437.248046875
"H25404-04-01",807,1,100000,2437.248046875
"H25406-04-01",807,1,150000,2437.248046875
"H25407-04-01",807,1,110000,2437.248046875
"H25408-04-01",807,1,150000,1218.6240234375
"H25408-04-02",806,1,500000,1218.6240234375
"H25408-04-02",807,1,500000,1218.6240234375
"H25409-04-02",807,1,0,812.415954589844
"H25410-04-01",807,1,20000,1218.6240234375
"H25601-04-01",807,1,30000,2437.24829101563
"H25602-04-01",807,1,270000,2437.24829101563
"H25603-04-01",807,1,40000,2437.24829101563
"H25608-04-01",807,1,50000,2437.24829101563
"H25609-04-04",807,1,160000,348.178344726563
"H25609-04-05",807,1,100000,348.178344726563
"H25609-04-07",807,1,50000,348.178344726563
"H25610-04-01",807,1,500000,812.416076660156
"H25610-04-03",807,1,10000,812.416076660156
"H25701-04-01",806,1,30000,2437.248046875
"H25701-04-01",808,1,50000,2437.248046875
"H25702-04-01",807,1,10000,1218.6240234375
"H25703-04-02",806,1,150000,1218.6240234375
"H25703-04-02",807,1,150000,1218.6240234375
"H25704-04-01",807,1,10000,2437.248046875
"H25706-04-01",806,1,400000,609.31201171875
"H25706-04-02",801,1,120000,609.31201171875
"H25706-04-02",806,1,1000000,609.31201171875
"H25706-04-02",807,1,50000,609.31201171875
"H25706-04-03",806,1,250000,609.31201171875
"H25707-04-01",807,1,95000,2437.248046875
"H25708-04-01",807,1,50000,2437.248046875
"H25709-04-01",807,1,20000,2437.248046875
"H25902-04-01",807,1,150000,2437.24829101563
"H25903-04-02",807,1,5000,487.449645996094
"H25903-04-02",808,1,40000,487.449645996094
"H25903-04-03",807,1,10000,487.449645996094
"H25903-04-04",806,1,20000,487.449645996094
"H25903-04-05",806,1,3000000,487.449645996094
"H25904-04-01",807,1,10000,2437.24829101563
"H25905-04-01",807,1,25000,2437.24829101563
"H25906-04-01",807,1,150000,1218.62414550781
"H25906-04-02",807,1,500000,1218.62414550781
"H25907-04-01",807,1,900000,2437.24829101563
"H25909-04-01",801,1,240000,2437.24829101563
"H25909-04-01",807,1,10000,2437.24829101563
"H25910-04-01",807,1,200000,812.416076660156
"H25910-04-02",806,1,1800000,812.416076660156
"H25910-04-03",806,1,10000,812.416076660156
"H25910-04-03",807,1,50000,812.416076660156
"H26008-04-01",807,1,10000,3443.49438476563
"H26009-04-01",807,1,25000,573.915710449219
"H26009-04-06",806,1,150000,573.915710449219
"H26010-04-01",805,1,300000,3443.49438476563
"H26010-04-01",806,1,200000,3443.49438476563
"H26010-04-01",807,1,20000,3443.49438476563
"H26108-04-01",807,1,10000,3443.49487304688
"H26110-04-01",806,1,360000,3443.49487304688
"H26110-04-01",807,1,120000,3443.49487304688
"H26201-04-01",807,1,5000,1721.74743652344
"H26202-04-01",807,1,10000,3443.49487304688
"H26203-04-01",807,1,40000,1721.74743652344
"H26203-04-02",807,1,10000,1721.74743652344
"H26204-04-01",806,1,120000,3443.49487304688
"H26204-04-01",807,1,30000,3443.49487304688
"H26207-04-01",807,1,10000,3443.49487304688
"H26307-04-01",807,1,20000,3443.49438476563
"H26405-04-01",807,1,40000,3443.49487304688
"H26406-04-01",807,1,25000,3443.49487304688
"H26407-04-01",807,1,20000,3443.49487304688
"H26410-04-01",807,1,1000000,3443.49487304688
"H26411-04-01",807,1,10000,860.873718261719
"H26416-04-01",807,1,40000,3443.49487304688
"H26501-04-01",807,1,10000,2437.248046875
"H26502-04-01",807,1,150000,812.415954589844
"H26502-04-02",807,1,70000,812.415954589844
"H26506-04-01",807,1,45000,2437.248046875
"H26507-04-01",806,1,100000,2437.248046875
"H26507-04-01",807,1,50000,2437.248046875
"H26509-04-01",807,1,40000,2437.248046875
"H26509-04-01",808,1,100000,2437.248046875
"H26511-04-01",807,1,40000,1218.6240234375
"H26511-04-02",807,1,10000,1218.6240234375
"H26602-04-01",807,1,10000,1218.6240234375
"H26602-04-02",807,1,10000,1218.6240234375
"H26603-04-01",807,1,100000,812.415954589844
"H26603-04-02",807,1,300000,812.415954589844
"H26605-04-01",807,1,30000,2437.248046875
"H26607-04-01",807,1,60000,2437.248046875
"H26608-04-01",807,1,20000,2437.248046875
"H26609-04-01",807,1,150000,2437.248046875
"H26610-04-01",807,1,20000,2437.248046875
"H27004-04-01",807,1,20000,3443.49438476563
"H27006-04-01",806,1,50000,1721.74719238281
"H27006-04-01",807,1,35000,1721.74719238281
"H27007-04-01",807,1,20000,3443.49438476563
"H27010-04-01",809,1,1200000,1147.83142089844
"H27102-04-01",806,1,24000,3443.49438476563
"H27102-04-01",807,1,25000,3443.49438476563
"H27106-04-01",807,1,30000,1147.83142089844
"H27106-04-02",807,1,10000,1147.83142089844
"H27108-04-01",807,1,50000,3443.49438476563
"H27403-04-01",806,1,50000,3443.49487304688
"H27403-04-01",807,1,20000,3443.49487304688
"H27404-04-01",807,1,4000,1721.74743652344
"H27406-04-01",807,1,5000,3443.49487304688
"H27409-04-01",807,1,50000,3443.49487304688
"H27802-04-01",806,1,40000,3443.49438476563
"H27802-04-01",807,1,15000,3443.49438476563
"H27803-04-01",807,1,40000,3443.49438476563
"H27803-04-01",808,1,200000,3443.49438476563
"H27804-04-01",807,1,20000,3443.49438476563
"H27806-04-01",807,1,10000,1721.74719238281
"H27806-04-02",806,1,60000,1721.74719238281
"H27806-04-02",807,1,30000,1721.74719238281
"H27808-04-01",807,1,20000,1721.74719238281
"H27902-04-01",807,1,100000,3443.49438476563
"H27903-04-01",806,1,15000,3443.49438476563
"H27903-04-01",807,1,70000,3443.49438476563
"H27905-04-01",807,1,6000,3443.49438476563
"H27907-04-01",808,1,60000,1721.74719238281
"H27907-04-02",807,1,20000,1721.74719238281
"H27907-04-02",808,1,10000,1721.74719238281
"H27908-04-01",807,1,20000,1721.74719238281
"H27909-04-01",807,1,20000,3443.49438476563
"H28003-04-01",807,1,40000,3443.49487304688
"H28105-04-01",807,1,20000,3443.49438476563
"H28106-04-01",801,1,240000,3443.49438476563
"H28106-04-01",808,1,100000,3443.49438476563
"H28108-04-01",806,1,530000,1721.74719238281
"H28108-04-01",807,1,10000,1721.74719238281
"H28109-04-02",807,1,15000,1721.74719238281
"H28109-04-02",808,1,200000,1721.74719238281
"H28110-04-01",807,1,45000,3443.49438476563
"H28110-04-01",809,1,300000,3443.49438476563
"H28205-04-01",807,1,10000,1721.74743652344
"H28206-04-01",807,1,33000,1721.74743652344
"H28207-04-01",807,1,20000,1721.74743652344
"H28209-04-01",807,1,16000,3443.49487304688
"H28210-04-01",807,1,200000,3443.49487304688
"H28307-04-01",803,1,60000,3443.49438476563
"H28310-04-01",807,1,20000,3443.49438476563
"H28503-04-01",807,1,6000,2437.248046875
"H28504-04-01",807,1,5000,2437.248046875
"H28505-04-01",807,1,220000,812.415954589844
"H28506-04-01",807,1,30000,2437.248046875
"H28511-04-01",807,1,30000,1218.6240234375
"H28511-04-02",806,1,50000,1218.6240234375
"H28705-04-01",807,1,20000,3443.49438476563
"H28710-04-01",807,1,30000,3443.49438476563
"H28805-04-01",801,1,240000,3443.49438476563
"H28805-04-01",804,1,360000,3443.49438476563
"H28805-04-01",805,1,360000,3443.49438476563
"H28805-04-01",806,1,180000,3443.49438476563
"H28805-04-01",807,1,30000,3443.49438476563
"H29003-04-01",807,1,20000,3443.49438476563
"H29202-04-01",806,1,500000,2437.248046875
"H29202-04-01",807,1,2700000,2437.248046875
"H29203-04-01",806,1,100000,2437.248046875
"H29203-04-01",807,1,50000,2437.248046875
"H29205-04-01",806,1,100000,2437.248046875
"H29210-04-02",807,1,3000000,1218.6240234375
"H29401-04-01",807,1,10000,2437.248046875
"H29402-04-01",806,1,7000000,2437.248046875
"H29402-04-01",807,1,20000,2437.248046875
"H29404-04-01",807,1,3000000,2437.248046875
"H29405-04-01",807,1,70000,2437.248046875
"H29406-04-01",806,1,40000,2437.248046875
"H29406-04-01",807,1,50000,2437.248046875
"H29407-04-01",806,1,150000,2437.248046875
"H29407-04-01",807,1,150000,2437.248046875
