"District_Name","SubCounty","Parish","Villagecode","C6AQ1","C6AQ2_1","C6AQ2_2","C6AQ2_3","C6AQ2_4","C6AQ2_5","C6AQ2_6","C6AQ2_7","C6AQ2_Other","Endtime_Community","Survey_Visit","ComOrg_Response","Reason_Comm_Org_Not_Done"
405,405208,40520803,4052080304,122,70,0,0,0,0,30,0,,"17/02/2014 11:56:59",2,2,
405,405211,40521103,4052110310,206,60,0,0,0,0,30,10,"INDIVIDUAL GRAZING LAND","03/10/2013 05:40:35",2,1,
405,405301,40530104,4053010409,110,20,0,0,0,0,80,0,,"02/10/2013 16:54:29",2,1,
405,405302,40530203,4053020304,120,20,0,0,0,0,40,40,"CHURCH ACTIVITIES","24/01/2014 11:44:54",2,2,
406,406108,40610804,4061080401,36,50,0,0,0,0,50,0,,"10/12/2013 12:48:45",2,1,
406,406201,40620102,4062010203,430,50,0,10,0,0,40,0,,"25/01/2014 12:52:13",2,2,
406,406210,40621003,4062100306,390,60,0,0,0,0,40,0,,"27/11/2013 09:53:09",2,1,
406,406212,40621201,4062120102,79,0,0,0,0,0,30,70,"LAKE USED FOR FISHING ACTIVITIES","20/02/2014 14:20:57",2,2,
406,406303,40630307,4063030706,101,5,40,0,0,0,50,5,"RIVER WHICH PROVIDES WATER","29/11/2013 10:59:44",2,1,
407,407202,40720204,4072020402,241,60,0,0,0,0,40,0,,"09/12/2013 14:58:43",2,1,
407,407205,40720501,4072050104,914,0,0,0,0,0,30,70,"commercial buildings for business activities","16/02/2014 14:44:53",2,3,"the community go to kagadi hospital"
407,407303,40730303,4073030305,836,50,0,0,0,10,40,0,,"14/02/2014 14:44:34",2,1,
407,407306,40730604,4073060419,93,50,0,0,0,0,50,0,,"23/11/2013 13:13:10",2,1,
408,408102,40810201,4081020104,106,30,0,20,40,0,10,0,,"19/10/2013 17:35:03",2,1,
408,408112,40811202,4081120206,148,42,0,13,15,5,25,0,,"24/02/2014 19:15:17",1,1,
408,408113,40811304,4081130406,180,70,0,0,10,0,20,0,,"20/10/2013 13:31:26",2,1,
409,409101,40910104,4091010401,420,0,70,0,0,0,20,10,"SUGAR FACTORY","21/11/2013 10:52:42",2,3,"THE COMMUNITY USE A PRIVATE HOSPITAL- KINYARA S.W HOSPITAL"
409,409203,40920305,4092030509,284,60,0,0,0,0,40,0,,"06/12/2013 15:30:19",2,1,
409,409301,40930103,4093010304,1105,0,0,0,0,0,50,50,"COMMERCIAL PURPOSES LIKE SHOPS","19/11/2013 10:40:20",2,3,"THE COMMUNITY USE MASINDI HOSPITAL"
410,410102,41010204,4101020405,132,70,0,5,0,0,25,0,,"12/02/2014 19:30:34",1,1,
410,410105,41010502,4101050204,154,20,0,10,15,0,55,0,,"27/01/2014 10:08:06",2,1,
410,410201,41020101,4102010106,,,,,,,,,,,1,1,
410,410201,41020101,4102010107,324,5,0,0,0,0,80,15,"BUSSINESS eg SHOPS","02/12/2013 12:41:13",2,1,
410,410201,41020101,4102010107,324,5,0,0,0,0,80,15,"BUSSINESS eg SHOPS","02/12/2013 12:41:13",2,2,
410,410303,41030306,4103030601,187,40,0,5,20,10,25,0,,"29/09/2012 23:59:59",1,1,
411,411103,41110301,4111030105,48,45,0,10,15,10,20,0,,"18/02/2014 21:10:33",1,1,
411,411203,41120302,4112030202,203,0,0,0,0,0,45,55,"BUSSINESSES e.g Market, shops, restraunts, bars and lodges","21/01/2014 13:43:24",2,,
411,411302,41130202,4113020204,151,35,0,0,40,0,25,0,,"20/01/2014 18:04:48",2,1,
411,411304,41130402,4113040203,187,60,0,0,15,0,25,0,,"23/10/2013 18:35:28",2,1,
411,411402,41140202,4114020204,187,40,0,0,30,0,30,0,,"30/09/2012 11:20:03",1,1,
411,411403,41140303,4114030308,65,45,0,3,22,0,30,0,,"28/11/2013 19:23:53",2,1,
412,412103,41210304,4121030414,108,65,0,5,10,0,20,0,,"13/12/2013 14:46:31",2,,
412,412201,41220107,4122010704,104,40,0,4,30,2,24,0,,"17/10/2013 23:15:39",2,1,
412,412203,41220304,4122030405,182,55,0,10,10,3,22,0,,"11/12/2013 16:15:45",2,,
414,414116,41411601,4141160106,65,45,0,10,20,0,25,0,,"25/11/2013 11:52:25",2,1,
415,415105,41510502,4151050204,106,60,0,0,0,0,40,0,,"26/10/2013 12:35:08",2,1,
415,415106,41510608,4151060812,850,10,80,0,0,0,10,0,,"21/10/2013 09:37:05",2,1,
415,415110,41511004,4151100404,108,50,0,0,0,0,50,0,,"22/01/2014 11:03:50",2,1,
415,415114,41511407,4151140703,170,70,0,0,0,0,30,0,,"01/10/2013 13:44:39",2,1,
417,417101,41710101,4171010109,276,52,0,3,15,2,28,0,,"21/11/2013 09:21:24",2,1,
417,417102,41710201,4171020103,140,60,0,0,0,0,40,0,,"27/10/2013 16:24:29",2,1,
417,417104,41710401,4171040107,98,45,0,0,25,0,30,0,,"21/11/2013 09:16:46",2,1,
417,417105,41710501,4171050107,126,30,0,0,10,0,40,20,"Business(Shops)","28/09/2012 20:36:39",1,1,
417,417110,41711004,4171100404,101,55,0,0,15,0,25,5,"SHOPS","16/01/2014 16:57:29",2,1,
417,417114,41711404,4171140402,206,55,0,10,15,0,20,0,,"10/02/2014 18:55:51",1,1,
418,418104,41810403,4181040301,138,45,0,10,15,0,30,0,,"22/01/2014 18:56:37",2,1,
418,418201,41820102,4182010203,120,58,0,5,10,2,25,0,,"23/01/2014 16:17:16",2,,
418,418202,41820201,4182020104,275,40,0,15,25,0,20,0,,"09/12/2013 10:29:32",2,,
418,418209,41820907,4182090702,120,45,0,5,25,0,25,0,,"26/10/2013 13:55:02",2,1,
419,419204,41920402,4192040205,150,25,0,5,45,5,20,0,,"17/11/2013 17:53:27",2,1,
420,420107,42010704,4201070403,176,25,28,7,10,5,25,0,,"10/12/2013 13:11:58",2,,
420,420108,42010803,4201080309,181,46,0,14,20,0,20,0,,"19/01/2014 10:39:01",2,1,
421,421108,42110801,4211080107,80,20,0,0,60,0,20,0,,"16/10/2013 14:59:08",2,1,
422,422102,42210204,4221020401,263,60,0,0,0,0,40,0,,"07/10/2013 16:30:54",2,1,
423,423109,42310905,4231090509,66,35,0,5,30,5,25,0,,"16/02/2014 14:22:02",1,1,
426,426104,42610402,4261040201,125,54,0,10,16,4,16,0,,"13/02/2014 18:27:30",1,1,
