"District_Name","SubCounty","Parish","Villagecode","medical_staff_ID","C4PQ118","C4PQ119","C4PQ120","C4PQ121","C4PQ122_1","C4PQ122_2","C4PQ123","C4PQ117_V2","C4PQ118_V2","C4PQ119_V2","C4PQ120_V2","C4PQ121_V2","C4PQ122_1_V2","C4PQ122_2_V2","C4PQ123_V2","Health_Response","Reason_Health_Not_Done"
116,116102,11610205,1161020501,2,2,4,2,1,11,,1,,2,4,1,,,,2,1,
116,116102,11610205,1161020501,3,2,14,1,,,,2,,2,14,1,,,,2,1,
116,116102,11610205,1161020501,4,2,8,2,1,11,,2,,2,8,1,,,,2,1,
116,116102,11610205,1161020501,5,2,8,1,,,,2,,2,8,1,,,,2,1,
116,116102,11610205,1161020501,6,1,16,2,1,18,,2,,1,16,1,,,,2,1,
116,116102,11610205,1161020501,7,1,96,2,1,11,,2,,1,96,1,,,,2,1,
116,116102,11610205,1161020501,8,2,16,2,2,,11,2,,2,16,1,,,,2,1,
117,117103,11710308,1171030802,,,,,,,,,,,,,,,,,3,"Refferal Hospital"
117,117104,11710405,1171040504,,,,,,,,,,,,,,,,,3,"Refferal hospital"
117,117110,11711003,1171100309,1,1,1,1,,,,1,,,,,,,,,1,
117,117110,11711003,1171100309,2,2,4,2,1,3,,1,,,,,,,,,1,
117,117110,11711003,1171100309,3,2,14,2,1,11,,1,,,,,,,,,1,
117,117110,11711003,1171100309,4,2,3,1,,,,1,,,,,,,,,1,
117,117110,11711003,1171100309,5,2,6,1,,,,1,,,,,,,,,1,
117,117110,11711003,1171100309,6,2,8,1,,,,1,,,,,,,,,1,
117,117110,11711003,1171100309,7,1,14,1,,,,1,,,,,,,,,1,
117,117110,11711003,1171100309,8,2,6,2,2,,13,1,,,,,,,,,1,
117,117110,11711003,1171100309,9,1,11,2,1,10,,1,,,,,,,,,1,
117,117110,11711003,1171100309,10,2,6,2,1,11,,1,,,,,,,,,1,
117,117110,11711003,1171100309,11,2,3,2,1,11,,1,,,,,,,,,1,
117,117110,11711003,1171100309,12,1,16,1,,,,2,,,,,,,,,1,
117,117110,11711003,1171100312,1,1,1,2,1,11,,1,,1,1,2,1,11,,1,1,
117,117110,11711003,1171100312,2,2,4,1,,,,1,,2,8,2,1,1,,1,1,
117,117110,11711003,1171100312,3,2,3,2,1,5,,1,,2,3,2,1,11,,1,1,
117,117110,11711003,1171100312,4,2,8,1,,,,1,,2,8,1,,,,1,1,
117,117110,11711003,1171100312,5,2,6,2,1,11,,1,,2,6,2,1,9,,1,1,
117,117110,11711003,1171100312,6,2,6,2,1,11,,1,,2,5,2,1,11,,1,1,
117,117110,11711003,1171100312,7,1,14,1,,,,1,,1,14,2,1,11,,1,1,
117,117110,11711003,1171100312,8,2,3,2,1,10,,1,,2,3,2,1,10,,1,1,
117,117110,11711003,1171100312,9,2,6,2,1,11,,1,,2,6,2,1,11,,1,1,
117,117110,11711003,1171100312,10,2,14,2,1,10,,1,,2,14,2,2,,96,1,1,
117,117110,11711003,1171100312,11,1,11,2,1,11,,1,,1,11,2,1,11,,1,1,
117,117110,11711003,1171100312,12,1,12,2,1,2,,1,,1,12,1,,,,1,1,
117,117110,11711003,1171100312,13,,,,,,,,,1,16,1,,,,2,1,
118,118101,11810104,1181010407,1,1,1,1,,,,1,,1,1,1,,,,1,1,
118,118101,11810104,1181010407,2,1,1,2,1,11,,1,,2,1,2,1,11,,1,1,
118,118101,11810104,1181010407,3,2,1,2,1,9,,1,,2,1,2,1,9,,1,1,
118,118101,11810104,1181010407,4,2,8,1,,,,1,,2,8,1,,,,1,1,
118,118101,11810104,1181010407,5,2,8,2,1,11,,1,,2,8,1,,,,1,1,
118,118101,11810104,1181010407,6,2,6,1,,,,1,,2,3,2,1,1,,1,1,
118,118101,11810104,1181010407,7,2,6,1,,,,1,,2,3,2,1,10,,1,1,
118,118101,11810104,1181010407,8,1,6,1,,,,1,,1,6,2,1,11,,1,1,
118,118101,11810104,1181010407,9,1,3,2,1,9,,1,,2,6,1,,,,1,1,
118,118101,11810104,1181010407,10,2,3,1,,,,1,,2,6,1,,,,1,1,
118,118101,11810104,1181010407,11,2,3,2,1,96,,1,,1,14,1,,,,1,1,
118,118101,11810104,1181010407,12,1,14,1,,,,1,,2,12,2,1,10,,1,1,
118,118101,11810104,1181010407,13,2,11,1,,,,1,,1,6,2,1,9,,1,1,
118,118101,11810104,1181010407,14,1,12,1,,,,1,,1,12,1,,,,1,1,
118,118101,11810104,1181010407,15,2,8,1,,,,1,,2,8,1,,,,1,1,
118,118101,11810104,1181010407,16,2,6,1,,,,1,,2,6,1,,,,2,1,
119,119103,11910303,1191030304,1,1,96,1,,,,1,,1,1,2,1,3,,1,1,
119,119103,11910303,1191030304,2,1,1,2,1,11,,1,,1,1,1,,,,1,1,
119,119103,11910303,1191030304,3,2,6,1,,,,1,,1,14,2,1,3,,1,1,
119,119103,11910303,1191030304,4,2,3,1,,,,1,,1,14,2,1,3,,1,1,
119,119103,11910303,1191030304,5,1,14,2,1,11,,1,,1,6,2,1,3,,1,1,
119,119103,11910303,1191030304,6,1,5,1,,,,1,,2,6,2,1,3,,1,1,
119,119103,11910303,1191030304,7,1,11,2,1,96,,1,,2,6,1,,,,1,1,
119,119103,11910303,1191030304,8,1,8,2,1,11,,1,,2,3,2,1,3,,1,1,
119,119103,11910303,1191030304,9,2,8,1,,,,1,,2,8,2,1,3,,1,1,
119,119103,11910303,1191030304,10,1,96,1,,,,1,,1,11,2,1,3,,1,1,
119,119103,11910303,1191030304,11,2,3,1,,,,1,,1,8,2,1,3,,1,1,
119,119103,11910303,1191030304,12,1,14,1,,,,2,,1,96,1,,,,1,1,
120,120105,12010502,1201050202,,,,,,,,,,,,,,,,,3,"Not there. Go to mainland at different locations"
122,122102,12210206,1221020604,1,2,1,1,,,,1,,2,1,2,1,11,,1,1,
122,122102,12210206,1221020604,2,1,1,2,1,11,,1,,1,1,1,,,,1,1,
122,122102,12210206,1221020604,3,1,1,1,,,,1,,1,1,1,,,,1,1,
122,122102,12210206,1221020604,4,2,1,2,1,11,,1,,2,1,2,1,11,,1,1,
122,122102,12210206,1221020604,5,2,5,2,1,9,,1,,1,5,1,,,,1,1,
122,122102,12210206,1221020604,6,2,5,2,1,11,,1,,2,5,1,,,,1,1,
122,122102,12210206,1221020604,7,2,7,1,,,,1,,2,7,2,2,,13,1,1,
122,122102,12210206,1221020604,8,1,14,2,1,9,,1,,2,14,1,,,,1,1,
122,122102,12210206,1221020604,9,2,14,1,,,,1,,2,14,2,1,11,,1,1,
122,122102,12210206,1221020604,10,1,14,1,,,,1,,1,14,1,,,,1,1,
122,122102,12210206,1221020604,11,2,4,1,,,,1,,2,4,1,,,,1,1,
122,122102,12210206,1221020604,12,2,3,2,1,11,,1,,2,3,2,1,11,,1,1,
122,122102,12210206,1221020604,13,2,4,2,1,9,,1,,2,4,1,,,,1,1,
122,122102,12210206,1221020604,14,2,6,2,1,9,,1,,2,6,1,,,,1,1,
122,122102,12210206,1221020604,15,2,96,2,1,8,,1,,2,96,2,2,,13,1,1,
122,122102,12210206,1221020604,16,1,6,1,,,,1,,1,6,1,,,,1,1,
122,122102,12210206,1221020604,17,2,6,1,,,,1,,2,6,2,1,11,,1,1,
122,122102,12210206,1221020604,18,2,5,2,1,9,,1,,2,5,1,,,,1,1,
122,122102,12210206,1221020604,19,2,8,1,,,,1,,2,8,2,1,11,,1,1,
122,122102,12210206,1221020604,20,2,8,2,1,11,,1,,2,8,1,,,,1,1,
122,122102,12210206,1221020604,21,2,11,2,2,,13,1,,2,11,2,2,,13,1,1,
122,122102,12210206,1221020604,22,1,16,1,,,,2,,1,16,1,,,,2,1,
122,122102,12210206,1221020604,23,1,8,2,1,5,,1,,1,8,1,,,,1,1,
122,122102,12210206,1221020604,24,1,12,2,1,2,,1,,1,8,1,,,,1,1,
122,122102,12210206,1221020604,25,1,8,1,,,,1,,1,8,1,,,,1,1,
122,122102,12210206,1221020604,26,2,5,2,1,9,,1,,2,5,2,1,9,,1,1,
122,122105,12210502,1221050203,1,1,1,2,1,96,,1,,,,,,,,,1,
122,122105,12210502,1221050203,2,1,96,2,1,5,,1,,,,,,,,,1,
122,122105,12210502,1221050203,3,2,7,2,1,5,,1,,,,,,,,,1,
122,122105,12210502,1221050203,4,2,1,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,5,2,96,2,1,5,,1,,,,,,,,,1,
122,122105,12210502,1221050203,6,2,3,2,1,10,,1,,,,,,,,,1,
122,122105,12210502,1221050203,7,2,8,2,1,11,,1,,,,,,,,,1,
122,122105,12210502,1221050203,8,2,8,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,9,2,11,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,10,2,8,2,1,11,,1,,,,,,,,,1,
122,122105,12210502,1221050203,11,2,14,2,1,10,,1,,,,,,,,,1,
122,122105,12210502,1221050203,12,1,16,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,13,1,16,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,14,2,6,2,1,5,,1,,,,,,,,,1,
122,122105,12210502,1221050203,15,2,14,1,,,,2,,,,,,,,,1,
122,122105,12210502,1221050203,16,2,4,1,,,,1,,,,,,,,,1,
122,122105,12210502,1221050203,17,2,6,2,1,10,,1,,,,,,,,,1,
122,122106,12210602,1221060206,1,1,96,2,2,,96,1,,1,96,1,,,,1,1,
122,122106,12210602,1221060206,2,1,1,2,1,11,,1,,1,1,2,1,11,,1,1,
122,122106,12210602,1221060206,3,2,8,1,,,,1,,2,8,2,1,1,,1,1,
122,122106,12210602,1221060206,4,1,96,2,2,,96,1,,1,96,2,1,11,,1,1,
122,122106,12210602,1221060206,5,1,6,1,,,,1,,1,6,1,,,,1,1,
122,122106,12210602,1221060206,6,2,6,2,1,11,,1,,2,6,2,1,10,,1,1,
122,122106,12210602,1221060206,7,2,3,2,1,11,,1,,2,3,2,1,11,,1,1,
122,122106,12210602,1221060206,8,1,14,1,,,,1,,1,14,2,1,11,,1,1,
122,122106,12210602,1221060206,9,1,16,1,,,,2,,1,16,1,,,,1,1,
122,122106,12210602,1221060206,10,,,,,,,,,2,3,2,1,10,,1,1,
123,123108,12310803,1231080303,,,,,,,,,,,,,,,,,1,
124,124101,12410106,1241010603,1,2,96,1,,,,1,,2,1,2,1,3,,1,1,
124,124101,12410106,1241010603,2,1,1,2,1,11,,1,,1,1,2,1,11,,1,1,
124,124101,12410106,1241010603,3,2,7,1,,,,1,,1,96,1,,,,1,1,
124,124101,12410106,1241010603,5,1,96,2,1,11,,1,,2,8,2,1,10,,1,1,
124,124101,12410106,1241010603,6,2,4,1,,,,1,,2,8,2,1,3,,1,1,
124,124101,12410106,1241010603,7,2,3,2,1,11,,1,,2,3,1,,,,1,1,
124,124101,12410106,1241010603,8,2,3,1,,,,1,,2,3,2,1,11,,1,1,
124,124101,12410106,1241010603,9,2,3,2,1,11,,1,,2,3,2,1,11,,1,1,
124,124101,12410106,1241010603,10,2,6,2,1,6,,1,,2,6,2,1,11,,1,1,
124,124101,12410106,1241010603,11,2,6,1,,,,1,,2,8,2,1,1,,1,1,
124,124101,12410106,1241010603,12,1,13,1,,,,1,,2,6,1,,,,1,1,
124,124101,12410106,1241010603,13,2,6,1,,,,1,,2,6,1,,,,1,1,
124,124101,12410106,1241010603,14,2,8,2,1,6,,1,,2,8,1,,,,1,1,
124,124101,12410106,1241010603,15,1,11,2,2,,96,1,,2,14,2,1,11,,1,1,
124,124101,12410106,1241010603,16,1,16,1,,,,1,,1,16,1,,,,1,1,
124,124101,12410106,1241010603,17,2,14,2,1,10,,1,,2,14,1,,,,1,1,
124,124101,12410106,1241010603,18,2,14,1,,,,2,,1,13,2,1,11,,1,1,
124,124101,12410106,1241010603,19,2,8,1,,,,1,,,,,,,,,1,
124,124103,12410302,1241030216,1,2,6,2,1,10,,1,,2,6,2,1,11,,1,1,
124,124103,12410302,1241030216,2,2,4,2,2,,13,1,,2,3,1,,,,2,1,
124,124103,12410302,1241030216,3,2,8,2,2,,10,1,,2,8,1,,,,1,1,
124,124103,12410302,1241030216,4,2,8,1,,,,1,,2,8,2,1,11,,1,1,
124,124103,12410302,1241030216,5,1,96,2,2,,13,2,,1,96,2,1,18,,2,1,
124,124103,12410302,1241030216,6,,,,,,,,,2,16,2,1,18,,2,1,
124,124104,12410401,1241040102,,,,,,,,,,,,,,,,,1,
124,124107,12410701,1241070106,1,2,6,2,2,,6,2,,2,6,1,,,,1,1,
124,124107,12410701,1241070106,2,2,6,1,,,,1,,2,8,2,2,,96,1,1,
124,124107,12410701,1241070106,3,2,6,1,,,,1,,2,6,2,2,,13,2,1,
124,124107,12410701,1241070106,4,1,16,1,,,,2,,1,16,1,,,,2,1,
124,124107,12410701,1241070106,5,2,16,2,1,11,,2,,1,96,1,,,,2,1,
124,124108,12410802,1241080210,1,2,96,1,,,,2,,1,1,1,,,,2,1,
124,124108,12410802,1241080210,2,2,9,1,,,,1,,2,6,2,1,11,,2,1,
124,124108,12410802,1241080210,3,2,96,2,1,10,,2,,2,6,1,,,,2,1,
124,124108,12410802,1241080210,4,1,96,1,,,,2,,2,6,1,,,,2,1,
124,124108,12410802,1241080210,5,1,96,1,,,,2,,2,4,1,,,,2,1,
124,124108,12410802,1241080210,6,1,96,2,1,11,,2,,2,8,1,,,,2,1,
124,124108,12410802,1241080210,7,1,96,1,,,,2,,2,8,2,1,10,,2,1,
124,124108,12410802,1241080210,8,1,16,1,,,,2,,2,96,1,,,,2,1,
124,124108,12410802,1241080210,9,1,1,1,,,,2,,2,96,2,1,11,,2,1,
124,124108,12410802,1241080210,10,2,96,1,,,,2,,2,96,1,,,,2,1,
124,124108,12410802,1241080210,11,2,5,2,1,96,,2,,1,96,1,,,,2,1,
124,124108,12410802,1241080210,12,2,8,2,1,96,,2,,1,96,1,,,,2,1,
124,124108,12410802,1241080210,13,2,15,1,,,,2,,1,96,1,,,,2,1,
124,124108,12410802,1241080210,14,2,14,2,1,10,,2,,1,96,1,,,,2,1,
124,124108,12410802,1241080210,15,2,96,2,1,10,,2,,1,1,1,,,,2,1,
124,124108,12410802,1241080210,16,2,96,1,,,,2,,1,14,2,1,1,,2,1,
124,124108,12410802,1241080210,17,1,14,1,,,,2,,2,14,2,1,10,,2,1,
124,124108,12410802,1241080210,18,1,1,1,,,,2,,2,96,1,,,,2,1,
124,124108,12410802,1241080210,19,2,5,2,1,4,,2,,2,14,1,,,,2,1,
124,124108,12410802,1241080210,20,2,6,1,,,,2,,2,96,1,,,,2,1,
201,201106,20110602,2011060205,1,1,1,2,2,,96,1,,,,,,,,,1,
201,201106,20110602,2011060205,1,1,1,2,2,,96,1,,,,,,,,,1,
201,201106,20110602,2011060205,1,1,1,2,2,,96,1,,1,1,1,,,,1,1,
201,201106,20110602,2011060205,1,1,1,2,2,,96,1,,1,1,1,,,,1,1,
201,201106,20110602,2011060205,2,1,1,2,2,,96,1,,,,,,,,,1,
201,201106,20110602,2011060205,2,1,1,2,2,,96,1,,,,,,,,,1,
201,201106,20110602,2011060205,2,1,1,2,2,,96,1,,1,1,2,1,11,,1,1,
201,201106,20110602,2011060205,2,1,1,2,2,,96,1,,1,1,2,1,11,,1,1,
201,201106,20110602,2011060205,3,2,96,2,1,18,,2,,,,,,,,,1,
201,201106,20110602,2011060205,3,2,96,2,1,18,,2,,,,,,,,,1,
201,201106,20110602,2011060205,3,2,96,2,1,18,,2,,2,6,1,,,,1,1,
201,201106,20110602,2011060205,3,2,96,2,1,18,,2,,2,6,1,,,,1,1,
201,201106,20110602,2011060205,4,2,96,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,4,2,96,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,4,2,96,2,1,18,,1,,2,1,2,1,11,,1,1,
201,201106,20110602,2011060205,4,2,96,2,1,18,,1,,2,1,2,1,11,,1,1,
201,201106,20110602,2011060205,5,2,3,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,5,2,3,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,5,2,3,2,1,18,,1,,1,6,1,,,,1,1,
201,201106,20110602,2011060205,5,2,3,2,1,18,,1,,1,6,1,,,,1,1,
201,201106,20110602,2011060205,6,2,3,1,,,,1,,2,3,1,,,,1,1,
201,201106,20110602,2011060205,6,2,3,1,,,,1,,2,3,1,,,,1,1,
201,201106,20110602,2011060205,6,2,3,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,6,2,3,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,7,1,14,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,7,1,14,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,7,1,14,1,,,,1,,2,3,1,,,,1,1,
201,201106,20110602,2011060205,7,1,14,1,,,,1,,2,3,1,,,,1,1,
201,201106,20110602,2011060205,8,1,14,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,8,1,14,2,1,18,,1,,,,,,,,,1,
201,201106,20110602,2011060205,8,1,14,2,1,18,,1,,1,8,1,,,,1,1,
201,201106,20110602,2011060205,8,1,14,2,1,18,,1,,1,8,1,,,,1,1,
201,201106,20110602,2011060205,9,1,8,1,,,,1,,1,12,2,1,2,,1,1,
201,201106,20110602,2011060205,9,1,8,1,,,,1,,1,12,2,1,2,,1,1,
201,201106,20110602,2011060205,9,1,8,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,9,1,8,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,10,2,11,2,1,10,,1,,1,14,2,1,9,,1,1,
201,201106,20110602,2011060205,10,2,11,2,1,10,,1,,1,14,2,1,9,,1,1,
201,201106,20110602,2011060205,10,2,11,2,1,10,,1,,,,,,,,,1,
201,201106,20110602,2011060205,10,2,11,2,1,10,,1,,,,,,,,,1,
201,201106,20110602,2011060205,11,1,12,1,,,,1,,1,14,1,,,,1,1,
201,201106,20110602,2011060205,11,1,12,1,,,,1,,1,14,1,,,,1,1,
201,201106,20110602,2011060205,11,1,12,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,11,1,12,1,,,,1,,,,,,,,,1,
201,201106,20110602,2011060205,12,1,96,1,,,,2,,2,11,2,1,11,,1,1,
201,201106,20110602,2011060205,12,1,96,1,,,,2,,2,11,2,1,11,,1,1,
201,201106,20110602,2011060205,12,1,96,1,,,,2,,,,,,,,,1,
201,201106,20110602,2011060205,12,1,96,1,,,,2,,,,,,,,,1,
201,201106,20110602,2011060205,13,1,96,1,,,,2,,,,,,,,,1,
201,201106,20110602,2011060205,13,1,96,1,,,,2,,,,,,,,,1,
201,201106,20110602,2011060205,13,1,96,1,,,,2,,1,96,1,,,,2,1,
201,201106,20110602,2011060205,13,1,96,1,,,,2,,1,96,1,,,,2,1,
201,201106,20110602,2011060205,14,2,96,2,1,18,,2,,,,,,,,,1,
201,201106,20110602,2011060205,14,2,96,2,1,18,,2,,,,,,,,,1,
201,201110,20111009,2011100902,1,2,6,1,,,,1,,1,6,1,,,,1,1,
201,201110,20111009,2011100902,2,1,8,1,,,,1,,2,8,2,1,5,,1,1,
201,201110,20111009,2011100902,3,1,16,2,1,1,,2,,1,16,1,,,,2,1,
201,201110,20111009,2011100902,4,1,96,1,,,,2,,1,96,1,,,,2,1,
203,203202,20320203,2032020304,1,,,,,,,,,,,,,,,,2,
203,203202,20320203,2032020304,2,,,,,,,,,,,,,,,,2,
203,203301,20330101,2033010101,1,,,,,,,,,1,6,1,,,,1,1,
203,203301,20330101,2033010101,2,,,,,,,,,2,6,2,1,11,,1,1,
203,203301,20330101,2033010101,3,,,,,,,,,2,6,1,,,,1,1,
203,203301,20330101,2033010101,4,,,,,,,,,2,3,2,1,11,,1,1,
203,203301,20330101,2033010101,5,,,,,,,,,2,8,2,1,11,,1,1,
203,203301,20330101,2033010101,6,,,,,,,,,2,16,2,1,11,,2,1,
203,203303,20330304,2033030403,1,2,6,1,,,,1,,,,,,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,2,2,3,2,1,11,,1,,,,,,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,3,2,8,2,1,11,,1,,,,,,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,4,1,6,2,1,11,,1,,,,,,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,5,1,96,,,,,1,,,,,,,,,3,"Main facility is a Hospital"
203,203303,20330304,2033030403,6,1,16,2,,,,1,,,,,,,,,3,"Main facility is a Hospital"
204,204101,20410103,2041010302,1,,,,,,,,,1,2,2,1,11,,1,,
204,204101,20410103,2041010302,2,,,,,,,,,1,2,1,,,,1,,
204,204101,20410103,2041010302,3,,,,,,,,,1,1,1,,,,1,,
204,204101,20410103,2041010302,4,,,,,,,,,1,1,1,,,,1,,
204,204101,20410103,2041010302,5,,,,,,,,,2,1,2,1,11,,1,,
204,204101,20410103,2041010302,6,,,,,,,,,1,1,2,1,11,,1,,
204,204101,20410103,2041010302,7,,,,,,,,,1,1,2,1,11,,1,,
204,204101,20410103,2041010302,8,,,,,,,,,2,1,1,,,,1,,
204,204101,20410103,2041010302,9,,,,,,,,,2,14,1,,,,1,,
204,204101,20410103,2041010302,10,,,,,,,,,2,14,1,,,,1,,
204,204101,20410103,2041010302,11,,,,,,,,,1,14,2,1,11,,1,,
204,204101,20410103,2041010302,12,,,,,,,,,2,5,2,1,11,,1,,
204,204101,20410103,2041010302,13,,,,,,,,,2,5,1,,,,1,,
204,204101,20410103,2041010302,14,,,,,,,,,2,5,1,,,,1,,
204,204101,20410103,2041010302,15,,,,,,,,,2,6,1,,,,1,,
204,204101,20410103,2041010302,16,,,,,,,,,2,7,1,,,,1,,
204,204101,20410103,2041010302,17,,,,,,,,,1,1,1,,,,1,,
204,204101,20410103,2041010302,18,,,,,,,,,1,7,1,,,,1,,
204,204101,20410103,2041010302,19,,,,,,,,,1,13,1,,,,1,,
204,204101,20410103,2041010302,20,,,,,,,,,1,15,1,,,,1,,
204,204101,20410103,2041010302,21,,,,,,,,,2,12,1,,,,1,,
204,204101,20410103,2041010302,22,,,,,,,,,1,96,1,,,,1,,
204,204101,20410103,2041010302,23,,,,,,,,,1,96,2,1,2,,1,,
204,204101,20410103,2041010302,24,,,,,,,,,2,12,1,,,,1,,
204,204101,20410103,2041010302,25,,,,,,,,,2,96,1,,,,1,,
204,204101,20410103,2041010302,26,,,,,,,,,2,11,1,,,,1,,
204,204101,20410103,2041010302,27,,,,,,,,,2,6,2,1,96,,1,,
204,204101,20410103,2041010302,28,,,,,,,,,2,6,1,,,,1,,
204,204101,20410103,2041010302,29,,,,,,,,,1,6,1,,,,1,,
204,204101,20410103,2041010302,30,,,,,,,,,2,6,2,1,11,,1,,
204,204101,20410103,2041010302,31,,,,,,,,,2,6,2,1,11,,1,,
204,204101,20410103,2041010302,32,,,,,,,,,2,3,1,,,,1,,
204,204101,20410103,2041010302,33,,,,,,,,,2,3,1,,,,1,,
204,204101,20410103,2041010302,34,,,,,,,,,2,8,1,,,,1,,
204,204101,20410103,2041010302,35,,,,,,,,,1,8,1,,,,1,,
204,204101,20410103,2041010302,36,,,,,,,,,2,96,1,,,,1,,
204,204101,20410103,2041010302,37,,,,,,,,,2,8,1,,,,1,,
204,204101,20410103,2041010302,38,,,,,,,,,2,8,2,1,11,,1,,
204,204101,20410103,2041010302,39,,,,,,,,,2,96,1,,,,1,,
204,204101,20410103,2041010302,40,,,,,,,,,1,96,2,1,11,,1,,
204,204101,20410103,2041010302,41,,,,,,,,,1,96,1,,,,1,,
204,204101,20410103,2041010302,42,,,,,,,,,2,3,1,,,,1,,
204,204101,20410103,2041010302,43,,,,,,,,,2,96,1,,,,2,,
204,204101,20410103,2041010302,44,,,,,,,,,1,10,1,,,,1,,
204,204101,20410103,2041010302,45,,,,,,,,,1,96,1,,,,2,,
204,204101,20410103,2041010302,46,,,,,,,,,2,96,1,,,,1,,
204,204101,20410103,2041010302,47,,,,,,,,,1,96,1,,,,1,,
204,204101,20410103,2041010302,48,,,,,,,,,1,16,1,,,,2,,
204,204101,20410103,2041010302,49,,,,,,,,,2,16,1,,,,2,,
204,204101,20410103,2041010302,50,,,,,,,,,2,16,1,,,,2,,
204,204102,20410204,2041020405,1,1,1,2,1,11,,1,,1,1,1,,,,1,1,
204,204102,20410204,2041020405,2,2,3,2,1,11,,1,,2,96,1,,,,1,1,
204,204102,20410204,2041020405,3,2,3,2,1,10,,1,,1,12,1,,,,1,1,
204,204102,20410204,2041020405,4,2,6,1,,,,1,,1,14,1,,,,1,1,
204,204102,20410204,2041020405,5,1,6,2,1,11,,1,,2,3,2,1,11,,,1,
204,204102,20410204,2041020405,6,1,14,2,1,11,,1,,2,3,1,,,,1,1,
204,204102,20410204,2041020405,7,1,96,2,1,11,,1,,1,96,2,1,11,,1,1,
204,204102,20410204,2041020405,8,1,8,2,1,11,,1,,2,7,2,1,10,,1,1,
204,204102,20410204,2041020405,9,2,8,1,,,,1,,1,7,2,1,11,,1,1,
204,204102,20410204,2041020405,10,2,8,2,1,11,,1,,2,11,1,,,,1,1,
204,204102,20410204,2041020405,11,2,8,2,1,11,,1,,2,8,1,,,,2,1,
204,204102,20410204,2041020405,12,1,96,2,1,11,,1,,2,8,1,,,,1,1,
204,204102,20410204,2041020405,13,1,96,1,,,,1,,1,8,1,,,,1,1,
204,204102,20410204,2041020405,14,2,96,2,1,11,,1,,1,96,1,,,,1,1,
204,204102,20410204,2041020405,15,,,,,,,,,1,96,1,,,,1,1,
204,204102,20410204,2041020405,16,,,,,,,,,2,96,2,1,11,,2,1,
204,204102,20410204,2041020405,17,,,,,,,,,1,96,1,,,,2,1,
204,204102,20410204,2041020405,18,,,,,,,,,2,16,1,,,,2,1,
204,204203,20420301,2042030105,1,2,5,2,1,96,,1,,2,7,1,,,,1,,
204,204203,20420301,2042030105,2,1,8,1,,,,1,,1,16,1,,,,1,,
204,204203,20420301,2042030105,3,2,8,1,,,,2,,,,,,,,,,
204,204203,20420301,2042030105,4,1,16,1,,,,1,,,,,,,,,,
204,204301,20430101,2043010103,6,,,2,1,,,,,1,2,2,1,11,,1,1,
204,204301,20430101,2043010103,41,,,2,1,,,,,1,1,2,1,11,,1,1,
204,204301,20430101,2043010103,42,,,,,,,,,1,1,2,1,11,,1,1,
204,204301,20430101,2043010103,43,,,,,,,,,1,1,2,1,11,,1,1,
204,204301,20430101,2043010103,44,,,,,,,,,1,10,2,1,11,,1,1,
204,204301,20430101,2043010103,45,,,,,,,,,2,11,2,1,11,,1,1,
204,204301,20430101,2043010103,46,,,,,,,,,2,7,2,1,11,,1,1,
204,204301,20430101,2043010103,47,,,,,,,,,2,6,2,1,11,,1,1,
204,204301,20430101,2043010103,48,,,,,,,,,1,6,2,1,11,,1,1,
204,204301,20430101,2043010103,49,,,,,,,,,2,6,2,1,11,,1,1,
204,204301,20430101,2043010103,50,,,,,,,,,2,3,2,1,11,,1,1,
204,204301,20430101,2043010103,51,,,,,,,,,2,5,1,,,,1,1,
204,204301,20430101,2043010103,52,,,,,,,,,2,6,1,1,11,7,1,1,
204,204301,20430101,2043010103,53,,,,,,,,,2,6,2,1,11,,1,1,
204,204301,20430101,2043010103,54,,,,,,,,,2,6,2,1,11,,1,1,
204,204301,20430101,2043010103,55,,,,,,,,,2,5,2,1,11,,1,1,
204,204301,20430101,2043010103,56,,,,,,,,,2,8,2,1,11,,1,1,
204,204301,20430101,2043010103,57,,,,,,,,,2,8,2,1,11,,1,1,
204,204301,20430101,2043010103,58,,,,,,,,,1,8,2,1,11,,1,1,
204,204301,20430101,2043010103,59,,,,,,,,,2,3,1,,,,1,1,
