"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H04801-04-01",1053001201,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,11,2,1,48,2792.466796875,0,2013,11,"18",4801
"H04802-04-01",1053001202,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,930.822265625,2276.240234375,2014,5,"29",4802
"H04802-04-02",2105300120203,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,930.822265625,,2014,5,"28",4802
"H04802-04-03",3105300120203,1,1,105,105103,"Kabonera",10510304,"Kirimya",1,11,2,1,48,930.822265625,0,2014,10,"13",4802
"H04803-04-02",,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,3894.08081054688,2014,5,"28",4803
"H04804-04-01",1053001204,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,2980.68896484375,2014,5,"28",4804
"H04805-04-01",1053001205,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,0,2013,11,"17",4805
"H04806-04-01",1053001206,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,1823.1015625,2013,11,"17",4806
"H04807-04-01",1053001207,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,5961.3779296875,2013,11,"17",4807
"H04808-04-01",1053001208,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,11,2,1,48,1396.2333984375,2440.74951171875,2013,11,"17",4808
"H04808-04-02",,1,1,114,114101,"Kaliiro",11410102,"Kaliiro",1,11,2,1,48,1396.2333984375,0,2014,10,"15",4808
"H04810-04-01",1053001210,1,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,48,2792.466796875,2100.36865234375,2014,5,"28",4810
"H04903-04-01",1053001503,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,4895.97265625,2014,2,"16",4903
"H04905-04-01",1053001505,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,829.046325683594,2014,2,"16",4905
"H04907-04-01",1053001507,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,1740.99743652344,2014,2,"15",4907
"H04908-04-01",1053001508,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,2034.68969726563,2014,2,"15",4908
"H04909-04-01",1053001509,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,1672.22436523438,2014,8,"05",4909
"H04910-04-01",1053001510,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,2736.3671875,2014,8,"05",4910
"H04912-04-01",1053001512,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,2792.466796875,2089.50659179688,2014,8,"06",4912
"H04913-04-01",1053001513,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,3237.87109375,2014,8,"05",4913
"H04913-04-02",105300151301,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,0,2014,8,"06",4913
"H04913-04-03",105300151303,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,0,2014,8,"06",4913
"H04913-04-04",210530015130103,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,4856.806640625,2014,8,"14",4913
"H04913-04-05",2105300151304,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,3885.44506835938,2014,8,"05",4913
"H04913-04-06",2105300151305,1,1,124,124103,"Kyazanga",12410302,"Kakoma Parish",1,10,2,0,49,465.4111328125,0,2014,8,"09",4913
"H05002-04-01",1053001902,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,1472.0087890625,2014,6,"21",5002
"H05003-04-01",1053001903,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,1396.23327636719,3167.23193359375,2013,12,"06",5003
"H05003-04-02",,1,1,113,113304,"Makidye -ssabagabo",11330401,"Bunamwaya",1,11,2,1,50,1396.23327636719,7390.20751953125,2014,10,"09",5003
"H05004-04-01",1053001904,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,835.586669921875,2013,12,"05",5004
"H05005-04-01",1053001905,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,957.159118652344,2014,6,"20",5005
"H05006-04-01",1053001906,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,2672.03442382813,2014,6,"20",5006
"H05007-04-01",1053001907,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,2375.1416015625,2013,12,"06",5007
"H05008-04-01",1053001908,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,1847.55187988281,2013,12,"05",5008
"H05009-04-01",1053001909,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,3562.71264648438,2013,12,"05",5009
"H05010-04-01",1053001910,1,1,124,124108,"Ndagwe",12410802,"Mpumudde",1,10,2,0,50,2792.46655273438,3079.25317382813,2014,6,"20",5010
"H05101-04-01",1053002301,1,1,105,105103,"Kabonera",10510307,"Kyamuyimbwa",1,10,2,0,51,2792.466796875,0,2014,3,"18",5101
"H05102-04-01",1053002302,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,4558.79638671875,2014,3,"16",5102
"H05103-04-01",1053002303,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,10360.2421875,2014,3,"16",5103
"H05104-04-01",1053002304,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,11347.6884765625,2014,3,"16",5104
"H05105-04-01",1053002305,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,7348.60400390625,2014,3,"16",5105
"H05106-04-01",1053002306,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,2793.69653320313,2013,9,"26",5106
"H05107-04-01",1053002307,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,6128.65966796875,2013,9,"26",5107
"H05108-04-01",1053002308,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,6252.0634765625,2013,9,"26",5108
"H05109-04-01",1053002309,1,1,105,105105,"Kyesiiga",10510502,"Bugere",1,10,2,0,51,2792.466796875,9805.8564453125,2013,9,"28",5109
"H05110-04-01",1053002310,1,1,110,110308,"Nabigasa",11030804,"Nabigasa",1,10,2,0,51,2792.466796875,0,2014,8,"10",5110
"H05301-04-01",1053003001,1,1,122,122105,"Lukaya Town Council",12210503,"Kaliro Ward",1,11,2,1,53,2792.466796875,0,2014,4,"13",5301
"H05302-04-01",1053003002,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,2792.466796875,8723.6630859375,2013,10,"28",5302
"H05303-04-01",1053003003,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,2792.466796875,7975.919921875,2013,10,"27",5303
"H05304-04-01",1053003004,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,2792.466796875,0,2014,4,"12",5304
"H05305-04-01",1053003005,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,465.4111328125,0,2014,4,"12",5305
"H05305-04-02",105300300504,1,1,122,122105,"Lukaya Town Council",12210501,"Bajja Ward",1,11,2,1,53,465.4111328125,0,2014,4,"13",5305
"H05305-04-03",105300300505,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,465.4111328125,0,2014,4,"12",5305
"H05305-04-05",3105300300503,1,1,105,105203,"Nyendo-ssenyange",10520302,"Ssenyange",1,11,2,1,53,465.4111328125,0,2014,4,"14",5305
"H05306-04-01",1053003006,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,1396.2333984375,5456.05029296875,2013,10,"28",5306
"H05306-04-02",,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,1396.2333984375,0,2013,10,"28",5306
"H05308-04-01",1053003008,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,2792.466796875,4171.4072265625,2013,10,"29",5308
"H05309-04-01",1053003009,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,2792.466796875,0,2014,4,"13",5309
"H05310-04-01",1053003010,1,1,122,122106,"Lwabenge",12210602,"Bwesa",1,10,2,0,53,1396.2333984375,3619.13500976563,2013,10,"28",5310
"H05310-04-02",,1,1,122,122104,"Kyamulibwa",12210407,"Kyamulibwa Town  Board",1,10,2,0,53,1396.2333984375,11581.232421875,2013,10,"28",5310
"H05403-04-01",1053003303,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,2503.04760742188,2014,2,"20",5403
"H05404-04-01",1053003304,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,5774.130859375,2014,2,"20",5404
"H05405-04-01",1053003305,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,16686.982421875,2014,2,"20",5405
"H05406-04-01",1053003306,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,5132.56103515625,2014,2,"20",5406
"H05407-04-01",1053003307,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,1396.23327636719,5964.3310546875,2014,8,"13",5407
"H05407-04-02",105300330702,1,1,122,122102,"Kalungu",12210204,"Kasanje",1,10,2,0,54,1396.23327636719,0,2014,8,"14",5407
"H05409-04-01",1053003309,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,2083.99829101563,2014,8,"13",5409
"H05410-04-01",1053003310,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,2792.46655273438,2781.16381835938,2014,8,"13",5410
"H05412-04-01",1053003312,1,1,122,122102,"Kalungu",12210206,"Kitamba",1,10,2,0,54,930.822265625,8740.5029296875,2014,8,"13",5412
"H05412-04-02",105300331202,1,1,122,122102,"Kalungu",12210203,"Kaliiro",1,10,2,0,54,930.822265625,11876.3701171875,2014,8,"14",5412
"H05412-04-03",210530033120204,1,1,421,421101,"Bweyale Tc",42110101,"Central Ward",4,41,9,1,54,930.822265625,0,2014,7,"07",5412
"H05701-04-01",1063000701,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,5976.39013671875,2013,12,"09",5701
"H05702-04-01",1063000702,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,3460.76977539063,2013,12,"08",5702
"H05703-04-01",1063000703,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,6203.95751953125,2013,12,"09",5703
"H05704-04-01",1063000704,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,11074.4638671875,2013,12,"08",5704
"H05705-04-01",1063000705,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,1460.58776855469,2013,12,"08",5705
"H05706-04-01",1063000706,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,3949.52856445313,2014,6,"22",5706
"H05707-04-01",1063000707,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,3735.24365234375,2014,6,"23",5707
"H05709-04-01",1063000709,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,2556.02880859375,2014,6,"23",5709
"H05710-04-01",1063000710,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,2792.466796875,11374.642578125,2014,6,"22",5710
"H05711-04-01",1063000711,1,1,106,106101,"Buwama",10610109,"Nabiteete",1,10,2,0,57,1396.2333984375,3460.76977539063,2014,6,"22",5711
"H05711-04-02",,1,1,121,121101,"Kabulasoke",12110101,"Bukandula",1,10,2,0,57,1396.2333984375,3460.76977539063,2014,9,"12",5711
"H05901-04-01",1071000101,1,1,107,107105,"Mubende  Town  Council",10710503,"Katogo  Ward",1,11,3,1,59,2551.701171875,11117.7099609375,2014,3,"14",5901
"H05903-04-01",1071000103,1,1,107,107304,"Kiganda",10730403,"Kayunga-lubona",1,10,3,0,59,2551.701171875,5566.671875,2014,3,"24",5903
"H05904-04-01",1071000104,1,1,107,107105,"Mubende  Town  Council",10710503,"Katogo  Ward",1,11,3,1,59,2551.701171875,8350.0078125,2014,3,"23",5904
"H05906-04-01",1071000106,1,1,107,107105,"Mubende  Town  Council",10710502,"Kasenyi -caltex  Ward",1,11,3,1,59,1275.8505859375,6442.93505859375,2014,3,"23",5906
"H05906-04-02",107100010608,1,1,407,407105,"Matale",,,4,40,9,0,59,1275.8505859375,0,2014,9,"14",5906
"H05910-04-01",1071000110,1,1,107,107105,"Mubende  Town  Council",10710503,"Katogo  Ward",1,11,3,1,59,2551.701171875,3820.57983398438,2013,10,"04",5910
"H06001-04-01",1071000201,1,1,115,115205,"Mityana Town Council",11520504,"South Ward",1,10,3,0,60,2551.70141601563,5139.66162109375,2014,1,"22",6001
"H06005-04-01",1071000205,1,1,115,115205,"Mityana Town Council",11520505,"West Ward",1,11,3,1,60,2551.70141601563,6167.59423828125,2014,7,"24",6005
"H06006-04-01",1071000206,1,1,115,115205,"Mityana Town Council",11520504,"South Ward",1,11,3,1,60,2551.70141601563,5855.00634765625,2014,1,"22",6006
"H06007-04-01",1071000207,1,1,115,115205,"Mityana Town Council",11520502,"East Ward",1,11,3,1,60,2551.70141601563,13463.8916015625,2014,1,"23",6007
"H06008-04-01",1071000208,1,1,115,115205,"Mityana Town Council",11520504,"South Ward",1,10,3,0,60,2551.70141601563,7105.595703125,2014,1,"23",6008
"H06009-04-01",1071000209,1,1,115,115205,"Mityana Town Council",11520504,"South Ward",1,11,3,1,60,2551.70141601563,5167.7060546875,2014,1,"22",6009
"H06010-04-01",1071000210,1,1,115,115205,"Mityana Town Council",11520504,"South Ward",1,11,3,1,60,2551.70141601563,3850.2861328125,2014,7,"25",6010
"H06101-04-01",1153000401,1,1,107,107305,"Kitumbi",10730510,"Kitumbi",1,10,3,0,61,2551.70141601563,1038.69030761719,2014,6,"04",6101
"H06102-04-01",1153000402,1,1,115,115104,"Maanyi",11510403,"Kivuuvu",1,10,3,0,61,2551.70141601563,3553.88208007813,2014,1,"20",6102
"H06103-04-01",1153000403,1,1,115,115104,"Maanyi",11510402,"Kimuli",1,10,3,0,61,2551.70141601563,3833.74829101563,2014,1,"20",6103
"H06104-04-01",1153000404,1,1,115,115104,"Maanyi",11510402,"Kimuli",1,10,3,0,61,850.567138671875,23924.84765625,2014,7,"23",6104
"H06104-04-02",115300040402,1,1,102,102103,"Lubaga Division",10210311,"Nankulabye I",1,11,1,1,61,850.567138671875,0,2014,7,"29",6104
"H06104-04-03",211530004040206,1,1,113,113305,"Nabweru",11330504,"Wamala",1,11,2,1,61,850.567138671875,,2014,6,"04",6104
"H06105-04-01",1153000405,1,1,115,115104,"Maanyi",11510403,"Kivuuvu",1,10,3,0,61,1275.85070800781,4352.45947265625,2014,7,"23",6105
"H06105-04-02",,1,1,115,115104,"Maanyi",11510403,"Kivuuvu",1,10,3,0,61,1275.85070800781,2040.21533203125,2014,7,"23",6105
"H06107-04-01",1153000407,1,1,115,115104,"Maanyi",11510403,"Kivuuvu",1,10,3,0,61,2551.70141601563,10738.7216796875,2014,7,"23",6107
"H06108-04-01",1153000408,1,1,115,115104,"Maanyi",11510402,"Kimuli",1,10,3,0,61,2551.70141601563,0,2014,1,"21",6108
"H06109-04-01",1153000409,1,1,115,115104,"Maanyi",11510403,"Kivuuvu",1,10,3,0,61,2551.70141601563,1780.61206054688,2014,1,"20",6109
"H06110-04-01",1153000410,1,1,115,115104,"Maanyi",11510402,"Kimuli",1,10,3,0,61,2551.70141601563,1643.03491210938,2014,7,"23",6110
"H06201-04-01",1073000801,1,1,107,107202,"Kasambya",10720206,"Kyakasa",1,10,3,0,62,2551.701171875,240.253799438477,2013,11,"18",6201
"H06203-04-01",1073000803,1,1,107,107202,"Kasambya",10720206,"Kyakasa",1,10,3,0,62,2551.701171875,1686.37780761719,2013,11,"18",6203
"H06207-04-01",1073000807,1,1,107,107202,"Kasambya",10720206,"Kyakasa",1,10,3,0,62,2551.701171875,1081.14208984375,2013,11,"18",6207
"H06208-04-01",1073000808,1,1,107,107202,"Kasambya",10720206,"Kyakasa",1,10,3,0,62,2551.701171875,880.4560546875,2014,5,"24",6208
"H06209-04-01",1073000809,1,1,422,422106,"Mpara",42210605,"Nyakatoma",4,40,9,0,62,2551.701171875,,2014,5,"24",6209
"H06301-04-01",1073001201,1,1,107,107201,"Bagezza",10720108,"Nabikakala",1,10,3,0,63,2551.70141601563,2958.61499023438,2014,2,"12",6301
"H06302-04-01",1073001202,1,1,107,107202,"Kasambya",10720208,"Muyinayina",1,10,3,0,63,2551.70141601563,5981.2119140625,2014,2,"12",6302
"H06303-04-01",1073001203,1,1,107,107202,"Kasambya",10720203,"Kamusongole",1,10,3,0,63,850.567138671875,2421.91186523438,2014,8,"04",6303
"H06303-04-02",107300120302,1,1,107,107202,"Kasambya",10720203,"Kamusongole",1,10,3,0,63,850.567138671875,0,2014,9,"14",6303
"H06303-04-03",3.0107300120302e+015,1,1,115,115206,"Namungo",11520605,"Mugulu",1,10,3,0,63,850.567138671875,5449.3017578125,2014,10,"16",6303
"H06305-04-01",1073001205,1,1,107,107105,"Mubende  Town  Council",10710505,"Kisekende Ward",1,11,3,1,63,2551.70141601563,2094.490234375,2014,2,"12",6305
"H06306-04-01",1073001206,1,1,107,107105,"Mubende  Town  Council",10710505,"Kisekende Ward",1,11,3,1,63,2551.70141601563,2336.74951171875,2014,2,"12",6306
"H06307-04-01",1073001207,1,1,107,107201,"Bagezza",10720108,"Nabikakala",1,10,3,0,63,2551.70141601563,2524.06372070313,2014,8,"02",6307
"H06309-04-01",1073001209,1,1,107,107105,"Mubende  Town  Council",10710505,"Kisekende Ward",1,11,3,1,63,2551.70141601563,5407.26318359375,2014,2,"12",6309
"H06310-04-01",1073001210,1,1,107,107105,"Mubende  Town  Council",10710503,"Katogo  Ward",1,11,3,1,63,850.567138671875,12289.2333984375,2014,8,"03",6310
"H06310-04-02",107300121003,1,1,107,107105,"Mubende  Town  Council",10710505,"Kisekende Ward",1,11,3,1,63,850.567138671875,0,2014,8,"02",6310
"H06310-04-03",107300121004,1,1,405,405301,"Eastern Division",40530103,"Njara",4,41,9,1,63,850.567138671875,0,2014,7,"08",6310
"H06401-04-01",1073001601,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,18231.232421875,2013,12,"10",6401
"H06402-04-01",1073001602,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,3881.19091796875,2013,12,"11",6402
"H06403-04-01",1073001603,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,9102.8154296875,2013,12,"10",6403
"H06404-04-01",1073001604,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,2606.80444335938,2013,12,"11",6404
"H06405-04-01",1073001605,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,2982.65673828125,2014,6,"24",6405
"H06406-04-01",1073001606,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,776.238159179688,2013,12,"10",6406
"H06408-04-01",1073001608,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,1341.80615234375,2014,6,"25",6408
"H06409-04-01",1073001609,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,2236.34350585938,2014,6,"25",6409
"H06410-04-01",1073001610,1,1,107,107301,"Bukuya",10730107,"Kizibawo",1,10,3,0,64,2551.70141601563,6986.14501953125,2014,6,"24",6410
"H06411-04-01",1073001611,1,1,107,107305,"Kitumbi",10730507,"Kijuna",1,10,3,0,64,2551.70141601563,931.73486328125,2014,6,"24",6411
"H06601-04-01",1073002301,1,1,107,107303,"Kassanda",10730314,"Namiringa",1,10,3,0,66,2551.70141601563,0,2014,7,"14",6601
"H06602-04-01",1073002302,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,13680.8525390625,2014,1,"14",6602
"H06603-04-01",1073002303,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,1139.45104980469,2014,1,"15",6603
"H06604-04-01",1073002304,1,1,107,107303,"Kassanda",10730304,"Kassanda Town Board",1,10,3,0,66,2551.70141601563,1164.99011230469,2014,1,"14",6604
"H06605-04-01",1073002305,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,3883.30053710938,2014,1,"15",6605
"H06606-04-01",1073002306,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,5438.07275390625,2014,7,"15",6606
"H06607-04-01",1073002307,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,1304.11022949219,2014,7,"14",6607
"H06608-04-01",1073002308,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,3988.07861328125,2014,7,"15",6608
"H06609-04-01",1073002309,1,1,107,107302,"Kalwana",10730203,"Kassaazi",1,10,3,0,66,2551.70141601563,6830.82177734375,2014,7,"14",6609
"H06701-04-01",1153002701,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,1210.72375488281,2013,10,"17",6701
"H06702-04-01",1073002702,1,1,115,115202,"Busimbi",11520202,"Kabule",1,10,3,0,67,2551.701171875,3254.17749023438,2014,4,"09",6702
"H06703-04-01",1153002703,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,2421.44750976563,2013,10,"17",6703
"H06704-04-01",1153002704,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,2077.39331054688,2013,10,"17",6704
"H06706-04-01",1153002706,1,1,107,107309,"Nalutuntu",10730904,"Nalutuntu",1,10,3,0,67,2551.701171875,1220.31652832031,2014,4,"11",6706
"H06707-04-01",1153002707,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,1275.8505859375,1209.02368164063,2014,4,"08",6707
"H06707-04-02",,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,1275.8505859375,1007.51971435547,2014,4,"09",6707
"H06708-04-01",1153002708,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,1597.40466308594,2013,10,"17",6708
"H06709-04-01",1153002709,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,4620.06494140625,2014,4,"09",6709
"H06710-04-01",1153002710,1,1,115,115202,"Busimbi",11520209,"Ttamu",1,10,3,0,67,2551.701171875,1731.16101074219,2014,4,"08",6710
"H06801-04-01",1153003101,1,1,115,115207,"Ssekanyonyi",11520703,"Busunju Ward",1,11,3,1,68,2551.701171875,8913.50390625,2014,2,"10",6801
"H06802-04-01",1153003102,1,1,115,115207,"Ssekanyonyi",11520710,"Sekanyonyi",1,11,3,1,68,2551.701171875,7974.94921875,2014,7,"31",6802
"H06803-04-01",1153003103,1,1,115,115207,"Ssekanyonyi",11520707,"Kiduuzi Ward",1,10,3,0,68,2551.701171875,2355.3671875,2014,2,"11",6803
"H06805-04-01",1153003105,1,1,115,115205,"Mityana Town Council",11520501,"Central Ward",1,11,3,1,68,2551.701171875,23924.84765625,2014,8,"01",6805
"H06806-04-01",1153003106,1,1,115,115207,"Ssekanyonyi",11520703,"Busunju Ward",1,11,3,1,68,2551.701171875,5942.3359375,2014,2,"10",6806
"H06807-04-01",1153003107,1,1,115,115207,"Ssekanyonyi",11520703,"Busunju Ward",1,10,3,0,68,2551.701171875,5093.43115234375,2014,7,"31",6807
"H06810-04-01",1153003110,1,1,115,115207,"Ssekanyonyi",11520704,"Kabbega",1,10,3,0,68,1275.8505859375,0,2014,2,"10",6810
"H06810-04-02",,1,1,115,115207,"Ssekanyonyi",11520703,"Busunju Ward",1,10,3,0,68,1275.8505859375,0,2014,2,"11",6810
"H06901-04-01",1081000201,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,2551.70141601563,8405.5458984375,2013,10,"23",6901
"H06902-04-01",1081000202,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,2551.70141601563,13330.7744140625,2014,4,"13",6902
"H06903-04-01",1081000203,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,2551.70141601563,2125.03247070313,2014,4,"13",6903
"H06906-04-01",1081000206,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,2551.70141601563,8844.056640625,2014,4,"13",6906
"H06908-04-01",1081000208,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,1275.85070800781,15407.2900390625,2013,10,"23",6908
"H06909-04-01",1081000209,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,2551.70141601563,1681.10913085938,2013,10,"23",6909
"H06911-04-01",1081000211,1,1,117,117104,"Lugazi Town Council",11710405,"Namengo Ward",1,11,3,1,69,1275.85070800781,1286.78979492188,2013,10,"23",6911
"H06911-04-03",,1,1,117,117103,"Kawolo",11710304,"Butinindi",1,10,3,0,69,1275.85070800781,0,2014,4,"16",6911
