"HHID","h17q10b","h17q10a","wgt_X"
"H17507-04-01",5,1,2935.46557617188
"H17507-04-01",6,1,2935.46557617188
"H17507-04-01",7,2,2935.46557617188
"H17507-04-01",8,2,2935.46557617188
"H17507-04-01",9,2,2935.46557617188
"H17507-04-01",10,2,2935.46557617188
"H17507-04-01",11,2,2935.46557617188
"H17507-04-01",12,2,2935.46557617188
"H17508-04-01",1,2,2935.46557617188
"H17508-04-01",2,2,2935.46557617188
"H17508-04-01",3,2,2935.46557617188
"H17508-04-01",4,1,2935.46557617188
"H17508-04-01",5,2,2935.46557617188
"H17508-04-01",6,2,2935.46557617188
"H17508-04-01",7,2,2935.46557617188
"H17508-04-01",8,2,2935.46557617188
"H17508-04-01",9,2,2935.46557617188
"H17508-04-01",10,2,2935.46557617188
"H17508-04-01",11,2,2935.46557617188
"H17508-04-01",12,2,2935.46557617188
"H17509-04-01",1,2,2935.46557617188
"H17509-04-01",2,2,2935.46557617188
"H17509-04-01",3,2,2935.46557617188
"H17509-04-01",4,1,2935.46557617188
"H17509-04-01",5,1,2935.46557617188
"H17509-04-01",6,1,2935.46557617188
"H17509-04-01",7,2,2935.46557617188
"H17509-04-01",8,2,2935.46557617188
"H17509-04-01",9,2,2935.46557617188
"H17509-04-01",10,2,2935.46557617188
"H17509-04-01",11,1,2935.46557617188
"H17509-04-01",12,2,2935.46557617188
"H17606-04-01",1,2,2935.46557617188
"H17606-04-01",2,2,2935.46557617188
"H17606-04-01",3,2,2935.46557617188
"H17606-04-01",4,2,2935.46557617188
"H17606-04-01",5,1,2935.46557617188
"H17606-04-01",6,1,2935.46557617188
"H17606-04-01",7,2,2935.46557617188
"H17606-04-01",8,2,2935.46557617188
"H17606-04-01",9,2,2935.46557617188
"H17606-04-01",10,2,2935.46557617188
"H17606-04-01",11,2,2935.46557617188
"H17606-04-01",12,2,2935.46557617188
"H17608-04-01",1,2,1467.73278808594
"H17608-04-01",2,2,1467.73278808594
"H17608-04-01",3,2,1467.73278808594
"H17608-04-01",4,1,1467.73278808594
"H17608-04-01",5,2,1467.73278808594
"H17608-04-01",6,2,1467.73278808594
"H17608-04-01",7,2,1467.73278808594
"H17608-04-01",8,2,1467.73278808594
"H17608-04-01",9,2,1467.73278808594
"H17608-04-01",10,2,1467.73278808594
"H17608-04-01",11,2,1467.73278808594
"H17608-04-01",12,2,1467.73278808594
"H17703-04-01",1,2,2935.46557617188
"H17703-04-01",2,2,2935.46557617188
"H17703-04-01",3,1,2935.46557617188
"H17703-04-01",4,1,2935.46557617188
"H17703-04-01",5,2,2935.46557617188
"H17703-04-01",6,2,2935.46557617188
"H17703-04-01",7,2,2935.46557617188
"H17703-04-01",8,1,2935.46557617188
"H17703-04-01",9,1,2935.46557617188
"H17703-04-01",10,2,2935.46557617188
"H17703-04-01",11,2,2935.46557617188
"H17703-04-01",12,2,2935.46557617188
"H18013-04-01",1,2,2204.83032226563
"H18013-04-01",2,2,2204.83032226563
"H18013-04-01",3,2,2204.83032226563
"H18013-04-01",4,1,2204.83032226563
"H18013-04-01",5,1,2204.83032226563
"H18013-04-01",6,1,2204.83032226563
"H18013-04-01",7,2,2204.83032226563
"H18013-04-01",8,2,2204.83032226563
"H18013-04-01",9,2,2204.83032226563
"H18013-04-01",10,2,2204.83032226563
"H18013-04-01",11,2,2204.83032226563
"H18013-04-01",12,2,2204.83032226563
"H18101-04-01",1,2,2204.83032226563
"H18101-04-01",2,2,2204.83032226563
"H18101-04-01",3,2,2204.83032226563
"H18101-04-01",4,2,2204.83032226563
"H18101-04-01",5,1,2204.83032226563
"H18101-04-01",6,2,2204.83032226563
"H18101-04-01",7,2,2204.83032226563
"H18101-04-01",8,2,2204.83032226563
"H18101-04-01",9,2,2204.83032226563
"H18101-04-01",10,2,2204.83032226563
"H18101-04-01",11,2,2204.83032226563
"H18101-04-01",12,2,2204.83032226563
"H18102-04-01",1,2,2204.83032226563
"H18102-04-01",2,2,2204.83032226563
"H18102-04-01",3,2,2204.83032226563
"H18102-04-01",4,2,2204.83032226563
"H18102-04-01",5,2,2204.83032226563
"H18102-04-01",6,1,2204.83032226563
"H18102-04-01",7,2,2204.83032226563
"H18102-04-01",8,2,2204.83032226563
"H18102-04-01",9,2,2204.83032226563
"H18102-04-01",10,2,2204.83032226563
"H18102-04-01",11,2,2204.83032226563
"H18102-04-01",12,2,2204.83032226563
"H18103-04-01",1,1,734.943481445313
"H18103-04-01",2,1,734.943481445313
"H18103-04-01",3,2,734.943481445313
"H18103-04-01",4,2,734.943481445313
"H18103-04-01",5,2,734.943481445313
"H18103-04-01",6,2,734.943481445313
"H18103-04-01",7,2,734.943481445313
"H18103-04-01",8,1,734.943481445313
"H18103-04-01",9,1,734.943481445313
"H18103-04-01",10,2,734.943481445313
"H18103-04-01",11,1,734.943481445313
"H18103-04-01",12,1,734.943481445313
"H18104-04-02",1,2,551.207580566406
"H18104-04-02",2,2,551.207580566406
"H18104-04-02",3,2,551.207580566406
"H18104-04-02",4,1,551.207580566406
"H18104-04-02",5,1,551.207580566406
"H18104-04-02",6,1,551.207580566406
"H18104-04-02",7,2,551.207580566406
"H18104-04-02",8,2,551.207580566406
"H18104-04-02",9,2,551.207580566406
"H18104-04-02",10,2,551.207580566406
"H18104-04-02",11,2,551.207580566406
"H18104-04-02",12,2,551.207580566406
"H18104-04-03",1,2,551.207580566406
"H18104-04-03",2,2,551.207580566406
"H18104-04-03",3,2,551.207580566406
"H18104-04-03",4,1,551.207580566406
"H18104-04-03",5,1,551.207580566406
"H18104-04-03",6,1,551.207580566406
"H18104-04-03",7,1,551.207580566406
"H18104-04-03",8,1,551.207580566406
"H18104-04-03",9,2,551.207580566406
"H18104-04-03",10,2,551.207580566406
"H18104-04-03",11,2,551.207580566406
"H18104-04-03",12,2,551.207580566406
"H18105-04-01",1,2,2204.83032226563
"H18105-04-01",2,2,2204.83032226563
"H18105-04-01",3,1,2204.83032226563
"H18105-04-01",4,1,2204.83032226563
"H18105-04-01",5,1,2204.83032226563
"H18105-04-01",6,2,2204.83032226563
"H18105-04-01",7,2,2204.83032226563
"H18105-04-01",8,2,2204.83032226563
"H18105-04-01",9,2,2204.83032226563
"H18105-04-01",10,2,2204.83032226563
"H18105-04-01",11,2,2204.83032226563
"H18105-04-01",12,2,2204.83032226563
"H18109-04-01",1,2,2204.83032226563
"H18109-04-01",2,2,2204.83032226563
"H18109-04-01",3,2,2204.83032226563
"H18109-04-01",4,2,2204.83032226563
"H18109-04-01",5,1,2204.83032226563
"H18109-04-01",6,1,2204.83032226563
"H18109-04-01",7,1,2204.83032226563
"H18109-04-01",8,2,2204.83032226563
"H18109-04-01",9,2,2204.83032226563
"H18109-04-01",10,2,2204.83032226563
"H18109-04-01",11,2,2204.83032226563
"H18109-04-01",12,2,2204.83032226563
"H18202-04-02",1,2,367.4716796875
"H18202-04-02",2,2,367.4716796875
"H18202-04-02",3,2,367.4716796875
"H18202-04-02",4,2,367.4716796875
"H18202-04-02",5,1,367.4716796875
"H18202-04-02",6,1,367.4716796875
"H18202-04-02",7,2,367.4716796875
"H18202-04-02",8,1,367.4716796875
"H18202-04-02",9,2,367.4716796875
"H18202-04-02",10,2,367.4716796875
"H18202-04-02",11,2,367.4716796875
"H18202-04-02",12,2,367.4716796875
"H18202-04-03",1,2,367.4716796875
"H18202-04-03",2,2,367.4716796875
"H18202-04-03",3,2,367.4716796875
"H18202-04-03",4,2,367.4716796875
"H18202-04-03",5,1,367.4716796875
"H18202-04-03",6,1,367.4716796875
"H18202-04-03",7,2,367.4716796875
"H18202-04-03",8,2,367.4716796875
"H18202-04-03",9,2,367.4716796875
"H18202-04-03",10,2,367.4716796875
"H18202-04-03",11,2,367.4716796875
"H18202-04-03",12,2,367.4716796875
"H18202-04-04",1,2,367.4716796875
"H18202-04-04",2,2,367.4716796875
"H18202-04-04",3,2,367.4716796875
"H18202-04-04",4,1,367.4716796875
"H18202-04-04",5,1,367.4716796875
"H18202-04-04",6,1,367.4716796875
"H18202-04-04",7,2,367.4716796875
"H18202-04-04",8,2,367.4716796875
"H18202-04-04",9,2,367.4716796875
"H18202-04-04",10,2,367.4716796875
"H18202-04-04",11,2,367.4716796875
"H18202-04-04",12,2,367.4716796875
"H18202-04-05",1,2,367.4716796875
"H18202-04-05",2,2,367.4716796875
"H18202-04-05",3,2,367.4716796875
"H18202-04-05",4,2,367.4716796875
"H18202-04-05",5,2,367.4716796875
"H18202-04-05",6,2,367.4716796875
"H18202-04-05",7,1,367.4716796875
"H18202-04-05",8,2,367.4716796875
"H18202-04-05",9,2,367.4716796875
"H18202-04-05",10,2,367.4716796875
"H18202-04-05",11,2,367.4716796875
"H18202-04-05",12,2,367.4716796875
"H18202-04-06",1,2,367.4716796875
"H18202-04-06",2,2,367.4716796875
"H18202-04-06",3,2,367.4716796875
"H18202-04-06",4,1,367.4716796875
"H18202-04-06",5,2,367.4716796875
"H18202-04-06",6,1,367.4716796875
"H18202-04-06",7,1,367.4716796875
"H18202-04-06",8,2,367.4716796875
"H18202-04-06",9,2,367.4716796875
"H18202-04-06",10,2,367.4716796875
"H18202-04-06",11,2,367.4716796875
"H18202-04-06",12,2,367.4716796875
"H18203-04-01",1,2,2204.83032226563
"H18203-04-01",2,2,2204.83032226563
"H18203-04-01",3,2,2204.83032226563
"H18203-04-01",4,2,2204.83032226563
"H18203-04-01",5,2,2204.83032226563
"H18203-04-01",6,1,2204.83032226563
"H18203-04-01",7,1,2204.83032226563
"H18203-04-01",8,1,2204.83032226563
"H18203-04-01",9,2,2204.83032226563
"H18203-04-01",10,2,2204.83032226563
"H18203-04-01",11,2,2204.83032226563
"H18203-04-01",12,2,2204.83032226563
"H18204-04-01",1,2,1102.41516113281
"H18204-04-01",2,2,1102.41516113281
"H18204-04-01",3,1,1102.41516113281
"H18204-04-01",4,1,1102.41516113281
"H18204-04-01",5,1,1102.41516113281
"H18204-04-01",6,1,1102.41516113281
"H18204-04-01",7,2,1102.41516113281
"H18204-04-01",8,2,1102.41516113281
"H18204-04-01",9,2,1102.41516113281
"H18204-04-01",10,2,1102.41516113281
"H18204-04-01",11,2,1102.41516113281
"H18204-04-01",12,2,1102.41516113281
"H18204-04-02",1,2,1102.41516113281
"H18204-04-02",2,2,1102.41516113281
"H18204-04-02",3,1,1102.41516113281
"H18204-04-02",4,1,1102.41516113281
"H18204-04-02",5,1,1102.41516113281
"H18204-04-02",6,1,1102.41516113281
"H18204-04-02",7,1,1102.41516113281
"H18204-04-02",8,2,1102.41516113281
"H18204-04-02",9,2,1102.41516113281
"H18204-04-02",10,2,1102.41516113281
"H18204-04-02",11,2,1102.41516113281
"H18204-04-02",12,2,1102.41516113281
"H18205-04-02",1,2,1102.41516113281
"H18205-04-02",2,2,1102.41516113281
"H18205-04-02",3,2,1102.41516113281
"H18205-04-02",4,2,1102.41516113281
"H18205-04-02",5,1,1102.41516113281
"H18205-04-02",6,1,1102.41516113281
"H18205-04-02",7,2,1102.41516113281
"H18205-04-02",8,2,1102.41516113281
"H18205-04-02",9,2,1102.41516113281
"H18205-04-02",10,2,1102.41516113281
"H18205-04-02",11,2,1102.41516113281
"H18205-04-02",12,2,1102.41516113281
"H18207-04-02",1,2,1102.41516113281
"H18207-04-02",2,2,1102.41516113281
"H18207-04-02",3,2,1102.41516113281
"H18207-04-02",4,2,1102.41516113281
"H18207-04-02",5,2,1102.41516113281
"H18207-04-02",6,1,1102.41516113281
"H18207-04-02",7,1,1102.41516113281
"H18207-04-02",8,2,1102.41516113281
"H18207-04-02",9,2,1102.41516113281
"H18207-04-02",10,2,1102.41516113281
"H18207-04-02",11,2,1102.41516113281
"H18207-04-02",12,2,1102.41516113281
"H18301-04-01",1,2,314.975738525391
"H18301-04-01",2,2,314.975738525391
"H18301-04-01",3,2,314.975738525391
"H18301-04-01",4,2,314.975738525391
"H18301-04-01",5,2,314.975738525391
"H18301-04-01",6,1,314.975738525391
"H18301-04-01",7,1,314.975738525391
"H18301-04-01",8,1,314.975738525391
"H18301-04-01",9,2,314.975738525391
"H18301-04-01",10,2,314.975738525391
"H18301-04-01",11,2,314.975738525391
"H18301-04-01",12,2,314.975738525391
"H18301-04-02",1,1,314.975738525391
"H18301-04-02",2,1,314.975738525391
"H18301-04-02",3,2,314.975738525391
"H18301-04-02",4,2,314.975738525391
"H18301-04-02",5,2,314.975738525391
"H18301-04-02",6,2,314.975738525391
"H18301-04-02",7,2,314.975738525391
"H18301-04-02",8,2,314.975738525391
"H18301-04-02",9,2,314.975738525391
"H18301-04-02",10,2,314.975738525391
"H18301-04-02",11,2,314.975738525391
"H18301-04-02",12,1,314.975738525391
"H18301-04-03",1,2,314.975738525391
"H18301-04-03",2,2,314.975738525391
"H18301-04-03",3,2,314.975738525391
"H18301-04-03",4,2,314.975738525391
"H18301-04-03",5,2,314.975738525391
"H18301-04-03",6,2,314.975738525391
"H18301-04-03",7,2,314.975738525391
"H18301-04-03",8,2,314.975738525391
"H18301-04-03",9,1,314.975738525391
"H18301-04-03",10,1,314.975738525391
"H18301-04-03",11,1,314.975738525391
"H18301-04-03",12,1,314.975738525391
"H18301-04-04",1,2,314.975738525391
"H18301-04-04",2,2,314.975738525391
"H18301-04-04",3,1,314.975738525391
"H18301-04-04",4,1,314.975738525391
"H18301-04-04",5,2,314.975738525391
"H18301-04-04",6,2,314.975738525391
"H18301-04-04",7,2,314.975738525391
"H18301-04-04",8,2,314.975738525391
"H18301-04-04",9,2,314.975738525391
"H18301-04-04",10,2,314.975738525391
"H18301-04-04",11,2,314.975738525391
"H18301-04-04",12,2,314.975738525391
"H18301-04-05",1,2,314.975738525391
"H18301-04-05",2,2,314.975738525391
"H18301-04-05",3,2,314.975738525391
"H18301-04-05",4,2,314.975738525391
"H18301-04-05",5,1,314.975738525391
"H18301-04-05",6,1,314.975738525391
"H18301-04-05",7,1,314.975738525391
"H18301-04-05",8,2,314.975738525391
"H18301-04-05",9,2,314.975738525391
"H18301-04-05",10,2,314.975738525391
"H18301-04-05",11,2,314.975738525391
"H18301-04-05",12,2,314.975738525391
"H18301-04-07",1,2,314.975738525391
"H18301-04-07",2,2,314.975738525391
"H18301-04-07",3,2,314.975738525391
"H18301-04-07",4,2,314.975738525391
"H18301-04-07",5,1,314.975738525391
"H18301-04-07",6,1,314.975738525391
"H18301-04-07",7,1,314.975738525391
"H18301-04-07",8,1,314.975738525391
"H18301-04-07",9,2,314.975738525391
"H18301-04-07",10,2,314.975738525391
"H18301-04-07",11,2,314.975738525391
"H18301-04-07",12,2,314.975738525391
"H18306-04-01",1,2,2204.83032226563
"H18306-04-01",2,2,2204.83032226563
"H18306-04-01",3,2,2204.83032226563
"H18306-04-01",4,1,2204.83032226563
"H18306-04-01",5,1,2204.83032226563
"H18306-04-01",6,1,2204.83032226563
"H18306-04-01",7,2,2204.83032226563
"H18306-04-01",8,1,2204.83032226563
"H18306-04-01",9,2,2204.83032226563
"H18306-04-01",10,2,2204.83032226563
"H18306-04-01",11,2,2204.83032226563
"H18306-04-01",12,2,2204.83032226563
"H18308-04-01",1,2,2204.83032226563
"H18308-04-01",2,2,2204.83032226563
"H18308-04-01",3,2,2204.83032226563
"H18308-04-01",4,2,2204.83032226563
"H18308-04-01",5,1,2204.83032226563
"H18308-04-01",6,2,2204.83032226563
"H18308-04-01",7,2,2204.83032226563
"H18308-04-01",8,2,2204.83032226563
"H18308-04-01",9,2,2204.83032226563
"H18308-04-01",10,1,2204.83032226563
"H18308-04-01",11,1,2204.83032226563
"H18308-04-01",12,2,2204.83032226563
"H18309-04-01",1,2,2204.83032226563
"H18309-04-01",2,2,2204.83032226563
"H18309-04-01",3,1,2204.83032226563
"H18309-04-01",4,1,2204.83032226563
"H18309-04-01",5,1,2204.83032226563
"H18309-04-01",6,2,2204.83032226563
"H18309-04-01",7,2,2204.83032226563
"H18309-04-01",8,2,2204.83032226563
"H18309-04-01",9,2,2204.83032226563
"H18309-04-01",10,2,2204.83032226563
"H18309-04-01",11,2,2204.83032226563
"H18309-04-01",12,2,2204.83032226563
"H18601-04-03",1,2,551.207580566406
"H18601-04-03",2,2,551.207580566406
"H18601-04-03",3,2,551.207580566406
"H18601-04-03",4,2,551.207580566406
"H18601-04-03",5,1,551.207580566406
"H18601-04-03",6,1,551.207580566406
"H18601-04-03",7,2,551.207580566406
"H18601-04-03",8,2,551.207580566406
"H18601-04-03",9,2,551.207580566406
"H18601-04-03",10,2,551.207580566406
"H18601-04-03",11,2,551.207580566406
"H18601-04-03",12,2,551.207580566406
"H18603-04-01",1,2,2204.83032226563
"H18603-04-01",2,2,2204.83032226563
"H18603-04-01",3,2,2204.83032226563
"H18603-04-01",4,2,2204.83032226563
"H18603-04-01",5,1,2204.83032226563
"H18603-04-01",6,1,2204.83032226563
"H18603-04-01",7,1,2204.83032226563
"H18603-04-01",8,2,2204.83032226563
"H18603-04-01",9,2,2204.83032226563
"H18603-04-01",10,2,2204.83032226563
"H18603-04-01",11,2,2204.83032226563
"H18603-04-01",12,2,2204.83032226563
"H18604-04-01",1,2,2204.83032226563
"H18604-04-01",2,2,2204.83032226563
"H18604-04-01",3,2,2204.83032226563
"H18604-04-01",4,2,2204.83032226563
"H18604-04-01",5,2,2204.83032226563
"H18604-04-01",6,2,2204.83032226563
"H18604-04-01",7,1,2204.83032226563
"H18604-04-01",8,1,2204.83032226563
"H18604-04-01",9,2,2204.83032226563
"H18604-04-01",10,2,2204.83032226563
"H18604-04-01",11,2,2204.83032226563
"H18604-04-01",12,2,2204.83032226563
"H18605-04-01",1,2,2204.83032226563
"H18605-04-01",2,2,2204.83032226563
"H18605-04-01",3,2,2204.83032226563
"H18605-04-01",4,2,2204.83032226563
"H18605-04-01",5,2,2204.83032226563
"H18605-04-01",6,1,2204.83032226563
"H18605-04-01",7,1,2204.83032226563
"H18605-04-01",8,1,2204.83032226563
"H18605-04-01",9,2,2204.83032226563
"H18605-04-01",10,2,2204.83032226563
"H18605-04-01",11,2,2204.83032226563
"H18605-04-01",12,2,2204.83032226563
"H18609-04-01",1,2,2204.83032226563
"H18609-04-01",2,2,2204.83032226563
"H18609-04-01",3,2,2204.83032226563
"H18609-04-01",4,2,2204.83032226563
"H18609-04-01",5,2,2204.83032226563
"H18609-04-01",6,1,2204.83032226563
"H18609-04-01",7,1,2204.83032226563
"H18609-04-01",8,2,2204.83032226563
"H18609-04-01",9,2,2204.83032226563
"H18609-04-01",10,2,2204.83032226563
"H18609-04-01",11,2,2204.83032226563
"H18609-04-01",12,2,2204.83032226563
"H18802-04-01",1,2,2204.83032226563
"H18802-04-01",2,2,2204.83032226563
"H18802-04-01",3,1,2204.83032226563
"H18802-04-01",4,1,2204.83032226563
"H18802-04-01",5,1,2204.83032226563
"H18802-04-01",6,2,2204.83032226563
"H18802-04-01",7,2,2204.83032226563
"H18802-04-01",8,2,2204.83032226563
"H18802-04-01",9,2,2204.83032226563
"H18802-04-01",10,2,2204.83032226563
"H18802-04-01",11,2,2204.83032226563
"H18802-04-01",12,2,2204.83032226563
"H18804-04-01",1,2,2204.83032226563
"H18804-04-01",2,2,2204.83032226563
"H18804-04-01",3,2,2204.83032226563
"H18804-04-01",4,1,2204.83032226563
"H18804-04-01",5,1,2204.83032226563
"H18804-04-01",6,1,2204.83032226563
"H18804-04-01",7,1,2204.83032226563
"H18804-04-01",8,2,2204.83032226563
"H18804-04-01",9,2,2204.83032226563
"H18804-04-01",10,2,2204.83032226563
"H18804-04-01",11,2,2204.83032226563
"H18804-04-01",12,2,2204.83032226563
"H18806-04-02",1,2,734.943481445313
"H18806-04-02",2,2,734.943481445313
"H18806-04-02",3,2,734.943481445313
"H18806-04-02",4,2,734.943481445313
"H18806-04-02",5,1,734.943481445313
"H18806-04-02",6,1,734.943481445313
"H18806-04-02",7,2,734.943481445313
"H18806-04-02",8,2,734.943481445313
"H18806-04-02",9,2,734.943481445313
"H18806-04-02",10,2,734.943481445313
"H18806-04-02",11,2,734.943481445313
"H18806-04-02",12,2,734.943481445313
"H18806-04-03",1,2,734.943481445313
"H18806-04-03",2,2,734.943481445313
"H18806-04-03",3,2,734.943481445313
"H18806-04-03",4,2,734.943481445313
"H18806-04-03",5,1,734.943481445313
"H18806-04-03",6,1,734.943481445313
"H18806-04-03",7,1,734.943481445313
"H18806-04-03",8,2,734.943481445313
"H18806-04-03",9,2,734.943481445313
"H18806-04-03",10,2,734.943481445313
"H18806-04-03",11,2,734.943481445313
"H18806-04-03",12,2,734.943481445313
"H18807-04-01",1,2,1102.41516113281
"H18807-04-01",2,1,1102.41516113281
"H18807-04-01",3,1,1102.41516113281
"H18807-04-01",4,2,1102.41516113281
"H18807-04-01",5,2,1102.41516113281
"H18807-04-01",6,2,1102.41516113281
"H18807-04-01",7,2,1102.41516113281
"H18807-04-01",8,2,1102.41516113281
"H18807-04-01",9,2,1102.41516113281
"H18807-04-01",10,2,1102.41516113281
"H18807-04-01",11,2,1102.41516113281
"H18807-04-01",12,2,1102.41516113281
"H18808-04-03",1,2,734.943481445313
"H18808-04-03",2,2,734.943481445313
"H18808-04-03",3,2,734.943481445313
"H18808-04-03",4,1,734.943481445313
"H18808-04-03",5,1,734.943481445313
"H18808-04-03",6,2,734.943481445313
"H18808-04-03",7,2,734.943481445313
"H18808-04-03",8,2,734.943481445313
"H18808-04-03",9,2,734.943481445313
"H18808-04-03",10,2,734.943481445313
"H18808-04-03",11,2,734.943481445313
"H18808-04-03",12,2,734.943481445313
"H18809-04-01",1,2,2204.83032226563
"H18809-04-01",2,2,2204.83032226563
"H18809-04-01",3,2,2204.83032226563
"H18809-04-01",4,2,2204.83032226563
"H18809-04-01",5,2,2204.83032226563
"H18809-04-01",6,1,2204.83032226563
"H18809-04-01",7,1,2204.83032226563
"H18809-04-01",8,2,2204.83032226563
"H18809-04-01",9,2,2204.83032226563
"H18809-04-01",10,2,2204.83032226563
"H18809-04-01",11,2,2204.83032226563
"H18809-04-01",12,2,2204.83032226563
"H18810-04-01",1,2,2204.83032226563
"H18810-04-01",2,2,2204.83032226563
"H18810-04-01",3,2,2204.83032226563
"H18810-04-01",4,2,2204.83032226563
"H18810-04-01",5,1,2204.83032226563
"H18810-04-01",6,2,2204.83032226563
"H18810-04-01",7,2,2204.83032226563
"H18810-04-01",8,2,2204.83032226563
"H18810-04-01",9,2,2204.83032226563
"H18810-04-01",10,2,2204.83032226563
"H18810-04-01",11,2,2204.83032226563
"H18810-04-01",12,2,2204.83032226563
"H18901-04-01",1,2,2204.83032226563
"H18901-04-01",2,2,2204.83032226563
"H18901-04-01",3,2,2204.83032226563
"H18901-04-01",4,2,2204.83032226563
"H18901-04-01",5,2,2204.83032226563
"H18901-04-01",6,2,2204.83032226563
"H18901-04-01",7,1,2204.83032226563
"H18901-04-01",8,1,2204.83032226563
"H18901-04-01",9,2,2204.83032226563
"H18901-04-01",10,2,2204.83032226563
"H18901-04-01",11,2,2204.83032226563
"H18901-04-01",12,2,2204.83032226563
"H18902-04-01",1,2,2204.83032226563
"H18902-04-01",2,2,2204.83032226563
"H18902-04-01",3,2,2204.83032226563
"H18902-04-01",4,2,2204.83032226563
"H18902-04-01",5,2,2204.83032226563
"H18902-04-01",6,1,2204.83032226563
"H18902-04-01",7,1,2204.83032226563
"H18902-04-01",8,2,2204.83032226563
"H18902-04-01",9,2,2204.83032226563
"H18902-04-01",10,2,2204.83032226563
"H18902-04-01",11,2,2204.83032226563
"H18902-04-01",12,2,2204.83032226563
"H18905-04-01",1,2,2204.83032226563
"H18905-04-01",2,2,2204.83032226563
"H18905-04-01",3,2,2204.83032226563
"H18905-04-01",4,1,2204.83032226563
"H18905-04-01",5,1,2204.83032226563
"H18905-04-01",6,1,2204.83032226563
"H18905-04-01",7,2,2204.83032226563
"H18905-04-01",8,2,2204.83032226563
"H18905-04-01",9,2,2204.83032226563
"H18905-04-01",10,2,2204.83032226563
"H18905-04-01",11,2,2204.83032226563
"H18905-04-01",12,2,2204.83032226563
"H19001-04-02",1,2,1102.41516113281
"H19001-04-02",2,2,1102.41516113281
"H19001-04-02",3,2,1102.41516113281
"H19001-04-02",4,2,1102.41516113281
"H19001-04-02",5,2,1102.41516113281
"H19001-04-02",6,1,1102.41516113281
"H19001-04-02",7,1,1102.41516113281
"H19001-04-02",8,1,1102.41516113281
"H19001-04-02",9,2,1102.41516113281
"H19001-04-02",10,2,1102.41516113281
"H19001-04-02",11,2,1102.41516113281
"H19001-04-02",12,2,1102.41516113281
"H19004-04-01",1,2,2204.83032226563
"H19004-04-01",2,2,2204.83032226563
"H19004-04-01",3,2,2204.83032226563
"H19004-04-01",4,1,2204.83032226563
"H19004-04-01",5,1,2204.83032226563
"H19004-04-01",6,1,2204.83032226563
"H19004-04-01",7,2,2204.83032226563
"H19004-04-01",8,2,2204.83032226563
"H19004-04-01",9,2,2204.83032226563
"H19004-04-01",10,2,2204.83032226563
"H19004-04-01",11,2,2204.83032226563
"H19004-04-01",12,2,2204.83032226563
"H19006-04-01",1,2,2204.83032226563
"H19006-04-01",2,2,2204.83032226563
"H19006-04-01",3,2,2204.83032226563
"H19006-04-01",4,2,2204.83032226563
"H19006-04-01",5,2,2204.83032226563
"H19006-04-01",6,1,2204.83032226563
"H19006-04-01",7,1,2204.83032226563
"H19006-04-01",8,2,2204.83032226563
"H19006-04-01",9,2,2204.83032226563
"H19006-04-01",10,2,2204.83032226563
"H19006-04-01",11,2,2204.83032226563
"H19006-04-01",12,2,2204.83032226563
"H19101-04-01",1,2,2204.83032226563
"H19101-04-01",2,2,2204.83032226563
"H19101-04-01",3,2,2204.83032226563
"H19101-04-01",4,2,2204.83032226563
"H19101-04-01",5,1,2204.83032226563
"H19101-04-01",6,1,2204.83032226563
"H19101-04-01",7,1,2204.83032226563
"H19101-04-01",8,2,2204.83032226563
"H19101-04-01",9,2,2204.83032226563
"H19101-04-01",10,2,2204.83032226563
"H19101-04-01",11,2,2204.83032226563
"H19101-04-01",12,2,2204.83032226563
"H19104-04-01",1,2,2204.83032226563
"H19104-04-01",2,2,2204.83032226563
"H19104-04-01",3,2,2204.83032226563
"H19104-04-01",4,2,2204.83032226563
"H19104-04-01",5,2,2204.83032226563
"H19104-04-01",6,1,2204.83032226563
"H19104-04-01",7,2,2204.83032226563
"H19104-04-01",8,2,2204.83032226563
"H19104-04-01",9,2,2204.83032226563
"H19104-04-01",10,2,2204.83032226563
"H19104-04-01",11,2,2204.83032226563
"H19104-04-01",12,2,2204.83032226563
"H19107-04-03",1,2,734.943359375
"H19107-04-03",2,2,734.943359375
"H19107-04-03",3,2,734.943359375
"H19107-04-03",4,2,734.943359375
"H19107-04-03",5,2,734.943359375
"H19107-04-03",6,1,734.943359375
"H19107-04-03",7,1,734.943359375
"H19107-04-03",8,2,734.943359375
"H19107-04-03",9,2,734.943359375
"H19107-04-03",10,2,734.943359375
"H19107-04-03",11,2,734.943359375
"H19107-04-03",12,2,734.943359375
"H19108-04-03",1,2,734.943359375
"H19108-04-03",2,2,734.943359375
"H19108-04-03",3,1,734.943359375
"H19108-04-03",4,1,734.943359375
"H19108-04-03",5,1,734.943359375
"H19108-04-03",6,2,734.943359375
"H19108-04-03",7,2,734.943359375
"H19108-04-03",8,2,734.943359375
"H19108-04-03",9,2,734.943359375
"H19108-04-03",10,2,734.943359375
"H19108-04-03",11,2,734.943359375
"H19108-04-03",12,2,734.943359375
"H19110-04-01",1,2,2204.83032226563
"H19110-04-01",2,2,2204.83032226563
"H19110-04-01",3,1,2204.83032226563
"H19110-04-01",4,2,2204.83032226563
"H19110-04-01",5,2,2204.83032226563
"H19110-04-01",6,2,2204.83032226563
"H19110-04-01",7,2,2204.83032226563
"H19110-04-01",8,2,2204.83032226563
"H19110-04-01",9,2,2204.83032226563
"H19110-04-01",10,2,2204.83032226563
