"HHID","h17q10b","h17q10a","wgt_X"
"H23810-04-01",4,1,2464.5224609375
"H23810-04-01",5,1,2464.5224609375
"H23810-04-01",6,1,2464.5224609375
"H23810-04-01",7,2,2464.5224609375
"H23810-04-01",8,1,2464.5224609375
"H23810-04-01",9,2,2464.5224609375
"H23810-04-01",10,2,2464.5224609375
"H23810-04-01",11,2,2464.5224609375
"H23810-04-01",12,2,2464.5224609375
"H23901-04-01",1,2,2464.5224609375
"H23901-04-01",2,2,2464.5224609375
"H23901-04-01",3,2,2464.5224609375
"H23901-04-01",4,2,2464.5224609375
"H23901-04-01",5,2,2464.5224609375
"H23901-04-01",6,1,2464.5224609375
"H23901-04-01",7,1,2464.5224609375
"H23901-04-01",8,1,2464.5224609375
"H23901-04-01",9,2,2464.5224609375
"H23901-04-01",10,2,2464.5224609375
"H23901-04-01",11,2,2464.5224609375
"H23901-04-01",12,2,2464.5224609375
"H23903-04-01",1,2,2464.5224609375
"H23903-04-01",2,2,2464.5224609375
"H23903-04-01",3,2,2464.5224609375
"H23903-04-01",4,2,2464.5224609375
"H23903-04-01",5,2,2464.5224609375
"H23903-04-01",6,2,2464.5224609375
"H23903-04-01",7,1,2464.5224609375
"H23903-04-01",8,2,2464.5224609375
"H23903-04-01",9,2,2464.5224609375
"H23903-04-01",10,2,2464.5224609375
"H23903-04-01",11,2,2464.5224609375
"H23903-04-01",12,2,2464.5224609375
"H23905-04-02",1,2,1232.26123046875
"H23905-04-02",2,2,1232.26123046875
"H23905-04-02",3,2,1232.26123046875
"H23905-04-02",4,2,1232.26123046875
"H23905-04-02",5,2,1232.26123046875
"H23905-04-02",6,2,1232.26123046875
"H23905-04-02",7,2,1232.26123046875
"H23905-04-02",8,2,1232.26123046875
"H23905-04-02",9,1,1232.26123046875
"H23905-04-02",10,2,1232.26123046875
"H23905-04-02",11,2,1232.26123046875
"H23905-04-02",12,2,1232.26123046875
"H23906-04-01",1,2,2464.5224609375
"H23906-04-01",2,2,2464.5224609375
"H23906-04-01",3,2,2464.5224609375
"H23906-04-01",4,2,2464.5224609375
"H23906-04-01",5,2,2464.5224609375
"H23906-04-01",6,2,2464.5224609375
"H23906-04-01",7,1,2464.5224609375
"H23906-04-01",8,2,2464.5224609375
"H23906-04-01",9,2,2464.5224609375
"H23906-04-01",10,2,2464.5224609375
"H23906-04-01",11,2,2464.5224609375
"H23906-04-01",12,2,2464.5224609375
"H24201-04-01",1,1,2464.5224609375
"H24201-04-01",2,1,2464.5224609375
"H24201-04-01",3,2,2464.5224609375
"H24201-04-01",4,1,2464.5224609375
"H24201-04-01",5,2,2464.5224609375
"H24201-04-01",6,2,2464.5224609375
"H24201-04-01",7,2,2464.5224609375
"H24201-04-01",8,2,2464.5224609375
"H24201-04-01",9,2,2464.5224609375
"H24201-04-01",10,2,2464.5224609375
"H24201-04-01",11,2,2464.5224609375
"H24201-04-01",12,2,2464.5224609375
"H24203-04-02",1,2,1232.26123046875
"H24203-04-02",2,2,1232.26123046875
"H24203-04-02",3,1,1232.26123046875
"H24203-04-02",4,2,1232.26123046875
"H24203-04-02",5,2,1232.26123046875
"H24203-04-02",6,2,1232.26123046875
"H24203-04-02",7,2,1232.26123046875
"H24203-04-02",8,2,1232.26123046875
"H24203-04-02",9,2,1232.26123046875
"H24203-04-02",10,2,1232.26123046875
"H24203-04-02",11,2,1232.26123046875
"H24203-04-02",12,2,1232.26123046875
"H24207-04-01",1,2,2464.5224609375
"H24207-04-01",2,2,2464.5224609375
"H24207-04-01",3,2,2464.5224609375
"H24207-04-01",4,1,2464.5224609375
"H24207-04-01",5,2,2464.5224609375
"H24207-04-01",6,2,2464.5224609375
"H24207-04-01",7,1,2464.5224609375
"H24207-04-01",8,2,2464.5224609375
"H24207-04-01",9,2,2464.5224609375
"H24207-04-01",10,2,2464.5224609375
"H24207-04-01",11,2,2464.5224609375
"H24207-04-01",12,2,2464.5224609375
"H24209-04-02",1,2,1232.26123046875
"H24209-04-02",2,2,1232.26123046875
"H24209-04-02",3,2,1232.26123046875
"H24209-04-02",4,1,1232.26123046875
"H24209-04-02",5,2,1232.26123046875
"H24209-04-02",6,2,1232.26123046875
"H24209-04-02",7,2,1232.26123046875
"H24209-04-02",8,2,1232.26123046875
"H24209-04-02",9,2,1232.26123046875
"H24209-04-02",10,2,1232.26123046875
"H24209-04-02",11,2,1232.26123046875
"H24209-04-02",12,2,1232.26123046875
"H24407-04-01",1,2,2464.5224609375
"H24407-04-01",2,2,2464.5224609375
"H24407-04-01",3,2,2464.5224609375
"H24407-04-01",4,1,2464.5224609375
"H24407-04-01",5,1,2464.5224609375
"H24407-04-01",6,1,2464.5224609375
"H24407-04-01",7,1,2464.5224609375
"H24407-04-01",8,2,2464.5224609375
"H24407-04-01",9,2,2464.5224609375
"H24407-04-01",10,2,2464.5224609375
"H24407-04-01",11,2,2464.5224609375
"H24407-04-01",12,2,2464.5224609375
"H24502-04-01",1,1,1887.58166503906
"H24502-04-01",2,1,1887.58166503906
"H24502-04-01",3,1,1887.58166503906
"H24502-04-01",4,1,1887.58166503906
"H24502-04-01",5,2,1887.58166503906
"H24502-04-01",6,2,1887.58166503906
"H24502-04-01",7,2,1887.58166503906
"H24502-04-01",8,2,1887.58166503906
"H24502-04-01",9,2,1887.58166503906
"H24502-04-01",10,2,1887.58166503906
"H24502-04-01",11,2,1887.58166503906
"H24502-04-01",12,2,1887.58166503906
"H24506-04-02",1,1,943.790832519531
"H24506-04-02",2,1,943.790832519531
"H24506-04-02",3,1,943.790832519531
"H24506-04-02",4,1,943.790832519531
"H24506-04-02",5,2,943.790832519531
"H24506-04-02",6,2,943.790832519531
"H24506-04-02",7,2,943.790832519531
"H24506-04-02",8,2,943.790832519531
"H24506-04-02",9,2,943.790832519531
"H24506-04-02",10,1,943.790832519531
"H24506-04-02",11,1,943.790832519531
"H24506-04-02",12,1,943.790832519531
"H24507-04-01",1,1,1887.58166503906
"H24507-04-01",2,1,1887.58166503906
"H24507-04-01",3,1,1887.58166503906
"H24507-04-01",4,1,1887.58166503906
"H24507-04-01",5,2,1887.58166503906
"H24507-04-01",6,2,1887.58166503906
"H24507-04-01",7,2,1887.58166503906
"H24507-04-01",8,2,1887.58166503906
"H24507-04-01",9,2,1887.58166503906
"H24507-04-01",10,2,1887.58166503906
"H24507-04-01",11,1,1887.58166503906
"H24507-04-01",12,1,1887.58166503906
"H24601-04-01",1,1,1887.58166503906
"H24601-04-01",2,1,1887.58166503906
"H24601-04-01",3,1,1887.58166503906
"H24601-04-01",4,2,1887.58166503906
"H24601-04-01",5,2,1887.58166503906
"H24601-04-01",6,2,1887.58166503906
"H24601-04-01",7,2,1887.58166503906
"H24601-04-01",8,2,1887.58166503906
"H24601-04-01",9,2,1887.58166503906
"H24601-04-01",10,2,1887.58166503906
"H24601-04-01",11,1,1887.58166503906
"H24601-04-01",12,1,1887.58166503906
"H24604-04-01",1,2,1887.58166503906
"H24604-04-01",2,2,1887.58166503906
"H24604-04-01",3,2,1887.58166503906
"H24604-04-01",4,2,1887.58166503906
"H24604-04-01",5,2,1887.58166503906
"H24604-04-01",6,2,1887.58166503906
"H24604-04-01",7,2,1887.58166503906
"H24604-04-01",8,2,1887.58166503906
"H24604-04-01",9,2,1887.58166503906
"H24604-04-01",10,1,1887.58166503906
"H24604-04-01",11,1,1887.58166503906
"H24604-04-01",12,1,1887.58166503906
"H24605-04-01",1,1,1887.58166503906
"H24605-04-01",2,1,1887.58166503906
"H24605-04-01",3,2,1887.58166503906
"H24605-04-01",4,2,1887.58166503906
"H24605-04-01",5,2,1887.58166503906
"H24605-04-01",6,2,1887.58166503906
"H24605-04-01",7,2,1887.58166503906
"H24605-04-01",8,1,1887.58166503906
"H24605-04-01",9,1,1887.58166503906
"H24605-04-01",10,1,1887.58166503906
"H24605-04-01",11,1,1887.58166503906
"H24605-04-01",12,1,1887.58166503906
"H24606-04-01",1,2,1887.58166503906
"H24606-04-01",2,1,1887.58166503906
"H24606-04-01",3,1,1887.58166503906
"H24606-04-01",4,1,1887.58166503906
"H24606-04-01",5,1,1887.58166503906
"H24606-04-01",6,2,1887.58166503906
"H24606-04-01",7,2,1887.58166503906
"H24606-04-01",8,2,1887.58166503906
"H24606-04-01",9,2,1887.58166503906
"H24606-04-01",10,2,1887.58166503906
"H24606-04-01",11,2,1887.58166503906
"H24606-04-01",12,2,1887.58166503906
"H24608-04-01",1,2,1887.58166503906
"H24608-04-01",2,2,1887.58166503906
"H24608-04-01",3,2,1887.58166503906
"H24608-04-01",4,2,1887.58166503906
"H24608-04-01",5,2,1887.58166503906
"H24608-04-01",6,2,1887.58166503906
"H24608-04-01",7,1,1887.58166503906
"H24608-04-01",8,1,1887.58166503906
"H24608-04-01",9,1,1887.58166503906
"H24608-04-01",10,1,1887.58166503906
"H24608-04-01",11,1,1887.58166503906
"H24608-04-01",12,2,1887.58166503906
"H24610-04-01",1,2,1887.58166503906
"H24610-04-01",2,2,1887.58166503906
"H24610-04-01",3,2,1887.58166503906
"H24610-04-01",4,2,1887.58166503906
"H24610-04-01",5,2,1887.58166503906
"H24610-04-01",6,1,1887.58166503906
"H24610-04-01",7,1,1887.58166503906
"H24610-04-01",8,1,1887.58166503906
"H24610-04-01",9,2,1887.58166503906
"H24610-04-01",10,2,1887.58166503906
"H24610-04-01",11,2,1887.58166503906
"H24610-04-01",12,2,1887.58166503906
"H24804-04-01",1,2,2464.5224609375
"H24804-04-01",2,2,2464.5224609375
"H24804-04-01",3,2,2464.5224609375
"H24804-04-01",4,1,2464.5224609375
"H24804-04-01",5,1,2464.5224609375
"H24804-04-01",6,2,2464.5224609375
"H24804-04-01",7,2,2464.5224609375
"H24804-04-01",8,2,2464.5224609375
"H24804-04-01",9,2,2464.5224609375
"H24804-04-01",10,2,2464.5224609375
"H24804-04-01",11,2,2464.5224609375
"H24804-04-01",12,2,2464.5224609375
"H24806-04-01",1,2,2464.5224609375
"H24806-04-01",2,2,2464.5224609375
"H24806-04-01",3,2,2464.5224609375
"H24806-04-01",4,1,2464.5224609375
"H24806-04-01",5,1,2464.5224609375
"H24806-04-01",6,2,2464.5224609375
"H24806-04-01",7,2,2464.5224609375
"H24806-04-01",8,2,2464.5224609375
"H24806-04-01",9,2,2464.5224609375
"H24806-04-01",10,2,2464.5224609375
"H24806-04-01",11,2,2464.5224609375
"H24806-04-01",12,2,2464.5224609375
"H24811-04-01",1,2,2464.5224609375
"H24811-04-01",2,2,2464.5224609375
"H24811-04-01",3,1,2464.5224609375
"H24811-04-01",4,1,2464.5224609375
"H24811-04-01",5,1,2464.5224609375
"H24811-04-01",6,2,2464.5224609375
"H24811-04-01",7,2,2464.5224609375
"H24811-04-01",8,2,2464.5224609375
"H24811-04-01",9,2,2464.5224609375
"H24811-04-01",10,2,2464.5224609375
"H24811-04-01",11,2,2464.5224609375
"H24811-04-01",12,2,2464.5224609375
"H25005-04-01",1,2,2464.5224609375
"H25005-04-01",2,2,2464.5224609375
"H25005-04-01",3,2,2464.5224609375
"H25005-04-01",4,2,2464.5224609375
"H25005-04-01",5,2,2464.5224609375
"H25005-04-01",6,1,2464.5224609375
"H25005-04-01",7,2,2464.5224609375
"H25005-04-01",8,2,2464.5224609375
"H25005-04-01",9,2,2464.5224609375
"H25005-04-01",10,2,2464.5224609375
"H25005-04-01",11,2,2464.5224609375
"H25005-04-01",12,2,2464.5224609375
"H25006-04-01",1,1,2464.5224609375
"H25006-04-01",2,1,2464.5224609375
"H25006-04-01",3,1,2464.5224609375
"H25006-04-01",4,1,2464.5224609375
"H25006-04-01",5,1,2464.5224609375
"H25006-04-01",6,1,2464.5224609375
"H25006-04-01",7,1,2464.5224609375
"H25006-04-01",8,1,2464.5224609375
"H25006-04-01",9,1,2464.5224609375
"H25006-04-01",10,1,2464.5224609375
"H25006-04-01",11,1,2464.5224609375
"H25006-04-01",12,1,2464.5224609375
"H25008-04-01",1,2,2464.5224609375
"H25008-04-01",2,2,2464.5224609375
"H25008-04-01",3,2,2464.5224609375
"H25008-04-01",4,2,2464.5224609375
"H25008-04-01",5,2,2464.5224609375
"H25008-04-01",6,1,2464.5224609375
"H25008-04-01",7,2,2464.5224609375
"H25008-04-01",8,2,2464.5224609375
"H25008-04-01",9,2,2464.5224609375
"H25008-04-01",10,2,2464.5224609375
"H25008-04-01",11,2,2464.5224609375
"H25008-04-01",12,2,2464.5224609375
"H25406-04-01",1,2,2437.248046875
"H25406-04-01",2,2,2437.248046875
"H25406-04-01",3,2,2437.248046875
"H25406-04-01",4,2,2437.248046875
"H25406-04-01",5,2,2437.248046875
"H25406-04-01",6,2,2437.248046875
"H25406-04-01",7,2,2437.248046875
"H25406-04-01",8,2,2437.248046875
"H25406-04-01",9,2,2437.248046875
"H25406-04-01",10,2,2437.248046875
"H25406-04-01",11,2,2437.248046875
"H25406-04-01",12,1,2437.248046875
"H25409-04-02",1,2,812.415954589844
"H25409-04-02",2,1,812.415954589844
"H25409-04-02",3,1,812.415954589844
"H25409-04-02",4,1,812.415954589844
"H25409-04-02",5,1,812.415954589844
"H25409-04-02",6,2,812.415954589844
"H25409-04-02",7,2,812.415954589844
"H25409-04-02",8,2,812.415954589844
"H25409-04-02",9,2,812.415954589844
"H25409-04-02",10,2,812.415954589844
"H25409-04-02",11,2,812.415954589844
"H25409-04-02",12,2,812.415954589844
"H25605-04-01",1,2,2437.24829101563
"H25605-04-01",2,2,2437.24829101563
"H25605-04-01",3,2,2437.24829101563
"H25605-04-01",4,2,2437.24829101563
"H25605-04-01",5,1,2437.24829101563
"H25605-04-01",6,1,2437.24829101563
"H25605-04-01",7,1,2437.24829101563
"H25605-04-01",8,1,2437.24829101563
"H25605-04-01",9,2,2437.24829101563
"H25605-04-01",10,2,2437.24829101563
"H25605-04-01",11,2,2437.24829101563
"H25605-04-01",12,2,2437.24829101563
"H25606-04-01",1,1,2437.24829101563
"H25606-04-01",2,1,2437.24829101563
"H25606-04-01",3,1,2437.24829101563
"H25606-04-01",4,1,2437.24829101563
"H25606-04-01",5,1,2437.24829101563
"H25606-04-01",6,1,2437.24829101563
"H25606-04-01",7,1,2437.24829101563
"H25606-04-01",8,1,2437.24829101563
"H25606-04-01",9,1,2437.24829101563
"H25606-04-01",10,1,2437.24829101563
"H25606-04-01",11,1,2437.24829101563
"H25606-04-01",12,1,2437.24829101563
"H25704-04-01",1,2,2437.248046875
"H25704-04-01",2,2,2437.248046875
"H25704-04-01",3,2,2437.248046875
"H25704-04-01",4,2,2437.248046875
"H25704-04-01",5,2,2437.248046875
"H25704-04-01",6,2,2437.248046875
"H25704-04-01",7,2,2437.248046875
"H25704-04-01",8,2,2437.248046875
"H25704-04-01",9,1,2437.248046875
"H25704-04-01",10,1,2437.248046875
"H25704-04-01",11,1,2437.248046875
"H25704-04-01",12,2,2437.248046875
"H25705-04-02",1,2,1218.6240234375
"H25705-04-02",2,2,1218.6240234375
"H25705-04-02",3,2,1218.6240234375
"H25705-04-02",4,2,1218.6240234375
"H25705-04-02",5,2,1218.6240234375
"H25705-04-02",6,2,1218.6240234375
"H25705-04-02",7,2,1218.6240234375
"H25705-04-02",8,2,1218.6240234375
"H25705-04-02",9,2,1218.6240234375
"H25705-04-02",10,1,1218.6240234375
"H25705-04-02",11,2,1218.6240234375
"H25705-04-02",12,2,1218.6240234375
"H25707-04-01",1,1,2437.248046875
"H25707-04-01",2,2,2437.248046875
"H25707-04-01",3,2,2437.248046875
"H25707-04-01",4,2,2437.248046875
"H25707-04-01",5,2,2437.248046875
"H25707-04-01",6,2,2437.248046875
"H25707-04-01",7,2,2437.248046875
"H25707-04-01",8,2,2437.248046875
"H25707-04-01",9,2,2437.248046875
"H25707-04-01",10,1,2437.248046875
"H25707-04-01",11,1,2437.248046875
"H25707-04-01",12,1,2437.248046875
"H26008-04-01",1,2,3443.49438476563
"H26008-04-01",2,2,3443.49438476563
"H26008-04-01",3,2,3443.49438476563
"H26008-04-01",4,2,3443.49438476563
"H26008-04-01",5,2,3443.49438476563
"H26008-04-01",6,2,3443.49438476563
"H26008-04-01",7,2,3443.49438476563
"H26008-04-01",8,2,3443.49438476563
"H26008-04-01",9,2,3443.49438476563
"H26008-04-01",10,2,3443.49438476563
"H26008-04-01",11,2,3443.49438476563
"H26008-04-01",12,1,3443.49438476563
"H26111-04-01",1,2,3443.49487304688
"H26111-04-01",2,2,3443.49487304688
"H26111-04-01",3,2,3443.49487304688
"H26111-04-01",4,2,3443.49487304688
"H26111-04-01",5,2,3443.49487304688
"H26111-04-01",6,2,3443.49487304688
"H26111-04-01",7,2,3443.49487304688
"H26111-04-01",8,1,3443.49487304688
"H26111-04-01",9,1,3443.49487304688
"H26111-04-01",10,1,3443.49487304688
"H26111-04-01",11,2,3443.49487304688
"H26111-04-01",12,2,3443.49487304688
"H26206-04-01",1,2,1721.74743652344
"H26206-04-01",2,2,1721.74743652344
"H26206-04-01",3,2,1721.74743652344
"H26206-04-01",4,1,1721.74743652344
"H26206-04-01",5,1,1721.74743652344
"H26206-04-01",6,2,1721.74743652344
"H26206-04-01",7,2,1721.74743652344
"H26206-04-01",8,2,1721.74743652344
"H26206-04-01",9,2,1721.74743652344
"H26206-04-01",10,2,1721.74743652344
"H26206-04-01",11,2,1721.74743652344
"H26206-04-01",12,2,1721.74743652344
"H26306-04-01",1,1,3443.49438476563
"H26306-04-01",2,1,3443.49438476563
"H26306-04-01",3,1,3443.49438476563
"H26306-04-01",4,1,3443.49438476563
"H26306-04-01",5,1,3443.49438476563
"H26306-04-01",6,1,3443.49438476563
"H26306-04-01",7,1,3443.49438476563
"H26306-04-01",8,1,3443.49438476563
"H26306-04-01",9,1,3443.49438476563
"H26306-04-01",10,1,3443.49438476563
"H26306-04-01",11,1,3443.49438476563
"H26306-04-01",12,1,3443.49438476563
"H26311-04-01",1,2,3443.49438476563
"H26311-04-01",2,1,3443.49438476563
"H26311-04-01",3,1,3443.49438476563
"H26311-04-01",4,1,3443.49438476563
"H26311-04-01",5,2,3443.49438476563
"H26311-04-01",6,2,3443.49438476563
"H26311-04-01",7,2,3443.49438476563
"H26311-04-01",8,2,3443.49438476563
"H26311-04-01",9,2,3443.49438476563
"H26311-04-01",10,2,3443.49438476563
"H26311-04-01",11,2,3443.49438476563
"H26311-04-01",12,2,3443.49438476563
"H26403-04-01",1,1,3443.49487304688
"H26403-04-01",2,1,3443.49487304688
"H26403-04-01",3,1,3443.49487304688
"H26403-04-01",4,1,3443.49487304688
"H26403-04-01",5,1,3443.49487304688
"H26403-04-01",6,1,3443.49487304688
"H26403-04-01",7,1,3443.49487304688
"H26403-04-01",8,1,3443.49487304688
"H26403-04-01",9,1,3443.49487304688
"H26403-04-01",10,1,3443.49487304688
"H26403-04-01",11,1,3443.49487304688
"H26403-04-01",12,1,3443.49487304688
"H26411-04-04",1,2,860.873718261719
"H26411-04-04",2,2,860.873718261719
"H26411-04-04",3,2,860.873718261719
"H26411-04-04",4,2,860.873718261719
"H26411-04-04",5,2,860.873718261719
"H26411-04-04",6,2,860.873718261719
"H26411-04-04",7,2,860.873718261719
"H26411-04-04",8,2,860.873718261719
"H26411-04-04",9,2,860.873718261719
"H26411-04-04",10,2,860.873718261719
"H26411-04-04",11,2,860.873718261719
"H26411-04-04",12,2,860.873718261719
"H26502-04-03",1,1,812.415954589844
"H26502-04-03",2,1,812.415954589844
"H26502-04-03",3,1,812.415954589844
"H26502-04-03",4,1,812.415954589844
"H26502-04-03",5,1,812.415954589844
"H26502-04-03",6,1,812.415954589844
"H26502-04-03",7,1,812.415954589844
"H26502-04-03",8,1,812.415954589844
"H26502-04-03",9,1,812.415954589844
"H26502-04-03",10,1,812.415954589844
"H26502-04-03",11,1,812.415954589844
"H26502-04-03",12,1,812.415954589844
"H26503-04-01",1,2,2437.248046875
"H26503-04-01",2,2,2437.248046875
"H26503-04-01",3,2,2437.248046875
"H26503-04-01",4,2,2437.248046875
"H26503-04-01",5,2,2437.248046875
"H26503-04-01",6,2,2437.248046875
"H26503-04-01",7,2,2437.248046875
"H26503-04-01",8,1,2437.248046875
"H26503-04-01",9,1,2437.248046875
"H26503-04-01",10,1,2437.248046875
"H26503-04-01",11,1,2437.248046875
"H26503-04-01",12,1,2437.248046875
"H26504-04-01",1,2,2437.248046875
"H26504-04-01",2,2,2437.248046875
"H26504-04-01",3,2,2437.248046875
"H26504-04-01",4,2,2437.248046875
"H26504-04-01",5,2,2437.248046875
"H26504-04-01",6,2,2437.248046875
"H26504-04-01",7,2,2437.248046875
"H26504-04-01",8,2,2437.248046875
"H26504-04-01",9,2,2437.248046875
"H26504-04-01",10,1,2437.248046875
"H26504-04-01",11,1,2437.248046875
"H26504-04-01",12,2,2437.248046875
"H26605-04-01",1,2,2437.248046875
"H26605-04-01",2,2,2437.248046875
"H26605-04-01",3,2,2437.248046875
"H26605-04-01",4,2,2437.248046875
"H26605-04-01",5,1,2437.248046875
"H26605-04-01",6,1,2437.248046875
"H26605-04-01",7,1,2437.248046875
"H26605-04-01",8,1,2437.248046875
"H26605-04-01",9,1,2437.248046875
"H26605-04-01",10,2,2437.248046875
"H26605-04-01",11,2,2437.248046875
"H26605-04-01",12,2,2437.248046875
"H26608-04-01",1,2,2437.248046875
"H26608-04-01",2,2,2437.248046875
"H26608-04-01",3,2,2437.248046875
"H26608-04-01",4,1,2437.248046875
"H26608-04-01",5,2,2437.248046875
"H26608-04-01",6,1,2437.248046875
"H26608-04-01",7,1,2437.248046875
"H26608-04-01",8,2,2437.248046875
"H26608-04-01",9,2,2437.248046875
"H26608-04-01",10,2,2437.248046875
"H26608-04-01",11,2,2437.248046875
"H26608-04-01",12,2,2437.248046875
"H27106-04-03",1,2,1147.83142089844
"H27106-04-03",2,2,1147.83142089844
"H27106-04-03",3,2,1147.83142089844
"H27106-04-03",4,1,1147.83142089844
"H27106-04-03",5,1,1147.83142089844
"H27106-04-03",6,1,1147.83142089844
"H27106-04-03",7,1,1147.83142089844
"H27106-04-03",8,1,1147.83142089844
"H27106-04-03",9,1,1147.83142089844
"H27106-04-03",10,1,1147.83142089844
"H27106-04-03",11,1,1147.83142089844
"H27106-04-03",12,1,1147.83142089844
"H27408-04-01",1,2,3443.49487304688
"H27408-04-01",2,2,3443.49487304688
"H27408-04-01",3,1,3443.49487304688
"H27408-04-01",4,1,3443.49487304688
"H27408-04-01",5,1,3443.49487304688
"H27408-04-01",6,1,3443.49487304688
"H27408-04-01",7,1,3443.49487304688
"H27408-04-01",8,2,3443.49487304688
"H27408-04-01",9,2,3443.49487304688
"H27408-04-01",10,2,3443.49487304688
"H27408-04-01",11,2,3443.49487304688
"H27408-04-01",12,2,3443.49487304688
"H27410-04-01",1,2,3443.49487304688
"H27410-04-01",2,2,3443.49487304688
"H27410-04-01",3,2,3443.49487304688
"H27410-04-01",4,2,3443.49487304688
"H27410-04-01",5,2,3443.49487304688
"H27410-04-01",6,2,3443.49487304688
"H27410-04-01",7,2,3443.49487304688
"H27410-04-01",8,2,3443.49487304688
"H27410-04-01",9,2,3443.49487304688
"H27410-04-01",10,2,3443.49487304688
"H27410-04-01",11,1,3443.49487304688
"H27410-04-01",12,1,3443.49487304688
"H27808-04-02",1,1,1721.74719238281
"H27808-04-02",2,1,1721.74719238281
"H27808-04-02",3,1,1721.74719238281
"H27808-04-02",4,1,1721.74719238281
"H27808-04-02",5,2,1721.74719238281
"H27808-04-02",6,2,1721.74719238281
"H27808-04-02",7,2,1721.74719238281
"H27808-04-02",8,2,1721.74719238281
"H27808-04-02",9,2,1721.74719238281
"H27808-04-02",10,2,1721.74719238281
"H27808-04-02",11,2,1721.74719238281
"H27808-04-02",12,2,1721.74719238281
"H27902-04-01",1,2,3443.49438476563
"H27902-04-01",2,2,3443.49438476563
"H27902-04-01",3,1,3443.49438476563
"H27902-04-01",4,1,3443.49438476563
"H27902-04-01",5,1,3443.49438476563
"H27902-04-01",6,2,3443.49438476563
"H27902-04-01",7,2,3443.49438476563
"H27902-04-01",8,2,3443.49438476563
"H27902-04-01",9,1,3443.49438476563
"H27902-04-01",10,2,3443.49438476563
"H27902-04-01",11,2,3443.49438476563
"H27902-04-01",12,2,3443.49438476563
"H28211-04-01",1,2,3443.49487304688
"H28211-04-01",2,2,3443.49487304688
"H28211-04-01",3,2,3443.49487304688
"H28211-04-01",4,2,3443.49487304688
"H28211-04-01",5,2,3443.49487304688
"H28211-04-01",6,2,3443.49487304688
"H28211-04-01",7,2,3443.49487304688
"H28211-04-01",8,1,3443.49487304688
"H28211-04-01",9,1,3443.49487304688
"H28211-04-01",10,1,3443.49487304688
"H28211-04-01",11,1,3443.49487304688
"H28211-04-01",12,1,3443.49487304688
"H28502-04-01",1,2,2437.248046875
"H28502-04-01",2,2,2437.248046875
"H28502-04-01",3,2,2437.248046875
"H28502-04-01",4,2,2437.248046875
"H28502-04-01",5,1,2437.248046875
"H28502-04-01",6,1,2437.248046875
"H28502-04-01",7,1,2437.248046875
"H28502-04-01",8,1,2437.248046875
"H28502-04-01",9,2,2437.248046875
"H28502-04-01",10,2,2437.248046875
"H28502-04-01",11,2,2437.248046875
"H28502-04-01",12,2,2437.248046875
"H28504-04-01",1,2,2437.248046875
"H28504-04-01",2,2,2437.248046875
"H28504-04-01",3,2,2437.248046875
"H28504-04-01",4,2,2437.248046875
"H28504-04-01",5,2,2437.248046875
"H28504-04-01",6,2,2437.248046875
"H28504-04-01",7,2,2437.248046875
"H28504-04-01",8,2,2437.248046875
"H28504-04-01",9,1,2437.248046875
"H28504-04-01",10,1,2437.248046875
"H28504-04-01",11,2,2437.248046875
"H28504-04-01",12,2,2437.248046875
"H28509-04-01",1,2,2437.248046875
"H28509-04-01",2,2,2437.248046875
"H28509-04-01",3,2,2437.248046875
"H28509-04-01",4,1,2437.248046875
"H28509-04-01",5,1,2437.248046875
"H28509-04-01",6,2,2437.248046875
"H28509-04-01",7,2,2437.248046875
"H28509-04-01",8,2,2437.248046875
"H28509-04-01",9,1,2437.248046875
"H28509-04-01",10,1,2437.248046875
"H28509-04-01",11,1,2437.248046875
"H28509-04-01",12,1,2437.248046875
"H28511-04-01",1,2,1218.6240234375
"H28511-04-01",2,2,1218.6240234375
"H28511-04-01",3,1,1218.6240234375
"H28511-04-01",4,2,1218.6240234375
"H28511-04-01",5,2,1218.6240234375
"H28511-04-01",6,2,1218.6240234375
"H28511-04-01",7,2,1218.6240234375
"H28511-04-01",8,2,1218.6240234375
"H28511-04-01",9,2,1218.6240234375
"H28511-04-01",10,2,1218.6240234375
"H28511-04-01",11,2,1218.6240234375
"H28511-04-01",12,1,1218.6240234375
"H28703-04-01",12,1,3443.49438476563
"H28803-04-01",1,1,3443.49438476563
"H28803-04-01",2,1,3443.49438476563
"H28803-04-01",3,2,3443.49438476563
"H28803-04-01",4,2,3443.49438476563
"H28803-04-01",5,2,3443.49438476563
"H28803-04-01",6,2,3443.49438476563
"H28803-04-01",7,2,3443.49438476563
"H28803-04-01",8,2,3443.49438476563
"H28803-04-01",9,2,3443.49438476563
"H28803-04-01",10,2,3443.49438476563
"H28803-04-01",11,2,3443.49438476563
"H28803-04-01",12,2,3443.49438476563
"H28810-04-01",1,2,3443.49438476563
"H28810-04-01",2,2,3443.49438476563
"H28810-04-01",3,2,3443.49438476563
"H28810-04-01",4,1,3443.49438476563
"H28810-04-01",5,2,3443.49438476563
"H28810-04-01",6,2,3443.49438476563
"H28810-04-01",7,2,3443.49438476563
"H28810-04-01",8,1,3443.49438476563
"H28810-04-01",9,2,3443.49438476563
"H28810-04-01",10,1,3443.49438476563
"H28810-04-01",11,2,3443.49438476563
"H28810-04-01",12,2,3443.49438476563
"H29004-04-01",1,2,3443.49438476563
"H29004-04-01",2,2,3443.49438476563
"H29004-04-01",3,2,3443.49438476563
