"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
170050401,3,1,,1,17005001,2,1,2,4,2,2008,1,1,1,2013,0,3,,50,50,1,1,2,2,2,,,,4,17005001,17005008,2,,,17005002,17005001,"H17005-04-01",2935.46557617188
170070401,1,1,0.239999994635582,0.119999997317791,17007001,1,,1,4,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17007001,,2,,,17007001,99999999,"H17007-04-01",1467.73278808594
170070402,1,1,,1,17007002,2,3,1,4,2,1992,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17007002,17007008,2,,,17007002,17007008,"H17007-04-02",1467.73278808594
170070402,2,1,,0.25,17007002,2,1,3,4,2,1991,1,1,1,9999,,,,70,100,1,2,2,2,2,,,,4,17007002,17007008,2,,,17007002,17007008,"H17007-04-02",1467.73278808594
170080401,1,1,,0.25,17008001,2,3,1,4,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17008001,17008008,2,,,17008001,17008008,"H17008-04-01",2935.46557617188
170080401,2,1,,0.5,17008001,2,1,4,4,1,1997,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,2,,,2,17008001,99999999,17008001,17008008,"H17008-04-01",2935.46557617188
170080401,3,1,,0.25,17008001,2,1,4,4,1,1997,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,2,,,2,17008001,99999999,17008001,17008008,"H17008-04-01",2935.46557617188
170090401,1,1,0.180000007152557,0.25,17009001,1,,1,4,2,1980,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17009001,,1,,,17009001,17009002,"H17009-04-01",1467.73278808594
170090401,2,1,0.379999995231628,0.25,17009001,1,,1,4,2,1980,1,1,5,9999,,,,100,,1,1,2,2,2,,,,4,17009001,,1,,,17009001,17009002,"H17009-04-01",1467.73278808594
170090401,3,1,0.0900000035762787,0.25,17009001,1,,1,4,2,1980,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17009001,,1,,,17009001,17009002,"H17009-04-01",1467.73278808594
170090401,4,1,,0.5,17009001,2,1,2,1,1,1980,1,1,1,2011,1,3,,100,100,3,1,3,2,2,,,,4,17009001,17009002,2,,,17009001,17009002,"H17009-04-01",1467.73278808594
170090402,1,1,,0.25,17009009,2,3,1,4,2,2011,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17009003,17009009,2,,,17009003,17009009,"H17009-04-02",1467.73278808594
170100401,1,1,0.759999990463257,0.5,17010002,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17010001,17010002,2,,,17010001,17010002,"H17010-04-01",1467.73278808594
170100401,2,1,,0.5,17010002,2,4,2,4,2,999,1,2,1,9999,,,,100,100,2,1,2,2,2,,,,4,17010001,17010002,2,,,17010001,17010002,"H17010-04-01",1467.73278808594
170100401,3,1,,1,17010002,2,4,2,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,17010001,17010002,2,,,17010001,17010002,"H17010-04-01",1467.73278808594
170100401,4,1,,1,17010002,2,4,2,4,2,999,1,2,1,9999,,,,100,100,2,1,2,2,2,,,,4,17010001,17010002,2,,,17010001,17010002,"H17010-04-01",1467.73278808594
170100401,5,1,,0.25,17010002,2,4,2,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17010001,17010002,2,,,17010001,17010002,"H17010-04-01",1467.73278808594
171020401,1,1,0.209999993443489,0.600000023841858,17102001,1,,1,4,1,2012,1,1,5,2012,0,3,,50,,1,1,2,2,2,,,,2,,,2,17102001,17102002,17102001,17102002,"H17102-04-01",2935.46557617188
171050401,1,1,0.270000010728836,0.5,17105001,1,,1,4,2,1990,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17105001,99999999,2,,,17105001,99999999,"H17105-04-01",2935.46557617188
171070401,1,1,,3,17107003,2,4,1,4,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,17107001,17107003,2,,,17107001,17107003,"H17107-04-01",2935.46557617188
171080401,1,1,,0.5,17108001,2,3,1,4,1,1999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,1,,,2,17108001,99999999,17108001,99999999,"H17108-04-01",2935.46557617188
171090401,2,1,0.319999992847443,0.5,17109001,1,,1,4,2,1978,1,5,1,2012,0,3,,,75,1,1,2,2,2,,,,4,17109001,,2,,,17109001,99999999,"H17109-04-01",2935.46557617188
171090401,3,1,0.389999985694885,0.25,17109001,1,,1,4,2,1978,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17109001,,2,,,17109001,99999999,"H17109-04-01",2935.46557617188
171100401,1,1,2.41000008583069,2,17110001,1,,1,4,1,999,1,1,1,2013,0,3,,90,100,1,1,2,2,1,2,8,,2,,,2,17110009,99999999,17110009,99999999,"H17110-04-01",2935.46557617188
171100401,2,1,0.649999976158142,0.5,17110001,1,,1,4,1,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,2,,,2,17110009,99999999,17110009,99999999,"H17110-04-01",2935.46557617188
171100401,3,1,0.779999971389771,0.5,17110001,1,,1,4,1,999,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,2,,,2,17110009,99999999,17110009,99999999,"H17110-04-01",2935.46557617188
172020401,1,1,0.219999998807907,0.25,17202002,1,,1,4,1,2002,2,1,1,9999,,,,100,100,1,1,2,2,2,,,,2,,,2,17202001,,17202001,,"H17202-04-01",2272.64404296875
172050401,1,1,0.330000013113022,0.300000011920929,17205001,1,,1,1,1,1997,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,1,,,2,17205001,99999999,17205001,17205003,"H17205-04-01",2272.64404296875
172050401,2,1,,1,17205001,2,1,3,4,2,2000,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,2,,,2,17205001,99999999,17205001,99999999,"H17205-04-01",2272.64404296875
172080401,1,1,,0.25,17208002,2,4,1,4,2,1997,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,17208001,17208002,2,,,17208001,99999999,"H17208-04-01",2272.64404296875
172100401,1,1,0.529999971389771,0.5,17210002,1,,2,4,1,1970,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,2,,,2,17210001,,17210001,,"H17210-04-01",2272.64404296875
172100401,2,1,4.05000019073486,3,17210002,1,,2,4,1,1990,1,1,1,9999,,,,60,80,1,1,2,3,2,,,,2,,,2,17210001,,17210001,,"H17210-04-01",2272.64404296875
173010401,1,1,6.84000015258789,5,17301002,1,,1,4,1,1974,1,1,1,9999,,,,90,90,1,1,2,3,2,,,,2,,,2,17301001,,17301001,,"H17301-04-01",2272.64404296875
173010401,2,1,1.02999997138977,1,17301002,1,,1,4,1,1986,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,2,,,2,17301001,,17301001,,"H17301-04-01",2272.64404296875
173020401,1,1,2.71000003814697,3.5,17302001,1,,1,4,1,1990,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,2,,,2,17302001,,17302001,,"H17302-04-01",2272.64404296875
173080401,1,1,2.29999995231628,3,17308002,1,,1,1,1,1992,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,3,,,2,17308001,17308002,17308001,17308002,"H17308-04-01",2272.64404296875
173090401,1,1,0.509999990463257,0.5,17309001,1,,1,4,2,1996,1,1,2,9999,,,,100,100,1,2,2,2,1,2,8,,4,17309001,17309002,2,,,17309001,17309002,"H17309-04-01",2272.64404296875
173100401,1,1,2.0699999332428,1.5,17310001,1,,1,1,1,1988,1,1,1,9999,,,,60,60,1,2,2,2,2,,,,1,,,2,17310001,99999999,17310001,17310002,"H17310-04-01",2272.64404296875
174010401,1,1,,0.5,17401002,2,3,1,1,1,2003,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17401001,17401002,2,,,17401001,17401007,"H17401-04-01",1467.73278808594
174010401,2,1,,1,17401002,2,1,3,1,1,2003,1,1,1,9999,,,,100,100,3,1,3,2,2,,,,4,17401001,17401002,2,,,17401001,17401002,"H17401-04-01",1467.73278808594
174010401,4,1,,0.5,17401002,2,1,4,1,1,2003,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,4,17401001,17401002,2,,,17401001,17401002,"H17401-04-01",1467.73278808594
174010401,5,1,,1,17401002,2,1,5,1,1,2003,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17401001,17401002,2,,,17401001,17401002,"H17401-04-01",1467.73278808594
174040401,1,1,0.180000007152557,0.25,17404002,1,,1,4,1,999,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,2,,,2,17404001,,17404001,,"H17404-04-01",2935.46557617188
174040401,2,1,0.490000009536743,0.5,17404002,1,,1,4,2,999,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,17404001,17404002,2,,,17404001,,"H17404-04-01",2935.46557617188
174060401,3,1,,0.5,17406002,2,1,5,4,1,2010,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,3,,,2,17406001,,17406001,17406002,"H17406-04-01",1467.73278808594
174060401,4,1,,1.5,17406002,2,1,5,4,1,2013,1,5,5,9999,,,,,,2,1,2,2,2,,,,3,,,2,17406001,,17406001,17406002,"H17406-04-01",1467.73278808594
174080401,1,1,,0.25,17408001,2,3,1,4,1,2012,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17408001,99999999,17408001,99999999,"H17408-04-01",2935.46557617188
174080401,2,1,,0.25,17408001,2,3,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17408001,17408004,2,,,17408001,17408004,"H17408-04-01",2935.46557617188
174080401,3,1,,0.25,17408001,2,1,1,4,1,2013,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17408001,99999999,17408001,99999999,"H17408-04-01",2935.46557617188
174080401,4,1,,1,17408001,2,1,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17408001,17408004,2,,,17408001,17408004,"H17408-04-01",2935.46557617188
174090401,1,1,0.280000001192093,0.25,17409001,1,,1,4,1,2004,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,2,,,2,17409001,17409002,17409001,17409002,"H17409-04-01",2935.46557617188
174090401,2,1,,1,17409001,2,1,3,4,2,999,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,17409001,17409002,2,,,17409001,17409002,"H17409-04-01",2935.46557617188
174100401,1,1,,1,17410002,2,1,3,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17410002,17410010,2,,,17410002,99999999,"H17410-04-01",2935.46557617188
174100401,2,1,,1,17410002,2,1,3,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17410002,17410010,2,,,17410002,99999999,"H17410-04-01",2935.46557617188
175020401,1,1,0.0500000007450581,0.5,17502001,1,,1,4,1,2008,1,2,2,9999,,,,100,100,3,1,2,2,2,,,,4,17502001,,2,,,17502001,99999999,"H17502-04-01",2935.46557617188
175020401,2,1,,0.5,17502001,2,1,3,4,1,2001,1,2,2,9999,,,,100,100,3,1,2,3,1,2,4,6,4,17502001,,2,,,17502001,99999999,"H17502-04-01",2935.46557617188
175020401,3,1,,0.25,17502001,2,1,2,4,1,2006,1,1,2,9999,,,,100,100,3,1,2,3,2,,,,4,17502001,,2,,,17502001,99999999,"H17502-04-01",2935.46557617188
175030401,1,1,,0.5,17503001,2,4,2,1,1,1997,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,17503001,17503002,1,,,17503001,17503002,"H17503-04-01",2935.46557617188
175030401,2,1,,0.5,17503001,2,1,2,4,2,1994,1,2,2,9999,,,,50,50,3,2,2,3,2,,,,4,17503001,17503002,2,,,17503001,17503002,"H17503-04-01",2935.46557617188
175030401,3,1,,0.25,17503001,2,1,3,4,2,1995,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,17503001,17503002,2,,,17503001,17503002,"H17503-04-01",2935.46557617188
175030401,4,1,,0.25,17503001,2,1,2,1,1,2010,2,1,96,9999,,,,100,,3,1,2,3,2,,,,4,17503001,17503002,2,,,17503001,17503002,"H17503-04-01",2935.46557617188
175040402,1,1,0.239999994635582,0.5,17504001,1,,1,4,2,1980,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,17504001,,2,,,17504001,99999999,"H17504-04-02",2935.46557617188
175060401,1,1,0.00999999977648258,0.25,17506009,1,,1,4,1,1998,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17506001,,17506001,17506009,"H17506-04-01",2935.46557617188
175060401,2,1,0.0700000002980232,0.5,17506009,1,,1,4,1,2003,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17506001,,17506001,17506009,"H17506-04-01",2935.46557617188
175060401,5,1,,1,17506009,2,1,4,4,2,1985,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,17506001,17506009,2,,,17506001,17506009,"H17506-04-01",2935.46557617188
175070401,1,1,0.0399999991059303,0.25,17507008,1,,1,4,1,1991,1,2,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17507001,99999999,17507001,17507008,"H17507-04-01",2935.46557617188
175070401,2,1,,0.25,17507008,2,1,4,4,1,1991,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17507001,99999999,17507001,17507008,"H17507-04-01",2935.46557617188
175090401,1,1,0.400000005960464,0.699999988079071,17509001,1,,1,4,1,1984,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,2,,,2,17509002,99999999,17509002,99999999,"H17509-04-01",2935.46557617188
175090401,2,1,,1,17509001,2,1,3,4,1,1980,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,2,,,2,17509002,99999999,17509002,99999999,"H17509-04-01",2935.46557617188
175090401,3,1,,1,17509001,2,1,2,4,1,1982,1,7,7,9999,,,,,,3,1,2,3,2,,,,2,,,2,17509002,99999999,17509002,99999999,"H17509-04-01",2935.46557617188
175110401,1,1,0.00999999977648258,0.200000002980232,17511002,1,,1,1,1,1976,1,1,1,9999,,,,100,100,1,1,2,3,1,1,8,,1,,,2,17511001,99999999,17511001,99999999,"H17511-04-01",978.488586425781
175110401,2,1,,0.25,17511002,2,1,3,1,1,1981,1,1,1,9999,,,,100,100,1,1,2,3,1,2,8,,1,,,2,17511001,99999999,17511001,99999999,"H17511-04-01",978.488586425781
175110401,3,1,,0.25,17511002,2,1,3,1,1,1983,1,1,2,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17511001,99999999,17511001,99999999,"H17511-04-01",978.488586425781
175110401,4,1,,0.400000005960464,17511002,2,1,3,1,1,1983,1,5,5,2013,0,3,,,,3,2,2,3,1,2,8,,1,,,2,17511001,99999999,17511001,99999999,"H17511-04-01",978.488586425781
175110402,1,1,,0.25,17511015,2,1,4,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17511003,17511015,2,,,17511003,17511015,"H17511-04-02",978.488586425781
175110403,1,1,,0.400000005960464,17511017,2,4,1,4,2,2000,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17511004,17511017,2,,,17511004,99999999,"H17511-04-03",978.488586425781
175110403,2,1,,0.25,17511017,2,4,1,4,2,2000,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17511004,17511017,2,,,17511004,99999999,"H17511-04-03",978.488586425781
175110403,3,1,,0.5,17511017,2,4,3,4,2,2000,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,17511004,17511017,2,,,17511004,99999999,"H17511-04-03",978.488586425781
176010401,1,1,,1.5,17601002,2,2,1,4,1,1989,1,1,2,9999,,,,100,100,3,3,2,3,1,2,8,,4,17601001,17601002,2,,,17601001,17601002,"H17601-04-01",2935.46557617188
176010401,2,1,,1.5,17601002,2,1,3,4,2,1962,1,1,2,9999,,,,100,100,3,1,2,3,2,,,,4,17601001,17601002,2,,,17601001,17601007,"H17601-04-01",2935.46557617188
176010401,3,1,,5,17601002,2,1,1,4,2,1962,1,2,2,9999,,,,100,10,3,1,2,2,2,,,,4,17601001,17601002,2,,,17601001,17601007,"H17601-04-01",2935.46557617188
176020401,1,1,0.200000002980232,0.25,17602001,1,,1,4,1,2013,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,2,,,2,17602001,99999999,17602001,99999999,"H17602-04-01",2935.46557617188
176020401,2,1,0.319999992847443,0.25,17602001,1,,1,4,1,1999,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,2,,,2,17602001,99999999,17602001,99999999,"H17602-04-01",2935.46557617188
176020401,3,1,0.349999994039536,0.300000011920929,17602001,1,,2,4,2,2004,1,1,1,9999,,,,100,100,3,1,2,4,2,,,,2,,,2,17602001,99999999,17602001,99999999,"H17602-04-01",2935.46557617188
176020401,4,1,0.119999997317791,0.25,17602001,1,,2,4,1,2003,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,2,,,2,17602001,99999999,17602001,99999999,"H17602-04-01",2935.46557617188
176040401,1,1,0.300000011920929,0.25,17604001,1,,1,4,2,1990,1,2,1,9999,,,,100,100,2,3,2,2,2,,,,4,17604001,,2,,,17604001,17604003,"H17604-04-01",2935.46557617188
176040401,2,1,,0.5,17604001,2,1,3,4,1,1990,1,1,1,9999,,,,100,100,2,3,2,1,2,,,,4,17604001,,2,,,17604001,17604003,"H17604-04-01",2935.46557617188
176040401,3,1,,0.5,17604001,2,1,3,4,1,1990,1,5,2,2008,5,3,,,100,2,3,2,1,2,,,,4,17604001,,2,,,17604001,17604003,"H17604-04-01",2935.46557617188
176050401,1,1,0.759999990463257,0.5,17605001,1,,1,4,1,1966,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17605001,99999999,17605001,99999999,"H17605-04-01",2935.46557617188
176050401,2,1,,0.25,17605001,2,1,3,4,1,1968,1,2,1,9999,,,,100,100,2,1,2,2,2,,,,2,,,2,17605001,99999999,17605001,99999999,"H17605-04-01",2935.46557617188
176050401,3,1,,0.25,17605001,2,1,3,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,17605001,,2,,,17605001,99999999,"H17605-04-01",2935.46557617188
176050401,4,1,,0.25,17605001,2,1,3,4,1,1970,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,17605001,,2,,,17605001,99999999,"H17605-04-01",2935.46557617188
176060401,1,1,,1,17606001,2,3,1,4,2,1990,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,17606001,17606002,2,,,17606001,17606002,"H17606-04-01",2935.46557617188
176060401,2,1,,0.5,17606001,2,1,3,4,2,1990,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,17606001,17606002,2,,,17606001,17606002,"H17606-04-01",2935.46557617188
176060401,3,1,,0.5,17606001,2,1,2,4,1,1994,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,17606001,99999999,17606001,17606002,"H17606-04-01",2935.46557617188
176080401,1,1,0.589999973773956,0.5,17608001,1,,1,4,2,999,1,2,2,9999,,,,100,100,3,1,2,2,2,,,,4,17608001,17608002,2,,,17608001,17608002,"H17608-04-01",1467.73278808594
176080402,1,1,,0.5,17608006,2,1,3,4,2,2011,1,1,1,9999,,,,100,100,2,2,2,4,2,,,,4,17608006,99999999,2,,,17608006,99999999,"H17608-04-02",1467.73278808594
176080402,2,1,,0.5,17608006,2,1,3,4,2,2011,1,1,1,2014,0,3,,100,100,2,1,2,3,2,,,,4,17608006,99999999,2,,,17608006,99999999,"H17608-04-02",1467.73278808594
176090401,1,1,0.129999995231628,0.25,17609002,1,,1,4,2,999,1,2,1,9999,,,,100,100,2,1,2,3,2,,,,4,17609001,17609002,2,,,17609001,17609002,"H17609-04-01",2935.46557617188
176090401,3,1,,0.5,17609002,2,1,3,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17609001,17609002,2,,,17609001,17609002,"H17609-04-01",2935.46557617188
176100401,1,1,0.330000013113022,0.25,17610001,1,,1,4,1,1990,1,2,2,9999,,,,100,70,3,1,2,2,2,,,,2,,,2,17610001,99999999,17610001,99999999,"H17610-04-01",2935.46557617188
176100401,2,1,0.310000002384186,0.5,17610001,1,,1,4,1,1988,1,2,2,9999,,,,100,80,3,1,2,2,2,,,,4,17610001,99999999,2,,,17610001,99999999,"H17610-04-01",2935.46557617188
177010401,1,1,0.400000005960464,0.5,17701001,1,,1,4,2,999,1,2,2,9999,,,,100,100,1,1,2,3,1,6,8,,4,17701001,,2,,,17701001,99999999,"H17701-04-01",2935.46557617188
177030401,1,1,,0.5,17703002,2,4,1,4,2,999,1,2,2,9999,,,,100,100,3,1,2,4,2,,,,4,17703001,,2,,,17703001,99999999,"H17703-04-01",2935.46557617188
177030401,2,1,,1,17703002,2,1,4,4,2,999,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,17703001,,2,,,17703001,99999999,"H17703-04-01",2935.46557617188
177030401,3,1,,0.200000002980232,17703002,2,1,2,4,1,999,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,2,,,2,17703001,99999999,17703001,99999999,"H17703-04-01",2935.46557617188
177040401,1,1,0.119999997317791,0.25,17704001,1,,1,1,1,1971,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,17704001,,2,,,17704001,17704003,"H17704-04-01",2935.46557617188
177040401,2,1,,1,17704001,2,1,5,4,2,1954,1,2,2,9999,,,,100,100,2,1,2,1,2,,,,4,17704001,,2,,,17704001,17704003,"H17704-04-01",2935.46557617188
177070402,1,1,,0.25,17707001,2,4,1,4,2,2005,1,2,2,9999,,,,100,100,2,1,2,4,1,2,6,8,4,17707001,,2,,,17707001,,"H17707-04-02",978.488586425781
177070403,1,1,,0.5,17707007,2,4,1,4,2,999,1,2,2,9999,,,,100,100,2,1,2,4,1,2,2,6,4,17707006,17707007,2,,,17707006,17707007,"H17707-04-03",978.488586425781
177070403,2,1,,0.25,17707007,2,1,3,4,1,1986,1,2,2,9999,,,,100,100,2,1,2,2,1,2,2,6,1,,,2,17707006,,17707006,,"H17707-04-03",978.488586425781
177070403,3,1,,0.5,17707007,2,1,4,4,2,999,1,1,5,2013,1,3,,100,,2,1,2,4,1,2,2,6,4,17707006,17707007,2,,,17707006,17707007,"H17707-04-03",978.488586425781
177070404,1,1,,1,17707005,2,4,1,4,2,2012,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,17707005,17707017,2,,,17707005,99999999,"H17707-04-04",978.488586425781
177080401,1,1,0.469999998807907,0.25,17708001,1,,1,4,1,1981,1,2,2,9999,,,,100,100,2,1,2,4,2,,,,4,17708001,17708002,2,,,17708001,17708002,"H17708-04-01",1467.73278808594
177080401,2,1,,0.300000011920929,17708001,2,1,5,1,1,1990,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,17708001,17708002,2,,,17708001,17708002,"H17708-04-01",1467.73278808594
177080401,3,1,2.25,1,17708001,1,,1,4,2,1981,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,17708001,17708002,2,,,17708001,17708002,"H17708-04-01",1467.73278808594
177090401,2,1,,0.5,17709002,2,1,4,4,2,999,1,2,2,9999,,,,100,100,2,1,2,1,1,2,6,8,4,17709001,17709002,2,,,17709001,17709002,"H17709-04-01",2935.46557617188
177090401,4,1,,1,17709001,2,1,4,4,2,999,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,17709001,17709002,2,,,17709001,17709002,"H17709-04-01",2935.46557617188
177100401,1,1,0.439999997615814,0.400000005960464,17710002,1,,1,4,1,999,1,2,2,9999,,,,100,100,1,1,2,4,1,6,8,,4,17710001,17710002,2,,,17710001,99999999,"H17710-04-01",2935.46557617188
177100401,2,1,,0.800000011920929,17710002,2,1,3,4,1,999,1,2,2,9999,,,,100,100,1,1,2,4,1,1,8,,4,17710001,17710002,2,,,17710001,99999999,"H17710-04-01",2935.46557617188
177100401,3,1,,0.5,17710002,2,1,3,4,1,999,1,2,2,9999,,,,100,100,1,1,2,4,1,1,8,,4,17710001,17710002,2,,,17710001,99999999,"H17710-04-01",2935.46557617188
180010401,1,1,,0.800000011920929,18001001,2,1,1,1,1,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,2,,,2,18001001,18001002,18001001,18001002,"H18001-04-01",1102.41516113281
180010401,2,1,,1,18001001,2,1,3,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,18001001,18001002,2,,,18001001,18001002,"H18001-04-01",1102.41516113281
180050401,1,1,,3,18005001,2,1,3,1,2,999,1,1,5,9999,,,,100,,2,1,2,2,2,,,,4,18005001,18005002,2,,,18005004,18005003,"H18005-04-01",2204.83032226563
180050401,2,1,,1,18005001,2,1,3,1,2,999,1,1,5,9999,,,,100,,3,1,2,2,2,,,,4,18005001,,2,,,18005002,18005004,"H18005-04-01",2204.83032226563
180100401,1,1,,4.5,18010003,2,1,2,4,1,999,1,1,1,9999,,,,30,30,1,1,2,3,2,,,,4,18010002,18010003,2,,,18010002,18010003,"H18010-04-01",2204.83032226563
180100401,3,1,,3.5,18010003,2,1,1,4,2,999,1,6,6,9999,,,,,,3,2,2,3,2,,,,4,18010002,18010003,2,,,18010002,18010003,"H18010-04-01",2204.83032226563
180100401,4,1,,1,18010003,2,1,2,4,1,1992,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,18010002,18010003,2,,,18010003,18010002,"H18010-04-01",2204.83032226563
181020401,2,1,0.550000011920929,0.600000023841858,18102001,1,,1,1,2,999,1,1,6,9999,,,,100,,1,1,2,3,2,,,,4,18102001,18102002,2,,,18102001,18102002,"H18102-04-01",2204.83032226563
181020401,3,1,1.25999999046326,1,18102001,1,,2,1,2,999,1,3,5,9999,,,0,,,2,1,2,2,2,,,,4,18102001,18102007,2,,,18102002,18102001,"H18102-04-01",2204.83032226563
181030401,1,1,0.550000011920929,0.25,18103001,1,,1,4,2,1958,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,4,18103001,18103002,2,,,18103001,18103004,"H18103-04-01",734.943481445313
181030401,2,1,0.629999995231628,1,18103001,1,,1,4,2,999,1,2,5,9999,,,,100,,1,1,2,2,2,,,,4,18103001,18103002,2,,,18103001,18103002,"H18103-04-01",734.943481445313
181030401,3,1,0.469999998807907,1,18103001,1,,1,4,2,999,1,1,5,9999,,,,100,,1,1,2,2,2,,,,4,18103001,18103002,2,,,18103001,18103002,"H18103-04-01",734.943481445313
181030402,1,1,,0.5,18103014,2,1,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,18103014,18103015,2,,,18103014,18103015,"H18103-04-02",734.943481445313
181030402,2,1,,0.5,18103014,2,1,1,1,2,999,1,1,5,9999,,,,100,,1,1,2,3,2,,,,4,18103014,18103015,2,,,18103014,18103015,"H18103-04-02",734.943481445313
181030402,3,1,,0.600000023841858,18103014,2,1,2,1,2,999,1,5,1,9999,,,,,100,2,1,2,3,2,,,,4,18103014,18103015,2,,,18103014,18103015,"H18103-04-02",734.943481445313
181040401,1,1,2.92000007629395,1,18104002,1,,1,4,2,1963,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,18104001,18104002,2,,,18104001,18104002,"H18104-04-01",551.207580566406
181040401,2,1,0.779999971389771,0.75,18104002,1,,1,4,2,1963,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,18104001,18104002,2,,,18104001,18104002,"H18104-04-01",551.207580566406
