"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H13104-04-01","P13104-004",2,3,7,NA,100,9,1,6,1
"H13104-04-01","P13104-005",1,3,5,NA,100,9,1,6,1
"H13104-04-01","P13104-006",1,3,5,NA,100,9,1,6,1
"H13104-04-01","P13104-009",1,3,2,NA,100,9,1,6,1
"H13104-04-01","P13104-013",1,8,28,1,3,9,2,6,1
"H13104-04-01","P13104-014",2,2,17,1,1,9,1,6,1
"H13104-04-01","P13104-015",2,8,10,5,1,9,2,6,1
"H13105-04-01","P13105-001",1,1,44,1,100,9,1,5,1
"H13105-04-01","P13105-002",2,2,39,1,25,9,1,5,1
"H13105-04-01","P13105-004",2,3,20,5,100,9,1,5,1
"H13105-04-01","P13105-005",2,3,15,5,100,9,1,5,1
"H13105-04-01","P13105-006",2,3,13,5,100,9,1,5,1
"H13105-04-01","P13105-009",1,3,7,NA,100,9,1,5,1
"H13105-04-01","P13105-010",1,3,5,NA,100,9,1,5,1
"H13105-04-01","P13105-011",2,3,14,5,100,9,1,5,1
"H13105-04-01","P13105-012",2,3,2,NA,100,9,1,5,1
"H13105-04-02","P13105-003",2,2,22,1,2,5,1,3,2
"H13105-04-02","P13105-008",2,8,9,NA,2,5,1,3,2
"H13105-04-02","P13105-013",1,1,27,1,100,5,1,3,2
"H13105-04-02","P13105-014",2,3,0,NA,100,5,2,3,2
"H13105-04-02","P13105-015",2,3,1,NA,100,5,1,3,2
"H13106-04-01","P13106-001",1,1,44,2,17,12,1,6,2
"H13106-04-01","P13106-002",2,2,34,2,17,12,1,6,2
"H13106-04-01","P13106-003",2,3,20,5,100,12,1,6,2
"H13106-04-01","P13106-005",1,3,14,5,100,12,2,6,2
"H13106-04-01","P13106-007",1,3,8,NA,100,12,1,6,2
"H13106-04-01","P13106-008",1,3,7,NA,100,12,1,6,2
"H13106-04-01","P13106-009",2,3,5,NA,100,12,1,6,2
"H13106-04-01","P13106-010",1,10,21,5,12,12,1,6,2
"H13106-04-01","P13106-014",2,10,20,5,8,12,1,6,2
"H13106-04-01","P13106-015",2,4,3,NA,100,12,1,6,2
"H13106-04-01","P13106-016",2,3,2,NA,100,12,1,6,2
"H13106-04-01","P13106-017",2,8,18,5,1,12,1,6,2
"H13107-04-02","P13107-003",1,7,17,5,100,13,1,10,2
"H13107-04-02","P13107-004",1,7,12,5,100,13,1,10,2
"H13107-04-02","P13107-005",1,7,9,NA,100,13,1,10,2
"H13107-04-02","P13107-006",1,7,7,NA,100,13,1,10,2
"H13107-04-02","P13107-013",1,7,3,NA,100,13,1,10,2
"H13107-04-02","P13107-014",2,7,10,5,100,13,2,10,2
"H13107-04-02","P13107-018",1,1,30,1,100,13,1,10,2
"H13107-04-02","P13107-019",2,2,27,1,100,13,1,10,2
"H13107-04-02","P13107-020",1,3,11,5,100,13,1,10,2
"H13107-04-02","P13107-021",2,3,10,5,100,13,1,10,2
"H13107-04-02","P13107-022",2,3,7,NA,100,13,1,10,2
"H13107-04-02","P13107-023",2,3,6,NA,100,13,1,10,2
"H13107-04-02","P13107-024",2,3,3,NA,100,13,1,10,2
"H13107-04-03","P13107-008",2,1,73,3,45,3,1,0,0
"H13107-04-03","P13107-012",2,3,29,3,24,3,1,0,0
"H13107-04-03","P13107-028",2,4,18,5,3,3,1,0,0
"H13107-04-04","P13107-009",2,2,19,1,100,4,1,2,2
"H13107-04-04","P13107-015",1,1,24,1,100,4,1,2,2
"H13107-04-04","P13107-016",2,3,3,NA,100,4,1,2,2
"H13107-04-04","P13107-029",2,3,1,NA,100,4,1,2,2
"H13108-04-01","P13108-001",2,1,72,4,100,12,1,7,2
"H13108-04-01","P13108-003",2,3,27,3,100,12,1,7,2
"H13108-04-01","P13108-004",2,4,18,5,100,12,1,7,2
"H13108-04-01","P13108-005",1,4,12,5,100,12,1,7,2
"H13108-04-01","P13108-006",1,4,10,5,100,12,1,7,2
"H13108-04-01","P13108-007",2,4,8,NA,100,12,1,7,2
"H13108-04-01","P13108-008",2,3,46,3,100,12,1,7,2
"H13108-04-01","P13108-009",2,4,3,NA,100,12,1,7,2
"H13108-04-01","P13108-010",2,4,21,5,100,12,1,7,2
"H13108-04-01","P13108-011",2,4,14,5,100,12,1,7,2
"H13108-04-01","P13108-012",1,4,0,NA,100,12,2,7,2
"H13108-04-01","P13108-013",2,4,11,5,NA,12,1,7,2
"H13108-04-02","P13108-002",2,2,40,1,0,4,1,2,1
"H13108-04-02","P13108-014",1,1,40,1,0,4,1,2,1
"H13108-04-02","P13108-015",1,3,3,NA,0,4,1,2,1
"H13108-04-02","P13108-016",2,3,7,NA,0,4,1,2,1
"H13109-04-01","P13109-001",1,1,64,2,100,5,1,3,0
"H13109-04-01","P13109-002",2,2,47,2,29,5,1,3,0
"H13109-04-01","P13109-008",1,3,12,5,100,5,1,3,0
"H13109-04-01","P13109-009",1,3,8,NA,100,5,1,3,0
"H13109-04-01","P13109-010",2,3,6,NA,100,5,1,3,0
"H13111-04-01","P13111-001",2,1,44,4,14,3,1,2,1
"H13111-04-01","P13111-003",1,3,8,NA,100,3,1,2,1
"H13111-04-01","P13111-004",1,3,3,NA,100,3,1,2,1
"H13202-04-01","P13202-001",1,1,33,1,100,10,1,6,2
"H13202-04-01","P13202-002",2,2,27,1,5,10,1,6,2
"H13202-04-01","P13202-003",1,3,18,5,100,10,1,6,2
"H13202-04-01","P13202-004",1,3,16,5,100,10,1,6,2
"H13202-04-01","P13202-005",2,3,13,5,100,10,1,6,2
"H13202-04-01","P13202-006",1,3,11,5,100,10,1,6,2
"H13202-04-01","P13202-007",1,3,5,NA,100,10,1,6,2
"H13202-04-01","P13202-008",1,3,4,NA,100,10,1,6,2
"H13202-04-01","P13202-009",1,3,6,NA,100,10,1,6,2
"H13202-04-01","P13202-010",2,3,2,NA,100,10,1,6,2
"H13203-04-01","P13203-002",2,1,79,4,51,3,1,1,0
"H13203-04-01","P13203-003",1,4,19,5,100,3,1,1,0
"H13203-04-01","P13203-004",1,4,10,5,100,3,1,1,0
"H13204-04-01","P13204-001",1,1,38,1,100,5,1,3,0
"H13204-04-01","P13204-002",2,3,12,5,100,5,1,3,0
"H13204-04-01","P13204-003",1,3,10,5,100,5,1,3,0
"H13204-04-01","P13204-004",1,3,9,NA,100,5,1,3,0
"H13204-04-01","P13204-005",2,2,34,1,13,5,1,3,0
"H13205-04-02","P13205-001",1,1,31,2,100,14,1,9,3
"H13205-04-02","P13205-002",2,2,31,2,15,14,2,9,3
"H13205-04-02","P13205-003",2,3,6,NA,100,14,1,9,3
"H13205-04-02","P13205-004",2,3,8,NA,100,14,2,9,3
"H13205-04-02","P13205-005",1,3,4,NA,100,14,2,9,3
"H13205-04-02","P13205-006",1,5,60,1,100,14,2,9,3
"H13205-04-02","P13205-007",2,5,58,1,40,14,1,9,3
"H13205-04-02","P13205-009",1,3,11,5,100,14,2,9,3
"H13205-04-02","P13205-010",2,3,10,5,100,14,2,9,3
"H13205-04-02","P13205-011",1,3,9,NA,100,14,1,9,3
"H13205-04-02","P13205-015",2,2,24,1,100,14,1,9,3
"H13205-04-02","P13205-016",2,3,7,NA,100,14,1,9,3
"H13205-04-02","P13205-017",2,3,4,NA,100,14,1,9,3
"H13205-04-02","P13205-018",1,3,0,NA,100,14,1,9,3
"H13205-04-04","P13205-008",2,2,22,1,4,4,1,2,2
"H13205-04-04","P13205-019",1,1,34,1,100,4,1,2,2
"H13205-04-04","P13205-020",2,3,2,NA,100,4,1,2,2
"H13205-04-04","P13205-021",2,3,0,NA,100,4,1,2,2
"H13207-04-01","P13207-001",1,1,39,1,1,6,1,4,2
"H13207-04-01","P13207-004",1,3,9,NA,1,6,1,4,2
"H13207-04-01","P13207-006",2,2,21,1,1,6,1,4,2
"H13207-04-01","P13207-007",2,3,6,NA,1,6,1,4,2
"H13207-04-01","P13207-008",2,3,3,NA,1,6,1,4,2
"H13207-04-01","P13207-009",2,3,0,NA,100,6,1,4,2
"H13208-04-01","P13208-001",2,1,48,4,31,8,1,4,0
"H13208-04-01","P13208-002",2,3,19,5,100,8,1,4,0
"H13208-04-01","P13208-003",1,3,17,5,100,8,1,4,0
"H13208-04-01","P13208-004",2,3,14,5,100,8,1,4,0
"H13208-04-01","P13208-007",1,4,6,NA,100,8,1,4,0
"H13208-04-01","P13208-008",1,10,66,3,7,8,1,4,0
"H13208-04-01","P13208-009",1,4,9,NA,100,8,1,4,0
"H13208-04-01","P13208-013",2,8,6,NA,3,8,1,4,0
"H13208-04-02","P13208-010",2,1,29,2,2,3,1,2,1
"H13208-04-02","P13208-011",1,3,3,NA,2,3,1,2,1
"H13208-04-02","P13208-012",1,3,8,NA,2,3,2,2,1
"H13209-04-01","P13209-001",1,2,70,2,100,6,1,2,1
"H13209-04-01","P13209-002",2,1,55,2,37,6,1,2,1
"H13209-04-01","P13209-003",2,3,30,5,100,6,2,2,1
"H13209-04-01","P13209-006",1,4,4,NA,100,6,1,2,1
"H13209-04-01","P13209-007",2,4,5,NA,100,6,1,2,1
"H13209-04-01","P13209-008",1,8,16,5,100,6,1,2,1
"H13210-04-01","P13210-001",2,1,60,4,NA,5,1,1,0
"H13210-04-01","P13210-003",1,8,19,5,4,5,1,1,0
"H13210-04-01","P13210-004",1,8,12,5,3,5,1,1,0
"H13210-04-01","P13210-006",1,8,37,1,6,5,1,1,0
"H13210-04-01","P13210-008",1,8,16,5,4,5,1,1,0
"H13303-04-01","P13303-001",1,1,73,1,100,9,1,5,0
"H13303-04-01","P13303-002",2,2,80,1,100,9,1,5,0
"H13303-04-01","P13303-003",1,3,46,3,100,9,1,5,0
"H13303-04-01","P13303-004",2,3,55,3,100,9,1,5,0
"H13303-04-01","P13303-005",2,4,12,5,100,9,1,5,0
"H13303-04-01","P13303-006",2,4,9,NA,100,9,1,5,0
"H13303-04-01","P13303-007",1,4,8,NA,100,9,1,5,0
"H13303-04-01","P13303-008",2,4,13,5,100,9,1,5,0
"H13303-04-01","P13303-009",1,8,5,NA,3,9,1,5,0
"H13306-04-01","P13306-003",1,10,13,5,100,10,1,9,3
"H13306-04-01","P13306-004",1,10,10,5,100,10,1,9,3
"H13306-04-01","P13306-005",1,10,8,NA,100,10,1,9,3
"H13306-04-01","P13306-006",1,10,6,NA,100,10,1,9,3
"H13306-04-01","P13306-007",2,1,27,4,8,10,1,9,3
"H13306-04-01","P13306-008",2,3,7,NA,100,10,1,9,3
"H13306-04-01","P13306-009",2,3,6,NA,100,10,1,9,3
"H13306-04-01","P13306-011",1,10,3,NA,100,10,1,9,3
"H13306-04-01","P13306-012",2,3,2,NA,100,10,1,9,3
"H13306-04-01","P13306-014",2,3,0,NA,100,10,1,9,3
"H13307-04-01","P13307-001",1,1,43,1,1,7,1,5,2
"H13307-04-01","P13307-016",2,2,28,1,1,7,1,5,2
"H13307-04-01","P13307-017",1,3,10,5,1,7,1,5,2
"H13307-04-01","P13307-018",2,3,7,NA,1,7,1,5,2
"H13307-04-01","P13307-019",2,3,6,NA,1,7,1,5,2
"H13307-04-01","P13307-020",2,3,3,NA,1,7,1,5,2
"H13307-04-01","P13307-021",1,3,1,NA,1,7,1,5,2
"H13307-04-02","P13307-002",2,1,36,2,3,2,1,0,0
"H13307-04-02","P13307-022",1,2,56,2,3,2,1,0,0
"H13308-04-01","P13308-001",1,1,33,2,100,5,1,3,1
"H13308-04-01","P13308-002",2,2,29,2,100,5,1,3,1
"H13308-04-01","P13308-003",1,3,9,NA,100,5,1,3,1
"H13308-04-01","P13308-005",2,3,4,NA,100,5,1,3,1
"H13308-04-01","P13308-006",2,3,13,5,100,5,1,3,1
"H13309-04-01","P13309-001",1,1,50,1,100,4,1,2,0
"H13309-04-01","P13309-002",2,2,39,1,22,4,1,2,0
"H13309-04-01","P13309-006",2,8,9,NA,2,4,1,2,0
"H13309-04-01","P13309-012",2,8,6,NA,4,4,1,2,0
"H13310-04-01","P13310-004",1,4,13,5,100,12,1,6,0
"H13310-04-01","P13310-028",2,1,68,4,53,12,1,6,0
"H13310-04-01","P13310-029",2,8,55,4,40,12,1,6,0
"H13310-04-01","P13310-030",2,3,23,5,100,12,1,6,0
"H13310-04-01","P13310-032",2,8,15,5,100,12,1,6,0
"H13310-04-01","P13310-033",2,8,10,5,100,12,1,6,0
"H13310-04-01","P13310-034",1,3,25,5,100,12,1,6,0
"H13310-04-01","P13310-039",1,4,12,5,100,12,1,6,0
"H13310-04-01","P13310-054",1,4,5,NA,4,12,1,6,0
"H13310-04-01","P13310-094",2,4,11,5,100,12,1,6,0
"H13310-04-01","P13310-095",1,4,5,NA,4,12,1,6,0
"H13310-04-01","P13310-102",2,8,16,1,1,12,1,6,0
"H13310-04-02","P13310-016",1,1,32,1,100,5,1,3,1
"H13310-04-02","P13310-017",2,2,32,1,9,5,1,3,1
"H13310-04-02","P13310-018",2,3,8,NA,100,5,1,3,1
"H13310-04-02","P13310-019",1,3,6,NA,100,5,1,3,1
"H13310-04-02","P13310-020",2,3,4,NA,100,5,1,3,1
"H13310-04-03","P13310-007",1,1,32,1,100,5,1,3,2
"H13310-04-03","P13310-008",2,2,28,1,11,5,1,3,2
"H13310-04-03","P13310-011",1,3,4,NA,100,5,1,3,2
"H13310-04-03","P13310-036",1,3,7,NA,100,5,1,3,2
"H13310-04-03","P13310-090",2,3,2,NA,100,5,1,3,2
"H13310-04-04","P13310-001",1,1,43,2,100,6,1,4,0
"H13310-04-04","P13310-002",2,2,37,2,15,6,1,4,0
"H13310-04-04","P13310-005",1,3,10,5,100,6,1,4,0
"H13310-04-04","P13310-006",1,3,8,NA,100,6,1,4,0
"H13310-04-04","P13310-010",1,3,12,5,100,6,1,4,0
"H13310-04-04","P13310-097",1,7,14,5,100,6,1,4,0
"H13310-04-05","P13310-031",2,2,20,1,100,5,1,3,2
"H13310-04-05","P13310-088",1,3,2,NA,100,5,1,3,2
"H13310-04-05","P13310-098",1,1,36,1,5,5,1,3,2
"H13310-04-05","P13310-099",1,3,6,NA,100,5,1,3,2
"H13310-04-05","P13310-100",1,3,0,NA,100,5,1,3,2
"H13310-04-06","P13310-078",1,1,50,1,100,8,1,6,2
"H13310-04-06","P13310-079",2,2,34,1,15,8,1,6,2
"H13310-04-06","P13310-080",1,3,14,5,100,8,1,6,2
"H13310-04-06","P13310-081",1,3,12,5,100,8,1,6,2
"H13310-04-06","P13310-083",1,3,8,NA,100,8,1,6,2
"H13310-04-06","P13310-084",2,3,6,NA,100,8,1,6,2
"H13310-04-06","P13310-085",2,3,4,NA,100,8,1,6,2
"H13310-04-06","P13310-101",2,3,2,NA,100,8,1,6,2
"H13310-04-07","P13310-074",1,1,32,1,100,3,1,1,0
"H13310-04-07","P13310-075",2,2,30,1,10,3,1,1,0
"H13310-04-07","P13310-077",1,3,6,NA,100,3,1,1,0
"H13311-04-01","P13311-001",1,1,45,1,100,5,1,3,2
"H13311-04-01","P13311-002",2,2,25,1,0,5,1,3,2
"H13311-04-01","P13311-003",2,10,5,NA,0,5,2,3,2
"H13311-04-01","P13311-004",1,10,2,NA,0,5,2,3,2
"H13311-04-01","P13311-005",2,3,0,NA,100,5,2,3,2
"H14001-04-01","P14001-001",1,1,43,1,100,7,1,3,0
"H14001-04-01","P14001-002",2,2,36,1,100,7,1,3,0
"H14001-04-01","P14001-004",1,3,17,5,100,7,1,3,0
"H14001-04-01","P14001-005",1,3,15,1,100,7,1,3,0
"H14001-04-01","P14001-006",2,3,13,5,100,7,1,3,0
"H14001-04-01","P14001-007",2,3,11,5,100,7,1,3,0
"H14001-04-01","P14001-008",2,3,7,NA,100,7,1,3,0
"H14002-04-01","P14002-001",1,1,46,1,100,7,1,3,1
"H14002-04-01","P14002-002",2,2,41,1,21,7,1,3,1
"H14002-04-01","P14002-004",1,3,17,5,100,7,1,3,1
"H14002-04-01","P14002-005",1,3,15,5,100,7,1,3,1
"H14002-04-01","P14002-006",2,3,11,5,100,7,1,3,1
"H14002-04-01","P14002-007",1,3,6,NA,100,7,1,3,1
"H14002-04-01","P14002-008",1,3,4,NA,100,7,1,3,1
"H14003-04-01","P14003-001",2,1,53,4,100,9,1,3,1
"H14003-04-01","P14003-001",2,1,53,4,100,9,1,3,1
"H14003-04-01","P14003-003",1,3,23,5,100,9,1,3,1
"H14003-04-01","P14003-010",2,3,24,5,100,9,1,3,1
"H14003-04-01","P14003-011",2,4,6,NA,100,9,2,3,1
"H14003-04-01","P14003-012",2,4,4,NA,100,9,1,3,1
"H14003-04-01","P14003-014",2,3,28,5,100,9,1,3,1
"H14003-04-01","P14003-019",1,4,7,NA,100,9,1,3,1
"H14003-04-01","P14003-020",2,8,24,5,1,9,1,3,1
"H14003-04-02","P14003-001",1,1,40,1,100,6,1,3,1
"H14003-04-02","P14003-001",1,1,40,1,100,6,1,3,1
"H14003-04-02","P14003-021",2,2,28,1,22,6,1,3,1
"H14003-04-02","P14003-022",2,3,7,NA,100,6,1,3,1
"H14003-04-02","P14003-023",1,3,5,NA,100,6,1,3,1
"H14003-04-02","P14003-024",1,3,2,NA,100,6,1,3,1
"H14003-04-03","P14003-002",1,1,34,1,1,2,1,0,0
"H14003-04-03","P14003-013",2,2,31,1,0,2,1,0,0
"H14004-04-01","P14004-001",1,1,67,1,100,5,1,2,0
"H14004-04-01","P14004-002",2,2,55,1,100,5,1,2,0
"H14004-04-01","P14004-005",1,3,15,5,100,5,1,2,0
"H14004-04-01","P14004-006",2,3,11,5,100,5,1,2,0
"H14004-04-01","P14004-014",2,4,9,NA,100,5,1,2,0
"H14004-04-02","P14004-004",1,1,22,1,100,3,1,1,1
"H14004-04-02","P14004-016",2,2,20,1,100,3,1,1,1
"H14004-04-02","P14004-017",2,3,1,NA,100,3,1,1,1
"H14004-04-03","P14004-003",2,1,30,3,100,6,1,5,1
"H14004-04-03","P14004-008",1,3,13,5,100,6,1,5,1
"H14004-04-03","P14004-009",1,3,9,NA,100,6,1,5,1
"H14004-04-03","P14004-010",2,3,7,NA,100,6,1,5,1
"H14004-04-03","P14004-011",2,3,5,NA,100,6,1,5,1
"H14004-04-03","P14004-018",2,3,1,NA,100,6,1,5,1
"H14005-04-01","P14005-001",2,1,74,4,35,4,1,2,0
"H14005-04-01","P14005-002",1,4,17,5,100,4,1,2,0
"H14005-04-01","P14005-003",2,4,14,5,100,4,1,2,0
"H14005-04-01","P14005-004",1,4,12,5,100,4,1,2,0
"H14006-04-01","P14006-002",2,1,43,4,100,8,1,3,1
"H14006-04-01","P14006-003",2,3,22,1,100,8,1,3,1
"H14006-04-01","P14006-003",2,3,22,1,100,8,1,3,1
"H14006-04-01","P14006-004",1,3,20,5,100,8,2,3,1
"H14006-04-01","P14006-005",2,3,18,5,100,8,1,3,1
"H14006-04-01","P14006-006",2,3,12,5,100,8,1,3,1
"H14006-04-01","P14006-007",1,3,10,5,100,8,1,3,1
"H14006-04-01","P14006-008",1,3,0,NA,100,8,2,3,1
"H14006-04-02","P14006-003",2,2,23,1,100,6,1,2,2
"H14006-04-02","P14006-003",2,2,23,1,100,6,1,2,2
"H14006-04-02","P14006-009",1,3,2,NA,100,6,1,2,2
"H14006-04-02","P14006-009",1,3,2,NA,100,6,1,2,2
"H14006-04-02","P14006-010",1,1,23,1,100,6,1,2,2
"H14006-04-02","P14006-011",1,5,57,4,100,6,1,2,2
"H14007-04-01","P14007-002",2,1,51,2,100,18,1,6,2
"H14007-04-01","P14007-003",2,3,35,5,100,18,1,6,2
"H14007-04-01","P14007-004",2,3,30,5,100,18,1,6,2
"H14007-04-01","P14007-005",1,3,28,1,20,18,1,6,2
"H14007-04-01","P14007-007",2,3,22,1,100,18,1,6,2
"H14007-04-01","P14007-008",2,3,21,5,100,18,1,6,2
"H14007-04-01","P14007-009",1,3,18,5,100,18,1,6,2
"H14007-04-01","P14007-010",1,3,10,5,100,18,1,6,2
"H14007-04-01","P14007-011",1,4,18,5,10,18,1,6,2
"H14007-04-01","P14007-012",1,4,8,NA,100,18,1,6,2
"H14007-04-01","P14007-013",2,3,6,NA,2,18,1,6,2
"H14007-04-01","P14007-014",2,10,23,5,18,18,1,6,2
"H14007-04-01","P14007-015",2,10,24,1,18,18,1,6,2
"H14007-04-01","P14007-017",1,4,7,NA,100,18,1,6,2
"H14007-04-01","P14007-020",2,3,24,3,10,18,1,6,2
"H14007-04-01","P14007-021",2,4,4,NA,0,18,1,6,2
"H14007-04-01","P14007-023",1,10,15,5,10,18,1,6,2
"H14007-04-01","P14007-024",1,4,2,NA,100,18,1,6,2
"H14008-04-01","P14008-001",1,1,79,1,100,5,1,1,1
"H14008-04-01","P14008-002",2,2,69,1,48,5,1,1,1
"H14008-04-01","P14008-004",1,3,23,1,100,5,1,1,1
"H14008-04-01","P14008-010",2,10,18,1,1,5,1,1,1
"H14008-04-01","P14008-012",1,4,0,NA,100,5,2,1,1
"H14008-04-02","P14008-003",1,1,28,2,100,8,2,3,3
"H14008-04-02","P14008-005",2,2,25,2,100,8,2,3,3
"H14008-04-02","P14008-005",2,2,25,2,100,8,2,3,3
"H14008-04-02","P14008-006",2,2,24,2,100,8,2,3,3
"H14008-04-02","P14008-006",2,2,24,2,100,8,2,3,3
"H14008-04-02","P14008-007",2,3,3,NA,100,8,2,3,3
"H14008-04-02","P14008-008",2,3,2,NA,100,8,2,3,3
"H14008-04-02","P14008-013",2,3,1,NA,100,8,2,3,3
"H14009-04-01","P14009-001",1,1,70,1,100,6,1,3,1
"H14009-04-01","P14009-002",2,2,66,1,100,6,1,3,1
"H14009-04-01","P14009-003",2,3,33,5,100,6,1,3,1
"H14009-04-01","P14009-009",1,4,10,5,100,6,1,3,1
"H14009-04-01","P14009-010",1,4,8,NA,100,6,1,3,1
"H14009-04-01","P14009-011",1,4,3,NA,100,6,1,3,1
"H14010-04-01","P14010-001",2,2,55,1,100,8,1,1,0
"H14010-04-01","P14010-002",2,6,93,4,100,8,1,1,0
"H14010-04-01","P14010-003",2,6,73,4,100,8,1,1,0
"H14010-04-01","P14010-004",2,6,63,4,100,8,1,1,0
"H14010-04-01","P14010-005",1,4,20,5,100,8,1,1,0
"H14010-04-01","P14010-007",1,4,15,5,100,8,1,1,0
"H14010-04-01","P14010-008",2,4,13,5,100,8,1,1,0
"H14010-04-01","P14010-010",1,1,70,1,100,8,1,1,0
"H14101-04-01","P14101-001",1,1,47,1,100,8,1,2,0
"H14101-04-01","P14101-002",2,2,43,1,20,8,1,2,0
"H14101-04-01","P14101-003",1,3,26,5,100,8,1,2,0
"H14101-04-01","P14101-004",2,3,22,5,100,8,1,2,0
"H14101-04-01","P14101-005",1,3,18,5,100,8,2,2,0
"H14101-04-01","P14101-006",1,3,17,5,100,8,1,2,0
"H14101-04-01","P14101-007",1,3,13,5,100,8,1,2,0
"H14101-04-01","P14101-012",1,3,6,NA,100,8,1,2,0
"H14104-04-01","P14104-001",1,1,53,1,100,4,1,1,0
"H14104-04-01","P14104-002",2,2,42,1,100,4,1,1,0
"H14104-04-01","P14104-005",1,3,16,5,100,4,1,1,0
"H14104-04-01","P14104-008",2,4,8,NA,100,4,1,1,0
"H14104-04-02","P14104-003",1,1,27,1,100,2,1,0,0
"H14104-04-02","P14104-011",2,2,21,1,100,2,1,0,0
"H14106-04-01","P14106-001",2,1,57,4,16,8,1,2,0
"H14106-04-01","P14106-002",1,3,28,1,24,8,1,2,0
"H14106-04-01","P14106-004",1,3,24,5,24,8,2,2,0
"H14106-04-01","P14106-005",2,3,23,5,100,8,2,2,0
"H14106-04-01","P14106-006",1,3,21,5,100,8,2,2,0
"H14106-04-01","P14106-007",2,3,18,5,100,8,2,2,0
"H14106-04-01","P14106-008",2,4,10,5,100,8,1,2,0
"H14106-04-01","P14106-009",2,4,8,NA,100,8,1,2,0
"H14109-04-01","P14109-007",2,1,57,4,6,5,1,1,0
"H14109-04-01","P14109-011",2,3,23,5,6,5,2,1,0
"H14109-04-01","P14109-014",2,7,20,5,6,5,2,1,0
"H14109-04-01","P14109-015",2,7,14,5,6,5,1,1,0
"H14109-04-01","P14109-033",2,7,15,5,6,5,1,1,0
"H14109-04-03","P14109-024",1,1,30,1,4,5,1,2,2
"H14109-04-03","P14109-025",2,2,30,1,4,5,1,2,2
"H14109-04-03","P14109-031",2,3,3,NA,100,5,1,2,2
"H14109-04-03","P14109-038",1,3,0,NA,100,5,1,2,2
"H14109-04-03","P14109-039",2,10,16,5,0,5,1,2,2
"H14109-04-04","P14109-001",1,1,67,1,100,9,1,1,1
"H14109-04-04","P14109-002",2,3,28,5,100,9,1,1,1
"H14109-04-04","P14109-003",2,3,26,5,100,9,1,1,1
"H14109-04-04","P14109-005",2,3,23,5,100,9,1,1,1
"H14109-04-04","P14109-006",1,4,17,5,100,9,1,1,1
"H14109-04-04","P14109-040",1,3,33,1,3,9,1,1,1
"H14109-04-04","P14109-042",1,4,1,NA,100,9,1,1,1
"H14109-04-04","P14109-045",1,8,80,5,3,9,1,1,1
"H14109-04-04","P14109-047",2,10,23,1,9,9,1,1,1
"H14110-04-01","P14110-001",2,1,58,4,21,7,1,0,0
"H14110-04-01","P14110-003",1,3,30,5,100,7,1,0,0
"H14110-04-01","P14110-005",1,3,17,5,100,7,2,0,0
"H14110-04-01","P14110-006",2,3,15,5,100,7,1,0,0
"H14110-04-01","P14110-009",2,7,25,5,100,7,1,0,0
"H14110-04-01","P14110-010",1,7,26,5,100,7,1,0,0
"H14110-04-01","P14110-023",2,7,18,5,100,7,1,0,0
"H14111-04-01","P14111-001",1,1,51,1,100,8,1,2,0
"H14111-04-01","P14111-002",2,2,48,1,100,8,1,2,0
"H14111-04-01","P14111-003",1,3,27,5,100,8,1,2,0
"H14111-04-01","P14111-004",2,3,24,5,100,8,1,2,0
"H14111-04-01","P14111-005",2,3,20,5,100,8,2,2,0
"H14111-04-01","P14111-006",1,3,17,5,100,8,2,2,0
"H14111-04-01","P14111-007",2,3,12,5,100,8,1,2,0
"H14111-04-01","P14111-008",2,3,8,NA,100,8,1,2,0
"H14201-04-01","P14201-002",2,1,51,2,100,5,1,2,0
"H14201-04-01","P14201-003",1,3,9,NA,100,5,1,2,0
"H14201-04-01","P14201-004",2,3,6,NA,100,5,1,2,0
"H14201-04-01","P14201-005",1,2,63,2,100,5,1,2,0
"H14201-04-01","P14201-006",1,3,17,5,100,5,1,2,0
"H14202-04-01","P14202-001",1,1,88,1,100,5,1,1,0
"H14202-04-01","P14202-002",2,2,89,1,100,5,1,1,0
"H14202-04-01","P14202-003",2,3,45,3,100,5,1,1,0
"H14202-04-01","P14202-004",2,4,15,5,100,5,1,1,0
"H14202-04-01","P14202-005",2,4,14,5,100,5,1,1,0
"H14203-04-01","P14203-001",1,1,34,1,100,7,1,5,1
"H14203-04-01","P14203-002",2,2,34,1,13,7,1,5,1
"H14203-04-01","P14203-003",2,3,13,5,100,7,1,5,1
"H14203-04-01","P14203-004",2,3,11,5,100,7,1,5,1
"H14203-04-01","P14203-005",1,3,9,NA,100,7,1,5,1
"H14203-04-01","P14203-006",2,3,6,NA,100,7,1,5,1
"H14203-04-01","P14203-007",2,3,0,NA,100,7,2,5,1
"H14206-04-01","P14206-001",1,1,34,1,100,9,1,6,2
"H14206-04-01","P14206-002",2,2,32,1,16,9,1,6,2
"H14206-04-01","P14206-003",1,3,15,5,100,9,1,6,2
"H14206-04-01","P14206-004",2,3,12,5,100,9,1,6,2
"H14206-04-01","P14206-005",2,3,11,5,100,9,1,6,2
"H14206-04-01","P14206-006",2,3,8,NA,100,9,1,6,2
"H14206-04-01","P14206-007",1,3,6,NA,100,9,1,6,2
"H14206-04-01","P14206-008",2,3,2,NA,100,9,1,6,2
"H14206-04-01","P14206-009",2,3,2,NA,100,9,1,6,2
