"id_hh","wgt","ea","rural"
"H22507-04-01",4703.28369140625,225,2
"H22509-04-01",2656.60278320313,225,2
"H22510-04-01",2363.982421875,225,2
"H22802-04-01",2866.5615234375,228,2
"H22803-04-01",0,228,2
"H22805-04-01",915.768249511719,228,2
"H22806-04-01",1831.53649902344,228,2
"H22807-04-01",4377.74609375,228,2
"H23101-04-01",5598.29931640625,231,2
"H23102-04-01",3941.4541015625,231,2
"H23103-04-01",3732.19970703125,231,2
"H23103-04-02",1866.09985351563,231,2
"H23104-04-01",4240.5537109375,231,2
"H23104-04-02",0,231,2
"H23105-04-01",2365.50415039063,231,2
"H23106-04-01",2799.14965820313,231,2
"H23107-04-01",2299.45483398438,231,2
"H23108-04-01",2399.27099609375,231,2
"H23109-04-01",13761.798828125,231,2
"H23109-04-02",16514.158203125,231,2
"H23109-04-03",3421.18286132813,231,2
"H23110-04-01",1478.04528808594,231,2
"H23301-04-01",377.525268554688,233,2
"H23302-04-01",2378.4091796875,233,2
"H23303-04-01",872.203125,233,2
"H23304-04-01",540.082275390625,233,2
"H23306-04-01",406.865325927734,233,2
"H23307-04-01",0,233,2
"H23308-04-01",1739.76574707031,233,2
"H23310-04-01",1887.62634277344,233,2
"H23312-04-01",0,233,2
"H23401-04-01",1390.1357421875,234,2
"H23402-04-01",1747.15100097656,234,2
"H23404-04-01",0,234,1
"H23404-04-02",0,234,1
"H23405-04-01",1281.24401855469,234,2
"H23406-04-01",3474.05224609375,234,2
"H23407-04-01",5050.68701171875,234,2
"H23407-04-02",0,234,2
"H23408-04-01",3063.08374023438,234,2
"H23410-04-01",2375.4248046875,234,2
"H23411-04-01",2402.33276367188,234,2
"H23412-04-01",2584.16967773438,234,2
"H23502-04-01",5294.18994140625,235,2
"H23503-04-01",1385.43493652344,235,2
"H23503-04-02",0,235,2
"H23503-04-03",0,235,2
"H23503-04-04",0,235,2
"H23504-04-01",2380.51025390625,235,1
"H23505-04-01",1225.3251953125,235,2
"H23506-04-01",977.750915527344,235,2
"H23506-04-02",847.384094238281,235,2
"H23507-04-01",3176.51391601563,235,1
"H23508-04-01",2774.76635742188,235,2
"H23509-04-01",6535.0673828125,235,1
"H23509-04-02",5073.521484375,235,1
"H23509-04-03",0,235,2
"H23510-04-01",9513.484375,235,1
"H23510-04-02",1849.84411621094,235,1
"H23513-04-01",1809.98278808594,235,1
"H23601-04-01",1610.66967773438,236,2
"H23601-04-02",1006.66851806641,236,2
"H23601-04-03",1006.66851806641,236,2
"H23603-04-01",615.716430664063,236,2
"H23604-04-01",2013.33703613281,236,2
"H23605-04-01",3694.29858398438,236,2
"H23606-04-01",2432.08422851563,236,2
"H23607-04-01",1693.22021484375,236,2
"H23607-04-02",4837.77197265625,236,2
"H23607-04-03",0,236,2
"H23607-04-04",2176.36596679688,236,2
"H23607-04-05",2257.626953125,236,2
"H23608-04-01",1342.22473144531,236,2
"H23610-04-01",2306.26489257813,236,2
"H23701-04-01",NA,237,2
"H23701-04-02",NA,237,2
"H23702-04-01",1561.49731445313,237,1
"H23703-04-01",1342.57055664063,237,1
"H23705-04-01",1031.552734375,237,2
"H23707-04-01",1873.79675292969,237,1
"H23708-04-01",2433.4091796875,237,2
"H23708-04-02",1609.15893554688,237,1
"H23708-04-03",3593.60546875,237,1
"H23709-04-01",2148.90869140625,237,1
"H23710-04-01",0,237,2
"H23710-04-02",945.649597167969,237,1
"H23801-04-01",596.450988769531,238,1
"H23802-04-01",1670.63195800781,238,1
"H23804-04-01",467.037811279297,238,2
"H23806-04-01",640.852355957031,238,1
"H23806-04-02",183.100662231445,238,1
"H23808-04-01",0,238,1
"H23809-04-01",447.338256835938,238,1
"H23810-04-01",382.202239990234,238,1
"H23811-04-01",NA,238,1
"H23812-04-01",0,238,1
"H23813-04-01",0,238,1
"H23901-04-01",2510.00024414063,239,2
"H23902-04-01",2184.45703125,239,2
"H23903-04-01",4061.4921875,239,2
"H23904-04-01",3276.68530273438,239,2
"H23905-04-01",0,239,2
"H23905-04-02",0,239,2
"H23906-04-01",627.500061035156,239,2
"H23907-04-01",3102.724609375,239,2
"H23908-04-01",0,239,2
"H23909-04-01",5506.302734375,239,2
"H24201-04-01",1773.29431152344,242,1
"H24202-04-01",7357.10595703125,242,1
"H24203-04-01",2058.84814453125,242,1
"H24203-04-02",1098.05224609375,242,1
"H24204-04-01",2350.6357421875,242,1
"H24205-04-01",0,242,2
"H24205-04-02",971.154479980469,242,2
"H24206-04-01",4559.89990234375,242,2
"H24207-04-01",943.359008789063,242,2
"H24208-04-01",4317.494140625,242,2
"H24209-04-01",1882.37536621094,242,2
"H24209-04-02",1647.07849121094,242,2
"H24210-04-01",1813.34753417969,242,1
"H24210-04-02",0,242,1
"H24401-04-01",5516.41943359375,244,2
"H24401-04-02",4498.57958984375,244,2
"H24401-04-03",16549.2578125,244,2
"H24403-04-01",6719.67333984375,244,2
"H24403-04-02",2239.89111328125,244,2
"H24407-04-01",2517.89428710938,244,2
"H24408-04-01",0,244,2
"H24409-04-01",1831.19592285156,244,2
"H24411-04-01",3554.85571289063,244,2
"H24502-04-01",1130.45483398438,245,2
"H24505-04-01",691.428771972656,245,2
"H24506-04-01",518.571594238281,245,2
"H24506-04-02",2074.28637695313,245,2
"H24507-04-01",2071.88598632813,245,2
"H24509-04-01",1614.93542480469,245,1
"H24510-04-01",1521.14343261719,245,2
"H24511-04-01",298.719360351563,245,2
"H24512-04-01",1185.30651855469,245,1
"H24601-04-01",2713.24780273438,246,2
"H24603-04-01",9920.294921875,246,2
"H24604-04-01",4083.00512695313,246,2
"H24605-04-01",9086.1376953125,246,2
"H24606-04-01",8496.416015625,246,2
"H24608-04-01",2834.36987304688,246,2
"H24610-04-01",8921.2373046875,246,2
"H24801-04-01",0,248,2
"H24802-04-01",11997.830078125,248,2
"H24802-04-02",1774.34594726563,248,2
"H24803-04-01",11346.8779296875,248,2
"H24804-04-01",9463.177734375,248,2
"H24805-04-01",1142.65051269531,248,2
"H24806-04-01",3785.27124023438,248,2
"H24808-04-01",3408.0068359375,248,2
"H24809-04-01",799.855346679688,248,2
"H24811-04-01",2908.38110351563,248,2
"H25001-04-01",1789.84448242188,250,2
"H25002-04-01",2982.6318359375,250,2
"H25003-04-01",0,250,2
"H25004-04-01",1361.54553222656,250,2
"H25005-04-01",2851.63916015625,250,2
"H25006-04-01",13508.423828125,250,2
"H25008-04-01",1864.14489746094,250,2
"H25009-04-01",2042.318359375,250,2
"H25011-04-01",907.697082519531,250,2
"H25201-04-01",7360.888671875,252,2
"H25201-04-02",3271.50610351563,252,2
"H25202-04-01",8579.9853515625,252,2
"H25203-04-01",0,252,2
"H25204-04-01",0,252,2
"H25204-04-02",0,252,2
"H25207-04-01",0,252,1
"H25208-04-01",0,252,2
"H25209-04-01",0,252,2
"H25210-04-01",3680.4443359375,252,2
"H25401-04-01",872.087646484375,254,2
"H25402-04-01",5574.06884765625,254,2
"H25402-04-02",0,254,2
"H25403-04-01",1055.55004882813,254,2
"H25403-04-02",2111.10009765625,254,2
"H25404-04-01",1318.94873046875,254,2
"H25406-04-01",1486.41821289063,254,2
"H25407-04-01",4222.2001953125,254,2
"H25408-04-01",234.566665649414,254,2
"H25408-04-02",NA,254,1
"H25409-04-01",3270.32861328125,254,2
"H25409-04-02",1308.13146972656,254,2
"H25409-04-03",1308.13146972656,254,2
"H25410-04-01",4396.49609375,254,2
"H25410-04-02",0,254,1
"H25601-04-01",7160.7900390625,256,2
"H25602-04-01",8054.931640625,256,2
"H25603-04-01",5369.9541015625,256,2
"H25605-04-01",7428.15869140625,256,2
"H25606-04-01",1180.73522949219,256,2
"H25607-04-01",2929.06591796875,256,2
"H25608-04-01",4729.58203125,256,2
"H25609-04-01",7249.43701171875,256,2
"H25609-04-02",0,256,2
"H25609-04-04",0,256,1
"H25609-04-05",NA,256,2
"H25609-04-06",NA,256,1
"H25609-04-07",NA,256,2
"H25610-04-01",5569.50341796875,256,2
"H25610-04-02",0,256,2
"H25610-04-03",0,256,2
"H25701-04-01",5585.50732421875,257,1
"H25702-04-01",4076.8515625,257,2
"H25702-04-02",4756.3271484375,257,1
"H25703-04-02",1644.35803222656,257,2
"H25703-04-03",0,257,2
"H25704-04-01",8518.904296875,257,2
"H25705-04-01",4262.8076171875,257,1
"H25705-04-02",1776.169921875,257,1
"H25706-04-01",3170.88452148438,257,1
"H25706-04-02",0,257,2
"H25706-04-03",0,257,2
"H25706-04-04",0,257,1
"H25707-04-01",7612.15673828125,257,1
"H25708-04-01",4780.85498046875,257,1
"H25709-04-01",2947.76293945313,257,2
"H25901-04-01",0,259,2
"H25902-04-01",NA,259,2
"H25903-04-01",NA,259,2
"H25903-04-02",0,259,2
"H25903-04-03",NA,259,2
"H25903-04-04",NA,259,2
"H25903-04-05",NA,259,1
"H25904-04-01",NA,259,2
"H25905-04-01",NA,259,2
"H25906-04-01",NA,259,2
"H25906-04-02",NA,259,2
"H25907-04-01",NA,259,2
"H25908-04-01",NA,259,2
"H25909-04-01",NA,259,2
"H25910-04-01",NA,259,2
"H25910-04-02",1977.47290039063,259,1
"H25910-04-03",NA,259,1
"H26008-04-01",3254.62255859375,260,1
"H26009-04-01",27408.697265625,260,1
"H26009-04-02",0,260,1
"H26009-04-03",0,260,1
"H26009-04-04",0,260,2
"H26009-04-05",0,260,2
"H26009-04-06",0,260,1
"H26010-04-01",3804.90356445313,260,1
"H26012-04-01",0,260,1
"H26102-04-02",4786.373046875,261,2
"H26106-04-01",19145.4921875,261,2
"H26106-04-02",6381.83056640625,261,2
"H26107-04-01",5888.74560546875,261,2
"H26108-04-01",7126.28466796875,261,2
"H26109-04-01",0,261,2
"H26110-04-01",3373.97338867188,261,2
"H26111-04-01",6694.89990234375,261,2
"H26201-04-01",0,262,2
"H26201-04-03",0,262,2
"H26202-04-01",0,262,2
"H26203-04-01",4890.72802734375,262,2
"H26203-04-02",0,262,2
"H26204-04-01",7867.9453125,262,2
"H26205-04-01",0,262,2
"H26206-04-01",0,262,2
"H26206-04-02",0,262,1
"H26207-04-01",16471.6796875,262,2
"H26208-04-01",4717.05224609375,262,2
"H26209-04-01",13057.7802734375,262,2
"H26209-04-02",0,262,2
"H26209-04-03",5803.45751953125,262,2
"H26209-04-04",0,262,2
"H26209-04-05",0,262,1
"H26210-04-01",4941.50390625,262,2
"H26302-04-01",21388.7265625,263,2
"H26304-04-01",4459.494140625,263,2
"H26305-04-01",5482.263671875,263,2
"H26306-04-01",0,263,2
"H26307-04-01",3980.62817382813,263,2
"H26308-04-01",4277.7451171875,263,2
"H26309-04-01",1037.3369140625,263,2
"H26311-04-01",7644.84716796875,263,2
"H26403-04-01",6741.2060546875,264,2
"H26405-04-01",3020.86743164063,264,2
"H26406-04-01",9670.35546875,264,2
"H26407-04-01",9062.6015625,264,1
"H26410-04-01",16098.611328125,264,2
"H26411-04-01",10363.45703125,264,2
"H26411-04-03",6129.90087890625,264,2
"H26411-04-04",0,264,2
"H26416-04-01",9055.4677734375,264,2
"H26501-04-01",6524.79638671875,265,1
"H26502-04-01",1244.916015625,265,1
"H26502-04-02",0,265,2
"H26502-04-03",778.072509765625,265,2
"H26503-04-01",835.780395507813,265,1
"H26504-04-01",6524.79638671875,265,1
"H26505-04-01",1666.85290527344,265,1
"H26506-04-01",0,265,1
"H26507-04-01",1064.03295898438,265,1
"H26509-04-01",742.915893554688,265,1
"H26511-04-01",2315.07348632813,265,1
"H26511-04-02",1389.04406738281,265,1
"H26602-04-01",4530.7373046875,266,2
"H26602-04-02",0,266,1
"H26603-04-01",10798.712890625,266,2
"H26603-04-02",5399.3564453125,266,2
"H26603-04-03",0,266,2
"H26604-04-01",6086.1435546875,266,1
"H26605-04-01",1174.77526855469,266,1
"H26607-04-01",3775.61450195313,266,1
"H26608-04-01",9061.474609375,266,1
"H26609-04-01",11231.8095703125,266,1
"H26610-04-01",0,266,1
"H27004-04-01",1960.84899902344,270,1
"H27005-04-01",2566.76782226563,270,1
"H27006-04-01",2719.30517578125,270,1
"H27006-04-02",1235.60278320313,270,1
"H27007-04-01",4455.86328125,270,1
"H27008-04-01",2643.76904296875,270,2
"H27010-04-01",2651.3173828125,270,1
"H27010-04-02",0,270,1
"H27010-04-03",4517.6640625,270,1
"H27102-04-01",2589.20385742188,271,1
"H27103-04-01",1516.98645019531,271,1
"H27104-04-01",2259.1982421875,271,1
"H27106-04-01",3414.23168945313,271,1
"H27106-04-02",NA,271,1
"H27106-04-03",0,271,1
"H27107-04-01",647.300964355469,271,1
"H27108-04-01",0,271,1
"H27110-04-01",2265.55346679688,271,1
"H27401-04-01",0,274,1
"H27402-04-01",3817.25708007813,274,2
"H27402-04-02",1272.41906738281,274,2
"H27403-04-01",2819.3212890625,274,2
"H27404-04-01",9124.0224609375,274,2
"H27404-04-02",0,274,2
"H27406-04-01",11777.5654296875,274,2
"H27407-04-01",6970.18017578125,274,2
"H27408-04-01",11041.4677734375,274,2
"H27409-04-01",12268.2978515625,274,2
"H27410-04-01",17288.46875,274,2
"H27801-04-01",2856.11767578125,278,2
"H27802-04-01",6234.919921875,278,2
"H27803-04-01",0,278,2
"H27804-04-01",0,278,2
"H27805-04-01",14641.3583984375,278,2
"H27805-04-02",0,278,2
"H27806-04-01",0,278,2
"H27806-04-02",0,278,2
"H27807-04-01",8774.6435546875,278,2
"H27808-04-01",7435.05078125,278,2
"H27808-04-02",0,278,2
"H27810-04-01",3427.34130859375,278,2
"H27901-04-01",0,279,2
"H27902-04-01",0,279,2
"H27903-04-01",0,279,2
"H27904-04-01",0,279,2
"H27905-04-01",18496.69921875,279,2
"H27906-04-01",19032.224609375,279,2
"H27907-04-01",20723.978515625,279,2
"H27907-04-02",6661.27880859375,279,2
"H27908-04-01",0,279,2
"H27908-04-02",0,279,2
"H27909-04-01",13322.5576171875,279,2
"H27910-04-01",4385.34912109375,279,2
"H28003-04-01",0,280,1
"H28006-04-01",2052.55249023438,280,1
"H28007-04-01",3146.6337890625,280,1
"H28102-04-01",11577.73828125,281,2
"H28104-04-01",17805.330078125,281,2
"H28105-04-01",12874.287109375,281,2
"H28106-04-01",6738.1376953125,281,2
"H28107-04-01",12982.0908203125,281,2
"H28108-04-01",9004.908203125,281,2
"H28108-04-02",0,281,1
"H28109-04-01",NA,281,2
"H28109-04-02",9270.2314453125,281,2
"H28110-04-01",0,281,2
"H28202-04-01",14237.875,282,2
"H28205-04-01",8980.1533203125,282,2
"H28205-04-02",5388.09228515625,282,2
"H28206-04-01",6172.025390625,282,2
"H28206-04-02",0,282,2
"H28207-04-01",0,282,2
"H28207-04-02",0,282,2
"H28209-04-01",6172.025390625,282,2
"H28210-04-01",5610.9326171875,282,2
"H28211-04-01",0,282,2
"H28307-04-01",0,283,2
"H28309-04-01",0,283,2
"H28310-04-01",2436.41650390625,283,2
"H28501-04-01",NA,285,2
"H28502-04-01",NA,285,2
"H28503-04-01",NA,285,2
"H28504-04-01",NA,285,2
"H28505-04-01",NA,285,2
"H28505-04-02",0,285,2
"H28505-04-03",NA,285,2
"H28506-04-01",NA,285,2
"H28508-04-01",NA,285,2
"H28509-04-01",NA,285,2
"H28510-04-01",NA,285,2
"H28511-04-01",NA,285,2
"H28511-04-02",NA,285,1
"H28702-04-01",21830.220703125,287,1
"H28703-04-01",6367.1474609375,287,1
"H28705-04-01",0,287,1
"H28706-04-01",25468.58984375,287,1
"H28709-04-01",3374.54711914063,287,1
"H28710-04-01",6645.27490234375,287,1
"H28803-04-01",0,288,2
"H28805-04-01",17514.00390625,288,1
"H28807-04-01",4349.4248046875,288,2
"H28810-04-01",21278.5078125,288,2
"H29002-04-01",25299.763671875,290,2
"H29003-04-01",28854.41015625,290,2
"H29004-04-01",14074.7099609375,290,2
"H29005-04-01",21083.13671875,290,2
"H29006-04-01",0,290,2
"H29101-04-01",10405.6689453125,291,2
"H29202-04-01",1989.97412109375,292,1
"H29203-04-01",0,292,1
"H29205-04-01",0,292,1
"H29208-04-01",2166.47924804688,292,1
"H29209-04-01",580.4091796875,292,1
"H29210-04-01",257.959625244141,292,1
"H29210-04-02",0,292,1
"H29401-04-01",278.593475341797,294,1
"H29402-04-01",1949.44482421875,294,1
"H29403-04-01",2469.17626953125,294,1
"H29404-04-01",1337.24853515625,294,1
"H29405-04-01",456.125915527344,294,1
"H29406-04-01",0,294,1
"H29407-04-01",2075.05688476563,294,1
"H29408-04-01",513.141662597656,294,1
"H29409-04-01",1114.37390136719,294,1
"H29410-04-01",835.780395507813,294,1
"H29410-04-02",0,294,1
"H29501-04-01",2580.59619140625,295,2
"H29502-04-01",6513.34912109375,295,2
"H29503-04-01",7816.0185546875,295,2
"H29504-04-01",7235.9814453125,295,2
"H29505-04-01",2261.244140625,295,2
"H29507-04-01",6881.58984375,295,2
"H29508-04-01",0,295,2
"H29509-04-01",2906.96801757813,295,2
"H29511-04-01",5120.61962890625,295,2
"H29602-04-01",2898.11962890625,296,2
"H29602-04-02",0,296,2
"H29602-04-03",0,296,2
"H29603-04-01",2650.69116210938,296,2
"H29603-04-02",1325.34558105469,296,1
"H29604-04-01",2264.712890625,296,2
"H29604-04-02",0,296,2
"H29604-04-03",0,296,2
"H29605-04-01",9161.4677734375,296,2
"H29606-04-01",3976.03662109375,296,1
"H29607-04-01",6998.78515625,296,2
"H29608-04-01",7634.556640625,296,2
"H29608-04-02",0,296,2
"H29609-04-01",2309.74609375,296,2
"H29609-04-02",0,296,2
"H29610-04-01",2300.09497070313,296,1
"H29611-04-01",0,296,2
"H29701-04-01",9979.3876953125,297,2
"H29702-04-01",5256.08447265625,297,2
"H29702-04-02",0,297,2
"H29703-04-01",7569.322265625,297,2
"H29704-04-01",1628.45190429688,297,2
"H29705-04-01",3604.43896484375,297,2
"H29706-04-01",2864.4873046875,297,2
"H29706-04-02",0,297,2
"H29706-04-03",0,297,2
"H29707-04-01",4071.12963867188,297,2
"H29707-04-02",0,297,2
"H29707-04-03",0,297,1
"H29707-04-04",0,297,2
"H29708-04-01",3645.83471679688,297,2
"H29709-04-01",9773.3212890625,297,2
"H29709-04-02",3854.9912109375,297,2
"H29710-04-01",1682.07165527344,297,2
"H29710-04-02",0,297,1
"H29710-04-03",2456.6875,297,1
"H29801-04-01",4523.12109375,298,1
"H29802-04-01",7476.10693359375,298,1
"H29803-04-01",4021.71875,298,1
"H29803-04-02",0,298,1
"H29805-04-01",0,298,1
"H29806-04-01",2194.85815429688,298,1
"H29807-04-01",5538.51611328125,298,2
"H29807-04-02",3876.96118164063,298,1
"H29809-04-01",2435.30688476563,298,1
"H29810-04-01",3765.9990234375,298,2
"H29810-04-02",0,298,1
"H29901-04-01",3238.14013671875,299,2
"H29902-04-01",0,299,2
"H29902-04-02",10793.7998046875,299,2
"H29902-04-05",0,299,2
"H29902-04-06",0,299,2
"H29902-04-07",0,299,1
"H29903-04-01",7994.763671875,299,2
"H29903-04-02",4663.6123046875,299,2
"H29904-04-01",4934.30908203125,299,2
"H29905-04-01",6718.09130859375,299,2
"H29906-04-01",0,299,2
"H29906-04-02",0,299,2
"H29907-04-01",6660.5244140625,299,2
"H29908-04-01",16198.068359375,299,2
"H29908-04-02",0,299,2
"H29909-04-01",3439.91796875,299,2
"H29909-04-02",0,299,2
"H29910-04-01",3228.65454101563,299,2
"H30002-04-01",4958.6220703125,300,1
"H30002-04-02",0,300,2
"H30006-04-01",2365.23388671875,300,2
"H30008-04-01",2475.82983398438,300,1
"H30008-04-02",176.844970703125,300,1
"H30009-04-01",3406.21020507813,300,2
"H30010-04-01",2150.21264648438,300,1
"H30012-04-01",2166.35083007813,300,1
"H30302-04-01",2126.2490234375,303,2
"H30303-04-01",1794.73046875,303,2
"H30304-04-01",3606.24340820313,303,2
"H30306-04-01",2596.49536132813,303,2
"H30307-04-01",1597.25329589844,303,2
"H30308-04-01",1511.13635253906,303,2
"H30309-04-01",1982.48327636719,303,2
"H30309-04-02",0,303,2
"H30309-04-03",0,303,1
"H30310-04-01",0,303,2
"H30402-04-01",612.169494628906,304,2
"H30403-04-01",3042.90063476563,304,2
"H30404-04-01",0,304,2
"H30405-04-01",2380.6591796875,304,2
"H30406-04-01",904.262878417969,304,2
"H30407-04-01",1666.94458007813,304,2
"H30408-04-01",16198.068359375,304,2
"H30408-04-02",NA,304,2
"H30409-04-01",7400.0703125,304,2
"H30411-04-01",3912.30078125,304,2
"H30412-04-01",9257.3740234375,304,2
"H30502-04-01",781.930114746094,305,1
"H30502-04-02",0,305,1
"H30502-04-03",0,305,1
"H30503-04-01",0,305,2
"H30504-04-01",2004.06213378906,305,1
"H30505-04-01",1002.03106689453,305,1
"H30507-04-01",1671.56079101563,305,1
"H30509-04-01",1410.197265625,305,1
"H30510-04-01",781.930114746094,305,1
"H30511-04-01",1064.29370117188,305,1
"H30511-04-02",444.118591308594,305,1
"H30511-04-03",NA,305,2
"H30602-04-01",6007.337890625,306,2
"H30603-04-01",2643.59130859375,306,2
"H30604-04-01",3304.48901367188,306,2
"H30605-04-01",8686.6640625,306,2
"H30605-04-02",0,306,1
"H30605-04-03",0,306,2
"H30607-04-01",2832.41918945313,306,2
"H30608-04-01",1699.45153808594,306,2
"H30610-04-01",3084.18994140625,306,2
"H30701-04-01",16198.068359375,307,2
"H30701-04-03",8099.0341796875,307,2
"H30701-04-04",NA,307,1
"H30702-04-01",5925.62646484375,307,2
"H30702-04-02",2765.29223632813,307,2
"H30702-04-03",2765.29223632813,307,2
"H30703-04-01",2799.52587890625,307,2
"H30703-04-02",1333.10754394531,307,2
"H30704-04-01",1382.64611816406,307,2
"H30706-04-01",0,307,1
"H30706-04-03",0,307,1
"H30706-04-04",0,307,2
"H30707-04-01",6059.1943359375,307,2
"H30708-04-01",2262.51196289063,307,2
"H30709-04-01",6885.4482421875,307,2
"H30710-04-01",2581.6884765625,307,2
"H30802-04-01",2103.28881835938,308,1
"H30803-04-01",7107.88427734375,308,2
"H30805-04-01",4976.84912109375,308,2
"H30805-04-02",995.369812011719,308,2
"H30806-04-01",13498.3896484375,308,2
"H30806-04-02",5736.2421875,308,2
"H30807-04-01",6372.72802734375,308,2
"H30809-04-01",3365.26196289063,308,2
"H30810-04-01",9559.091796875,308,2
"H30811-04-01",2103.28881835938,308,2
"H30901-04-01",2308.47509765625,309,2
"H30901-04-02",0,309,1
"H30903-04-01",1773.52490234375,309,1
"H30904-04-01",16198.068359375,309,1
"H30905-04-01",5100.47265625,309,2
"H30905-04-02",3643.19458007813,309,2
"H30906-04-01",1154.23754882813,309,2
"H30906-04-02",0,309,2
"H30907-04-01",2069.71264648438,309,2
"H30908-04-01",6071.99072265625,309,2
"H30909-04-01",3339.59521484375,309,2
"H30910-04-01",1520.16430664063,309,2
"H30910-04-02",0,309,1
"H30911-04-01",2185.91674804688,309,2
"H31001-04-01",3074.77392578125,310,2
"H31003-04-01",3929.13940429688,310,2
"H31004-04-01",3030.69018554688,310,2
"H31004-04-02",0,310,2
"H31005-04-02",0,310,1
"H31006-04-01",6111.99462890625,310,2
"H31007-04-01",7174.47265625,310,2
"H31008-04-01",2273.017578125,310,2
"H31010-04-01",2525.5751953125,310,2
"H31101-04-01",0,311,1
"H31101-04-02",0,311,1
"H31101-04-03",0,311,1
"H31102-04-01",754.795776367188,311,2
"H31103-04-01",5568.5078125,311,2
"H31105-04-01",4227.98583984375,311,2
"H31107-04-01",2450.47973632813,311,2
"H31108-04-01",6262.75390625,311,2
"H31109-04-01",4592.68701171875,311,2
"H31109-04-02",4920.73583984375,311,2
"H31109-04-03",2995.03100585938,311,2
"H31110-04-01",1948.9775390625,311,2
"H31701-04-01",5576.11279296875,317,2
"H31702-04-01",4779.52490234375,317,2
"H31703-04-01",2409.05908203125,317,2
"H31703-04-02",2409.05908203125,317,2
"H31703-04-03",0,317,1
"H31704-04-01",5221.556640625,317,2
"H31706-04-01",11042.2177734375,317,2
"H31706-04-02",NA,317,2
"H31707-04-01",0,317,2
"H31708-04-01",0,317,2
"H31709-04-01",0,317,2
"H31710-04-01",3110.51684570313,317,2
"H31901-04-01",0,319,2
"H31902-04-01",3397.94165039063,319,2
"H31903-04-01",5656.68359375,319,2
"H31904-04-01",0,319,2
"H31907-04-01",0,319,2
"H31908-04-01",5185.1162109375,319,2
"H31909-04-01",0,319,2
"H31910-04-01",0,319,2
"H32101-04-01",24519.603515625,321,2
"H32102-04-01",10216.501953125,321,2
"H32103-04-01",4107.330078125,321,2
"H32104-04-01",3276.04223632813,321,2
"H32104-04-02",6552.08447265625,321,2
"H32105-04-01",6155.4580078125,321,2
"H32106-04-01",8757.001953125,321,2
"H32106-04-02",0,321,1
"H32106-04-03",0,321,1
"H32106-04-04",0,321,1
"H32106-04-05",0,321,1
"H32108-04-01",7544.07568359375,321,2
"H32109-04-01",7528.5234375,321,2
"H32201-04-01",10349.490234375,322,2
"H32202-04-01",1000.91644287109,322,2
"H32203-04-01",5281.283203125,322,2
"H32204-04-01",4503.58935546875,322,2
"H32205-04-01",0,322,2
"H32205-04-02",0,322,2
"H32206-04-01",4321.0498046875,322,2
"H32207-04-01",7006.4150390625,322,1
"H32209-04-01",14083.421875,322,2
"H32209-04-02",0,322,2
"H32401-04-01",NA,324,1
"H32402-04-01",NA,324,1
"H32403-04-01",NA,324,1
"H32404-04-01",NA,324,1
"H32405-04-01",NA,324,1
"H32406-04-01",NA,324,1
"H32407-04-01",NA,324,1
"H32408-04-01",NA,324,1
"H32409-04-01",NA,324,1
"H32410-04-01",NA,324,1
"H32501-04-01",NA,325,2
"H32502-04-01",NA,325,1
"H32503-04-01",NA,325,1
"H32504-04-01",NA,325,2
"H32505-04-01",NA,325,1
"H32506-04-01",NA,325,1
"H32507-04-01",NA,325,2
"H32508-04-01",NA,325,1
"H32509-04-01",NA,325,1
"H32510-04-01",NA,325,1
"H32601-04-01",NA,326,1
"H32602-04-01",NA,326,1
"H32603-04-01",NA,326,1
"H32604-04-01",NA,326,1
"H32605-04-01",NA,326,1
"H32606-04-01",NA,326,1
"H32607-04-01",NA,326,1
"H32608-04-01",NA,326,1
"H32609-04-01",NA,326,1
"H32610-04-01",NA,326,1
"H32701-04-01",NA,327,1
"H32702-04-01",NA,327,1
"H32703-04-01",NA,327,1
"H32704-04-01",NA,327,1
"H32705-04-01",NA,327,1
"H32707-04-01",NA,327,1
"H32708-04-01",NA,327,1
"H32709-04-01",NA,327,1
"H32710-04-01",NA,327,1
"H32801-04-01",NA,328,1
"H32802-04-01",NA,328,1
"H32803-04-01",NA,328,1
"H32804-04-01",NA,328,1
"H32805-04-01",NA,328,1
"H32806-04-01",NA,328,1
"H32807-04-01",NA,328,1
"H32810-04-01",NA,328,1
"H32901-04-01",NA,329,1
"H32902-04-01",NA,329,1
"H32903-04-01",NA,329,1
"H32904-04-01",NA,329,1
"H32905-04-01",NA,329,1
"H32906-04-01",NA,329,1
"H32907-04-01",NA,329,1
"H32908-04-01",NA,329,1
"H32909-04-01",NA,329,1
"H32910-04-01",NA,329,2
"H33001-04-01",NA,330,1
"H33002-04-01",NA,330,1
"H33003-04-01",NA,330,1
"H33004-04-01",NA,330,1
"H33005-04-01",NA,330,2
"H33008-04-01",NA,330,1
"H33101-04-01",NA,331,1
"H33102-04-01",NA,331,1
"H33103-04-01",NA,331,1
"H33104-04-01",NA,331,1
"H33105-04-01",NA,331,1
"H33106-04-01",NA,331,1
"H33107-04-01",NA,331,1
"H33108-04-01",NA,331,1
"H33109-04-01",NA,331,1
"H33110-04-01",NA,331,1
"H33201-04-01",NA,332,1
"H33202-04-01",NA,332,1
"H33203-04-01",NA,332,1
"H33204-04-01",NA,332,1
"H33205-04-01",NA,332,1
"H33206-04-01",NA,332,1
"H33208-04-01",NA,332,1
"H33209-04-01",NA,332,1
"H33210-04-01",NA,332,1
"H33301-04-01",NA,333,1
