"id_hh","wgt","ea","rural"
"H13108-04-01",1971.26916503906,131,2
"H13108-04-02",0,131,2
"H13109-04-01",25068.408203125,131,2
"H13111-04-01",7885.07666015625,131,2
"H13202-04-01",4722.96630859375,132,1
"H13203-04-01",0,132,1
"H13204-04-01",3725.19653320313,132,1
"H13205-04-02",5371.80224609375,132,1
"H13205-04-04",0,132,2
"H13207-04-01",6498.970703125,132,1
"H13208-04-01",2791.69799804688,132,2
"H13208-04-02",0,132,2
"H13209-04-01",3722.26440429688,132,1
"H13210-04-01",2603.24340820313,132,1
"H13303-04-01",1497.29272460938,133,2
"H13306-04-01",510.370666503906,133,2
"H13307-04-01",910.321533203125,133,2
"H13307-04-02",3186.12548828125,133,2
"H13308-04-01",2846.23486328125,133,2
"H13309-04-01",2551.85327148438,133,2
"H13310-04-01",12534.2041015625,133,2
"H13310-04-02",8386.6630859375,133,2
"H13310-04-03",2795.55419921875,133,2
"H13310-04-04",2329.62866210938,133,2
"H13310-04-05",0,133,2
"H13310-04-06",0,133,2
"H13310-04-07",8356.1357421875,133,2
"H13311-04-01",0,133,2
"H14001-04-01",2011.43176269531,140,2
"H14002-04-01",5028.5791015625,140,2
"H14003-04-01",1369.28820800781,140,2
"H14003-04-02",730.287109375,140,2
"H14003-04-03",1701.7109375,140,2
"H14004-04-01",3041.73583984375,140,2
"H14004-04-02",1267.39001464844,140,2
"H14004-04-03",0,140,2
"H14005-04-01",3419.259765625,140,2
"H14006-04-01",5509.20751953125,140,2
"H14006-04-02",1606.85205078125,140,2
"H14007-04-01",442.217254638672,140,2
"H14008-04-01",2112.00341796875,140,2
"H14008-04-02",586.667602539063,140,2
"H14009-04-01",3979.955078125,140,2
"H14010-04-01",3326.89868164063,140,2
"H14101-04-01",1662.73168945313,141,1
"H14104-04-01",544.185241699219,141,2
"H14104-04-02",0,141,1
"H14106-04-01",3514.97607421875,141,1
"H14109-04-01",3481.50024414063,141,2
"H14109-04-03",2811.41772460938,141,1
"H14109-04-04",NA,141,2
"H14110-04-01",1147.74719238281,141,1
"H14111-04-01",1662.73168945313,141,1
"H14201-04-01",0,142,2
"H14202-04-01",934.091247558594,142,2
"H14203-04-01",3946.90747070313,142,2
"H14206-04-01",1841.89025878906,142,2
"H14207-04-01",3056.8330078125,142,2
"H14207-04-02",0,142,2
"H14207-04-03",873.380798339844,142,2
"H14208-04-01",3856.029296875,142,2
"H14209-04-01",1137.13061523438,142,2
"H14210-04-01",4127.36279296875,142,2
"H14301-04-01",3511.548828125,143,2
"H14301-04-02",0,143,2
"H14302-04-01",9791.6025390625,143,2
"H14302-04-02",2106.92895507813,143,2
"H14302-04-03",4895.80126953125,143,2
"H14302-04-04",0,143,2
"H14303-04-01",2089.43359375,143,2
"H14304-04-01",0,143,2
"H14304-04-02",0,143,2
"H14304-04-03",0,143,2
"H14304-04-04",0,143,2
"H14305-04-01",0,143,2
"H14306-04-01",3146.5810546875,143,2
"H14306-04-02",1011.40106201172,143,2
"H14307-04-01",6620.07958984375,143,2
"H14308-04-01",3146.5810546875,143,2
"H14308-04-02",1618.24169921875,143,2
"H14309-04-01",13485.34765625,143,2
"H14309-04-02",8000.58154296875,143,2
"H14309-04-03",0,143,2
"H14309-04-04",4045.60424804688,143,2
"H14309-04-05",13853.5263671875,143,2
"H14310-04-01",3047.09057617188,143,2
"H14401-04-01",514.15234375,144,2
"H14402-04-01",7712.28662109375,144,2
"H14402-04-02",1185.36267089844,144,2
"H14403-04-01",1820.85217285156,144,2
"H14404-04-01",904.406921386719,144,2
"H14404-04-02",0,144,2
"H14404-04-03",0,144,2
"H14405-04-01",864.0068359375,144,2
"H14406-04-01",3018.9287109375,144,2
"H14407-04-01",984.625122070313,144,2
"H14407-04-02",0,144,2
"H14408-04-01",1843.89770507813,144,2
"H14409-04-01",796.622802734375,144,2
"H14410-04-02",2953.87548828125,144,2
"H14601-04-01",6160.3720703125,146,1
"H14606-04-01",0,146,1
"H14612-04-01",770.046508789063,146,1
"H14801-04-01",7310.7490234375,148,2
"H14801-04-02",0,148,2
"H14802-04-01",1516.74353027344,148,2
"H14803-04-01",6199.51806640625,148,2
"H14804-04-01",2759.2158203125,148,2
"H14805-04-01",6167.71142578125,148,2
"H14806-04-01",6494.7333984375,148,2
"H14806-04-02",3350.76025390625,148,2
"H14806-04-03",1979.82360839844,148,2
"H14807-04-01",2361.72143554688,148,2
"H14807-04-02",2066.50610351563,148,2
"H14808-04-01",5399.5185546875,148,2
"H14808-04-02",0,148,2
"H14809-04-01",5242.2548828125,148,2
"H14810-04-01",4723.44287109375,148,2
"H14903-04-01",2416.18603515625,149,2
"H14903-04-02",1812.13940429688,149,2
"H14904-04-01",3433.69482421875,149,2
"H14906-04-01",7855.50439453125,149,2
"H14906-04-02",5891.62841796875,149,2
"H14907-04-01",3397.76123046875,149,2
"H14908-04-01",5143.31005859375,149,2
"H14910-04-01",3214.56884765625,149,2
"H15002-04-01",4012.38403320313,150,2
"H15003-04-01",5349.84521484375,150,2
"H15004-04-01",6170.62060546875,150,2
"H15005-04-01",9152.2578125,150,2
"H15006-04-01",2288.064453125,150,2
"H15007-04-01",4480.43798828125,150,2
"H15007-04-02",3213.62622070313,150,2
"H15008-04-01",20077.724609375,150,2
"H15008-04-02",10038.8623046875,150,2
"H15009-04-01",5948.95556640625,150,2
"H15010-04-01",3188.80126953125,150,2
"H15101-04-01",NA,151,2
"H15102-04-01",2799.35424804688,151,2
"H15102-04-02",0,151,1
"H15103-04-01",3265.91333007813,151,2
"H15104-04-01",1523.82458496094,151,2
"H15105-04-01",3110.39379882813,151,2
"H15106-04-01",1781.46789550781,151,2
"H15107-04-01",4457.17822265625,151,2
"H15108-04-01",6685.76708984375,151,2
"H15109-04-01",5635.970703125,151,2
"H15109-04-02",1972.58984375,151,2
"H15110-04-01",7957.1201171875,151,2
"H15301-04-01",0,153,2
"H15301-04-02",0,153,2
"H15302-04-01",3943.19677734375,153,2
"H15304-04-01",5617.82958984375,153,2
"H15305-04-01",1499.82336425781,153,2
"H15306-04-01",4012.73510742188,153,2
"H15308-04-01",1872.60986328125,153,2
"H15309-04-01",3513.90942382813,153,2
"H15309-04-02",1561.73754882813,153,2
"H15310-04-01",2329.86938476563,153,2
"H15502-04-01",1502.59033203125,155,2
"H15503-04-01",1878.23779296875,155,2
"H15504-04-01",1676.55004882813,155,2
"H15505-04-01",5588.50048828125,155,2
"H15505-04-02",0,155,2
"H15506-04-01",7512.951171875,155,2
"H15508-04-01",2782.162109375,155,2
"H15509-04-01",1310.70812988281,155,2
"H15510-04-01",1712.35656738281,155,2
"H15902-04-01",1867.35241699219,159,2
"H15903-04-01",2828.93334960938,159,2
"H15904-04-01",3468.88354492188,159,2
"H15905-04-01",3468.88354492188,159,2
"H15907-04-01",2454.76171875,159,2
"H15907-04-02",1472.85693359375,159,2
"H15908-04-01",5298.11181640625,159,2
"H15909-04-01",4218.25,159,2
"H15909-04-02",4295.1962890625,159,2
"H15909-04-03",5563.017578125,159,2
"H15910-04-01",4090.66333007813,159,2
"H16201-04-01",4050.97436523438,162,2
"H16201-04-02",810.194885253906,162,2
"H16202-04-01",8830.8798828125,162,2
"H16203-04-01",9334.1376953125,162,2
"H16204-04-01",2430.58471679688,162,2
"H16205-04-01",1648.14074707031,162,2
"H16206-04-01",1012.74359130859,162,2
"H16207-04-01",3565.34692382813,162,2
"H16208-04-01",5624.26953125,162,2
"H16209-04-01",3119.67846679688,162,2
"H16210-04-01",2733.61450195313,162,2
"H16302-04-01",0,163,2
"H16304-04-01",2941.63891601563,163,2
"H16305-04-01",4354.70263671875,163,2
"H16305-04-02",0,163,2
"H16305-04-03",0,163,2
"H16306-04-01",6869.46533203125,163,1
"H16307-04-01",4804.84130859375,163,2
"H16308-04-01",4633.23974609375,163,2
"H16308-04-02",0,163,2
"H16309-04-01",4354.70263671875,163,2
"H16310-04-01",2696.50219726563,163,2
"H16401-04-01",1085.76159667969,164,2
"H16402-04-01",3416.34619140625,164,1
"H16403-04-01",3673.52807617188,164,2
"H16404-04-01",3306.17529296875,164,2
"H16405-04-01",8419.033203125,164,2
"H16405-04-02",0,164,2
"H16406-04-01",7968.5234375,164,2
"H16407-04-01",922.146118164063,164,2
"H16407-04-02",1976.02734375,164,2
"H16407-04-03",0,164,2
"H16408-04-01",6950.9345703125,164,2
"H16409-04-01",14843.0634765625,164,2
"H16409-04-02",10102.83984375,164,2
"H16409-04-03",7377.1689453125,164,2
"H16409-04-04",8312.115234375,164,2
"H16410-04-01",7962.2509765625,164,2
"H16501-04-01",805.908813476563,165,2
"H16501-04-02",0,165,2
"H16502-04-01",2607.81323242188,165,2
"H16503-04-01",1891.54467773438,165,2
"H16505-04-01",14546.2021484375,165,2
"H16505-04-02",5201.12890625,165,2
"H16505-04-03",1889.1171875,165,2
"H16506-04-01",0,165,2
"H16507-04-01",4688.6279296875,165,2
"H16508-04-01",1373.51977539063,165,2
"H16509-04-01",3813.91943359375,165,2
"H16510-04-01",2979.62451171875,165,2
"H16604-04-01",1527.51867675781,166,1
"H16604-04-02",763.759338378906,166,1
"H16606-04-01",1732.34448242188,166,2
"H16607-04-01",1785.95056152344,166,1
"H16609-04-01",0,166,1
"H16611-04-01",0,166,1
"H16701-04-01",4254.89111328125,167,2
"H16702-04-01",5789.98779296875,167,2
"H16703-04-01",740.607666015625,167,2
"H16703-04-02",1481.21533203125,167,2
"H16704-04-01",1593.61865234375,167,2
"H16704-04-02",1593.61865234375,167,1
"H16705-04-01",0,167,2
"H16707-04-01",2666.18774414063,167,2
"H16708-04-01",6374.474609375,167,2
"H16709-04-01",2605.49462890625,167,2
"H16710-04-01",9077.1015625,167,2
"H16802-04-01",3877.47485351563,168,2
"H16803-04-01",4846.84326171875,168,2
"H16804-04-01",4417.146484375,168,2
"H16804-04-03",0,168,2
"H16806-04-01",4037.54077148438,168,2
"H16806-04-02",2691.69360351563,168,2
"H16807-04-01",2552.67529296875,168,2
"H16808-04-01",2402.65551757813,168,2
"H16809-04-01",20780.2890625,168,2
"H16809-04-02",5165.51611328125,168,1
"H16809-04-03",0,168,2
"H16810-04-01",10811.951171875,168,2
"H17002-04-01",3877.26147460938,170,2
"H17003-04-01",3722.447265625,170,2
"H17005-04-01",0,170,2
"H17006-04-01",4930.4482421875,170,2
"H17007-04-01",20780.2890625,170,2
"H17007-04-02",0,170,2
"H17008-04-01",5647.79736328125,170,2
"H17009-04-01",10422.8525390625,170,2
"H17009-04-02",0,170,2
"H17010-04-01",3412.45849609375,170,2
"H17010-04-02",11250.013671875,170,1
"H17101-04-01",20780.2890625,171,2
"H17102-04-01",1795.47534179688,171,2
"H17103-04-01",2324.24169921875,171,2
"H17105-04-01",3590.95068359375,171,2
"H17107-04-01",4438.935546875,171,2
"H17108-04-01",0,171,2
"H17109-04-01",8995.6162109375,171,2
"H17110-04-01",1099.46423339844,171,2
"H17201-04-01",0,172,2
"H17201-04-02",0,172,2
"H17201-04-03",0,172,2
"H17202-04-01",7729.9306640625,172,2
"H17203-04-01",1214.70349121094,172,2
"H17204-04-01",2627.4013671875,172,2
"H17205-04-01",3020.92309570313,172,2
"H17206-04-01",3503.2021484375,172,1
"H17207-04-01",3071.63427734375,172,2
"H17207-04-02",1535.81713867188,172,1
"H17208-04-01",8906.3916015625,172,2
"H17210-04-01",4504.11669921875,172,2
"H17301-04-01",1519.64294433594,173,2
"H17302-04-01",0,173,2
"H17308-04-01",1998.65209960938,173,2
"H17309-04-01",4558.9287109375,173,2
"H17310-04-01",6762.17041015625,173,2
"H17401-04-01",1122.81396484375,174,1
"H17401-04-02",842.110412597656,174,1
"H17403-04-01",3525.94604492188,174,1
"H17404-04-01",1113.7373046875,174,1
"H17405-04-01",4606.4248046875,174,2
"H17406-04-01",2021.06506347656,174,1
"H17406-04-03",3368.44165039063,174,2
"H17408-04-01",0,174,2
"H17409-04-01",1263.16564941406,174,1
"H17410-04-01",576.99267578125,174,1
"H17502-04-01",5864.2919921875,175,2
"H17503-04-01",6475.56884765625,175,2
"H17504-04-02",3697.41284179688,175,2
"H17506-04-01",1321.54467773438,175,2
"H17507-04-01",2108.45141601563,175,2
"H17508-04-01",12650.708984375,175,2
"H17509-04-01",2280.55786132813,175,2
"H17511-04-01",3873.34814453125,175,2
"H17511-04-02",1613.89501953125,175,2
"H17511-04-03",1210.42126464844,175,2
"H17601-04-01",3594.66625976563,176,2
"H17602-04-01",10605.8173828125,176,2
"H17604-04-01",0,176,2
"H17605-04-01",5302.90869140625,176,2
"H17606-04-01",20780.2890625,176,2
"H17608-04-01",10033.99609375,176,2
"H17608-04-02",3344.66552734375,176,2
"H17609-04-01",2700.7255859375,176,2
"H17610-04-01",6137.17041015625,176,2
"H17701-04-01",2466.35595703125,177,2
"H17703-04-01",2229.14819335938,177,2
"H17704-04-01",1989.779296875,177,2
"H17705-04-02",1419.6650390625,177,1
"H17707-04-02",4277.8642578125,177,2
"H17707-04-03",13564.9580078125,177,2
"H17707-04-04",0,177,2
"H17708-04-01",7466.81787109375,177,2
"H17708-04-02",4666.76171875,177,2
"H17709-04-01",5637.384765625,177,2
"H17710-04-01",0,177,2
"H18001-04-01",311.059234619141,180,2
"H18001-04-02",0,180,2
"H18005-04-01",1295.88781738281,180,1
"H18007-04-01",2221.25756835938,180,1
"H18010-04-01",303.843505859375,180,2
"H18011-04-01",1630.30920410156,180,1
"H18012-04-01",2399.79223632813,180,1
"H18013-04-01",1290.59826660156,180,1
"H18101-04-01",2518.4482421875,181,2
"H18102-04-01",5572.8818359375,181,2
"H18103-04-01",9366.126953125,181,2
"H18103-04-02",5699.3466796875,181,2
"H18103-04-03",3091.0185546875,181,2
"H18104-04-01",7805.10595703125,181,2
"H18104-04-02",7662.7119140625,181,2
"H18104-04-03",5108.47509765625,181,2
"H18104-04-04",0,181,2
"H18105-04-01",1686.01013183594,181,2
"H18106-04-01",2248.01342773438,181,2
"H18107-04-01",1977.15588378906,181,2
"H18108-04-01",2158.669921875,181,2
"H18109-04-01",5995.416015625,181,2
"H18110-04-01",2591.36328125,181,2
"H18201-04-01",1615.30883789063,182,2
"H18202-04-02",2790.2978515625,182,2
"H18202-04-03",2916.27758789063,182,2
"H18202-04-04",0,182,2
"H18202-04-05",NA,182,2
"H18202-04-06",0,182,2
"H18203-04-01",4189.05224609375,182,2
"H18204-04-01",2907.98681640625,182,2
"H18204-04-02",969.328979492188,182,2
"H18205-04-01",1346.09069824219,182,2
"H18205-04-02",0,182,2
"H18206-04-01",2298.16479492188,182,2
"H18206-04-02",1072.47692871094,182,2
"H18207-04-01",1794.78759765625,182,2
"H18207-04-02",897.393798828125,182,2
"H18208-04-01",2544.48852539063,182,2
"H18209-04-01",5585.4033203125,182,2
"H18209-04-02",1861.80102539063,182,2
"H18210-04-01",0,182,2
"H18210-04-02",7787.169921875,182,2
"H18210-04-03",0,182,2
"H18210-04-04",4449.81103515625,182,2
"H18210-04-05",2966.541015625,182,2
"H18301-04-01",5537.162109375,183,2
"H18301-04-02",0,183,2
"H18301-04-03",2010.02416992188,183,2
"H18301-04-04",0,183,2
"H18301-04-05",969.00341796875,183,2
"H18301-04-06",0,183,2
"H18301-04-07",0,183,2
"H18302-04-01",6942.205078125,183,2
"H18303-04-01",1390.04956054688,183,2
"H18305-04-01",0,183,2
"H18306-04-01",578.51708984375,183,2
"H18307-04-01",1148.44873046875,183,2
"H18308-04-01",3573.37646484375,183,2
"H18309-04-01",1390.04956054688,183,2
"H18311-04-01",4020.04858398438,183,2
"H18311-04-02",1805.56958007813,183,2
"H18601-04-01",1861.08215332031,186,2
"H18601-04-02",0,186,2
"H18601-04-03",0,186,2
"H18601-04-04",0,186,2
"H18602-04-01",1025.19677734375,186,2
"H18603-04-01",1577.74072265625,186,2
"H18604-04-01",1447.50842285156,186,2
"H18605-04-01",1654.29528808594,186,2
"H18606-04-01",2481.44287109375,186,2
"H18607-04-01",897.047180175781,186,2
"H18608-04-01",3075.59033203125,186,2
"H18609-04-01",2144.12573242188,186,2
"H18610-04-01",0,186,2
"H18708-04-01",0,187,2
"H18712-04-01",2285.8515625,187,2
"H18801-04-01",6735.25927734375,188,2
"H18801-04-02",2619.267578125,188,2
"H18802-04-01",8606.7373046875,188,2
"H18803-04-01",6192.8916015625,188,2
"H18804-04-01",6197.76904296875,188,2
"H18805-04-01",2938.83666992188,188,2
"H18806-04-01",4667.8310546875,188,2
"H18806-04-02",0,188,2
"H18806-04-03",0,188,2
"H18807-04-01",7347.09130859375,188,2
"H18807-04-02",3428.642578125,188,2
"H18808-04-01",2868.91235351563,188,2
"H18808-04-02",0,188,2
"H18808-04-03",2868.91235351563,188,2
"H18809-04-01",0,188,2
"H18810-04-01",2619.267578125,188,2
"H18901-04-01",8625.45703125,189,2
"H18902-04-01",693.034729003906,189,2
"H18904-04-01",7547.275390625,189,2
"H18905-04-01",4158.20849609375,189,2
"H18907-04-01",0,189,2
"H18908-04-01",5390.91064453125,189,2
"H18909-04-01",4312.728515625,189,2
"H18910-04-01",4158.20849609375,189,2
"H19001-04-01",10615.578125,190,2
"H19001-04-02",0,190,2
"H19002-04-01",4004.3427734375,190,2
"H19004-04-01",4962.53759765625,190,2
"H19005-04-01",3721.90307617188,190,2
"H19006-04-01",1488.76123046875,190,2
"H19007-04-01",3999.70874023438,190,2
"H19008-04-01",3915.89428710938,190,2
"H19008-04-02",2936.9208984375,190,2
"H19008-04-03",0,190,2
"H19008-04-04",4699.0732421875,190,2
"H19009-04-01",1930.10522460938,190,1
"H19010-04-01",6228.97802734375,190,2
"H19101-04-01",1733.52233886719,191,2
"H19102-04-01",5549.32666015625,191,2
"H19103-04-01",2600.28344726563,191,2
"H19104-04-01",6235.76904296875,191,2
"H19105-04-01",4994.39453125,191,2
"H19106-04-01",1580.42236328125,191,2
"H19107-04-01",5860.89404296875,191,2
"H19107-04-02",0,191,1
"H19107-04-03",0,191,2
"H19108-04-01",9629.25390625,191,2
"H19108-04-02",2600.28344726563,191,2
"H19108-04-03",0,191,2
"H19109-04-01",3835.97900390625,191,2
"H19110-04-01",884.2138671875,191,2
"H19201-04-01",0,192,2
"H19203-04-01",1169.68347167969,192,2
"H19204-04-01",698.945495605469,192,2
"H19205-04-01",1747.36364746094,192,2
"H19205-04-03",698.945495605469,192,2
"H19206-04-01",0,192,2
"H19207-04-01",789.653381347656,192,2
"H19208-04-01",3239.60961914063,192,2
"H19210-04-01",4678.73388671875,192,2
"H19211-04-01",7574.70654296875,192,2
"H19212-04-01",8458.310546875,192,2
"H19212-04-02",6605.6630859375,192,1
"H19212-04-03",0,192,2
"H19401-04-01",582.772277832031,194,1
"H19402-04-01",99.4085006713867,194,1
"H19404-04-01",2328.39208984375,194,1
"H19406-04-01",554.815734863281,194,1
"H19407-04-01",221.294464111328,194,1
"H19409-04-01",1699.12329101563,194,1
"H19501-04-01",719.867736816406,195,2
"H19502-04-01",1541.04382324219,195,2
"H19504-04-01",2519.53735351563,195,2
"H19504-04-02",2519.53735351563,195,1
"H19505-04-01",0,195,2
"H19506-04-01",1432.34887695313,195,2
"H19507-04-01",4068.91381835938,195,2
"H19508-04-01",2578.22778320313,195,2
"H19509-04-01",3390.76147460938,195,2
"H19510-04-01",1511.72229003906,195,2
"H19602-04-01",2155.23657226563,196,1
"H19602-04-02",3017.33129882813,196,2
"H19603-04-01",0,196,2
"H19604-04-01",0,196,2
"H19605-04-01",1074.15234375,196,1
"H19607-04-01",16549.2578125,196,2
"H19607-04-02",6952.447265625,196,2
"H19607-04-03",0,196,2
"H19608-04-01",2356.4169921875,196,1
"H19609-04-01",1047.29650878906,196,1
"H19610-04-01",1508.66564941406,196,1
"H19702-04-01",16549.2578125,197,2
"H19702-04-02",0,197,1
"H19702-04-03",4036.96240234375,197,1
"H19702-04-04",0,197,2
"H19703-04-01",5606.06103515625,197,2
"H19703-04-02",1868.68701171875,197,1
"H19704-04-01",6699.814453125,197,2
"H19705-04-01",4153.84228515625,197,2
"H19707-04-01",4053.90087890625,197,2
"H19708-04-01",1453.84484863281,197,2
"H19709-04-01",1815.20349121094,197,2
"H19710-04-01",1013.47521972656,197,2
"H19711-04-01",900.866882324219,197,2
"H20002-04-01",596.920532226563,200,1
"H20003-04-01",4815.76904296875,200,1
"H20004-04-01",832.454162597656,200,1
"H20005-04-01",601.971130371094,200,1
"H20005-04-02",0,200,2
"H20006-04-01",0,200,1
"H20007-04-01",1348.77575683594,200,2
"H20009-04-01",3995.77978515625,200,1
"H20010-04-01",NA,200,2
"H20010-04-02",1203.94226074219,200,2
"H20010-04-03",NA,200,1
"H20011-04-01",2407.88452148438,200,1
"H20201-04-01",1848.85925292969,202,2
"H20202-04-01",2108.62573242188,202,2
"H20203-04-01",3670.28002929688,202,2
"H20203-04-02",1835.14001464844,202,2
"H20205-04-01",521.3134765625,202,2
"H20206-04-01",1844.60400390625,202,2
"H20207-04-01",2606.5673828125,202,2
"H20207-04-02",0,202,2
"H20208-04-01",2606.5673828125,202,2
"H20209-04-01",2172.1396484375,202,2
"H20210-04-01",4405.513671875,202,2
"H20210-04-02",3083.859375,202,2
"H20210-04-03",0,202,2
"H20301-04-01",0,203,2
"H20302-04-01",0,203,2
"H20303-04-01",3753.8935546875,203,2
"H20304-04-01",1751.81689453125,203,2
"H20305-04-01",2764.6865234375,203,2
"H20306-04-01",3028.19165039063,203,2
"H20307-04-01",2627.72534179688,203,2
"H20309-04-01",4147.02978515625,203,2
"H20310-04-01",1766.95751953125,203,2
"H20310-04-02",5839.388671875,203,2
"H20401-04-01",6673.34619140625,204,2
"H20402-04-01",6041.1611328125,204,2
"H20403-04-01",2669.33862304688,204,2
"H20404-04-01",7048.021484375,204,2
"H20406-04-01",1389.76550292969,204,2
"H20407-04-01",4465.91015625,204,2
"H20408-04-01",7443.18408203125,204,2
"H20409-04-01",3432.00659179688,204,2
"H20411-04-01",4912.583984375,204,2
"H20503-04-01",1194.86840820313,205,1
"H20504-04-01",1048.4951171875,205,1
"H20505-04-01",2621.23779296875,205,1
"H20507-04-01",2320.13452148438,205,1
"H20507-04-02",NA,205,1
"H20508-04-01",1373.83117675781,205,2
"H20509-04-01",1965.92822265625,205,1
"H20510-04-01",392.876281738281,205,1
"H20601-04-01",0,206,1
"H20601-04-02",0,206,2
"H20602-04-01",388.011016845703,206,1
"H20603-04-01",1067.09765625,206,1
"H20603-04-02",0,206,1
"H20603-04-03",0,206,1
"H20604-04-01",1948.00610351563,206,1
"H20606-04-01",1101.27331542969,206,1
"H20606-04-02",0,206,2
"H20607-04-01",0,206,2
"H20608-04-01",776.022033691406,206,1
"H20609-04-02",336.790100097656,206,1
"H20610-04-02",1630.28796386719,206,1
"H20610-04-03",NA,206,2
"H20610-04-04",0,206,2
"H20611-04-02",234.776397705078,206,1
"H20801-04-01",169.828063964844,208,2
"H20802-04-01",1104.29016113281,208,2
"H20803-04-01",1894.7119140625,208,2
"H20804-04-01",634.717834472656,208,2
"H20805-04-01",981.591247558594,208,2
"H20805-04-02",736.193420410156,208,2
"H20807-04-01",761.661376953125,208,2
"H20809-04-01",1269.43566894531,208,2
"H20810-04-01",378.9423828125,208,2
"H20811-04-01",1542.44799804688,208,2
"H20811-04-02",NA,208,2
"H20811-04-03",NA,208,2
"H20811-04-04",0,208,1
"H20811-04-05",0,208,2
"H20901-04-01",9515.107421875,209,2
"H20902-04-01",6879.46533203125,209,2
"H20903-04-02",7338.09619140625,209,2
"H20903-04-03",0,209,2
"H20904-04-01",2970.03051757813,209,2
"H20905-04-01",1674.88879394531,209,2
"H20905-04-02",0,209,2
"H20906-04-01",1310.37426757813,209,2
"H20906-04-03",0,209,2
"H20907-04-01",3538.53564453125,209,2
"H20908-04-01",7580.5498046875,209,2
"H20908-04-02",0,209,1
"H20909-04-01",2293.15502929688,209,1
"H20910-04-01",990.7900390625,209,2
"H21101-04-01",2487.59057617188,211,2
"H21102-04-01",2072.9921875,211,1
"H21102-04-02",0,211,2
"H21103-04-01",1725.49438476563,211,2
"H21105-04-01",1194.13195800781,211,2
"H21106-04-01",0,211,2
"H21107-04-01",1393.66845703125,211,2
"H21108-04-01",805.061462402344,211,2
"H21109-04-01",1199.02612304688,211,1
"H21110-04-01",1552.94494628906,211,1
"H21401-04-01",0,214,2
"H21401-04-02",1010.28143310547,214,2
"H21402-04-01",0,214,2
"H21403-04-01",1414.77197265625,214,2
"H21404-04-01",1160.84069824219,214,2
"H21405-04-01",2087.09399414063,214,2
"H21406-04-01",1304.43371582031,214,2
"H21407-04-01",2415.43872070313,214,2
"H21408-04-01",2608.86743164063,214,2
"H21409-04-01",1565.32043457031,214,2
"H21410-04-01",543.473693847656,214,2
"H21501-04-01",1019.30755615234,215,2
"H21502-04-01",2378.38427734375,215,2
"H21503-04-01",1045.90905761719,215,2
"H21505-04-01",0,215,2
"H21506-04-01",3378.17163085938,215,2
"H21507-04-01",2878.72802734375,215,2
"H21509-04-01",6394.80419921875,215,2
"H21510-04-01",2558.86938476563,215,2
"H21601-04-01",1589.69653320313,216,2
"H21602-04-01",0,216,2
"H21603-04-01",1021.65142822266,216,1
"H21608-04-01",643.73583984375,216,2
"H21609-04-01",2360.45849609375,216,2
"H21610-04-01",1837.73510742188,216,2
"H21612-04-01",689.532653808594,216,2
"H21612-04-02",0,216,2
"H21701-04-01",12206.5634765625,217,2
"H21703-04-01",1396.29077148438,217,2
"H21704-04-01",5308.23583984375,217,2
"H21705-04-01",1552.65612792969,217,2
"H21706-04-01",5032.47021484375,217,2
"H21708-04-01",2609.42895507813,217,2
"H21709-04-01",5315.017578125,217,2
"H21710-04-01",952.766235351563,217,2
"H21711-04-01",2096.86254882813,217,2
"H22001-04-01",1546.6796875,220,1
"H22002-04-01",627.1240234375,220,1
"H22003-04-01",1097.46704101563,220,1
"H22004-04-01",1547.28869628906,220,2
"H22004-04-03",0,220,1
"H22004-04-04",0,220,2
"H22004-04-05",0,220,1
"H22006-04-01",0,220,2
"H22014-04-01",1247.81286621094,220,1
"H22101-04-01",0,221,2
"H22101-04-02",0,221,2
"H22101-04-03",0,221,1
"H22102-04-02",0,221,2
"H22103-04-01",1393.25537109375,221,2
"H22105-04-01",6906.583984375,221,2
"H22106-04-01",0,221,2
"H22109-04-01",3223.45556640625,221,2
"H22110-04-01",1010.71319580078,221,2
"H22110-04-02",3942.98950195313,221,2
"H22110-04-03",8257.0791015625,221,2
"H22110-04-04",5558.9228515625,221,2
"H22110-04-05",0,221,2
"H22110-04-06",0,221,2
"H22111-04-01",6906.583984375,221,2
"H22301-04-01",0,223,1
"H22302-04-01",1420.87805175781,223,2
"H22303-04-01",2802.25732421875,223,2
"H22303-04-02",5604.5146484375,223,2
"H22303-04-03",2101.69311523438,223,2
"H22303-04-04",0,223,2
"H22305-04-01",739.842895507813,223,2
"H22306-04-01",5693.27734375,223,1
"H22307-04-01",1681.35437011719,223,2
"H22308-04-01",1751.41076660156,223,2
"H22309-04-01",4604.01513671875,223,2
"H22309-04-02",1534.67175292969,223,2
"H22310-04-01",2790.31225585938,223,2
"H22401-04-01",8637.41015625,224,2
"H22401-04-02",2639.20849609375,224,2
"H22404-04-01",8723.5498046875,224,2
"H22406-04-01",2365.3623046875,224,2
"H22407-04-01",11357.9462890625,224,2
"H22407-04-02",0,224,2
"H22407-04-03",0,224,1
"H22408-04-01",4421.365234375,224,2
"H22409-04-01",7037.8896484375,224,2
"H22410-04-01",7090.5029296875,224,2
"H22501-04-01",7084.2744140625,225,2
"H22502-04-01",2672.15014648438,225,2
"H22502-04-02",1247.00341796875,225,2
"H22503-04-01",2338.13134765625,225,2
"H22503-04-02",0,225,2
"H22504-04-01",3309.27661132813,225,2
"H22505-04-01",1975.37927246094,225,1
"H22506-04-01",5455.64013671875,225,2
